Aasta;Maakond;Kuu;Arv
2010;Ida-Viru maakond;Juuli;78
2010;Jõgeva maakond;Juuli;10
2010;Järva maakond;Juuli;6
2010;Lääne maakond;Juuli;18
2010;Lääne-Viru maakond;Juuli;31
2010;Põlva maakond;Juuli;13
2010;Pärnu maakond;Juuli;48
2010;Rapla maakond;Juuli;24
2010;Saare maakond;Juuli;27
2010;Tartu maakond;Juuli;114
2010;Valga maakond;Juuli;16
2010;Viljandi maakond;Juuli;26
2010;Võru maakond;Juuli;12
2011;Harju maakond;Juuli;482
2011;..Tallinn;Juuli;458
2011;Hiiu maakond;Juuli;11
2011;Ida-Viru maakond;Juuli;116
2011;Jõgeva maakond;Juuli;11
2011;Järva maakond;Juuli;23
2011;Lääne maakond;Juuli;21
2011;Lääne-Viru maakond;Juuli;26
2011;Põlva maakond;Juuli;5
2011;Pärnu maakond;Juuli;59
2011;Rapla maakond;Juuli;24
2011;Saare maakond;Juuli;25
2011;Tartu maakond;Juuli;146
2011;Valga maakond;Juuli;18
2011;Viljandi maakond;Juuli;35
2011;Võru maakond;Juuli;33
2012;Harju maakond;Juuli;427
2012;..Tallinn;Juuli;399
2012;Hiiu maakond;Juuli;9
2012;Ida-Viru maakond;Juuli;107
2012;Jõgeva maakond;Juuli;13
2012;Järva maakond;Juuli;10
2012;Lääne maakond;Juuli;15
2012;Lääne-Viru maakond;Juuli;37
2012;Põlva maakond;Juuli;11
2012;Pärnu maakond;Juuli;55
2012;Rapla maakond;Juuli;23
2012;Saare maakond;Juuli;32
2012;Tartu maakond;Juuli;155
2012;Valga maakond;Juuli;18
2012;Viljandi maakond;Juuli;37
2012;Võru maakond;Juuli;25
2013;Harju maakond;Juuli;441
2013;..Tallinn;Juuli;403
2013;Hiiu maakond;Juuli;14
2013;Ida-Viru maakond;Juuli;127
2013;Jõgeva maakond;Juuli;12
2013;Järva maakond;Juuli;15
2013;Lääne maakond;Juuli;21
2013;Lääne-Viru maakond;Juuli;42
2013;Põlva maakond;Juuli;15
2013;Pärnu maakond;Juuli;66
2013;Rapla maakond;Juuli;17
2013;Saare maakond;Juuli;40
2013;Tartu maakond;Juuli;142
2013;Valga maakond;Juuli;21
2013;Viljandi maakond;Juuli;19
2013;Võru maakond;Juuli;28
2014;Harju maakond;Juuli;489
2014;..Tallinn;Juuli;448
2014;Hiiu maakond;Juuli;12
2014;Ida-Viru maakond;Juuli;102
2014;Jõgeva maakond;Juuli;11
2014;Järva maakond;Juuli;14
2014;Lääne maakond;Juuli;21
2014;Lääne-Viru maakond;Juuli;44
2014;Põlva maakond;Juuli;17
2014;Pärnu maakond;Juuli;54
2014;Rapla maakond;Juuli;19
2014;Saare maakond;Juuli;35
2014;Tartu maakond;Juuli;139
2014;Valga maakond;Juuli;27
2014;Viljandi maakond;Juuli;28
2014;Võru maakond;Juuli;32
2015;Harju maakond;Juuli;550
2015;..Tallinn;Juuli;508
2015;Hiiu maakond;Juuli;14
2015;Ida-Viru maakond;Juuli;127
2015;Jõgeva maakond;Juuli;11
2015;Järva maakond;Juuli;21
2015;Lääne maakond;Juuli;25
2015;Lääne-Viru maakond;Juuli;53
2015;Põlva maakond;Juuli;25
2015;Pärnu maakond;Juuli;78
2015;Rapla maakond;Juuli;34
2015;Saare maakond;Juuli;38
2015;Tartu maakond;Juuli;179
2015;Valga maakond;Juuli;21
2015;Viljandi maakond;Juuli;30
2015;Võru maakond;Juuli;28
2016;Harju maakond;Juuli;540
2016;..Tallinn;Juuli;495
2016;Hiiu maakond;Juuli;8
2016;Ida-Viru maakond;Juuli;100
2016;Jõgeva maakond;Juuli;9
2016;Järva maakond;Juuli;16
2016;Lääne maakond;Juuli;30
2016;Lääne-Viru maakond;Juuli;47
2016;Põlva maakond;Juuli;16
2016;Pärnu maakond;Juuli;62
2016;Rapla maakond;Juuli;40
2016;Saare maakond;Juuli;39
2016;Tartu maakond;Juuli;196
2016;Valga maakond;Juuli;27
2016;Viljandi maakond;Juuli;27
2016;Võru maakond;Juuli;27
2017;Harju maakond;Juuli;503
2017;..Tallinn;Juuli;455
2017;Hiiu maakond;Juuli;17
2017;Ida-Viru maakond;Juuli;133
2017;Jõgeva maakond;Juuli;21
2017;Järva maakond;Juuli;19
2017;Lääne maakond;Juuli;30
2017;Lääne-Viru maakond;Juuli;47
2017;Põlva maakond;Juuli;20
2017;Pärnu maakond;Juuli;58
2017;Rapla maakond;Juuli;37
2017;Saare maakond;Juuli;43
2017;Tartu maakond;Juuli;218
2017;Valga maakond;Juuli;15
2017;Viljandi maakond;Juuli;39
2017;Võru maakond;Juuli;42
2018;Harju maakond;Juuli;421
2018;..Tallinn;Juuli;421
2018;Hiiu maakond;Juuli;6
2018;Ida-Viru maakond;Juuli;84
2018;Jõgeva maakond;Juuli;7
2018;Järva maakond;Juuli;16
2018;Lääne maakond;Juuli;13
2018;Lääne-Viru maakond;Juuli;47
2018;Põlva maakond;Juuli;12
2018;Pärnu maakond;Juuli;49
2018;Rapla maakond;Juuli;22
2018;Saare maakond;Juuli;28
2018;Tartu maakond;Juuli;154
2018;Valga maakond;Juuli;12
2018;Viljandi maakond;Juuli;22
2018;Võru maakond;Juuli;27
2019;Harju maakond;Juuli;360
2019;..Tallinn;Juuli;360
2019;Hiiu maakond;Juuli;8
2019;Ida-Viru maakond;Juuli;75
2019;Jõgeva maakond;Juuli;7
2019;Järva maakond;Juuli;21
2019;Lääne maakond;Juuli;23
2019;Lääne-Viru maakond;Juuli;39
2019;Põlva maakond;Juuli;18
2019;Pärnu maakond;Juuli;57
2019;Rapla maakond;Juuli;28
2019;Saare maakond;Juuli;30
2019;Tartu maakond;Juuli;148
2019;Valga maakond;Juuli;10
2019;Viljandi maakond;Juuli;38
2019;Võru maakond;Juuli;25
2020;Harju maakond;Juuli;447
2020;..Tallinn;Juuli;447
2020;Hiiu maakond;Juuli;7
2020;Ida-Viru maakond;Juuli;75
2020;Jõgeva maakond;Juuli;8
2020;Järva maakond;Juuli;16
2020;Lääne maakond;Juuli;25
2020;Lääne-Viru maakond;Juuli;44
2020;Põlva maakond;Juuli;16
2020;Pärnu maakond;Juuli;53
2020;Rapla maakond;Juuli;21
2020;Saare maakond;Juuli;19
2020;Tartu maakond;Juuli;134
2020;Valga maakond;Juuli;11
2020;Viljandi maakond;Juuli;20
2020;Võru maakond;Juuli;24
2006;Harju maakond;August;504
2006;..Tallinn;August;447
2006;Hiiu maakond;August;4
2006;Ida-Viru maakond;August;156
2006;Jõgeva maakond;August;14
2006;Järva maakond;August;34
2006;Lääne maakond;August;24
2006;Lääne-Viru maakond;August;48
2006;Põlva maakond;August;17
2006;Pärnu maakond;August;67
2006;Rapla maakond;August;24
2006;Saare maakond;August;29
2006;Tartu maakond;August;114
2006;Valga maakond;August;11
2006;Viljandi maakond;August;33
2006;Võru maakond;August;15
2007;Harju maakond;August;482
2007;..Tallinn;August;438
2007;Hiiu maakond;August;4
2007;Ida-Viru maakond;August;168
2007;Jõgeva maakond;August;17
2007;Järva maakond;August;35
2007;Lääne maakond;August;15
2007;Lääne-Viru maakond;August;45
2007;Põlva maakond;August;14
2007;Pärnu maakond;August;74
2007;Rapla maakond;August;25
2007;Saare maakond;August;36
2007;Tartu maakond;August;115
2007;Valga maakond;August;19
2007;Viljandi maakond;August;24
2007;Võru maakond;August;22
2008;Harju maakond;August;498
2008;..Tallinn;August;448
2008;Hiiu maakond;August;12
2008;Ida-Viru maakond;August;145
2008;Jõgeva maakond;August;15
2008;Järva maakond;August;63
2008;Lääne maakond;August;26
2008;Lääne-Viru maakond;August;54
2008;Põlva maakond;August;24
2008;Pärnu maakond;August;71
2008;Rapla maakond;August;23
2008;Saare maakond;August;43
2008;Tartu maakond;August;149
2008;Valga maakond;August;27
2008;Viljandi maakond;August;35
2008;Võru maakond;August;30
2009;Harju maakond;August;431
2009;..Tallinn;August;402
2009;Hiiu maakond;August;8
2009;Ida-Viru maakond;August;105
2009;Jõgeva maakond;August;12
2009;Järva maakond;August;29
2009;Lääne maakond;August;15
2009;Lääne-Viru maakond;August;29
2009;Põlva maakond;August;8
2009;Pärnu maakond;August;24
2009;Rapla maakond;August;23
2009;Saare maakond;August;31
2009;Tartu maakond;August;120
2009;Valga maakond;August;16
2009;Viljandi maakond;August;26
2009;Võru maakond;August;11
2010;Harju maakond;August;343
2010;..Tallinn;August;319
2010;Hiiu maakond;August;4
2010;Ida-Viru maakond;August;87
2010;Jõgeva maakond;August;11
2010;Järva maakond;August;13
2010;Lääne maakond;August;10
2010;Lääne-Viru maakond;August;19
2010;Põlva maakond;August;3
2010;Pärnu maakond;August;43
2010;Rapla maakond;August;17
2010;Saare maakond;August;29
2010;Tartu maakond;August;102
2010;Valga maakond;August;8
2010;Viljandi maakond;August;21
2010;Võru maakond;August;24
2011;Harju maakond;August;399
2011;..Tallinn;August;378
2011;Hiiu maakond;August;6
2011;Ida-Viru maakond;August;105
2011;Jõgeva maakond;August;7
2011;Järva maakond;August;15
2011;Lääne maakond;August;14
2011;Lääne-Viru maakond;August;30
2011;Põlva maakond;August;12
2011;Pärnu maakond;August;50
2011;Rapla maakond;August;12
2011;Saare maakond;August;31
2011;Tartu maakond;August;110
2011;Valga maakond;August;20
2011;Viljandi maakond;August;35
2011;Võru maakond;August;17
2012;Harju maakond;August;473
2012;..Tallinn;August;441
2012;Hiiu maakond;August;8
2012;Ida-Viru maakond;August;133
2012;Jõgeva maakond;August;13
2012;Järva maakond;August;23
2012;Lääne maakond;August;23
2012;Lääne-Viru maakond;August;33
2012;Põlva maakond;August;9
2012;Pärnu maakond;August;56
2012;Rapla maakond;August;16
2012;Saare maakond;August;20
2012;Tartu maakond;August;147
2012;Valga maakond;August;21
2012;Viljandi maakond;August;32
2012;Võru maakond;August;31
2013;Harju maakond;August;508
2013;..Tallinn;August;452
2013;Hiiu maakond;August;10
2013;Ida-Viru maakond;August;125
2013;Jõgeva maakond;August;6
2013;Järva maakond;August;10
2013;Lääne maakond;August;21
2013;Lääne-Viru maakond;August;35
2013;Põlva maakond;August;5
2013;Pärnu maakond;August;54
2013;Rapla maakond;August;22
2013;Saare maakond;August;31
2013;Tartu maakond;August;162
2013;Valga maakond;August;13
2013;Viljandi maakond;August;20
2013;Võru maakond;August;31
2014;Harju maakond;August;511
2014;..Tallinn;August;473
2014;Hiiu maakond;August;6
2014;Ida-Viru maakond;August;111
2014;Jõgeva maakond;August;18
2014;Järva maakond;August;14
2014;Lääne maakond;August;23
2014;Lääne-Viru maakond;August;43
2014;Põlva maakond;August;13
2014;Pärnu maakond;August;62
2014;Rapla maakond;August;22
2014;Saare maakond;August;36
2014;Tartu maakond;August;165
2014;Valga maakond;August;15
2014;Viljandi maakond;August;33
2014;Võru maakond;August;31
2015;Harju maakond;August;486
2015;..Tallinn;August;460
2015;Hiiu maakond;August;9
2015;Ida-Viru maakond;August;114
2015;Jõgeva maakond;August;9
2015;Järva maakond;August;17
2015;Lääne maakond;August;24
2015;Lääne-Viru maakond;August;39
2015;Põlva maakond;August;16
2015;Pärnu maakond;August;41
2015;Rapla maakond;August;21
2015;Saare maakond;August;28
2015;Tartu maakond;August;155
2015;Valga maakond;August;14
2015;Viljandi maakond;August;28
2015;Võru maakond;August;29
2016;Harju maakond;August;462
2016;..Tallinn;August;417
2016;Hiiu maakond;August;7
2016;Ida-Viru maakond;August;113
2016;Jõgeva maakond;August;11
2016;Järva maakond;August;13
2016;Lääne maakond;August;24
2016;Lääne-Viru maakond;August;46
2016;Põlva maakond;August;9
2016;Pärnu maakond;August;52
2016;Rapla maakond;August;30
2016;Saare maakond;August;33
2016;Tartu maakond;August;148
2016;Valga maakond;August;12
2016;Viljandi maakond;August;29
2016;Võru maakond;August;25
2017;Harju maakond;August;476
2017;..Tallinn;August;445
2017;Hiiu maakond;August;10
2017;Ida-Viru maakond;August;94
2017;Jõgeva maakond;August;8
2017;Järva maakond;August;10
2017;Lääne maakond;August;25
2017;Lääne-Viru maakond;August;20
2017;Põlva maakond;August;15
2017;Pärnu maakond;August;47
2017;Rapla maakond;August;19
2017;Saare maakond;August;36
2017;Tartu maakond;August;143
2017;Valga maakond;August;14
2017;Viljandi maakond;August;27
2017;Võru maakond;August;21
2018;Harju maakond;August;565
2018;..Tallinn;August;565
2018;Hiiu maakond;August;10
2018;Ida-Viru maakond;August;99
2018;Jõgeva maakond;August;13
2018;Järva maakond;August;24
2018;Lääne maakond;August;44
2018;Lääne-Viru maakond;August;43
2018;Põlva maakond;August;27
2018;Pärnu maakond;August;76
2018;Rapla maakond;August;32
2018;Saare maakond;August;42
2018;Tartu maakond;August;206
2018;Valga maakond;August;32
2018;Viljandi maakond;August;39
2018;Võru maakond;August;40
2019;Harju maakond;August;436
2019;..Tallinn;August;436
2019;Hiiu maakond;August;7
2019;Ida-Viru maakond;August;90
2019;Jõgeva maakond;August;9
2019;Järva maakond;August;12
2019;Lääne maakond;August;32
2019;Lääne-Viru maakond;August;40
2019;Põlva maakond;August;7
2019;Pärnu maakond;August;60
2019;Rapla maakond;August;22
2019;Saare maakond;August;28
2019;Tartu maakond;August;149
2019;Valga maakond;August;13
2019;Viljandi maakond;August;38
2019;Võru maakond;August;21
2020;Harju maakond;August;462
2020;..Tallinn;August;462
2020;Hiiu maakond;August;15
2020;Ida-Viru maakond;August;82
2020;Jõgeva maakond;August;13
2020;Järva maakond;August;20
2020;Lääne maakond;August;32
2020;Lääne-Viru maakond;August;48
2020;Põlva maakond;August;6
2020;Pärnu maakond;August;57
2020;Rapla maakond;August;22
2020;Saare maakond;August;47
2020;Tartu maakond;August;152
2020;Valga maakond;August;14
2020;Viljandi maakond;August;39
2020;Võru maakond;August;23
2006;Harju maakond;September;393
2006;..Tallinn;September;369
2006;Hiiu maakond;September;1
2006;Ida-Viru maakond;September;122
2006;Jõgeva maakond;September;11
2006;Järva maakond;September;25
2006;Lääne maakond;September;8
2006;Lääne-Viru maakond;September;22
2006;Põlva maakond;September;4
2006;Pärnu maakond;September;42
2006;Rapla maakond;September;11
2006;Saare maakond;September;17
2006;Tartu maakond;September;107
2006;Valga maakond;September;18
2006;Viljandi maakond;September;16
2006;Võru maakond;September;9
2007;Harju maakond;September;367
2007;..Tallinn;September;342
2007;Hiiu maakond;September;2
2007;Ida-Viru maakond;September;117
2007;Jõgeva maakond;September;11
2007;Järva maakond;September;17
2007;Lääne maakond;September;11
2007;Lääne-Viru maakond;September;23
2007;Põlva maakond;September;4
2007;Pärnu maakond;September;27
2007;Rapla maakond;September;14
2007;Saare maakond;September;4
2007;Tartu maakond;September;83
2007;Valga maakond;September;11
2007;Viljandi maakond;September;24
2007;Võru maakond;September;7
2008;Harju maakond;September;292
2008;..Tallinn;September;286
2008;Hiiu maakond;September;1
2008;Ida-Viru maakond;September;97
2008;Jõgeva maakond;September;8
2008;Järva maakond;September;10
2008;Lääne maakond;September;11
2008;Lääne-Viru maakond;September;17
2008;Põlva maakond;September;3
2008;Pärnu maakond;September;21
2008;Rapla maakond;September;13
2008;Saare maakond;September;7
2008;Tartu maakond;September;82
2008;Valga maakond;September;7
2008;Viljandi maakond;September;9
2008;Võru maakond;September;8
2009;Harju maakond;September;253
2009;..Tallinn;September;244
2009;Hiiu maakond;September;1
2009;Ida-Viru maakond;September;82
2009;Jõgeva maakond;September;6
2009;Järva maakond;September;12
2009;Lääne maakond;September;21
2009;Lääne-Viru maakond;September;17
2009;Põlva maakond;September;10
2009;Pärnu maakond;September;28
2009;Rapla maakond;September;15
2009;Saare maakond;September;10
2009;Tartu maakond;September;62
2009;Valga maakond;September;13
2009;Viljandi maakond;September;12
2009;Võru maakond;September;6
2010;Harju maakond;September;243
2010;..Tallinn;September;236
2010;Hiiu maakond;September;2
2010;Ida-Viru maakond;September;90
2010;Jõgeva maakond;September;8
2010;Järva maakond;September;2
2010;Lääne maakond;September;7
2010;Lääne-Viru maakond;September;8
2010;Põlva maakond;September;3
2010;Pärnu maakond;September;25
2010;Rapla maakond;September;5
2010;Saare maakond;September;8
2010;Tartu maakond;September;50
2010;Valga maakond;September;7
2010;Viljandi maakond;September;10
2010;Võru maakond;September;7
2011;Harju maakond;September;300
2011;..Tallinn;September;291
2011;Hiiu maakond;September;1
2011;Ida-Viru maakond;September;71
2011;Jõgeva maakond;September;6
2011;Järva maakond;September;9
2011;Lääne maakond;September;16
2011;Lääne-Viru maakond;September;8
2011;Põlva maakond;September;3
2011;Pärnu maakond;September;24
2011;Rapla maakond;September;5
2011;Saare maakond;September;7
2011;Tartu maakond;September;52
2011;Valga maakond;September;10
2011;Viljandi maakond;September;13
2011;Võru maakond;September;6
2012;Harju maakond;September;291
2012;..Tallinn;September;279
2012;Hiiu maakond;September;2
2012;Ida-Viru maakond;September;86
2012;Jõgeva maakond;September;2
2012;Järva maakond;September;8
2012;Lääne maakond;September;16
2012;Lääne-Viru maakond;September;9
2012;Põlva maakond;September;8
2012;Pärnu maakond;September;17
2012;Rapla maakond;September;9
2012;Saare maakond;September;8
2012;Tartu maakond;September;71
2012;Valga maakond;September;10
2012;Viljandi maakond;September;7
2012;Võru maakond;September;9
2013;Harju maakond;September;266
2013;..Tallinn;September;251
2013;Hiiu maakond;September;3
2013;Ida-Viru maakond;September;81
2013;Jõgeva maakond;September;3
2013;Järva maakond;September;2
2013;Lääne maakond;September;12
2013;Lääne-Viru maakond;September;15
2013;Põlva maakond;September;6
2013;Pärnu maakond;September;26
2013;Rapla maakond;September;11
2013;Saare maakond;September;7
2013;Tartu maakond;September;60
2013;Valga maakond;September;6
2013;Viljandi maakond;September;13
2013;Võru maakond;September;9
2014;Harju maakond;September;339
2014;..Tallinn;September;322
2014;Hiiu maakond;September;2
2014;Ida-Viru maakond;September;78
2014;Jõgeva maakond;September;6
2014;Järva maakond;September;13
2014;Lääne maakond;September;11
2014;Lääne-Viru maakond;September;9
2014;Põlva maakond;September;2
2014;Pärnu maakond;September;19
2014;Rapla maakond;September;12
2014;Saare maakond;September;13
2014;Tartu maakond;September;69
2014;Valga maakond;September;5
2014;Viljandi maakond;September;15
2014;Võru maakond;September;15
2015;Harju maakond;September;322
2015;..Tallinn;September;299
2015;Hiiu maakond;September;1
2015;Ida-Viru maakond;September;85
2015;Jõgeva maakond;September;4
2015;Järva maakond;September;7
2015;Lääne maakond;September;9
2015;Lääne-Viru maakond;September;19
2015;Põlva maakond;September;5
2015;Pärnu maakond;September;29
2015;Rapla maakond;September;13
2015;Saare maakond;September;13
2015;Tartu maakond;September;75
2015;Valga maakond;September;3
2015;Viljandi maakond;September;6
2015;Võru maakond;September;5
2016;Harju maakond;September;326
2016;..Tallinn;September;292
2016;Hiiu maakond;September;2
2016;Ida-Viru maakond;September;54
2016;Jõgeva maakond;September;2
2016;Järva maakond;September;8
2016;Lääne maakond;September;6
2016;Lääne-Viru maakond;September;18
2016;Põlva maakond;September;6
2016;Pärnu maakond;September;25
2016;Rapla maakond;September;8
2016;Saare maakond;September;8
2016;Tartu maakond;September;81
2016;Valga maakond;September;8
2016;Viljandi maakond;September;8
2016;Võru maakond;September;7
2017;Harju maakond;September;316
2017;..Tallinn;September;303
2017;Hiiu maakond;September;4
2017;Ida-Viru maakond;September;63
2017;Jõgeva maakond;September;2
2017;Järva maakond;September;9
2017;Lääne maakond;September;7
2017;Lääne-Viru maakond;September;14
2017;Põlva maakond;September;3
2017;Pärnu maakond;September;19
2017;Rapla maakond;September;15
2017;Saare maakond;September;14
2017;Tartu maakond;September;94
2017;Valga maakond;September;11
2017;Viljandi maakond;September;12
2017;Võru maakond;September;5
2018;Harju maakond;September;193
2018;..Tallinn;September;193
2018;Hiiu maakond;September;2
2018;Ida-Viru maakond;September;66
2018;Jõgeva maakond;September;6
2018;Järva maakond;September;10
2018;Lääne maakond;September;10
2018;Lääne-Viru maakond;September;11
2018;Põlva maakond;September;4
2018;Pärnu maakond;September;28
2018;Rapla maakond;September;16
2018;Saare maakond;September;9
2018;Tartu maakond;September;83
2018;Valga maakond;September;6
2018;Viljandi maakond;September;9
2018;Võru maakond;September;5
2019;Harju maakond;September;308
2019;..Tallinn;September;308
2019;Hiiu maakond;September;5
2019;Ida-Viru maakond;September;59
2019;Jõgeva maakond;September;6
2019;Järva maakond;September;5
2019;Lääne maakond;September;11
2019;Lääne-Viru maakond;September;12
2019;Põlva maakond;September;4
2019;Pärnu maakond;September;33
2019;Rapla maakond;September;6
2019;Saare maakond;September;20
2019;Tartu maakond;September;98
2019;Valga maakond;September;7
2019;Viljandi maakond;September;11
2019;Võru maakond;September;11
2020;Harju maakond;September;275
2020;..Tallinn;September;275
2020;Hiiu maakond;September;1
2020;Ida-Viru maakond;September;46
2020;Jõgeva maakond;September;2
2020;Järva maakond;September;5
2020;Lääne maakond;September;11
2020;Lääne-Viru maakond;September;20
2020;Põlva maakond;September;10
2020;Pärnu maakond;September;24
2020;Rapla maakond;September;7
2020;Saare maakond;September;10
2020;Tartu maakond;September;57
2020;Valga maakond;September;10
2020;Viljandi maakond;September;10
2020;Võru maakond;September;11
2006;Harju maakond;Oktoober;209
2006;..Tallinn;Oktoober;200
2006;Hiiu maakond;Oktoober;0
2006;Ida-Viru maakond;Oktoober;76
2006;Jõgeva maakond;Oktoober;1
2006;Järva maakond;Oktoober;10
2006;Lääne maakond;Oktoober;5
2006;Lääne-Viru maakond;Oktoober;19
2006;Põlva maakond;Oktoober;4
2006;Pärnu maakond;Oktoober;28
2006;Rapla maakond;Oktoober;6
2006;Saare maakond;Oktoober;2
2006;Tartu maakond;Oktoober;48
2006;Valga maakond;Oktoober;9
2006;Viljandi maakond;Oktoober;15
2006;Võru maakond;Oktoober;6
2007;Harju maakond;Oktoober;211
2007;..Tallinn;Oktoober;198
2007;Hiiu maakond;Oktoober;1
2007;Ida-Viru maakond;Oktoober;85
2007;Jõgeva maakond;Oktoober;7
2007;Järva maakond;Oktoober;10
2007;Lääne maakond;Oktoober;3
2007;Lääne-Viru maakond;Oktoober;16
2007;Põlva maakond;Oktoober;5
2007;Pärnu maakond;Oktoober;25
2007;Rapla maakond;Oktoober;6
2007;Saare maakond;Oktoober;4
2007;Tartu maakond;Oktoober;45
2007;Valga maakond;Oktoober;7
2007;Viljandi maakond;Oktoober;12
2007;Võru maakond;Oktoober;4
2008;Harju maakond;Oktoober;231
2008;..Tallinn;Oktoober;221
2008;Hiiu maakond;Oktoober;0
2008;Ida-Viru maakond;Oktoober;41
2008;Jõgeva maakond;Oktoober;5
2008;Järva maakond;Oktoober;13
2008;Lääne maakond;Oktoober;4
2008;Lääne-Viru maakond;Oktoober;13
2008;Põlva maakond;Oktoober;4
2008;Pärnu maakond;Oktoober;23
2008;Rapla maakond;Oktoober;4
2008;Saare maakond;Oktoober;3
2008;Tartu maakond;Oktoober;44
2008;Valga maakond;Oktoober;2
2008;Viljandi maakond;Oktoober;13
2008;Võru maakond;Oktoober;9
2009;Harju maakond;Oktoober;197
2009;..Tallinn;Oktoober;193
2009;Hiiu maakond;Oktoober;2
2009;Ida-Viru maakond;Oktoober;51
2009;Jõgeva maakond;Oktoober;5
2009;Järva maakond;Oktoober;6
2009;Lääne maakond;Oktoober;4
2009;Lääne-Viru maakond;Oktoober;15
2009;Põlva maakond;Oktoober;4
2009;Pärnu maakond;Oktoober;12
2009;Rapla maakond;Oktoober;4
2009;Saare maakond;Oktoober;4
2009;Tartu maakond;Oktoober;46
2009;Valga maakond;Oktoober;6
2009;Viljandi maakond;Oktoober;12
2009;Võru maakond;Oktoober;7
2010;Harju maakond;Oktoober;218
2010;..Tallinn;Oktoober;209
2010;Hiiu maakond;Oktoober;2
2010;Ida-Viru maakond;Oktoober;57
2010;Jõgeva maakond;Oktoober;2
2010;Järva maakond;Oktoober;6
2010;Lääne maakond;Oktoober;8
2010;Lääne-Viru maakond;Oktoober;9
2010;Põlva maakond;Oktoober;3
2010;Pärnu maakond;Oktoober;21
2010;Rapla maakond;Oktoober;2
2010;Saare maakond;Oktoober;9
2010;Tartu maakond;Oktoober;41
2010;Valga maakond;Oktoober;8
2010;Viljandi maakond;Oktoober;9
2010;Võru maakond;Oktoober;6
2011;Harju maakond;Oktoober;200
2011;..Tallinn;Oktoober;197
2011;Hiiu maakond;Oktoober;0
2011;Ida-Viru maakond;Oktoober;56
2011;Jõgeva maakond;Oktoober;4
2011;Järva maakond;Oktoober;4
2011;Lääne maakond;Oktoober;6
2011;Lääne-Viru maakond;Oktoober;11
2011;Põlva maakond;Oktoober;3
2011;Pärnu maakond;Oktoober;21
2011;Rapla maakond;Oktoober;3
2011;Saare maakond;Oktoober;3
2011;Tartu maakond;Oktoober;36
2011;Valga maakond;Oktoober;6
2011;Viljandi maakond;Oktoober;9
2011;Võru maakond;Oktoober;5
2012;Harju maakond;Oktoober;204
2012;..Tallinn;Oktoober;197
2012;Hiiu maakond;Oktoober;2
2012;Ida-Viru maakond;Oktoober;62
2012;Jõgeva maakond;Oktoober;2
2012;Järva maakond;Oktoober;3
2012;Lääne maakond;Oktoober;8
2012;Lääne-Viru maakond;Oktoober;15
2012;Põlva maakond;Oktoober;6
2012;Pärnu maakond;Oktoober;12
2012;Rapla maakond;Oktoober;1
2012;Saare maakond;Oktoober;5
2012;Tartu maakond;Oktoober;45
2012;Valga maakond;Oktoober;6
2012;Viljandi maakond;Oktoober;13
2012;Võru maakond;Oktoober;4
2013;Harju maakond;Oktoober;220
2013;..Tallinn;Oktoober;213
2013;Hiiu maakond;Oktoober;3
2013;Ida-Viru maakond;Oktoober;66
2013;Jõgeva maakond;Oktoober;1
2013;Järva maakond;Oktoober;7
2013;Lääne maakond;Oktoober;5
2013;Lääne-Viru maakond;Oktoober;10
2013;Põlva maakond;Oktoober;3
2013;Pärnu maakond;Oktoober;13
2013;Rapla maakond;Oktoober;7
2013;Saare maakond;Oktoober;3
2013;Tartu maakond;Oktoober;38
2013;Valga maakond;Oktoober;12
2013;Viljandi maakond;Oktoober;11
2013;Võru maakond;Oktoober;4
2014;Harju maakond;Oktoober;228
2014;..Tallinn;Oktoober;219
2014;Hiiu maakond;Oktoober;2
2014;Ida-Viru maakond;Oktoober;66
2014;Jõgeva maakond;Oktoober;3
2014;Järva maakond;Oktoober;4
2014;Lääne maakond;Oktoober;9
2014;Lääne-Viru maakond;Oktoober;12
2014;Põlva maakond;Oktoober;5
2014;Pärnu maakond;Oktoober;20
2014;Rapla maakond;Oktoober;5
2014;Saare maakond;Oktoober;3
2014;Tartu maakond;Oktoober;51
2014;Valga maakond;Oktoober;6
2014;Viljandi maakond;Oktoober;8
2014;Võru maakond;Oktoober;0
2015;Harju maakond;Oktoober;243
2015;..Tallinn;Oktoober;230
2015;Hiiu maakond;Oktoober;1
2015;Ida-Viru maakond;Oktoober;62
2015;Jõgeva maakond;Oktoober;3
2015;Järva maakond;Oktoober;7
2015;Lääne maakond;Oktoober;6
2015;Lääne-Viru maakond;Oktoober;15
2015;Põlva maakond;Oktoober;3
2015;Pärnu maakond;Oktoober;14
2015;Rapla maakond;Oktoober;2
2015;Saare maakond;Oktoober;10
2015;Tartu maakond;Oktoober;48
2015;Valga maakond;Oktoober;5
2015;Viljandi maakond;Oktoober;6
2015;Võru maakond;Oktoober;3
2016;Harju maakond;Oktoober;221
2016;..Tallinn;Oktoober;206
2016;Hiiu maakond;Oktoober;2
2016;Ida-Viru maakond;Oktoober;56
2016;Jõgeva maakond;Oktoober;6
2016;Järva maakond;Oktoober;3
2016;Lääne maakond;Oktoober;4
2016;Lääne-Viru maakond;Oktoober;14
2016;Põlva maakond;Oktoober;3
2016;Pärnu maakond;Oktoober;15
2016;Rapla maakond;Oktoober;2
2016;Saare maakond;Oktoober;7
2016;Tartu maakond;Oktoober;42
2016;Valga maakond;Oktoober;2
2016;Viljandi maakond;Oktoober;3
2016;Võru maakond;Oktoober;4
