Aasta;Maakond;Kuu;Arv
2006;Pärnu maakond;Aprill;20
2006;Rapla maakond;Aprill;5
2006;Saare maakond;Aprill;5
2006;Tartu maakond;Aprill;33
2006;Valga maakond;Aprill;6
2006;Viljandi maakond;Aprill;6
2006;Võru maakond;Aprill;10
2007;Harju maakond;Aprill;148
2007;..Tallinn;Aprill;130
2007;Hiiu maakond;Aprill;0
2007;Ida-Viru maakond;Aprill;53
2007;Jõgeva maakond;Aprill;4
2007;Järva maakond;Aprill;5
2007;Lääne maakond;Aprill;8
2007;Lääne-Viru maakond;Aprill;17
2007;Põlva maakond;Aprill;6
2007;Pärnu maakond;Aprill;16
2007;Rapla maakond;Aprill;5
2007;Saare maakond;Aprill;2
2007;Tartu maakond;Aprill;30
2007;Valga maakond;Aprill;8
2007;Viljandi maakond;Aprill;8
2007;Võru maakond;Aprill;7
2008;Harju maakond;Aprill;160
2008;..Tallinn;Aprill;151
2008;Hiiu maakond;Aprill;1
2008;Ida-Viru maakond;Aprill;45
2008;Jõgeva maakond;Aprill;7
2008;Järva maakond;Aprill;5
2008;Lääne maakond;Aprill;6
2008;Lääne-Viru maakond;Aprill;13
2008;Põlva maakond;Aprill;5
2008;Pärnu maakond;Aprill;15
2008;Rapla maakond;Aprill;12
2008;Saare maakond;Aprill;6
2008;Tartu maakond;Aprill;31
2008;Valga maakond;Aprill;3
2008;Viljandi maakond;Aprill;9
2008;Võru maakond;Aprill;7
2009;Harju maakond;Aprill;139
2009;..Tallinn;Aprill;121
2009;Hiiu maakond;Aprill;3
2009;Ida-Viru maakond;Aprill;41
2009;Jõgeva maakond;Aprill;4
2009;Järva maakond;Aprill;2
2009;Lääne maakond;Aprill;4
2009;Lääne-Viru maakond;Aprill;5
2009;Põlva maakond;Aprill;0
2009;Pärnu maakond;Aprill;13
2009;Rapla maakond;Aprill;6
2009;Saare maakond;Aprill;4
2009;Tartu maakond;Aprill;24
2009;Valga maakond;Aprill;11
2009;Viljandi maakond;Aprill;14
2009;Võru maakond;Aprill;8
2010;Harju maakond;Aprill;119
2010;..Tallinn;Aprill;114
2010;Hiiu maakond;Aprill;0
2010;Ida-Viru maakond;Aprill;45
2010;Jõgeva maakond;Aprill;3
2010;Järva maakond;Aprill;4
2010;Lääne maakond;Aprill;3
2010;Lääne-Viru maakond;Aprill;10
2010;Põlva maakond;Aprill;0
2010;Pärnu maakond;Aprill;16
2010;Rapla maakond;Aprill;6
2010;Saare maakond;Aprill;3
2010;Tartu maakond;Aprill;31
2010;Valga maakond;Aprill;2
2010;Viljandi maakond;Aprill;9
2010;Võru maakond;Aprill;4
2011;Harju maakond;Aprill;114
2011;..Tallinn;Aprill;107
2011;Hiiu maakond;Aprill;0
2011;Ida-Viru maakond;Aprill;49
2011;Jõgeva maakond;Aprill;2
2011;Järva maakond;Aprill;4
2011;Lääne maakond;Aprill;1
2011;Lääne-Viru maakond;Aprill;10
2011;Põlva maakond;Aprill;4
2011;Pärnu maakond;Aprill;16
2011;Rapla maakond;Aprill;4
2011;Saare maakond;Aprill;9
2011;Tartu maakond;Aprill;33
2011;Valga maakond;Aprill;8
2011;Viljandi maakond;Aprill;3
2011;Võru maakond;Aprill;6
2012;Harju maakond;Aprill;128
2012;..Tallinn;Aprill;122
2012;Hiiu maakond;Aprill;1
2012;Ida-Viru maakond;Aprill;46
2012;Jõgeva maakond;Aprill;5
2012;Järva maakond;Aprill;6
2012;Lääne maakond;Aprill;6
2012;Lääne-Viru maakond;Aprill;13
2012;Põlva maakond;Aprill;4
2012;Pärnu maakond;Aprill;17
2012;Rapla maakond;Aprill;1
2012;Saare maakond;Aprill;3
2012;Tartu maakond;Aprill;22
2012;Valga maakond;Aprill;5
2012;Viljandi maakond;Aprill;2
2012;Võru maakond;Aprill;1
2013;Harju maakond;Aprill;131
2013;..Tallinn;Aprill;111
2013;Hiiu maakond;Aprill;2
2013;Ida-Viru maakond;Aprill;51
2013;Jõgeva maakond;Aprill;3
2013;Järva maakond;Aprill;9
2013;Lääne maakond;Aprill;5
2013;Lääne-Viru maakond;Aprill;12
2013;Põlva maakond;Aprill;1
2013;Pärnu maakond;Aprill;19
2013;Rapla maakond;Aprill;5
2013;Saare maakond;Aprill;4
2013;Tartu maakond;Aprill;33
2013;Valga maakond;Aprill;6
2013;Viljandi maakond;Aprill;9
2013;Võru maakond;Aprill;4
2014;Harju maakond;Aprill;123
2014;..Tallinn;Aprill;115
2014;Hiiu maakond;Aprill;0
2014;Ida-Viru maakond;Aprill;64
2014;Jõgeva maakond;Aprill;5
2014;Järva maakond;Aprill;5
2014;Lääne maakond;Aprill;3
2014;Lääne-Viru maakond;Aprill;8
2014;Põlva maakond;Aprill;2
2014;Pärnu maakond;Aprill;11
2014;Rapla maakond;Aprill;12
2014;Saare maakond;Aprill;4
2014;Tartu maakond;Aprill;26
2014;Valga maakond;Aprill;3
2014;Viljandi maakond;Aprill;6
2014;Võru maakond;Aprill;4
2015;Harju maakond;Aprill;138
2015;..Tallinn;Aprill;135
2015;Hiiu maakond;Aprill;2
2015;Ida-Viru maakond;Aprill;41
2015;Jõgeva maakond;Aprill;4
2015;Järva maakond;Aprill;8
2015;Lääne maakond;Aprill;3
2015;Lääne-Viru maakond;Aprill;5
2015;Põlva maakond;Aprill;1
2015;Pärnu maakond;Aprill;14
2015;Rapla maakond;Aprill;11
2015;Saare maakond;Aprill;7
2015;Tartu maakond;Aprill;32
2015;Valga maakond;Aprill;7
2015;Viljandi maakond;Aprill;9
2015;Võru maakond;Aprill;7
2016;Harju maakond;Aprill;124
2016;..Tallinn;Aprill;119
2016;Hiiu maakond;Aprill;1
2016;Ida-Viru maakond;Aprill;31
2016;Jõgeva maakond;Aprill;5
2016;Järva maakond;Aprill;7
2016;Lääne maakond;Aprill;7
2016;Lääne-Viru maakond;Aprill;11
2016;Põlva maakond;Aprill;3
2016;Pärnu maakond;Aprill;8
2016;Rapla maakond;Aprill;1
2016;Saare maakond;Aprill;3
2016;Tartu maakond;Aprill;30
2016;Valga maakond;Aprill;6
2016;Viljandi maakond;Aprill;11
2016;Võru maakond;Aprill;4
2017;Harju maakond;Aprill;128
2017;..Tallinn;Aprill;121
2017;Hiiu maakond;Aprill;2
2017;Ida-Viru maakond;Aprill;28
2017;Jõgeva maakond;Aprill;3
2017;Järva maakond;Aprill;5
2017;Lääne maakond;Aprill;3
2017;Lääne-Viru maakond;Aprill;5
2017;Põlva maakond;Aprill;2
2017;Pärnu maakond;Aprill;12
2017;Rapla maakond;Aprill;6
2017;Saare maakond;Aprill;4
2017;Tartu maakond;Aprill;34
2017;Valga maakond;Aprill;3
2017;Viljandi maakond;Aprill;11
2017;Võru maakond;Aprill;3
2018;Harju maakond;Aprill;120
2018;..Tallinn;Aprill;120
2018;Hiiu maakond;Aprill;0
2018;Ida-Viru maakond;Aprill;32
2018;Jõgeva maakond;Aprill;4
2018;Järva maakond;Aprill;4
2018;Lääne maakond;Aprill;7
2018;Lääne-Viru maakond;Aprill;10
2018;Põlva maakond;Aprill;0
2018;Pärnu maakond;Aprill;13
2018;Rapla maakond;Aprill;3
2018;Saare maakond;Aprill;3
2018;Tartu maakond;Aprill;23
2018;Valga maakond;Aprill;3
2018;Viljandi maakond;Aprill;3
2018;Võru maakond;Aprill;9
2019;Harju maakond;Aprill;101
2019;..Tallinn;Aprill;101
2019;Hiiu maakond;Aprill;0
2019;Ida-Viru maakond;Aprill;26
2019;Jõgeva maakond;Aprill;4
2019;Järva maakond;Aprill;5
2019;Lääne maakond;Aprill;5
2019;Lääne-Viru maakond;Aprill;10
2019;Põlva maakond;Aprill;3
2019;Pärnu maakond;Aprill;12
2019;Rapla maakond;Aprill;3
2019;Saare maakond;Aprill;3
2019;Tartu maakond;Aprill;30
2019;Valga maakond;Aprill;2
2019;Viljandi maakond;Aprill;7
2019;Võru maakond;Aprill;6
2020;Harju maakond;Aprill;43
2020;..Tallinn;Aprill;43
2020;Hiiu maakond;Aprill;2
2020;Ida-Viru maakond;Aprill;23
2020;Jõgeva maakond;Aprill;4
2020;Järva maakond;Aprill;2
2020;Lääne maakond;Aprill;3
2020;Lääne-Viru maakond;Aprill;9
2020;Põlva maakond;Aprill;1
2020;Pärnu maakond;Aprill;9
2020;Rapla maakond;Aprill;2
2020;Saare maakond;Aprill;5
2020;Tartu maakond;Aprill;15
2020;Valga maakond;Aprill;5
2020;Viljandi maakond;Aprill;5
2020;Võru maakond;Aprill;2
2006;Harju maakond;Mai;167
2006;..Tallinn;Mai;151
2006;Hiiu maakond;Mai;1
2006;Ida-Viru maakond;Mai;56
2006;Jõgeva maakond;Mai;4
2006;Järva maakond;Mai;4
2006;Lääne maakond;Mai;10
2006;Lääne-Viru maakond;Mai;17
2006;Põlva maakond;Mai;4
2006;Pärnu maakond;Mai;15
2006;Rapla maakond;Mai;7
2006;Saare maakond;Mai;3
2006;Tartu maakond;Mai;27
2006;Valga maakond;Mai;6
2006;Viljandi maakond;Mai;12
2006;Võru maakond;Mai;3
2007;Harju maakond;Mai;195
2007;..Tallinn;Mai;187
2007;Hiiu maakond;Mai;3
2007;Ida-Viru maakond;Mai;38
2007;Jõgeva maakond;Mai;10
2007;Järva maakond;Mai;8
2007;Lääne maakond;Mai;8
2007;Lääne-Viru maakond;Mai;19
2007;Põlva maakond;Mai;9
2007;Pärnu maakond;Mai;17
2007;Rapla maakond;Mai;6
2007;Saare maakond;Mai;9
2007;Tartu maakond;Mai;33
2007;Valga maakond;Mai;8
2007;Viljandi maakond;Mai;14
2007;Võru maakond;Mai;6
2008;Harju maakond;Mai;154
2008;..Tallinn;Mai;144
2008;Hiiu maakond;Mai;1
2008;Ida-Viru maakond;Mai;52
2008;Jõgeva maakond;Mai;10
2008;Järva maakond;Mai;4
2008;Lääne maakond;Mai;4
2008;Lääne-Viru maakond;Mai;15
2008;Põlva maakond;Mai;5
2008;Pärnu maakond;Mai;19
2008;Rapla maakond;Mai;6
2008;Saare maakond;Mai;5
2008;Tartu maakond;Mai;29
2008;Valga maakond;Mai;7
2008;Viljandi maakond;Mai;7
2008;Võru maakond;Mai;6
2009;Harju maakond;Mai;128
2009;..Tallinn;Mai;116
2009;Hiiu maakond;Mai;0
2009;Ida-Viru maakond;Mai;39
2009;Jõgeva maakond;Mai;6
2009;Järva maakond;Mai;4
2009;Lääne maakond;Mai;4
2009;Lääne-Viru maakond;Mai;13
2009;Põlva maakond;Mai;2
2009;Pärnu maakond;Mai;17
2009;Rapla maakond;Mai;3
2009;Saare maakond;Mai;2
2009;Tartu maakond;Mai;39
2009;Valga maakond;Mai;2
2009;Viljandi maakond;Mai;6
2009;Võru maakond;Mai;2
2010;Harju maakond;Mai;129
2010;..Tallinn;Mai;118
2010;Hiiu maakond;Mai;1
2010;Ida-Viru maakond;Mai;36
2010;Jõgeva maakond;Mai;1
2010;Järva maakond;Mai;5
2010;Lääne maakond;Mai;4
2010;Lääne-Viru maakond;Mai;10
2010;Põlva maakond;Mai;7
2010;Pärnu maakond;Mai;12
2010;Rapla maakond;Mai;3
2010;Saare maakond;Mai;6
2010;Tartu maakond;Mai;34
2010;Valga maakond;Mai;4
2010;Viljandi maakond;Mai;12
2010;Võru maakond;Mai;0
2011;Harju maakond;Mai;128
2011;..Tallinn;Mai;119
2011;Hiiu maakond;Mai;1
2011;Ida-Viru maakond;Mai;28
2011;Jõgeva maakond;Mai;2
2011;Järva maakond;Mai;7
2011;Lääne maakond;Mai;3
2011;Lääne-Viru maakond;Mai;12
2011;Põlva maakond;Mai;2
2011;Pärnu maakond;Mai;15
2011;Rapla maakond;Mai;1
2011;Saare maakond;Mai;7
2011;Tartu maakond;Mai;22
2011;Valga maakond;Mai;7
2011;Viljandi maakond;Mai;11
2011;Võru maakond;Mai;4
2012;Harju maakond;Mai;128
2012;..Tallinn;Mai;115
2012;Hiiu maakond;Mai;2
2012;Ida-Viru maakond;Mai;39
2012;Jõgeva maakond;Mai;3
2012;Järva maakond;Mai;3
2012;Lääne maakond;Mai;4
2012;Lääne-Viru maakond;Mai;15
2012;Põlva maakond;Mai;3
2012;Pärnu maakond;Mai;24
2012;Rapla maakond;Mai;7
2012;Saare maakond;Mai;4
2012;Tartu maakond;Mai;30
2012;Valga maakond;Mai;6
2012;Viljandi maakond;Mai;14
2012;Võru maakond;Mai;7
2013;Harju maakond;Mai;157
2013;..Tallinn;Mai;129
2013;Hiiu maakond;Mai;0
2013;Ida-Viru maakond;Mai;36
2013;Jõgeva maakond;Mai;6
2013;Järva maakond;Mai;4
2013;Lääne maakond;Mai;6
2013;Lääne-Viru maakond;Mai;18
2013;Põlva maakond;Mai;1
2013;Pärnu maakond;Mai;26
2013;Rapla maakond;Mai;4
2013;Saare maakond;Mai;5
2013;Tartu maakond;Mai;36
2013;Valga maakond;Mai;5
2013;Viljandi maakond;Mai;7
2013;Võru maakond;Mai;4
2014;Harju maakond;Mai;165
2014;..Tallinn;Mai;162
2014;Hiiu maakond;Mai;2
2014;Ida-Viru maakond;Mai;40
2014;Jõgeva maakond;Mai;5
2014;Järva maakond;Mai;3
2014;Lääne maakond;Mai;4
2014;Lääne-Viru maakond;Mai;11
2014;Põlva maakond;Mai;9
2014;Pärnu maakond;Mai;20
2014;Rapla maakond;Mai;2
2014;Saare maakond;Mai;6
2014;Tartu maakond;Mai;32
2014;Valga maakond;Mai;0
2014;Viljandi maakond;Mai;6
2014;Võru maakond;Mai;8
2015;Harju maakond;Mai;122
2015;..Tallinn;Mai;120
2015;Hiiu maakond;Mai;2
2015;Ida-Viru maakond;Mai;47
2015;Jõgeva maakond;Mai;3
2015;Järva maakond;Mai;6
2015;Lääne maakond;Mai;3
2015;Lääne-Viru maakond;Mai;12
2015;Põlva maakond;Mai;5
2015;Pärnu maakond;Mai;15
2015;Rapla maakond;Mai;4
2015;Saare maakond;Mai;4
2015;Tartu maakond;Mai;36
2015;Valga maakond;Mai;4
2015;Viljandi maakond;Mai;8
2015;Võru maakond;Mai;5
2016;Harju maakond;Mai;134
2016;..Tallinn;Mai;127
2016;Hiiu maakond;Mai;0
2016;Ida-Viru maakond;Mai;45
2016;Jõgeva maakond;Mai;3
2016;Järva maakond;Mai;4
2016;Lääne maakond;Mai;6
2016;Lääne-Viru maakond;Mai;11
2016;Põlva maakond;Mai;3
2016;Pärnu maakond;Mai;16
2016;Rapla maakond;Mai;5
2016;Saare maakond;Mai;3
2016;Tartu maakond;Mai;34
2016;Valga maakond;Mai;5
2016;Viljandi maakond;Mai;4
2016;Võru maakond;Mai;5
2017;Harju maakond;Mai;161
2017;..Tallinn;Mai;156
2017;Hiiu maakond;Mai;2
2017;Ida-Viru maakond;Mai;38
2017;Jõgeva maakond;Mai;3
2017;Järva maakond;Mai;2
2017;Lääne maakond;Mai;3
2017;Lääne-Viru maakond;Mai;17
2017;Põlva maakond;Mai;5
2017;Pärnu maakond;Mai;21
2017;Rapla maakond;Mai;1
2017;Saare maakond;Mai;9
2017;Tartu maakond;Mai;36
2017;Valga maakond;Mai;7
2017;Viljandi maakond;Mai;8
2017;Võru maakond;Mai;0
2018;Harju maakond;Mai;127
2018;..Tallinn;Mai;127
2018;Hiiu maakond;Mai;2
2018;Ida-Viru maakond;Mai;27
2018;Jõgeva maakond;Mai;2
2018;Järva maakond;Mai;3
2018;Lääne maakond;Mai;4
2018;Lääne-Viru maakond;Mai;16
2018;Põlva maakond;Mai;1
2018;Pärnu maakond;Mai;15
2018;Rapla maakond;Mai;2
2018;Saare maakond;Mai;3
2018;Tartu maakond;Mai;34
2018;Valga maakond;Mai;3
2018;Viljandi maakond;Mai;9
2018;Võru maakond;Mai;6
2019;Harju maakond;Mai;138
2019;..Tallinn;Mai;138
2019;Hiiu maakond;Mai;1
2019;Ida-Viru maakond;Mai;40
2019;Jõgeva maakond;Mai;3
2019;Järva maakond;Mai;4
2019;Lääne maakond;Mai;8
2019;Lääne-Viru maakond;Mai;6
2019;Põlva maakond;Mai;4
2019;Pärnu maakond;Mai;16
2019;Rapla maakond;Mai;3
2019;Saare maakond;Mai;4
2019;Tartu maakond;Mai;23
2019;Valga maakond;Mai;1
2019;Viljandi maakond;Mai;8
2019;Võru maakond;Mai;2
2020;Harju maakond;Mai;69
2020;..Tallinn;Mai;69
2020;Hiiu maakond;Mai;0
2020;Ida-Viru maakond;Mai;26
2020;Jõgeva maakond;Mai;2
2020;Järva maakond;Mai;1
2020;Lääne maakond;Mai;1
2020;Lääne-Viru maakond;Mai;10
2020;Põlva maakond;Mai;3
2020;Pärnu maakond;Mai;10
2020;Rapla maakond;Mai;3
2020;Saare maakond;Mai;6
2020;Tartu maakond;Mai;16
2020;Valga maakond;Mai;3
2020;Viljandi maakond;Mai;4
2020;Võru maakond;Mai;3
2006;Harju maakond;Juuni;136
2006;..Tallinn;Juuni;120
2006;Hiiu maakond;Juuni;2
2006;Ida-Viru maakond;Juuni;42
2006;Jõgeva maakond;Juuni;6
2006;Järva maakond;Juuni;6
2006;Lääne maakond;Juuni;7
2006;Lääne-Viru maakond;Juuni;12
2006;Põlva maakond;Juuni;6
2006;Pärnu maakond;Juuni;21
2006;Rapla maakond;Juuni;2
2006;Saare maakond;Juuni;6
2006;Tartu maakond;Juuni;32
2006;Valga maakond;Juuni;3
2006;Viljandi maakond;Juuni;11
2006;Võru maakond;Juuni;5
2007;Harju maakond;Juuni;122
2007;..Tallinn;Juuni;116
2007;Hiiu maakond;Juuni;2
2007;Ida-Viru maakond;Juuni;47
2007;Jõgeva maakond;Juuni;5
2007;Järva maakond;Juuni;6
2007;Lääne maakond;Juuni;4
2007;Lääne-Viru maakond;Juuni;21
2007;Põlva maakond;Juuni;4
2007;Pärnu maakond;Juuni;21
2007;Rapla maakond;Juuni;6
2007;Saare maakond;Juuni;7
2007;Tartu maakond;Juuni;34
2007;Valga maakond;Juuni;3
2007;Viljandi maakond;Juuni;9
2007;Võru maakond;Juuni;7
2008;Harju maakond;Juuni;136
2008;..Tallinn;Juuni;125
2008;Hiiu maakond;Juuni;0
2008;Ida-Viru maakond;Juuni;41
2008;Jõgeva maakond;Juuni;2
2008;Järva maakond;Juuni;7
2008;Lääne maakond;Juuni;7
2008;Lääne-Viru maakond;Juuni;9
2008;Põlva maakond;Juuni;5
2008;Pärnu maakond;Juuni;18
2008;Rapla maakond;Juuni;2
2008;Saare maakond;Juuni;8
2008;Tartu maakond;Juuni;30
2008;Valga maakond;Juuni;6
2008;Viljandi maakond;Juuni;7
2008;Võru maakond;Juuni;7
2009;Harju maakond;Juuni;129
2009;..Tallinn;Juuni;120
2009;Hiiu maakond;Juuni;2
2009;Ida-Viru maakond;Juuni;40
2009;Jõgeva maakond;Juuni;2
2009;Järva maakond;Juuni;6
2009;Lääne maakond;Juuni;6
2009;Lääne-Viru maakond;Juuni;9
2009;Põlva maakond;Juuni;3
2009;Pärnu maakond;Juuni;15
2009;Rapla maakond;Juuni;2
2009;Saare maakond;Juuni;2
2009;Tartu maakond;Juuni;24
2009;Valga maakond;Juuni;5
2009;Viljandi maakond;Juuni;8
2009;Võru maakond;Juuni;4
2010;Harju maakond;Juuni;117
2010;..Tallinn;Juuni;111
2010;Hiiu maakond;Juuni;0
2010;Ida-Viru maakond;Juuni;37
2010;Jõgeva maakond;Juuni;1
2010;Järva maakond;Juuni;1
2010;Lääne maakond;Juuni;3
2010;Lääne-Viru maakond;Juuni;11
2010;Põlva maakond;Juuni;4
2010;Pärnu maakond;Juuni;11
2010;Rapla maakond;Juuni;11
2010;Saare maakond;Juuni;6
2010;Tartu maakond;Juuni;28
2010;Valga maakond;Juuni;4
2010;Viljandi maakond;Juuni;11
2010;Võru maakond;Juuni;9
2011;Harju maakond;Juuni;130
2011;..Tallinn;Juuni;120
2011;Hiiu maakond;Juuni;1
2011;Ida-Viru maakond;Juuni;28
2011;Jõgeva maakond;Juuni;1
2011;Järva maakond;Juuni;3
2011;Lääne maakond;Juuni;2
2011;Lääne-Viru maakond;Juuni;10
2011;Põlva maakond;Juuni;1
2011;Pärnu maakond;Juuni;9
2011;Rapla maakond;Juuni;8
2011;Saare maakond;Juuni;4
2011;Tartu maakond;Juuni;30
2011;Valga maakond;Juuni;6
2011;Viljandi maakond;Juuni;8
2011;Võru maakond;Juuni;2
2012;Harju maakond;Juuni;120
2012;..Tallinn;Juuni;110
2012;Hiiu maakond;Juuni;0
2012;Ida-Viru maakond;Juuni;36
2012;Jõgeva maakond;Juuni;5
2012;Järva maakond;Juuni;5
2012;Lääne maakond;Juuni;3
2012;Lääne-Viru maakond;Juuni;13
2012;Põlva maakond;Juuni;1
2012;Pärnu maakond;Juuni;17
2012;Rapla maakond;Juuni;1
2012;Saare maakond;Juuni;3
2012;Tartu maakond;Juuni;26
2012;Valga maakond;Juuni;3
2012;Viljandi maakond;Juuni;7
2012;Võru maakond;Juuni;6
2013;Harju maakond;Juuni;106
2013;..Tallinn;Juuni;95
2013;Hiiu maakond;Juuni;0
2013;Ida-Viru maakond;Juuni;28
2013;Jõgeva maakond;Juuni;2
2013;Järva maakond;Juuni;6
2013;Lääne maakond;Juuni;3
2013;Lääne-Viru maakond;Juuni;8
2013;Põlva maakond;Juuni;6
2013;Pärnu maakond;Juuni;14
2013;Rapla maakond;Juuni;1
2013;Saare maakond;Juuni;3
2013;Tartu maakond;Juuni;22
2013;Valga maakond;Juuni;5
2013;Viljandi maakond;Juuni;4
2013;Võru maakond;Juuni;3
2014;Harju maakond;Juuni;136
2014;..Tallinn;Juuni;133
2014;Hiiu maakond;Juuni;0
2014;Ida-Viru maakond;Juuni;36
2014;Jõgeva maakond;Juuni;5
2014;Järva maakond;Juuni;3
2014;Lääne maakond;Juuni;6
2014;Lääne-Viru maakond;Juuni;6
2014;Põlva maakond;Juuni;3
2014;Pärnu maakond;Juuni;15
2014;Rapla maakond;Juuni;5
2014;Saare maakond;Juuni;3
2014;Tartu maakond;Juuni;28
2014;Valga maakond;Juuni;4
2014;Viljandi maakond;Juuni;4
2014;Võru maakond;Juuni;4
2015;Harju maakond;Juuni;87
2015;..Tallinn;Juuni;85
2015;Hiiu maakond;Juuni;0
2015;Ida-Viru maakond;Juuni;29
2015;Jõgeva maakond;Juuni;0
2015;Järva maakond;Juuni;3
2015;Lääne maakond;Juuni;1
2015;Lääne-Viru maakond;Juuni;10
2015;Põlva maakond;Juuni;2
2015;Pärnu maakond;Juuni;14
2015;Rapla maakond;Juuni;3
2015;Saare maakond;Juuni;4
2015;Tartu maakond;Juuni;24
2015;Valga maakond;Juuni;2
2015;Viljandi maakond;Juuni;4
2015;Võru maakond;Juuni;8
2016;Harju maakond;Juuni;127
2016;..Tallinn;Juuni;123
2016;Hiiu maakond;Juuni;3
2016;Ida-Viru maakond;Juuni;36
2016;Jõgeva maakond;Juuni;3
2016;Järva maakond;Juuni;6
2016;Lääne maakond;Juuni;2
2016;Lääne-Viru maakond;Juuni;11
2016;Põlva maakond;Juuni;2
2016;Pärnu maakond;Juuni;12
2016;Rapla maakond;Juuni;8
2016;Saare maakond;Juuni;6
2016;Tartu maakond;Juuni;21
2016;Valga maakond;Juuni;7
2016;Viljandi maakond;Juuni;5
2016;Võru maakond;Juuni;3
2017;Harju maakond;Juuni;129
2017;..Tallinn;Juuni;122
2017;Hiiu maakond;Juuni;0
2017;Ida-Viru maakond;Juuni;30
2017;Jõgeva maakond;Juuni;3
2017;Järva maakond;Juuni;7
2017;Lääne maakond;Juuni;1
2017;Lääne-Viru maakond;Juuni;9
2017;Põlva maakond;Juuni;0
2017;Pärnu maakond;Juuni;9
2017;Rapla maakond;Juuni;3
2017;Saare maakond;Juuni;3
2017;Tartu maakond;Juuni;16
2017;Valga maakond;Juuni;1
2017;Viljandi maakond;Juuni;13
2017;Võru maakond;Juuni;6
2018;Harju maakond;Juuni;141
2018;..Tallinn;Juuni;141
2018;Hiiu maakond;Juuni;0
2018;Ida-Viru maakond;Juuni;38
2018;Jõgeva maakond;Juuni;1
2018;Järva maakond;Juuni;3
2018;Lääne maakond;Juuni;2
2018;Lääne-Viru maakond;Juuni;5
2018;Põlva maakond;Juuni;2
2018;Pärnu maakond;Juuni;22
2018;Rapla maakond;Juuni;5
2018;Saare maakond;Juuni;1
2018;Tartu maakond;Juuni;19
2018;Valga maakond;Juuni;9
2018;Viljandi maakond;Juuni;4
2018;Võru maakond;Juuni;4
2019;Harju maakond;Juuni;130
2019;..Tallinn;Juuni;130
2019;Hiiu maakond;Juuni;2
2019;Ida-Viru maakond;Juuni;27
2019;Jõgeva maakond;Juuni;2
2019;Järva maakond;Juuni;5
2019;Lääne maakond;Juuni;3
2019;Lääne-Viru maakond;Juuni;6
2019;Põlva maakond;Juuni;2
2019;Pärnu maakond;Juuni;12
2019;Rapla maakond;Juuni;1
2019;Saare maakond;Juuni;5
2019;Tartu maakond;Juuni;29
2019;Valga maakond;Juuni;3
2019;Viljandi maakond;Juuni;2
2019;Võru maakond;Juuni;5
2020;Harju maakond;Juuni;121
2020;..Tallinn;Juuni;121
2020;Hiiu maakond;Juuni;3
2020;Ida-Viru maakond;Juuni;24
2020;Jõgeva maakond;Juuni;5
2020;Järva maakond;Juuni;3
2020;Lääne maakond;Juuni;2
2020;Lääne-Viru maakond;Juuni;8
2020;Põlva maakond;Juuni;2
2020;Pärnu maakond;Juuni;19
2020;Rapla maakond;Juuni;5
2020;Saare maakond;Juuni;1
2020;Tartu maakond;Juuni;26
2020;Valga maakond;Juuni;4
2020;Viljandi maakond;Juuni;7
2020;Võru maakond;Juuni;2
2006;Harju maakond;Juuli;154
2006;..Tallinn;Juuli;130
2006;Hiiu maakond;Juuli;0
2006;Ida-Viru maakond;Juuli;32
2006;Jõgeva maakond;Juuli;3
2006;Järva maakond;Juuli;9
2006;Lääne maakond;Juuli;3
2006;Lääne-Viru maakond;Juuli;14
2006;Põlva maakond;Juuli;3
2006;Pärnu maakond;Juuli;21
2006;Rapla maakond;Juuli;3
2006;Saare maakond;Juuli;1
2006;Tartu maakond;Juuli;42
2006;Valga maakond;Juuli;6
2006;Viljandi maakond;Juuli;11
2006;Võru maakond;Juuli;4
2007;Harju maakond;Juuli;175
2007;..Tallinn;Juuli;156
2007;Hiiu maakond;Juuli;3
2007;Ida-Viru maakond;Juuli;38
2007;Jõgeva maakond;Juuli;7
2007;Järva maakond;Juuli;5
2007;Lääne maakond;Juuli;7
2007;Lääne-Viru maakond;Juuli;14
2007;Põlva maakond;Juuli;4
2007;Pärnu maakond;Juuli;21
2007;Rapla maakond;Juuli;7
2007;Saare maakond;Juuli;2
2007;Tartu maakond;Juuli;33
2007;Valga maakond;Juuli;10
2007;Viljandi maakond;Juuli;14
2007;Võru maakond;Juuli;2
2008;Harju maakond;Juuli;136
2008;..Tallinn;Juuli;124
2008;Hiiu maakond;Juuli;0
2008;Ida-Viru maakond;Juuli;44
2008;Jõgeva maakond;Juuli;6
2008;Järva maakond;Juuli;8
2008;Lääne maakond;Juuli;5
2008;Lääne-Viru maakond;Juuli;12
2008;Põlva maakond;Juuli;5
2008;Pärnu maakond;Juuli;18
2008;Rapla maakond;Juuli;9
2008;Saare maakond;Juuli;7
2008;Tartu maakond;Juuli;39
2008;Valga maakond;Juuli;3
2008;Viljandi maakond;Juuli;3
2008;Võru maakond;Juuli;4
2009;Harju maakond;Juuli;114
2009;..Tallinn;Juuli;103
2009;Hiiu maakond;Juuli;0
2009;Ida-Viru maakond;Juuli;42
2009;Jõgeva maakond;Juuli;6
2009;Järva maakond;Juuli;3
2009;Lääne maakond;Juuli;5
2009;Lääne-Viru maakond;Juuli;9
2009;Põlva maakond;Juuli;3
2009;Pärnu maakond;Juuli;13
2009;Rapla maakond;Juuli;4
2009;Saare maakond;Juuli;3
2009;Tartu maakond;Juuli;29
2009;Valga maakond;Juuli;4
2009;Viljandi maakond;Juuli;8
