Sisend ID;PAARID;KOHAD;POS_KOHAD;KOLLOKAADID;POS_KOLLOKAADID;NER_KOLLOKAADID;KOKKU;KOHT_KOKKU;KOLL_KOKKU;N;E;Z-skoor;Täisaadress;Kvaliteet;Objekti liik;Koodaadress;L-Est X;L-Est Y;N;E;N (dms);E (dms)
26;Tõnismägi valgendav;Tõnismägi;H;valgendav;A;O;1;3;3;45442;0,0001980547;71,0430243526;"Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi";"Leiti aadress, üks objekti vaste";2;37784029800000M4L0000000000000000;6588254;542064;59,43005;24,74112;"59°25'48.17""";"24°44'28.05"""
27;Rooma vägev;Rooma;H;vägev;A;O;1;1;10;45442;0,0002200607;67,3958472019;"Pärnu maakond, Pärnu linn, Lemmetsa küla, Rooma";"Leiti aadress, üks objekti vaste";3;686244268000000006BGR000000000000;6476131;520563;58,42506;24,35194;"58°25'30.22""";"24°21'7.00"""
28;Toompea tunginud;Toompea;H;tunginud;A;O;2;5;8;45442;0,0008802429;67,3810127576;"Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn";"Leiti aadress, üks objekti vaste";2;377840298000004AY0000000000000000;6588658;541967;59,43368;24,73949;"59°26'1.26""";"24°44'22.18"""
29;Moskva ülijulge;Moskva;H;ülijulge;A;O;1;11;1;45442;0,0002420668;64,2580045688;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
30;Moskva kauge;Moskva;H;kauge;A;O;1;11;1;45442;0,0002420668;64,2580045688;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
31;Moskva ülikange;Moskva;H;ülikange;A;O;1;11;1;45442;0,0002420668;64,2580045688;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
32;Virumaa paljas;Virumaa;H;paljas;A;O;1;1;11;45442;0,0002420668;64,2580045688;"Lääne-Viru maakond, Väike-Maarja vald, Määri küla, Virumaa";"Leiti aadress, üks objekti vaste";3;609285295000000001T03000000000000;6551570;638876;59,08031;26,42254;"59°4'49.13""";"26°25'21.15"""
33;Võnnu kentsakas;Võnnu;H;kentsakas;A;O;2;3;15;45442;0,0009902733;63,5239315468;"Tartu maakond, Kastre vald, Võnnu alevik";"Leiti aadress, üks objekti vaste";1;792919570000000000000000000000000;6464834;678429;58,28777;27,04305;"58°17'15.97""";"27°2'34.98"""
34;Kose arusaadav;Kose;H;arusaadav;A;O;1;4;3;45442;0,0002640729;61,5210012712;"Harju maakond, Kose vald";"Leiti aadress, üks objekti vaste";1;373380000000000000000000000000000;6561137;566682;59,18351;25,16649;"59°11'0.63""";"25°9'59.36"""
35;Virumaa üksik;Virumaa;H;üksik;A;O;1;1;13;45442;0,000286079;59,1061650559;"Lääne-Viru maakond, Väike-Maarja vald, Määri küla, Virumaa";"Leiti aadress, üks objekti vaste";3;609285295000000001T03000000000000;6551570;638876;59,08031;26,42254;"59°4'49.13""";"26°25'21.15"""
36;Liivi ajaloolik;Liivi;H;ajaloolik;A;O;1;15;1;45442;0,0003300911;55,0224226726;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
37;Liivi parandamata;Liivi;H;parandamata;A;O;1;15;1;45442;0,0003300911;55,0224226726;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
38;Liivi laenatud;Liivi;H;laenatud;A;O;1;15;1;45442;0,0003300911;55,0224226726;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
39;Soodla paks;Soodla;H;paks;A;O;1;1;15;45442;0,0003300911;55,0224226726;"Harju maakond, Anija vald, Soodla küla";"Leiti aadress, üks objekti vaste";1;371417693000000000000000000000000;6583840;577453;59,38545;25,36293;"59°23'7.62""";"25°21'46.54"""
40;Toompea parajane;Toompea;H;parajane;A;O;1;5;3;45442;0,0003300911;55,0224226726;"Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn";"Leiti aadress, üks objekti vaste";2;377840298000004AY0000000000000000;6588658;541967;59,43368;24,73949;"59°26'1.26""";"24°44'22.18"""
41;Eesti põhjatu;Eesti;H;põhjatu;A;O;2;21;3;45442;0,0013863826;53,6768826925;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
42;Lasna põlenud;Lasna;H;põlenud;A;O;1;8;2;45442;0,0003520972;53,2740589039;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
43;Pirita õnnis;Pirita;H;õnnis;A;O;1;16;1;45442;0,0003520972;53,2740589039;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
44;Pirita kardetud;Pirita;H;kardetud;A;O;1;16;1;45442;0,0003520972;53,2740589039;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
45;Pirita abtessiga;Pirita;H;abtessiga;A;O;1;16;1;45442;0,0003520972;53,2740589039;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
46;Rootsi langev;Rootsi;H;langev;A;O;1;18;1;45442;0,0003961093;50,225053028;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
47;vene tapetud;vene;G;tapetud;A;O;1;6;3;45442;0,0003961093;50,225053028;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
48;Pihkva kuulus;Pihkva;H;kuulus;A;O;1;2;9;45442;0,0003961093;50,225053028;"Jõgeva maakond, Mustvee vald, Mustvee linn, Pihkva tn";"Leiti aadress, üks objekti vaste";2;50486509700000TFB0000000000000000;6525779;670109;58,83774;26,94698;"58°50'15.85""";"26°56'49.11"""
49;Rootsi kogutud;Rootsi;H;kogutud;A;O;1;18;1;45442;0,0003961093;50,225053028;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
50;Rootsi visanud;Rootsi;H;visanud;A;O;1;18;1;45442;0,0003961093;50,225053028;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
51;Lasna praegune;Lasna;H;praegune;A;O;2;8;9;45442;0,0015844373;50,2051505325;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
52;Poola imelik;Poola;H;imelik;A;O;2;3;25;45442;0,0016504555;49,1891754738;"Tartu maakond, Elva vald, Neemisküla, Poola";"Leiti aadress, üks objekti vaste";3;791715393000000000B8R000000000000;6463948;627511;58,2976;26,1749;"58°17'51.35""";"26°10'29.64"""
53;Rootsi-Saksa sügav;Rootsi-Saksa;H;sügav;A;O;1;1;20;45442;0,0004401215;47,6455710441;;Aadressi ei leitud;;;;;;;;
54;Eesti kardetud;Eesti;H;kardetud;A;O;1;21;1;45442;0,0004621275;46,4962925837;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
55;Eesti korrapäraline;Eesti;H;korrapäraline;A;O;1;21;1;45442;0,0004621275;46,4962925837;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
56;Eesti punapõseline;Eesti;H;punapõseline;A;O;1;21;1;45442;0,0004621275;46,4962925837;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
57;Eesti lällitav;Eesti;H;lällitav;A;O;1;21;1;45442;0,0004621275;46,4962925837;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
58;Läti paras;Läti;H;paras;A;O;1;2;11;45442;0,0004841336;45,4262692578;"Rapla maakond, Märjamaa vald, Läti küla";"Leiti aadress, üks objekti vaste";1;715024647000000000000000000000000;6514129;512587;58,76651;24,21754;"58°45'59.45""";"24°13'3.15"""
59;Moskva nägus;Moskva;H;nägus;A;O;1;11;2;45442;0,0004841336;45,4262692578;"Võru maakond, Setomaa vald, Mokra küla, Moskva";"Leiti aadress, üks objekti vaste";3;877324970000000000QCV000000000000;6394885;701108;57,65073;27,36934;"57°39'2.61""";"27°22'9.61"""
60;Lõuna-Liivi kindel;Lõuna-Liivi;H;kindel;A;O;1;1;23;45442;0,0005061397;44,4267896271;;Aadressi ei leitud;;;;;;;;
61;Lasna olev;Lasna;H;olev;A;O;1;8;3;45442;0,0005281458;43,4904264731;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
62;vene seisev;vene;G;seisev;A;O;1;6;4;45442;0,0005281458;43,4904264731;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
63;Lääs tunginud;Lääs;H;tunginud;A;O;1;3;8;45442;0,0005281458;43,4904264731;"Harju maakond, Raasiku vald, Järsi küla, Alajaama 1";"Ajalooline aadress, leiti uus kehtiv vaste";3;376512335000000009GER000000000000;6580928;559549;59,3622;25,04713;"59°21'43.92""";"25°2'49.68"""
64;Jägala ilmatu;Jägala;H;ilmatu;A;O;1;8;3;45442;0,0005281458;43,4904264731;"Harju maakond, Jõelähtme vald, Jägala küla";"Leiti aadress, üks objekti vaste";1;372452299000000000000000000000000;6586712;570366;59,41246;25,23918;"59°24'44.85""";"25°14'21.06"""
65;Paide imelik;Paide;H;imelik;A;O;1;1;25;45442;0,0005501518;42,6108032094;"Järva maakond, Paide linn";"Leiti aadress, üks objekti vaste";1;525670000000000000000000000000000;6533503;592859;58,93061;25,61264;"58°55'50.21""";"25°36'45.50"""
66;Viru lastud;Viru;H;lastud;A;O;1;9;3;45442;0,000594164;41,0004589145;"Võru maakond, Rõuge vald, Viru küla";"Leiti aadress, üks objekti vaste";1;876989391000000000000000000000000;6403503;663727;57,74332;26,74976;"57°44'35.97""";"26°44'59.12"""
67;Järva praegune;Järva;H;praegune;A;O;1;3;9;45442;0,000594164;41,0004589145;Järva maakond;"Leiti aadress, üks objekti vaste";1;520000000000000000000000000000000;6528508;590491;58,88629;25,5695;"58°53'10.63""";"25°34'10.20"""
68;Poola kuulus;Poola;H;kuulus;A;O;1;3;9;45442;0,000594164;41,0004589145;"Tartu maakond, Elva vald, Neemisküla, Poola";"Leiti aadress, üks objekti vaste";3;791715393000000000B8R000000000000;6463948;627511;58,2976;26,1749;"58°17'51.35""";"26°10'29.64"""
69;Vene säälne;Vene;H;säälne;A;O;1;28;1;45442;0,0006161701;40,260764866;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
70;Vene ustav;Vene;H;ustav;A;O;1;28;1;45442;0,0006161701;40,260764866;"Lääne-Viru maakond, Vinni vald, Venevere küla";"Leiti aadress, üks objekti vaste";1;609019204000000000000000000000000;6544575;655117;59,012;26,70065;"59°0'43.19""";"26°42'2.34"""
71;Kose madal;Kose;H;madal;A;O;1;4;7;45442;0,0006161701;40,260764866;"Harju maakond, Kose vald";"Leiti aadress, üks objekti vaste";1;373380000000000000000000000000000;6561137;566682;59,18351;25,16649;"59°11'0.63""";"25°9'59.36"""
72;Harju kihutanud;Harju;H;kihutanud;A;O;1;7;4;45442;0,0006161701;40,260764866;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
73;Liivi suur;Liivi;H;suur;A;O;8;15;119;45442;0,0392808415;40,1663077472;"Lääne maakond, Lääne-Nigula vald, Liivi küla";"Leiti aadress, üks objekti vaste";1;564414361000000000000000000000000;6523888;498261;58,85431;23,96987;"58°51'15.52""";"23°58'11.53"""
74;Kuimetsa varjamata;Kuimetsa;H;varjamata;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
75;Kuimetsa teadev;Kuimetsa;H;teadev;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
76;Kuimetsa tuldud;Kuimetsa;H;tuldud;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
77;Kuimetsa kullatud;Kuimetsa;H;kullatud;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
78;Kuimetsa surelik;Kuimetsa;H;surelik;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
79;Kuimetsa kõikumata;Kuimetsa;H;kõikumata;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
80;Kuimetsa seisav;Kuimetsa;H;seisav;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
81;Kuimetsa soovitav;Kuimetsa;H;soovitav;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
82;Kuimetsa peetav;Kuimetsa;H;peetav;A;O;1;29;1;45442;0,0006381761;39,5596531256;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
83;Pirita valitsev;Pirita;H;valitsev;A;O;1;16;2;45442;0,0007041944;37,657179982;"Harju maakond, Tallinn, Pirita linnaosa";"Leiti aadress, üks objekti vaste";1;377840596000000000000000000000000;6592619;547345;59,46867;24,83512;"59°28'7.21""";"24°50'6.43"""
84;Lasna määratu;Lasna;H;määratu;A;O;1;8;4;45442;0,0007041944;37,657179982;"Harju maakond, Tallinn, Lasnamäe linnaosa";"Leiti aadress, üks objekti vaste";1;377840387000000000000000000000000;6588567;546772;59,43236;24,82413;"59°25'56.51""";"24°49'26.88"""
85;Saksa-Rootsi terve;Saksa-Rootsi;H;terve;A;O;1;1;33;45442;0,0007262004;37,0814108312;;Aadressi ei leitud;;;;;;;;
86;Marienthal täis;Marienthal;H;täis;A;O;1;1;34;45442;0,0007482065;36,5312217147;"Saare maakond, Saaremaa vald, Kuressaare linn, Marientali tee 13";"Ajalooline aadress, leiti uus kehtiv vaste";3;74714365500000RN80000ARSZ00000000;6457769;412388;58,25193;22,50771;"58°15'6.95""";"22°30'27.75"""
87;Maarja täis;Maarja;H;täis;A;O;1;1;34;45442;0,0007482065;36,5312217147;"Tartu maakond, Tartu vald, Maarja-Magdaleena küla";"Leiti aadress, üks objekti vaste";1;797964709000000000000000000000000;6499907;659754;58,60961;26,74943;"58°36'34.61""";"26°44'57.96"""
88;Harju vaikne;Harju;H;vaikne;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
89;Harju aastane;Harju;H;aastane;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
90;Harju tuttav;Harju;H;tuttav;A;O;1;7;5;45442;0,0007702126;36,0047722858;Harju maakond;"Leiti aadress, üks objekti vaste";1;370000000000000000000000000000000;6588644;542220;59,43353;24,74395;"59°26'0.72""";"24°44'38.21"""
91;Rootsi pakutud;Rootsi;H;pakutud;A;O;1;18;2;45442;0,0007922187;35,500402392;"Rapla maakond, Kohila vald, Rootsi küla";"Leiti aadress, üks objekti vaste";1;713177085000000000000000000000000;6556826;542637;59,14789;24,74507;"59°8'52.40""";"24°44'42.25"""
92;Tõnismägi üksik;Tõnismägi;H;üksik;A;O;1;3;13;45442;0,0008582369;34,1054298524;"Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi";"Leiti aadress, üks objekti vaste";2;37784029800000M4L0000000000000000;6588254;542064;59,43005;24,74112;"59°25'48.17""";"24°44'28.05"""
93;Jägala sinine;Jägala;H;sinine;A;O;1;8;5;45442;0,0008802429;33,6756719345;"Harju maakond, Jõelähtme vald, Jägala küla";"Leiti aadress, üks objekti vaste";1;372452299000000000000000000000000;6586712;570366;59,41246;25,23918;"59°24'44.85""";"25°14'21.06"""
94;Kuimetsa kindel;Kuimetsa;H;kindel;A;O;4;29;23;45442;0,0146780511;32,8949486482;"Rapla maakond, Rapla vald, Kuimetsa küla";"Leiti aadress, üks objekti vaste";1;716683541000000000000000000000000;6545803;564378;59,04623;25,12171;"59°2'46.41""";"25°7'18.14"""
95;Saksa jõukas;Saksa;H;jõukas;A;O;1;21;2;45442;0,0009242551;32,862643004;"Rapla maakond, Kehtna vald, Saksa küla";"Leiti aadress, üks objekti vaste";1;712937353000000000000000000000000;6534209;550668;58,94399;24,88021;"58°56'38.36""";"24°52'48.74"""
96;Eesti prii;Eesti;H;prii;A;O;1;21;2;45442;0,0009242551;32,862643004;"Viljandi maakond, Viljandi vald, Lalsi küla, Eesti";"Leiti aadress, üks objekti vaste";3;848994088000000000KQV000000000000;6483669;618200;58,47719;26,02634;"58°28'37.89""";"26°1'34.84"""
