Aadress	ID
Viru tänav 9d Vanalinn Tallinn Harjumaa	1783245
Vahtramäe tee 5 Saku Saku vald Harjumaa	1783257
Liivaküla Väike-Maarja vald Lääne-Virumaa	1783260
Saialille tee 8 Maardu Harjumaa	1783275
Kadaka pst Nõmme Tallinn Harjumaa	1783276
Havi tn. 11 Haabersti Tallinn Harjumaa	1783295
Jahu 3 Kalamaja Kesklinn Tallinn Harjumaa	1783302
Andrekse tee Karla Rae vald Harjumaa	1783326
Tiidu Kavandu Pangodi Kambja vald Tartumaa	1783327
Nelgi 13 Pärnu Pärnumaa	1783332
Pähkli 4 Pärnu Pärnumaa	1783334
Ploomi tn. 7 Viljandi Viljandimaa	1783335
Kirsi 1 Viljandi Viljandimaa	1783336
Riia mnt 223 Pärnu Pärnumaa	1783354
Kase 2 a Mõisaküla Viljandimaa	1783358
Kangru Abja-Paluoja Abja vald Viljandimaa	1783380
Helduri Voka Toila vald Ida-Virumaa	1783381
Linnu tee 21 Sindi Pärnumaa	1783389
Kungla 28 Kalamaja Põhja-Tallinn Tallinn Harjumaa	1783437
Kadaja Kadaja Mooste vald Põlvamaa	1783458
Ülesõidu 3 Antsla Antsla vald Võrumaa	1783485
Jaama Pärnu Pärnumaa	1783520
 . 57 Kesklinn Tallinn Harjumaa	1783538
Maramaa Tartu vald Tartumaa	1783559
Jõe 6 Palivere Lääne-Nigula vald Läänemaa	1783562
Spordi 29 Keila Harjumaa	1783582
Käopesa 3 Kasemetsa Saku vald Harjumaa	1783610
Külmallika põik 8a Trummi Nõmme Tallinn Harjumaa	1783612
Ploomi Viljandi Viljandimaa	1783649
Rätsepa talu Laulasmaa Keila vald Harjumaa	1783658
Uue-Põltsamaa mõis Veski tn 71113 Põltsamaa Jõgevamaa	1783686
Aegviidu vald Harjumaa	1783687
Allika-Juuli Vilivere Saku vald Harjumaa	1783704
Jakobi 8 Pärnu Pärnumaa	1783726
Vabaõhukooli tee 102 Pirita Tallinn Harjumaa	1783727
Vormsi Borrby Vormsi vald Läänemaa	1783753
Ristiku 4 Põhja-Tallinn Tallinn Harjumaa	1783786
Tüve 8A Kristiine Tallinn Harjumaa	1783844
Jaani Antsla Antsla vald Võrumaa	1783864
Liivakivi Suurupi Harku vald Harjumaa	1783877
Niidu tee 31 Pirita Tallinn Harjumaa	1783885
Kopra tee 3 Iru Jõelähtme vald Harjumaa	1783897
Ploomipuu pst Maardu Harjumaa	1783944
Kopra tee 3 Iru Jõelähtme vald Harjumaa	1783964
Koigi Koigi vald Järvamaa	1783966
Põdrasambla 3 Laagri Saue vald Harjumaa	1783982
Kadaka tee 15 Vaela Kiili vald Harjumaa	1783983
Tammelehe tee 35/1 Alliku Saue vald Harjumaa	1783986
Kose mnt 20 Alavere Anija vald Harjumaa	1783997
  Kangru Kiili vald Harjumaa	1784001
Keraamika * Metsanurme Saku vald Harjumaa	1784002
 Kaberneeme Jõelähtme vald Harjumaa	1784067
Väike-Pungerja Mäetaguse vald Ida-Virumaa	1784071
Eivere Paide vald Järvamaa	1784075
Lümanda-Kulli Lääne-Saare vald Saaremaa	1784080
Koidutee Tila Tartu vald Tartumaa	1784083
Kalevi Viljandi Viljandimaa	1784122
Kaasiku 16 Pärnu Pärnumaa	1784127
Künni Viljandi Viljandimaa	1784130
Viljandi Viljandimaa	1784131
Põllu 49 Kadrina vald Lääne-Virumaa	1784132
Kehala Vinni vald Lääne-Virumaa	1784136
Uus tn Viljandi Viljandimaa	1784140
Veehoidla põik 3 Randvere Viimsi vald Harjumaa	1784195
Tila küla Kõrveküla Tartu vald Tartumaa	1784225
Salu tee Lohkva Luunja vald Tartumaa	1784237
Salu tee Annelinn Tartu Tartumaa	1784240
Merirahu Haabersti Tallinn Harjumaa	1784252
Peoleo 38 Aespa Kohila vald Raplamaa	1784253
Põllu tee 1  Iru Jõelähtme vald Harjumaa	1784255
Heki Kirikumõisa Vändra vald Pärnumaa	1784258
Varsaallika tn. Pirita Tallinn Harjumaa	1784260
Villemi 2 Haaslava Haaslava vald Tartumaa	1784278
Kullipesa 1 Tammemäe Saku vald Harjumaa	1784290
Haaslava vald Tartumaa	1784295
Taru tee 41 Randvere Viimsi vald Harjumaa	1784327
Välja 4 Järveküla Rae vald Harjumaa	1784330
Pihla tee 15 Laadi Tahkuranna vald Pärnumaa	1784339
Suuremetsa Orava vald Põlvamaa	1784373
Kõue Viljandi Viljandimaa	1784393
Veskitamm 3 Vissi Nõo vald Tartumaa	1784413
Vambola Pärnu Pärnumaa	1784426
Lilleoru põik 3 Pirita Tallinn Harjumaa	1784440
Jasmiini tee 64 Pirita Tallinn Harjumaa	1784442
Keldri tee 3-1 Ubja Sõmeru vald Lääne-Virumaa	1784463
Pärnamäe tee * Pirita Tallinn Harjumaa	1784466
 Haabersti Tallinn Harjumaa	1784478
Tammetõru Tammelinn Tartu Tartumaa	1784489
Abja-Paluoja Abja vald Viljandimaa	1784490
Peetri Kareda vald Järvamaa	1784494
Mõisniku  68 Ülenurme Ülenurme vald Tartumaa	1784497
Ämbra Kareda vald Järvamaa	1784509
Kuuse 1 Kadapiku Kadrina vald Lääne-Virumaa	1784510
Viitna Kadrina vald Lääne-Virumaa	1784511
Anti mere ääres 1 Eisma Vihula vald Lääne-Virumaa	1784512
Nadalama Väike-Maarja vald Lääne-Virumaa	1784514
Vintri Ulliste Vintri Salme vald Saaremaa	1784525
Tiigi Väljaküla Alatskivi vald Tartumaa	1784526
Puraviku Laane Ülenurme vald Tartumaa	1784530
Puraviku 4 Laane Ülenurme vald Tartumaa	1784531
Kullikopli talu Hirmuküla Karksi vald Viljandimaa	1784541
Rakvere Lääne-Virumaa	1784570
valuoja pst Viljandi Viljandimaa	1784580
Mitti Pulli Sauga vald Pärnumaa	1784583
Vilde tn 18 Rakvere Lääne-Virumaa	1784586
Muhu vald Saaremaa	1784594
Hiie tee 4 Ikaruse Aespa Kohila vald Raplamaa	1784623
Kiuru 8 Kristiine Tallinn Harjumaa	1784633
Vikerkaare Nõmme Tallinn Harjumaa	1784640
Lepa tee 45 Kiviõli Ida-Virumaa	1784677
Puidu 4 Saue Harjumaa	1784701
Lääne tee Pirita Tallinn Harjumaa	1784723
Tulbi Jõhvi Jõhvi vald Ida-Virumaa	1784728
Raja Lehtse Tapa vald Lääne-Virumaa	1784746
Sakala Viiratsi Viljandi vald Viljandimaa	1784754
 Alliku Saue vald Harjumaa	1784759
Nurmsi Paide vald Järvamaa	1784760
Eisma Vihula vald Lääne-Virumaa	1784766
Lõmpsi Aasa Halinga vald Pärnumaa	1784768
Indu Rabavere Koonga vald Pärnumaa	1784770
Kalita Kilingi Nõmme vahetus läheduses Kalita Saarde vald Pärnumaa	1784771
Jaamaküla Jaamaküla Surju vald Pärnumaa	1784772
Lõetsa Muhu vald Saaremaa	1784775
Muna Nüpli Otepää vald Valgamaa	1784779
Neitsijärve Pühajärve Otepää vald Valgamaa	1784781
Metsaküla Vardi Viljandi vald Viljandimaa	1784787
Oja 39 Pärnu Pärnumaa	1784793
Pärna 3 Otepää Otepää vald Valgamaa	1784795
Riia mnt. 89 Viljandi Viljandimaa	1784807
Tööstuse Paide Järvamaa	1784885
Lähte alevik Lähte Tartu vald Tartumaa	1784902
Metsa Antsla Antsla vald Võrumaa	1784917
Pargi põik Vahi Tartu vald Tartumaa	1784921
Põdrasambla 3 Laagri Saue vald Harjumaa	1784930
Akvarelli 7 Ihaste Tartu Tartumaa	1784958
Vaba Karlova Tartu Tartumaa	1784959
Puhmu Koeru vald Järvamaa	1784994
Jäätma Sõmeru vald Lääne-Virumaa	1785014
Väike-kure Kurepalu Haaslava vald Tartumaa	1785021
Lillevälja tee Veibri Luunja vald Tartumaa	1785023
Kärkna Tartu vald Tartumaa	1785024
Ööbiku - Raudsepa Otepää vald Valgamaa	1785032
Jakobsoni Viljandi Viljandimaa	1785062
Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	1785070
Vindi Alajõe Alajõe vald Ida-Virumaa	1785084
Nisu - Tõrvandi Ülenurme vald Tartumaa	1785130
Mäe 2 Heimtali Viljandi vald Viljandimaa	1785177
Laigo  Ihaste Tartu Tartumaa	1785205
Andrekse tee Karla Rae vald Harjumaa	1785230
Pärnu Pärnumaa	1785237
Vahe Viljandi Viljandimaa	1785239
Jaama Pärnu Pärnumaa	1785243
  Männi talu Lootvina Vastse-Kuuste vald Põlvamaa	1785260
Kingu tn. Lagedi Rae vald Harjumaa	1785265
Pargi - Raikküla mõisniku park . Kõnnu Kaisma vald Pärnumaa	1785274
Savi 33 Pärnu Pärnumaa	1785276
Ploomi tn. 7 Viljandi Viljandimaa	1785278
Alliku küla Alliku Saue vald Harjumaa	1785332
 Muuga Viimsi vald Harjumaa	1785350
Valkla Kuusalu vald Harjumaa	1785373
Haavakannu tee 19 Rahinge Tähtvere vald Tartumaa	1785458
Välja 16 Kristiine Tallinn Harjumaa	1785538
Ristikangru tee 2 Manniva Jõelähtme vald Harjumaa	1785548
Ristikangru tee 1 Manniva Jõelähtme vald Harjumaa	1785550
Helme tee 11 Manniva Jõelähtme vald Harjumaa	1785551
Kivikirve tee 12 Tallinn Harjumaa	1785582
Rakvere 43a Narva Ida-Virumaa	1785584
Oja Kerepäälse Vastseliina vald Võrumaa	1785597
Näkineiu tee 1 Meremõisa Keila vald Harjumaa	1785606
Leevikese tee 9 Püünsi Viimsi vald Harjumaa	1785610
Side 4 Juuru Juuru vald Raplamaa	1785638
Linnu Kasti Lääne-Saare vald Saaremaa	1785652
Põllu Märjamaa Märjamaa vald Raplamaa	1785653
Serva tee Kelvingi Viimsi vald Harjumaa	1785662
Serva tee Kelvingi Viimsi vald Harjumaa	1785663
Rähni 16 Paikuse Paikuse vald Pärnumaa	1785669
Rohula 15 Nõmme Tallinn Harjumaa	1785695
Paju tee Saue Harjumaa	1785728
Toome tee 10 Randvere Viimsi vald Harjumaa	1785755
Rägavere tee 12 Lehtse Tapa vald Lääne-Virumaa	1785782
Kurina 26 Randivälja Tori vald Pärnumaa	1785807
Ladva 14a Saue Harjumaa	1785811
Kooli 43 Pärnu Pärnumaa	1785834
Lepa Metstaguse Järva-Jaani vald Järvamaa	1785870
Aadma Käina vald Hiiumaa	1785888
Kepsu tee Püünsi Püünsi Viimsi vald Harjumaa	1785934
Kepsu tee Püünsi Püünsi Viimsi vald Harjumaa	1785935
Kaja Nõmme Nõmme Tallinn Harjumaa	1785936
Pääsukese tn. 3 Lagedi aleviku servas Kopli Rae vald Harjumaa	1785937
Lilleoru põik 3 Laiaküla Viimsi vald Harjumaa	1785943
Põdrasambla 3 Laagri Saue vald Harjumaa	1785946
Kadaka tee 15 Vaela Kiili vald Harjumaa	1785947
Vahtramäe tee 5 Saku Saku vald Harjumaa	1785952
Oskari 6 Haabersti Tallinn Harjumaa	1785986
Aia 52 Tõrvandi Ülenurme vald Tartumaa	1786012
Heina Viiratsi Viljandi vald Viljandimaa	1786014
Heimtali Viljandi vald Viljandimaa	1786036
Tinnikuru Tarvastu vald Viljandimaa	1786043
Uueveski tee Viljandi Viljandimaa	1786052
Sihi 95 Nõmme Tallinn Harjumaa	1786065
Niidu Võhma Viljandimaa	1786078
Vilja Viljandi Viljandimaa	1786081
Kalda Mõisaküla Viljandimaa	1786086
Rägavere vald Lääne-Virumaa	1786090
Põllu Paide Järvamaa	1786092
uus Pärnu-Jaagupi Halinga vald Pärnumaa	1786105
Nurmiku põik 8 Pirita-Kose Pirita Tallinn Harjumaa	1786114
Mullika talu  Teilma Jõgeva vald Jõgevamaa	1786127
Vee 14 Rannarajoon Pärnu Pärnumaa	1786129
Kungla tee 29 Peetri Rae vald Harjumaa	1786136
Põllu tee Jõelähme vald Iru küla. 1 Tallinn Harjumaa	1786144
Jõeääre tee 14 Loo Jõelähtme vald Harjumaa	1786145
Soosilla tee Külitse Ülenurme vald Tartumaa	1786154
Hariduse 2B Kose Kose vald Harjumaa	1786168
Krüüdneri Valgjärve vald Põlvamaa	1786172
Kingu tn. Lagedi Rae vald Harjumaa	1786176
Nulga Räpina vald Põlvamaa	1786210
Raja Kuressaare Saaremaa	1786222
Utessuu Rõuge vald Võrumaa	1786234
Ristikheina Roobuka Saku vald Harjumaa	1786236
 Eikla Eikla Lääne-Saare vald Saaremaa	1786245
Aste Aste Lääne-Saare vald Saaremaa	1786249
Eelika Paatsa Mustjala vald Saaremaa	1786250
Kullerkupu Kuressaare Saaremaa	1786263
Laulu 6 Orissaare Orissaare vald Saaremaa	1786267
Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa	1786269
Männi Kihelkonna vald Saaremaa	1786273
Lille tee 1 Haabneeme Viimsi vald Harjumaa	1786278
Putkendi Möldri Salme vald Saaremaa	1786282
Vatsküla Vatsküla Lääne-Saare vald Saaremaa	1786302
Sireli tee 8 Vatsla Saue vald Harjumaa	1786313
Ülevälja Soinaste Ülenurme vald Tartumaa	1786322
Savi 33 Pärnu Pärnumaa	1786323
Lombi Põldmaa Vara vald Tartumaa	1786345
Räägu 6 Tammelinn Tartu Tartumaa	1786349
Kooli 43 Pärnu Pärnumaa	1786350
Misso küla Misso alevik Misso vald Võrumaa	1786353
Kursi Tamsalu vald Lääne-Virumaa	1786449
Henri Hara Kuusalu vald Harjumaa	1786475
Põdrasambla 3 Nõmme Tallinn Harjumaa	1786476
Kooli * Raka Rapla vald Raplamaa	1786480
Puidu 4 Saue Harjumaa	1786481
Kadaka tee 15 Vaela Kiili vald Harjumaa	1786482
Võidu 22 Rakvere Lääne-Virumaa	1786498
Pärnu mnt 404 Nõmme Tallinn Harjumaa	1786512
Viljandi mnt * Tallinn Harjumaa	1786524
Marja tee 41 Viti Harku vald Harjumaa	1786534
Kanarbiku Keila Harjumaa	1786541
Välja tee Suurupi Suurupi Harku vald Harjumaa	1786547
Türi Türi vald Järvamaa	1786557
V.Ormissoni Ihaste Tartu Tartumaa	1786560
Jaama Lagedi Rae vald Harjumaa	1786570
Karikakra Tõrvandi Ülenurme vald Tartumaa	1786572
Jõgisoo Ambla vald Järvamaa	1786600
Roodevälja Mõisa 1 Roodevälja Sõmeru vald Lääne-Virumaa	1786606
Marsina - Pedajamäe Otepää vald Valgamaa	1786611
Hendrikumõisa Viljandi vald Viljandimaa	1786615
Suur-Kaare Viljandi Viljandimaa	1786629
Paisu Viljandi Viljandimaa	1786631
Jaani 7 Otepää Otepää vald Valgamaa	1786634
Linnu tee 9 Sindi Pärnumaa	1786647
Kauge 17 Viljandi Viljandimaa	1786651
Mäesilla - Holvandi Põlva vald Põlvamaa	1786665
Jääraku tee 32 Pirita Tallinn Harjumaa	1786673
Soosilla tee Külitse Ülenurme vald Tartumaa	1786699
Indu Rabavere Koonga vald Pärnumaa	1786716
Jaama - Tori jaamahoone. Selja Tori vald Pärnumaa	1786718
Jaama 3 Pärnu Pärnumaa	1786720
Eriku - vahetusvõimalused . Kergu Kaisma vald Pärnumaa	1786723
 Hageri Kohila vald Raplamaa	1786730
Põllu 8 alev Märjamaa Märjamaa vald Raplamaa	1786753
Vaheaia tee Randvere Viimsi vald Harjumaa	1786758
Nurme 1 broneeritud Kose Kose vald Harjumaa	1786761
Pupastvere Lähte Tartu vald Tartumaa	1786764
Vabaõhukooli 4 Pirita Tallinn Harjumaa	1786766
Kärestiku 1 Oore Tori vald Pärnumaa	1786784
Vahtra 8 Tabasalu Harku vald Harjumaa	1786801
Jana Vedu Tartu vald Tartumaa	1786817
Tila küla Kõrveküla Tartu vald Tartumaa	1786827
Pähkli 4 Pärnu Pärnumaa	1786837
Karusselli 65 Pärnu Pärnumaa	1786838
Karusselli 65 Pärnu Pärnumaa	1786839
Sireli 18 Pääsküla Nõmme Tallinn Harjumaa	1786848
Papli 11 Järvakandi Järvakandi vald Raplamaa	1786861
Maja 21 Kabina Luunja vald Tartumaa	1786875
Jõeääre tee 14 Loo Jõelähtme vald Harjumaa	1786882
Spordi 11 Keila Keila Harjumaa	1786885
Abara 33 Haabersti Tallinn Harjumaa	1786894
 Teaduse 16 Keila Harjumaa	1786901
Sooääre talu Ohtu küla Ohtu Keila vald Harjumaa	1786907
Vana-Miku Pärispea Kuusalu vald Harjumaa	1786914
 Pirita Tallinn Harjumaa	1786966
Järva-Jaani Järva-Jaani vald Järvamaa	1786980
Kingu tn Saku Saku vald Harjumaa	1786982
Tiigi 35 Audru Audru vald Pärnumaa	1786985
Koigi Koigi vald Järvamaa	1787003
Astri talu Põlula Rägavere vald Lääne-Virumaa	1787005
 . Enge Halinga vald Pärnumaa	1787006
Siinus 10 Tammiste Sauga vald Pärnumaa	1787007
Sipelga Räni Ülenurme vald Tartumaa	1787011
Marjamäe küla Marjamäe Tarvastu vald Viljandimaa	1787015
Nõmme 1 Pärnu Pärnumaa	1787016
Päikese pst. Nõmme Tallinn Harjumaa	1787030
Kõvaküla Karksi vald Viljandimaa	1787037
Jaama  Põltsamaa Jõgevamaa	1787062
Valga mnt 23a Otepää Otepää vald Valgamaa	1787072
Vanaaseme Koljaku Vihula vald Lääne-Virumaa	1787093
Merirahu 13 Kakumäe Haabersti Tallinn Harjumaa	1787096
Pargi  Mustvee Jõgevamaa	1787106
Niine tn. 43 Haapsalu Läänemaa	1787107
Viimsi vald Harjumaa	1787114
Kärstna keskuses . Kärstna Tarvastu vald Viljandimaa	1787133
Kalda Nõmme Tallinn Harjumaa	1787144
Vana Rääma 9 Pärnu Pärnumaa	1787161
Mõraoja 13 Kurepalu Haaslava vald Tartumaa	1787196
Lemmiku 59 c Nõmme Tallinn Harjumaa	1787237
Õunapuu pst Maardu Jõelähtme vald Harjumaa	1787243
Kuldala Alliku Saue vald Harjumaa	1787292
Tildri tn. Kristiine Tallinn Harjumaa	1787295
Kohatu Kernu vald Harjumaa	1787298
Valdeku Nõmme Tallinn Harjumaa	1787299
Kuuskmetsa 20 Ääsmäe Saue vald Harjumaa	1787317
Kanarbiku Sindi Pärnumaa	1787325
Talu tee Soinaste Ülenurme vald Tartumaa	1787345
Kopli 27 Tuulna Keila vald Harjumaa	1787374
Siimu Ihamaru Kõlleste vald Põlvamaa	1787395
Veski 6  Kesklinn Tartu Tartumaa	1787397
Rähni Külitse Ülenurme vald Tartumaa	1787421
Nüpli Otepää vald Valgamaa	1787467
Lemmiku 38b Broneeritud kuni 25.11.11  Nõmme Tallinn Harjumaa	1787472
Haapsalu mnt. 92 Pärnu Pärnumaa	1787474
Pärnamäe tee * Pirita Tallinn Harjumaa	1787516
Õie põik 1 Nõmme Tallinn Harjumaa	1787528
Ristiku 2 Jõhvi Jõhvi vald Ida-Virumaa	1787580
Lai 11 Tapa Tapa vald Lääne-Virumaa	1787584
Pärnu mnt Karksi-Nuia Karksi vald Viljandimaa	1787588
Kopli Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	1787589
Veskitammi 1 Laagri Saue vald Harjumaa	1787590
Õisu alevik Õisu Halliste vald Viljandimaa	1787594
Kulli Viiratsi Viljandi vald Viljandimaa	1787597
Kivikirve tee 12 Manniva Jõelähtme vald Harjumaa	1787598
Ammuta Kareda vald Järvamaa	1787605
Võle /Toom/ Tiina 1 Võle Haljala vald Lääne-Virumaa	1787606
Kalevipoja 1 Assamalla Tamsalu vald Lääne-Virumaa	1787608
Unistuse 5 Vergi Vihula vald Lääne-Virumaa	1787609
Reiu küla Laugu Reiu Tahkuranna vald Pärnumaa	1787614
Jaani tee  28 Räni Ülenurme vald Tartumaa	1787616
Väike-Posti 27c Pärnu Pärnumaa	1787625
Kagu tn 3 Rakvere Lääne-Virumaa	1787642
Tobraselja Viljandi vald Viljandimaa	1787644
Rehe Viljandi Viljandimaa	1787645
Valga Tõrva Valgamaa	1787650
Vahtramäe tee Merivälja 2 Pirita Tallinn Harjumaa	1787651
Humala Harku vald Harjumaa	1787658
Lille 3 Järve Kohtla-Järve Ida-Virumaa	1787667
Pärnu-Jaagupi * Halinga vald Pärnumaa	1787721
Kullerkupu * Märjamaa vald Raplamaa	1787722
Kullerkupu * Märjamaa vald Raplamaa	1787723
Päikese tee * Urge Kohila vald Raplamaa	1787724
Türi Türi vald Järvamaa	1787749
Tammiku 3 Vinni Vinni vald Lääne-Virumaa	1787756
Uuetalu põik Alliku Saue vald Harjumaa	1787774
Küngase talu 1 Rägavere Sõmeru vald Lääne-Virumaa	1787780
Lagle tee Vainu Sauga vald Pärnumaa	1787783
Mäeotsa tee Laadi Tahkuranna vald Pärnumaa	1787784
Pärna 1 Otepää Otepää vald Valgamaa	1787795
Tartu mnt Põltsamaa Jõgevamaa	1787805
Uus 19 Viljandi Viljandimaa	1787807
Köstri Viljandi Viljandimaa	1787812
Kabila küla Kabila Kernu vald Harjumaa	1787826
Varsaallika Pirita Kose Pirita Tallinn Harjumaa	1787830
Saialille Laiaküla Viimsi vald Harjumaa	1787833
Spordi Keila Harjumaa	1787848
Niine Haapsalu Läänemaa	1787849
Kalda 10 Nõmme Tallinn Harjumaa	1787879
Kadaka pst 49 Nõmme Tallinn Harjumaa	1787889
Hommiku tee 40 Tabasalu Harku vald Harjumaa	1787891
Männiliiva tee 16 Laiaküla Viimsi vald Harjumaa	1787893
Päikese tee * Urge Kohila vald Raplamaa	1787900
Niidi 30 Põhja-Tallinn Tallinn Harjumaa	1787912
Loopealse põik Sõrve Harku vald Harjumaa	1787929
Härmatise Haabersti Tallinn Harjumaa	1787957
Madise Tabasalu Harku vald Harjumaa	1787968
Tehase Aseri Aseri vald Ida-Virumaa	1787969
Karja tee 32 Õssu Ülenurme vald Tartumaa	1787975
A.H.Tammsaare 42 Pärnu Pärnumaa	1787977
Lühike Paide Järvamaa	1787981
Kavandu Pangodi Kambja vald Tartumaa	1787988
Savi Tammelinn Tartu Tartumaa	1787994
Jaarli tee 8 Tutermaa Harku vald Harjumaa	1788015
Sõpruse 117 Kasepää Kasepää vald Jõgevamaa	1788025
Käbi 3 Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	1788026
Kopli 8 Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	1788027
Karikakra 8 Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	1788028
Niidu 22 Jõgeva Jõgevamaa	1788035
Eva väikekoht 63 Laulasmaa Meremõisa Keila vald Harjumaa	1788040
Palkmaja  Pöide vald Saaremaa	1788099
Tarva 14 Raeküla Pärnu Pärnumaa	1788109
Metsalaane Elva Tartumaa	1788113
Kurina 26 Randivälja Tori vald Pärnumaa	1788143
Sügiskünni 3 Türisalu Harku vald Harjumaa	1788146
Lehola 58 Pärnu Pärnumaa	1788147
Allika-Juuli Harjumaa piirist 2 km Vilivere Kohila vald Raplamaa	1788174
Pauli Tuulna Keila vald Harjumaa	1788186
Kirsi 1 Viljandi Viljandimaa	1788198
Koidamaa Pajumaa Hanila vald Läänemaa	1788241
Kardi Esku Põltsamaa vald Jõgevamaa	1788277
Toominga Vorbuse Tähtvere vald Tartumaa	1788316
Mõigu Kesklinn Tallinn Harjumaa	1788320
 Eikla Eikla Lääne-Saare vald Saaremaa	1788354
Aste Aste Lääne-Saare vald Saaremaa	1788358
Eelika Paatsa Mustjala vald Saaremaa	1788359
Kullerkupu Kuressaare Saaremaa	1788371
Laulu 6 Orissaare Orissaare vald Saaremaa	1788375
Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa	1788377
Männi Kihelkonna vald Saaremaa	1788381
Putkendi Möldri Salme vald Saaremaa	1788390
Vatsküla Vatsküla Lääne-Saare vald Saaremaa	1788409
Mahla 75 Nõmme Tallinn Harjumaa	1788419
Uusaru 18/1 Saue Harjumaa	1788461
Põdrasambla 3 Nõmme Tallinn Harjumaa	1788465
Paide 9A Kesklinn Tallinn Harjumaa	1788471
Põdrasambla 3 Laagri Saue vald Harjumaa	1788472
Tallinna mnt 47 Haapsalu Läänemaa	1788475
Kannikese 2 Raasiku Raasiku vald Harjumaa	1788486
C. R. Jakobsoni 19 Kesklinn Tallinn Harjumaa	1788487
Tammelehe 21 Saue Harjumaa	1788497
Luha 4 Kesklinn Tallinn Harjumaa	1788507
Porrulaugu 7 Maardu Harjumaa	1788515
Naaritsa 13 Nõmme Tallinn Harjumaa	1788522
Kallasmaa tee * Muuga Viimsi vald Harjumaa	1788525
Valga 5 Laagri Saue vald Harjumaa	1788527
Karja tee 2 Assaku Rae vald Harjumaa	1788531
Timuti Variku Tartu Tartumaa	1788558
Kesk 25 Viru-Jaagupi Vinni vald Lääne-Virumaa	1788563
Kesk 19a Viru-Jaagupi Vinni vald Lääne-Virumaa	1788564
Västriku 3 Paikuse Paikuse vald Pärnumaa	1788565
Emmu Emmu Koonga vald Pärnumaa	1788570
Vissi Vissi Nõo vald Tartumaa	1788574
Vasula Tartu vald Tartumaa	1788575
Maarja tee Lepiku Ülenurme vald Tartumaa	1788576
Räbi Palupera vald Valgamaa	1788577
Tamme Koidu Tarvastu vald Viljandimaa	1788581
Mähma Viljandi vald Viljandimaa	1788582
Väike-Kaare Viljandi Viljandimaa	1788588
Ugala pst Viljandi Viljandimaa	1788590
Põllu Elva Tartumaa	1788600
Väike-Posti 6 Pärnu Pärnumaa	1788605
Kesk-Kaare Viljandi Viljandimaa	1788606
Kaevu - nüüd on õige aeg osta Pärnu Pärnumaa	1788607
Võidu tn Kallaste Tartumaa	1788618
Neeme 22 Põhja-Tallinn Tallinn Harjumaa	1788622
Valentina Viru-Kabala Rägavere vald Lääne-Virumaa	1788643
Pajusalu Haaslava Haaslava vald Tartumaa	1788659
Kodismaa Torma vald Jõgevamaa	1788671
Männi tee Haaslava Haaslava vald Tartumaa	1788686
Aasa Peetri Rae vald Harjumaa	1788696
Laigo Ihaste Tartu Tartumaa	1788708
Sepikoja elamu & äripind Perila Raasiku vald Harjumaa	1788715
Elva Tartumaa	1788743
Nõmme tee 30A Kristiine Tallinn Harjumaa	1788754
Mähe tee 10 Pirita Tallinn Harjumaa	1788815
Künnapuu tee 12 Rae vald Harjumaa	1788836
Mere 2 Leisi vald Saaremaa	1788837
Metsamarja 11A Jõelähtme vald Harjumaa	1788838
Ringi 5 Harku vald Harjumaa	1788840
Narva Rakvere Lääne-Virumaa	1788871
Lepiku tee Vaela Kiili vald Harjumaa	1788904
Sügiskünni Türisalu Harku vald Harjumaa	1788941
Sügiskünni Türisalu Harku vald Harjumaa	1788942
Aaviku 30 Aaviku Rae vald Harjumaa	1788971
Kesk- Kaare tn . Viljandi Viljandimaa	1788972
Väike-Juhani - Pilkuse Otepää vald Valgamaa	1788989
Bornhöhe Pirita Tallinn Harjumaa	1789007
Sihi tee 6 Nõmme Ridala vald Läänemaa	1789009
Miili . Tahu Noarootsi vald Läänemaa	1789010
Sipa 2 alev Märjamaa Märjamaa vald Raplamaa	1789027
Õie põik 1 Nõmme Tallinn Harjumaa	1789080
Hiie põik 1 Harku vald Harjumaa	1789099
Kaheküla tee 21 Haabersti Tallinn Harjumaa	1789107
Kesalille 6 Tiskre Harku vald Harjumaa	1789111
Maamõõtja 8 Saue Harjumaa	1789119
Mäe 5 Saku Saku vald Harjumaa	1789126
Nurmesalu 26 Saue Harjumaa	1789132
Rajapere 12 Haabersti Tallinn Harjumaa	1789151
Sihi Nõmme Tallinn Harjumaa	1789157
Väluste tee Viiratsi Viljandi vald Viljandimaa	1789185
Kõdu Haava Tartu vald Tartumaa	1789189
Kannikmäe Päri Viljandi vald Viljandimaa	1789192
Tallinna Viljandi Viljandimaa	1789201
Karja tee 32 Õssu Ülenurme vald Tartumaa	1789213
Vaariku 2a Võiste Tahkuranna vald Pärnumaa	1789228
Männikäbi Ülenurme Ülenurme vald Tartumaa	1789248
Paelrohu tee 12 Muuga Maardu Harjumaa	1789254
A.H.Tammsaare 42 Pärnu Pärnumaa	1789287
Sambla 35 Kilingi-Nõmme Saarde vald Pärnumaa	1789298
