"ID";Aadress;Täisaadress;Objekti liik;Tase1 kood;Tase1 nimetus;Tase2 kood;Tase2 nimetus;Tase3 kood;Tase3 nimetus;Tase4 kood;Tase4 nimetus;Tase5 kood;Tase5 nimetus;Tase6 kood;Tase6 nimetus;Tase7 kood;Tase7 nimetus;Tase8 kood;Tase8 nimetus;Koodaadress;ADR ID;L-Est X;L-Est Y;N;E;N (dms);E (dms)
2234888;Pardi Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Pardi tn";2;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SMN;Pardi tn;;;;;;;68624661900000SMN0000000000000000;3038752;6470711;530192;58,37584;24,51603;"58°22'33.02""";"24°30'57.71"""
2234935;Heina põik Võru Võrumaa;"Võru maakond, Võru linn, Heina põik 2";3;87;Võru maakond;919;Võru linn;;;;;05JB;Heina põik;;;0YFZ;2;;;879190000000005JB00000YFZ00000000;3246857;6416212;677632;57,85198;26,99251;"57°51'7.14""";"26°59'33.02"""
2234937;Suntsi tee 11 Etsaste Nõo vald Tartumaa;"Tartu maakond, Nõo vald, Etsaste küla, Suntsi tee 11";3;79;Tartu maakond;528;Nõo vald;1665;Etsaste küla;;;0LRQ;Suntsi tee;;;6DVC;11;;;79528166500000LRQ00006DVC00000000;3326821;6452643;646155;58,19034;26,48549;"58°11'25.24""";"26°29'7.76"""
2234938;Elvast 5km.- Nõo vald Etsaste Suntsi tee 11 Elva Tartumaa;"Tartu maakond, Nõo vald";1;79;Tartu maakond;528;Nõo vald;;;;;;;;;;;;;795280000000000000000000000000000;3302102;6461865;647892;58,2725;26,52089;"58°16'21.01""";"26°31'15.21"""
2234965;Tartu mnt 9 Roela Vinni vald Lääne-Virumaa;"Lääne-Viru maakond, Vinni vald, Roela alevik, Tartu mnt 9";3;60;Lääne-Viru maakond;901;Vinni vald;7028;Roela alevik;;;06ZP;Tartu mnt;;;5QKZ;9;;;609017028000006ZP00005QKZ00000000;2823542;6561292;647882;59,16451;26,58603;"59°9'52.24""";"26°35'9.70"""
2234971;Edise Jõhvi vald Ida-Virumaa;"Ida-Viru maakond, Jõhvi vald, Edise küla";1;45;Ida-Viru maakond;251;Jõhvi vald;1524;Edise küla;;;;;;;;;;;452511524000000000000000000000000;3302166;6585946;691664;59,36816;27,37217;"59°22'5.38""";"27°22'19.81"""
2234975;Loosalu-Truia Vana-Kaiu Kaiu vald Raplamaa;"Rapla maakond, Rapla vald, Vana-Kaiu küla, Loosalu-Truia";3;71;Rapla maakond;668;Rapla vald;8982;Vana-Kaiu küla;;;;;25IC;Loosalu-Truia;;;;;7166889820000000025IC000000000000;3158735;6534727;563350;58,94696;25,10063;"58°56'49.04""";"25°6'2.27"""
2235011;Köstri Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, Köstri tn";2;84;Viljandi maakond;897;Viljandi linn;;;;;05B9;Köstri tn;;;;;;;848970000000005B90000000000000000;115031;6470328;592457;58,36367;25,57982;"58°21'49.20""";"25°34'47.37"""
2235017;Postikooli Tahkuranna vald Pärnumaa;Pärnu maakond;1;68;Pärnu maakond;000;;;;;;;;;;;;;;680000000000000000000000000000000;2908388;6471454;529885;58,38253;24,51088;"58°22'57.11""";"24°30'39.17"""
2235020;Tartu mnt Põltsamaa Jõgevamaa;"Jõgeva maakond, Põltsamaa vald, Puurmani alevik, Tartu mnt 1";3;50;Jõgeva maakond;618;Põltsamaa vald;6479;Puurmani alevik;;;0LDU;Tartu mnt;;;62C4;1;;;50618647900000LDU000062C400000000;3345434;6495023;633182;58,57475;26,28964;"58°34'29.11""";"26°17'22.70"""
2235048;Vihtra küla Vihtra Vändra vald Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Vihtra küla, Vihtra";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;9267;Vihtra küla;;;;;13NR;Vihtra;;;;;6863892670000000013NR000000000000;2950406;;;;;;
2235061;Kalda Mangu Hiiu vald Hiiumaa;"Hiiu maakond, Hiiumaa vald, Mangu küla, Kalda";3;39;Hiiu maakond;205;Hiiumaa vald;4766;Mangu küla;;;;;5ESX;Kalda;;;;;392054766000000005ESX000000000000;2935983;6544740;418489;59,03377;22,58024;"59°2'1.57""";"22°34'48.88"""
2235071;Kõo Helbi Meremäe vald Võrumaa;"Võru maakond, Setomaa vald, Helbi küla, Kõo";3;87;Võru maakond;732;Setomaa vald;1804;Helbi küla;;;;;7MKA;Kõo;;;;;877321804000000007MKA000000000000;3342045;6412227;709623;57,80229;27,527;"57°48'8.26""";"27°31'37.21"""
2235091;Patika Patika Tapa vald Lääne-Virumaa;"Lääne-Viru maakond, Tapa vald, Patika küla";1;60;Lääne-Viru maakond;792;Tapa vald;6037;Patika küla;;;;;;;;;;;607926037000000000000000000000000;2738293;6570329;600416;59,2594;25,7606;"59°15'33.84""";"25°45'38.17"""
2235106;Veetorni tn 3 Kesklinn Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Veetorni tn 3";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SR1;Veetorni tn;;;BJUE;3;;;68624661900000SR10000BJUE00000000;3090692;6471432;529708;58,38235;24,50785;"58°22'56.44""";"24°30'28.26"""
2235119;Viigi tee 7 Reiu Tahkuranna vald Pärnumaa;"Pärnu maakond, Häädemeeste vald, Reiu küla, Viigi tee 2";3;68;Pärnu maakond;214;Häädemeeste vald;6925;Reiu küla;;;0QUP;Viigi tee;;;A6O3;2;;;68214692500000QUP0000A6O300000000;2916735;6464923;535657;58,32346;24,60853;"58°19'24.46""";"24°36'30.72"""
2235187;Pähna Tartu Tartumaa;"Tartu maakond, Kambja vald, Õssu küla, Pähna tn";2;79;Tartu maakond;283;Kambja vald;9717;Õssu küla;;;0D7M;Pähna tn;;;;;;;79283971700000D7M0000000000000000;2843187;6472640;655071;58,36669;26,65039;"58°22'0.09""";"26°39'1.40"""
2235225;Oja Tealama Torma vald Jõgevamaa;"Jõgeva maakond, Jõgeva vald, Tealama küla, Oja";3;50;Jõgeva maakond;247;Jõgeva vald;8174;Tealama küla;;;;;0K06;Oja;;;;;502478174000000000K06000000000000;3345673;6524440;658040;58,83032;26,73719;"58°49'49.14""";"26°44'13.87"""
2235230;Mäealuste Järise Mustjala vald Saaremaa;Saare maakond;1;74;Saare maakond;000;;;;;;;;;;;;;;740000000000000000000000000000000;100009;6457965;411216;58,25346;22,48768;"58°15'12.44""";"22°29'15.64"""
2235243;Kruusa Purdi Paide vald Järvamaa;"Järva maakond, Paide linn, Purdi küla, Kruusa";3;52;Järva maakond;567;Paide linn;6440;Purdi küla;;;;;316U;Kruusa;;;;;52567644000000000316U000000000000;2649126;6540805;593168;58,99608;25,62107;"58°59'45.89""";"25°37'15.84"""
2235281;Jõe Elva Tartumaa;"Tartu maakond, Elva vald, Hellenurme küla, Jõe vkt";B;79;Tartu maakond;171;Elva vald;1813;Hellenurme küla;2D3V;Jõe vkt;;;;;;;;;7917118132D3V00000000000000000000;2997635;6446610;640694;58,13799;26,38905;"58°8'16.78""";"26°23'20.57"""
2235429;Konnati Kiini Viljandi vald Viljandimaa;"Viljandi maakond, Viljandi vald, Kiini küla, Konnati";3;84;Viljandi maakond;899;Viljandi vald;3042;Kiini küla;;;;;66KC;Konnati;;;;;8489930420000000066KC000000000000;3144566;6466722;578856;58,33396;25,34625;"58°20'2.26""";"25°20'46.51"""
2235464;Nurmenuku Rapla Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Väljataguse küla, Nurmenuku";3;71;Rapla maakond;668;Rapla vald;4318;Väljataguse küla;;;;;CAJK;Nurmenuku;;;;;71668431800000000CAJK000000000000;3168352;6538755;546820;58,98523;24,81432;"58°59'6.84""";"24°48'51.57"""
2235485;Kille tee Veskimäe Abja vald Viljandimaa;"Viljandi maakond, Mulgi vald, Veskimäe küla, Uus-Kille";3;84;Viljandi maakond;480;Mulgi vald;9235;Veskimäe küla;;;;;EP5O;Uus-Kille;;;;;84480923500000000EP5O000000000000;3251420;6443928;576197;58,12982;25,29337;"58°7'47.33""";"25°17'36.12"""
2235493;Tallinna 1 Paide Järvamaa;"Järva maakond, Paide linn, Paide linn, Tallinna tn 1";3;52;Järva maakond;567;Paide linn;5860;Paide linn;;;0RPV;Tallinna tn;;;AVDO;1;;;52567586000000RPV0000AVDO00000000;2663036;6528685;590502;58,88787;25,56976;"58°53'16.34""";"25°34'11.14"""
2235506;Ringi Sindi Pärnumaa;"Pärnu maakond, Tori vald, Sindi linn, Ringi tn";2;68;Pärnu maakond;809;Tori vald;7607;Sindi linn;;;0TI0;Ringi tn;;;;;;;68809760700000TI00000000000000000;3396269;6474165;538749;58,40617;24,66286;"58°24'22.23""";"24°39'46.29"""
2235510;Rõusa-Ülejõe Rõusa Vändra vald Pärnumaa;"Pärnu maakond, Põhja-Pärnumaa vald, Rõusa küla, Rõusa-Ülejõe";3;68;Pärnu maakond;638;Põhja-Pärnumaa vald;7186;Rõusa küla;;;;;6EKI;Rõusa-Ülejõe;;;;;686387186000000006EKI000000000000;2920406;6503871;565331;58,66968;25,12604;"58°40'10.84""";"25°7'33.76"""
2235556;Metsalaane Elva Tartumaa;"Tartu maakond, Elva vald, Metsalaane küla";1;79;Tartu maakond;171;Elva vald;4895;Metsalaane küla;;;;;;;;;;;791714895000000000000000000000000;2974778;6459101;640673;58,25008;26,39626;"58°15'0.28""";"26°23'46.55"""
2235584;Jõe 26 Paide Järvamaa;"Järva maakond, Paide linn, Paide linn, Jõe tn";2;52;Järva maakond;567;Paide linn;5860;Paide linn;;;0RQ0;Jõe tn;;;;;;;52567586000000RQ00000000000000000;2658830;6528537;590952;58,88645;25,5775;"58°53'11.22""";"25°34'39.02"""
2235586;Tiigi . Allika Varbla vald Pärnumaa;"Pärnu maakond, Lääneranna vald, Allika küla, Tiigi";3;68;Pärnu maakond;430;Lääneranna vald;1204;Allika küla;;;;;5MNX;Tiigi;;;;;684301204000000005MNX000000000000;2924831;6479882;485361;58,45898;23,74921;"58°27'32.32""";"23°44'57.14"""
2235590;Eha tänav Rakvere Lääne-Virumaa;"Lääne-Viru maakond, Rakvere linn, Eha tn 1";3;60;Lääne-Viru maakond;663;Rakvere linn;;;;;0249;Eha tn;;;2B6R;1;;;6066300000000024900002B6R00000000;2715655;6582035;633070;59,35547;26,33988;"59°21'19.71""";"26°20'23.56"""
2235686;Pärnu tn Suure-Jaani Suure-Jaani vald Viljandimaa;"Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Pärnu tn 1";3;84;Viljandi maakond;615;Põhja-Sakala vald;7836;Suure-Jaani linn;;;03HI;Pärnu tn;;;2L1V;1;;;846157836000003HI00002L1V00000000;3238453;6489351;585364;58,53586;25,46577;"58°32'9.11""";"25°27'56.76"""
2235698;Elva 34b Tammelinn Tartu Tartumaa;"Tartu maakond, Tartu linn, Tartu linn, Elva tn 34b";3;79;Tartu maakond;793;Tartu linn;8151;Tartu linn;;;0SNP;Elva tn;;;BA66;34b;;;79793815100000SNP0000BA6600000000;3051276;6472239;657965;58,36206;26,69952;"58°21'43.41""";"26°41'58.28"""
2235747;Kadaka talu Korba Paide vald Järvamaa;"Järva maakond, Paide linn, Korba küla, Kadaka";3;52;Järva maakond;567;Paide linn;3442;Korba küla;;;;;61IX;Kadaka;;;;;5256734420000000061IX000000000000;2656050;6538382;593555;58,97425;25,62677;"58°58'27.30""";"25°37'36.39"""
2235760;Võru 70 Valga Valgamaa;"Valga maakond, Valga vald, Valga linn, Võru tn 70";3;81;Valga maakond;855;Valga vald;8918;Valga linn;;;0SAV;Võru tn;;;B39X;70;;;81855891800000SAV0000B39X00000000;3009889;6405034;622739;57,77026;26,06267;"57°46'12.93""";"26°3'45.61"""
2235767;Kõvaküla küla Kõvaküla Karksi vald Viljandimaa;"Viljandi maakond, Mulgi vald, Kõvaküla";1;84;Viljandi maakond;480;Mulgi vald;3837;Kõvaküla;;;;;;;;;;;844803837000000000000000000000000;3221429;6439702;592739;58,08871;25,57238;"58°5'19.35""";"25°34'20.55"""
2235779;Pritsu Röa Väätsa vald Järvamaa;"Järva maakond, Türi vald, Röa küla, Pritsu";3;52;Järva maakond;834;Türi vald;7254;Röa küla;;;;;3RV9;Pritsu;;;;;528347254000000003RV9000000000000;2563773;6530137;586093;58,90181;25,49387;"58°54'6.51""";"25°29'37.95"""
2235789;Tähe Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Tähe tn";2;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0SAP;Tähe tn;;;;;;;79171158600000SAP0000000000000000;2998127;6455406;641478;58,21667;26,40771;"58°12'60.00""";"26°24'27.74"""
2235792;Linna tee Uuemõisa Ridala vald Läänemaa;"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Linna tee 1";3;56;Lääne maakond;184;Haapsalu linn;8769;Uuemõisa alevik;;;07AH;Linna tee;;;3IIM;1;;;561848769000007AH00003IIM00000000;2652493;6533580;475503;58,94063;23,57449;"58°56'26.26""";"23°34'28.16"""
2235800;Pärnu mnt. Sindi Pärnumaa;"Pärnu maakond, Tori vald, Sindi linn, Pärnu mnt 1";3;68;Pärnu maakond;809;Tori vald;7607;Sindi linn;;;0TH3;Pärnu mnt;;;BT49;1;;;68809760700000TH30000BT4900000000;3398847;6472613;537531;58,39235;24,64177;"58°23'32.45""";"24°38'30.37"""
2235801;Reiujõe tee Reiu Tahkuranna vald Pärnumaa;"Pärnu maakond, Häädemeeste vald, Reiu küla, Reiujõe tee 14";3;68;Pärnu maakond;214;Häädemeeste vald;6925;Reiu küla;;;0QUL;Reiujõe tee;;;A6M7;14;;;68214692500000QUL0000A6M700000000;2918913;6465923;535673;58,33244;24,60896;"58°19'56.78""";"24°36'32.26"""
2235852;Lõvi tee 5a Audru vald Pärnumaa;"Pärnu maakond, Pärnu linn, Papsaare küla, Lõvi tee 5a";3;68;Pärnu maakond;624;Pärnu linn;5986;Papsaare küla;;;0CD1;Lõvi tee;;;2SEV;5a;;;68624598600000CD100002SEV00000000;3022836;6474429;522345;58,40969;24,38228;"58°24'34.89""";"24°22'56.20"""
2235853;Väljataguse küla Väljataguse Rapla vald Raplamaa;"Rapla maakond, Rapla vald, Väljataguse küla";1;71;Rapla maakond;668;Rapla vald;4318;Väljataguse küla;;;;;;;;;;;716684318000000000000000000000000;3158221;6538694;546433;58,98473;24,80758;"58°59'5.02""";"24°48'27.29"""
2235868;Konna 189 Vaivara Vaivara vald Ida-Virumaa;"Ida-Viru maakond, Narva-Jõesuu linn, Vaivara küla, Konna AÜ 189";3;45;Ida-Viru maakond;514;Narva-Jõesuu linn;8895;Vaivara küla;272K;Konna AÜ;;;;;0F6R;189;;;455148895272K000000000F6R00000000;2811099;6587561;715325;59,37131;27,78923;"59°22'16.70""";"27°47'21.23"""
2235871;Laine Eisma Vihula vald Lääne-Virumaa;"Lääne-Viru maakond, Haljala vald, Eisma küla, Laine vkt";B;60;Lääne-Viru maakond;191;Haljala vald;1562;Eisma küla;2D0U;Laine vkt;;;;;;;;;6019115622D0U00000000000000000000;2746906;6604368;629502;59,55692;26,29059;"59°33'24.93""";"26°17'26.13"""
2235872;Metsa 12 Laatre Tõlliste vald Valgamaa;"Valga maakond, Valga vald, Laatre alevik, Metsa tn 12";3;81;Valga maakond;855;Valga vald;4029;Laatre alevik;;;06OH;Metsa tn;;;3LVP;12;;;818554029000006OH00003LVP00000000;2985486;6415787;633320;57,8637;26,24641;"57°51'49.33""";"26°14'47.07"""
2235916;Reigi Hiiu vald Hiiumaa;"Hiiu maakond, Hiiumaa vald, Reigi küla";1;39;Hiiu maakond;205;Hiiumaa vald;6908;Reigi küla;;;;;;;;;;;392056908000000000000000000000000;2909018;6541048;415416;59,00004;22,52815;"59°0'0.14""";"22°31'41.33"""
2235939;Ääre Paikuse Paikuse vald Pärnumaa;Pärnu maakond;1;68;Pärnu maakond;000;;;;;;;;;;;;;;680000000000000000000000000000000;2908388;6471454;529885;58,38253;24,51088;"58°22'57.11""";"24°30'39.17"""
2235941;Rooli tee 26 Laadi Tahkuranna vald Pärnumaa;"Pärnu maakond, Häädemeeste vald, Laadi küla, Rooli tee 26";3;68;Pärnu maakond;214;Häädemeeste vald;4004;Laadi küla;;;0KDU;Rooli tee;;;3ZMX;26;;;68214400400000KDU00003ZMX00000000;2940110;6459448;534481;58,2744;24,58765;"58°16'27.84""";"24°35'15.53"""
2235985;kinnistu Viisu Roosna-Alliku vald Järvamaa;Järva maakond;1;52;Järva maakond;000;;;;;;;;;;;;;;520000000000000000000000000000000;2556580;6528508;590491;58,88629;25,5695;"58°53'10.63""";"25°34'10.20"""
2236026;Tehase Aseri Aseri vald Ida-Virumaa;"Lääne-Viru maakond, Viru-Nigula vald, Aseri alevik, Tehase tn 1";3;60;Lääne-Viru maakond;903;Viru-Nigula vald;1402;Aseri alevik;;;067A;Tehase tn;;;2D1Q;1;;;6090314020000067A00002D1Q00000000;2752725;6594248;662944;59,4546;26,87379;"59°27'16.57""";"26°52'25.64"""
2236036;Väluste tee Viiratsi Viljandi vald Viljandimaa;"Viljandi maakond, Viljandi vald, Viiratsi alevik, Väluste tee 10";3;84;Viljandi maakond;899;Viljandi vald;9292;Viiratsi alevik;;;07E6;Väluste tee;;;3VGK;10;;;848999292000007E600003VGK00000000;3146634;6470126;596264;58,36103;25,64476;"58°21'39.72""";"25°38'41.15"""
2236038;Kulli tn Viiratsi Viljandi vald Viljandimaa;"Viljandi maakond, Viljandi vald, Viiratsi alevik, Kulli tn 1";3;84;Viljandi maakond;899;Viljandi vald;9292;Viiratsi alevik;;;0LZ3;Kulli tn;;;6IGB;1;;;84899929200000LZ300006IGB00000000;3137247;6470523;596198;58,36461;25,6438;"58°21'52.60""";"25°38'37.69"""
2236046;Kuksema Järva-Jaani vald Järvamaa;"Järva maakond, Järva vald, Kuksema küla";1;52;Järva maakond;255;Järva vald;3564;Kuksema küla;;;;;;;;;;;522553564000000000000000000000000;2569759;6543922;606811;59,02088;25,85984;"59°1'15.16""";"25°51'35.41"""
2236049;Eesküla Eesküla Rakvere vald Lääne-Virumaa;"Lääne-Viru maakond, Rakvere vald, Eesküla";1;60;Lääne-Viru maakond;661;Rakvere vald;1536;Eesküla;;;;;;;;;;;606611536000000000000000000000000;2674742;6576961;631627;59,3104;26,31145;"59°18'37.45""";"26°18'41.22"""
2236050;Lepa Kehala Vinni vald Lääne-Virumaa;"Lääne-Viru maakond, Vinni vald, Kehala küla, Lepa";3;60;Lääne-Viru maakond;901;Vinni vald;2919;Kehala küla;;;;;6XPM;Lepa;;;;;609012919000000006XPM000000000000;2831950;6571205;640846;59,25582;26,46948;"59°15'20.94""";"26°28'10.13"""
2236054;Ilmatsalu tee Rahinge Tähtvere vald Tartumaa;"Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 25";3;79;Tartu maakond;793;Tartu linn;6724;Rahinge küla;;;0LAP;Ilmatsalu tee;;;60T3;25;;;79793672400000LAP000060T300000000;3023618;6474172;654642;58,38059;26,6441;"58°22'50.11""";"26°38'38.75"""
2236057;Linnu tee Õssu Ülenurme vald Tartumaa;"Tartu maakond, Kambja vald, Õssu küla, Linnu tee 11/1";3;79;Tartu maakond;283;Kambja vald;9717;Õssu küla;;;0D8P;Linnu tee;;;9W5K;" 11/1";;;79283971700000D8P00009W5K00000000;2872288;6472481;655433;58,36514;26,65646;"58°21'54.49""";"26°39'23.26"""
2236059;Väike-Juhani - Pilkuse Otepää vald Valgamaa;;;;;;;;;;;;;;;;;;;;;;;;;;
2236063;Võmmorska Piusa Võmmorski Meremäe vald Võrumaa;Võru maakond;1;87;Võru maakond;000;;;;;;;;;;;;;;870000000000000000000000000000000;3220982;6415708;677905;57,84735;26,99672;"57°50'50.47""";"26°59'48.19"""
2236076;Väike-Kaare Viljandi Viljandimaa;"Viljandi maakond, Viljandi linn, Väike-Kaare tn";2;84;Viljandi maakond;897;Viljandi linn;;;;;05BX;Väike-Kaare tn;;;;;;;848970000000005BX0000000000000000;108381;6470955;592495;58,36929;25,58073;"58°22'9.43""";"25°34'50.61"""
2236082;Põllu Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Põllu tn";2;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0SBU;Põllu tn;;;;;;;79171158600000SBU0000000000000000;2998228;6455974;640649;58,22203;26,39396;"58°13'19.30""";"26°23'38.24"""
2236118;Sarapuu Metsapoole Häädemeeste vald Pärnumaa;"Pärnu maakond, Häädemeeste vald, Metsapoole küla, Sarapuu";3;68;Pärnu maakond;214;Häädemeeste vald;4908;Metsapoole küla;;;;;3MGG;Sarapuu;;;;;682144908000000003MGG000000000000;2919276;6417638;524499;57,89969;24,41314;"57°53'58.88""";"24°24'47.32"""
2236128;Jänese Soomra Audru vald Pärnumaa;"Pärnu maakond, Pärnu linn, Soomra küla, Jänese";3;68;Pärnu maakond;624;Pärnu linn;7723;Soomra küla;;;;;4Y0H;Jänese;;;;;686247723000000004Y0H000000000000;3022840;6472759;505536;58,39523;24,09467;"58°23'42.84""";"24°5'40.81"""
2236164;Mõrra 8a Pärnu Pärnumaa;"Pärnu maakond, Pärnu linn, Pärnu linn, Mõrra tn 8a";3;68;Pärnu maakond;624;Pärnu linn;6619;Pärnu linn;;;0SWN;Mõrra tn;;;B6X0;8a;;;68624661900000SWN0000B6X000000000;3042481;6472014;526916;58,38775;24,46019;"58°23'15.90""";"24°27'36.69"""
2236220;Supelranna Elva Tartumaa;"Tartu maakond, Elva vald, Elva linn, Supelranna tn";2;79;Tartu maakond;171;Elva vald;1586;Elva linn;;;0SE7;Supelranna tn;;;;;;;79171158600000SE70000000000000000;2998443;6456769;641652;58,22884;26,4115;"58°13'43.82""";"26°24'41.40"""
2236225;. Päkste Haaslava vald Tartumaa;"Tartu maakond, Kastre vald, Päkste küla";1;79;Tartu maakond;291;Kastre vald;6584;Päkste küla;;;;;;;;;;;792916584000000000000000000000000;3158327;6464678;669058;58,29009;26,88332;"58°17'24.31""";"26°52'59.95"""
2236232;Männiku Välgi Vara vald Tartumaa;"Tartu maakond, Peipsiääre vald, Välgi küla, Männiku";3;79;Tartu maakond;586;Peipsiääre vald;9644;Välgi küla;;;;;1ORA;Männiku;;;;;795869644000000001ORA000000000000;2833146;6497620;668095;58,58595;26,89112;"58°35'9.42""";"26°53'28.02"""
2236234;Nõo vald Nõo vald Tartumaa;"Tartu maakond, Nõo vald, Nõo alevik";1;79;Tartu maakond;528;Nõo vald;5534;Nõo alevik;;;;;;;;;;;795285534000000000000000000000000;3302117;6462797;649383;58,28036;26,54688;"58°16'49.30""";"26°32'48.78"""
2236318;Võlsi tee 3 Võru Võrumaa;"Võru maakond, Võru linn, Võlsi tee 10";3;87;Võru maakond;919;Võru linn;;;;;05K3;Võlsi tee;;;0YIH;10;;;879190000000005K300000YIH00000000;3259277;6414169;678289;57,83339;27,00202;"57°50'0.22""";"27°0'7.27"""
