Aadress	ID
Haigla 4 Antsla Antsla vald Võrumaa	2082332
Hommiku 9 Keila Harjumaa	2082343
Jaarli tee 8 Tutermaa Harku vald Harjumaa	2082345
Mäe tee 13 Lohusalu Keila vald Harjumaa	2082378
Põhja-Käesalu Laulasmaa Keila vald Harjumaa	2082385
Salu tee Haabneeme Viimsi vald Harjumaa	2082388
Sireli Laulasmaa Keila vald Harjumaa	2082401
Kurelaane Kurelaane Konguta vald Tartumaa	2082415
Kivikirve tee 12 Manniva Jõelähtme vald Harjumaa	2082421
 Meremõisa Keila vald Harjumaa	2082422
Pärnjõe Vändra vald Pärnumaa	2082424
Peetri Pärnu Pärnumaa	2082425
Lauri tee Viljandi Viljandimaa	2082438
Tartu tn Viljandi Viljandimaa	2082439
Välja tee 25 Suurupi Harku vald Harjumaa	2082467
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082496
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082497
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082498
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082499
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082500
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082501
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082502
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082503
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082504
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082505
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082506
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082507
Härjapea 26a Põhja-Tallinn Tallinn Harjumaa	2082508
Jõerahu 1 Vorbuse Tähtvere vald Tartumaa	2082528
Rännaku pst. 53 Nõmme Tallinn Harjumaa	2082554
Lühi . Päinurme Koigi vald Järvamaa	2082557
Püü 2a Kristiine Tallinn Harjumaa	2082564
Lembitu 5 Rakvere Lääne-Virumaa	2082569
Atleedi tee Karla Rae vald Harjumaa	2082577
Atleedi tee Karla Rae vald Harjumaa	2082578
Atleedi tee Karla Rae vald Harjumaa	2082579
Atleedi tee Karla Rae vald Harjumaa	2082580
Atleedi tee Karla Rae vald Harjumaa	2082581
Atleedi tee Karla Rae vald Harjumaa	2082582
Atleedi tee Karla Rae vald Harjumaa	2082583
Atleedi tee Karla Rae vald Harjumaa	2082584
Atleedi tee Karla Rae vald Harjumaa	2082585
Atleedi tee Karla Rae vald Harjumaa	2082586
Atleedi tee Karla Rae vald Harjumaa	2082587
Atleedi tee Karla Rae vald Harjumaa	2082588
Atleedi tee Karla Rae vald Harjumaa	2082589
Atleedi tee Karla Rae vald Harjumaa	2082590
Tähe 4 Elva Tartumaa	2082611
Antiku Kaimi Puhja vald Tartumaa	2082617
Randvere tee 153 Pirita Tallinn Harjumaa	2082640
Peetri Raadi-Kruusamäe Tartu Tartumaa	2082656
Künka Uulu Tahkuranna vald Pärnumaa	2082662
Ihaste Tartu Tartumaa	2082702
Tammiku 22 Uusküla Jõelähtme vald Harjumaa	2082709
Ringtee 50 Tõrvandi Ülenurme vald Tartumaa	2082711
Sõlmheina Muuga Viimsi vald Harjumaa	2082735
Peedu Välta Pöide vald Saaremaa	2082738
Rootiigi Nõmme Ridala vald Läänemaa	2082772
Kurvi tee 3 Haabneeme Viimsi vald Harjumaa	2082814
Tallinna mnt Haapsalu Läänemaa	2082822
Välja tee 25 Suurupi Harku vald Harjumaa	2082824
Õie tn. 1 Kilingi-Nõmme Saarde vald Pärnumaa	2082825
Sisaski 52 Nõmme Tallinn Harjumaa	2082843
Künka Jõuga Iisaku vald Ida-Virumaa	2082854
Lodumetsa tee 13 Pirita Tallinn Harjumaa	2082862
Olevi 9 Nõmme Tallinn Harjumaa	2082867
Lepa tn 8 Haapsalu Läänemaa	2082868
Ploomipuu pst Maardu Harjumaa	2082884
Kirna mõis Kirna Türi vald Järvamaa	2082908
Kirna mõis Kirna Türi vald Järvamaa	2082909
Kirna mõis Kirna Türi vald Järvamaa	2082912
Püü 2A Kristiine Tallinn Harjumaa	2082964
Väljaotsa tee 10B Järveküla Rae vald Harjumaa	2082993
Tuulepesa tee 3 Ilmandu Harku vald Harjumaa	2083005
Külaniidu 6 Rohuneeme Viimsi vald Harjumaa	2083015
Nurme tee Veibri Luunja vald Tartumaa	2083022
Vahi küla Tartu linnapiirist 15 km Vahi Tartu vald Tartumaa	2083028
Tammiku Tammiku ühitsu Uusküla Jõelähtme vald Harjumaa	2083039
Lehe 58 Kristiine Tallinn Harjumaa	2083047
Sireli Ridaküla Puhja vald Tartumaa	2083089
Kapa 135 Saku vald Harjumaa	2083103
Pihlakavälja * Kalvi Aseri vald Ida-Virumaa	2083163
Kiideva Lahe Kiideva Ridala vald Läänemaa	2083167
Marguse Vasta Viru-Nigula vald Lääne-Virumaa	2083169
Puraviku 4 Laane Ülenurme vald Tartumaa	2083177
Kullikopli talu Hirmuküla Karksi vald Viljandimaa	2083189
valuoja pst Viljandi Viljandimaa	2083196
Vilde tn 18 Rakvere Lääne-Virumaa	2083204
Kehala Vinni vald Lääne-Virumaa	2083221
Põllu 8 Hagudi Rapla vald Raplamaa	2083258
Väljaotsa talu Veadla Vinni vald Lääne-Virumaa	2083264
Kaasiku Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2083265
Tetra 2 Muraste Harku vald Harjumaa	2083266
Tõmmu Vahi Tartu vald Tartumaa	2083272
Küti põik 7 Peetri Rae vald Harjumaa	2083283
Vihtra Vändra vald Pärnumaa	2083284
Kirna mõis Kirna Türi vald Järvamaa	2083285
Oja tee 3 Uusküla Alajõe vald Ida-Virumaa	2083305
Täksi tee 2 Järveküla Rae vald Harjumaa	2083317
Tammiku Uusküla Jõelähtme vald Harjumaa	2083334
Roopa Variku Tartu Tartumaa	2083364
Lembitu 5 Rakvere Lääne-Virumaa	2083365
Karitsa tee 9 Mäardu järvel Maardu Harjumaa	2083383
Endla 13 Haapsalu Läänemaa	2083405
Heina põik Võru Võrumaa	2083410
Aianduse Ropka Tartu Tartumaa	2083425
Pärtli Liiva Muhu vald Saaremaa	2083431
Eerika Tartu Tartumaa	2083436
 Päigiste Halliste vald Viljandimaa	2083468
Tulbi tn Luige Kiili vald Harjumaa	2083492
Jõerahu 1 Tartu Tartumaa	2083502
Arturi Leipste Saarde vald Pärnumaa	2083513
Koolimaja tee 21 Pulli Sauga vald Pärnumaa	2083532
Rooli tee 1 Laadi Tahkuranna vald Pärnumaa	2083541
Kõo Helbi Meremäe vald Võrumaa	2083542
Ihaste Ihaste Tartu Tartumaa	2083551
Kuusiku . Ridaküla Rapla vald Raplamaa	2083554
Melliste Mäksa vald Tartumaa	2083572
Väänikvere tee 5 Laeva Laeva vald Tartumaa	2083580
Uus-Võsa 1 Jõhvi Jõhvi vald Ida-Virumaa	2083591
Aruküla tee 4 Jüri Rae vald Harjumaa	2083603
Delfiin 77 Kiisa Saku vald Harjumaa	2083609
Endla 29 Laulasmaa Keila vald Harjumaa	2083615
Halla 32 Haabersti Tallinn Harjumaa	2083617
Kanarbiku Kelvingi Viimsi vald Harjumaa	2083632
Kandle 9A Nõmme Tallinn Harjumaa	2083634
Karutiigi Alliku Saue vald Harjumaa	2083637
Kolmiku 20/1 Muraste Harku vald Harjumaa	2083643
Kolmiku 20/2 Muraste Harku vald Harjumaa	2083647
Liiva põik Lagedi Rae vald Harjumaa	2083657
Lodjapuu tee 2 Pirita Tallinn Harjumaa	2083659
Mereääre 4 Muraste Harku vald Harjumaa	2083663
Niidi 30 Põhja-Tallinn Tallinn Harjumaa	2083670
Raadiojaama tee 24 Ülejõe Rae vald Harjumaa	2083693
Saare 4 Hüüru Saue vald Harjumaa	2083703
Sambla 3 Nõmme Tallinn Harjumaa	2083712
Sputniku 19 Lelle Kehtna vald Raplamaa	2083719
Tuuliku tee 2 Vaida Rae vald Harjumaa	2083722
Tooma tee 18 Männiku Saku vald Harjumaa	2083726
Valentini Tuulevälja Rae vald Harjumaa	2083735
Rauna põik 1 Saue Harjumaa	2083751
Kelluka tee 29 Pirita Tallinn Harjumaa	2083761
Konora Pusku Ridala vald Läänemaa	2083772
Järve tee Külitse Ülenurme vald Tartumaa	2083783
Koruste Rõngu vald Tartumaa	2083799
Mäe 11 Lavassaare Lääne-Nigula vald Pärnumaa	2083841
Uustuka Kihlepa Audru vald Pärnumaa	2083844
Uustuka Kihlepa Audru vald Pärnumaa	2083845
Hõbemäe talu Saagri Misso vald Võrumaa	2083861
  Torila Alatskivi vald Tartumaa	2083864
Võruvälja Karlova Tartu Tartumaa	2083865
Õhtu 7 Kilingi-Nõmme Saarde vald Pärnumaa	2083883
Kuuse 1 Kadapiku Kadrina vald Lääne-Virumaa	2083918
Nadalama Väike-Maarja vald Lääne-Virumaa	2083920
Vintri Ulliste Vintri Salme vald Saaremaa	2083921
Tiigi Väljaküla Alatskivi vald Tartumaa	2083922
Trummi 11 Nõmme Tallinn Harjumaa	2083950
Trummi 11 Nõmme Tallinn Harjumaa	2083965
Mäealuste Järise Mustjala vald Saaremaa	2083969
Tergeme-Johani Anepesa Lääne-Saare vald Saaremaa	2083971
Nõmme Tallinn Harjumaa	2083998
Kruusa Purdi Paide vald Järvamaa	2084005
Nissi tee Riisipere Nissi vald Harjumaa	2084025
Savi 33 Pärnu Pärnumaa	2084084
 Kaasiku Tammispea Kuusalu vald Harjumaa	2084102
Lepiku tee 63 Pirita Tallinn Harjumaa	2084139
Rahu 7 Nõmme Tallinn Harjumaa	2084167
Spordi 21 Keila Harjumaa	2084178
Tallinna mnt 23 Aruküla Raasiku vald Harjumaa	2084180
Idakaare 2A Nõmme Tallinn Harjumaa	2084208
Lodjapuu tee 65 Pirita Tallinn Harjumaa	2084211
Käärasoo 8 Paikuse Paikuse vald Pärnumaa	2084230
 Kõpu Tõstamaa vald Pärnumaa	2084232
Liisa Uulu Tahkuranna vald Pärnumaa	2084233
Kooli 43 Pärnu Pärnumaa	2084236
Oja 39 Pärnu Pärnumaa	2084237
Jaama 3 Pärnu Pärnumaa	2084238
Kasteheina Pärnu Pärnumaa	2084241
Peetri Pärnu Pärnumaa	2084242
Luige Kiili vald Harjumaa	2084256
Vergi tee Võsu Vihula vald Lääne-Virumaa	2084364
Merimäe tee 23 Tahkuranna Tahkuranna vald Pärnumaa	2084375
Aasa 11 Kabila Kernu vald Harjumaa	2084426
 Aia 4 Lohusuu Lohusuu vald Ida-Virumaa	2084429
Siia Haabersti Tallinn Harjumaa	2084473
Viira Raheste Varbla vald Pärnumaa	2084494
Roopa Variku Tartu Tartumaa	2084495
Raba Sonni Käru vald Raplamaa	2084513
 Vääna-Jõesuu Harku vald Harjumaa	2084534
Sõstra 3 Rakvere Lääne-Virumaa	2084536
Epra Suure-Jaani vald Viljandimaa	2084569
Sirptiiva 5 Pirita Tallinn Harjumaa	2084593
Koidu tee 8 Kelvingi Viimsi vald Harjumaa	2084597
Kvissentali tee Kvissentali Tartu Tartumaa	2084598
Jaama Illuka vald Ida-Virumaa	2084651
Aa Lüganuse vald Ida-Virumaa	2084652
Väike-Pungerja Mäetaguse vald Ida-Virumaa	2084653
Nurmsi Paide vald Järvamaa	2084654
Rassi Türi vald Järvamaa	2084655
Eisma Vihula vald Lääne-Virumaa	2084657
Muna Nüpli Otepää vald Valgamaa	2084664
Kõpu tn Viljandi Viljandimaa	2084673
Riia mnt. 89 Viljandi Viljandimaa	2084686
Tuuleveski 39 Tallinn Harjumaa	2084690
Kiriku 35 Kallaste Tartumaa	2084693
Kille tee Veskimäe Abja vald Viljandimaa	2084712
Pargi 41 Keila Harjumaa	2084714
Seljandiku tee 3b Kalmaküla Lohusuu vald Ida-Virumaa	2084718
Räitsaka Broneeritud Haabersti Tallinn Harjumaa	2084719
Spordi Keila Harjumaa	2084720
Eha tänav Rakvere Lääne-Virumaa	2084721
Pohla 8 Koppelmaa Saue vald Harjumaa	2084745
Petseri 13 Valga Valgamaa	2084747
Talve 3 Nõmme Tallinn Harjumaa	2084749
Pedassaare 83 Salmistu Kuusalu vald Harjumaa	2084759
 9 Nõmme Tallinn Harjumaa	2084780
Kesk tn 16A Saku Saku vald Harjumaa	2084784
Välja Tõrva Valgamaa	2084786
Välja Tõrva Valgamaa	2084787
Välja Tõrva Valgamaa	2084788
Välja Tõrva Valgamaa	2084789
Välja Tõrva Valgamaa	2084790
Välja Tõrva Valgamaa	2084791
Välja Tõrva Valgamaa	2084792
Välja Tõrva Valgamaa	2084793
Elulõnga Ihaste Tartu Tartumaa	2084794
Palupera Atra Rõngu vald Tartumaa	2084802
Atra Palupera vald Valgamaa	2084805
Mäeotsa tee Laadi Tahkuranna vald Pärnumaa	2084816
Kraavi tee 11 Ääsmäe Saue vald Harjumaa	2084829
Mõisaküla 24 Mõisaküla Kiili vald Harjumaa	2084834
Nõlvaku 2 Muraste Harku vald Harjumaa	2084836
Pärnjõe Vändra vald Pärnumaa	2084840
Riinu Upa Lääne-Saare vald Saaremaa	2084865
Roosi Pärnu Pärnumaa	2084866
Jaama Pärnu Pärnumaa	2084872
Visusti Palamuse vald Jõgevamaa	2084905
Metsa tee 21 Iru Jõelähtme vald Harjumaa	2084913
Metsa tee 21 Iru Jõelähtme vald Harjumaa	2084914
Metsa tee 21 Iru Jõelähtme vald Harjumaa	2084915
Männimäe tee 3 Neeme Jõelähtme vald Harjumaa	2084916
Karja Rakvere Lääne-Virumaa	2084918
Raba Sonni Käru vald Raplamaa	2084922
Sõstra tee Haabneeme Viimsi vald Harjumaa	2084990
Seljamaa Tamba Varbla vald Pärnumaa	2084991
Tallinna 1 Paide Järvamaa	2085003
Koosa Vara vald Tartumaa	2085032
Roosipõõsa tee 7 Rae vald Harjumaa	2085044
Murumetsa talu Laguja Nõo vald Tartumaa	2085048
Rääma 11a Pärnu Pärnumaa	2085069
Tulbi tee 14 Rae Rae vald Harjumaa	2085078
Tulbi tee 28 Rae Rae vald Harjumaa	2085079
Tulbi tee 40 Rae Rae vald Harjumaa	2085080
Teekalda Randvere Viimsi vald Harjumaa	2085120
 Tabasalu Harku vald Harjumaa	2085123
Voldi Tabivere vald Jõgevamaa	2085126
Rääbise Äksi Tartu vald Tartumaa	2085142
põik 18 Antsla Antsla vald Võrumaa	2085182
Kanepi alevik Kanepi Kanepi vald Põlvamaa	2085224
Lähte alevik Lähte Tartu vald Tartumaa	2085230
Meoma Meoma Vara vald Tartumaa	2085236
Müta tee Vahi Tartu vald Tartumaa	2085243
Müta tee Raadi-Kruusamäe Tartu Tartumaa	2085244
Nurmenuku Haaslava Haaslava vald Tartumaa	2085248
Pupastvere Pupastvere Tartu vald Tartumaa	2085251
Võru Ropka Tartu Tartumaa	2085252
Viimsi vald Harjumaa	2085290
Muskaadi 3 Saue Harjumaa	2085301
Kandle 30 Nõmme Tallinn Harjumaa	2085304
Helmiku tee 3 Pirita Tallinn Harjumaa	2085328
Arunõmme tee 5 Tänassilma Saku vald Harjumaa	2085340
Vahi küla Tartu Tartumaa	2085358
Pallase pst Ihaste Tartu Tartumaa	2085363
Sepakuru Ropka Tartu Tartumaa	2085366
Räni Ülenurme vald Tartumaa	2085367
Mere tee Ranniku talu Neeme Jõelähtme vald Harjumaa	2085420
Käopesa tee  Kasemetsa Saku vald Harjumaa	2085479
Laulasmaa Keila vald Harjumaa	2085481
Kitse tee 12 Järveküla Rae vald Harjumaa	2085519
Kivikalme põik 2 Lagedi Rae vald Harjumaa	2085529
Nurmiku tee 32B Pirita Tallinn Harjumaa	2085531
Kastolatsi tee 4 Kastolatsi Otepää vald Valgamaa	2085539
Kivinuki tee 9 Rae Rae vald Harjumaa	2085543
Vahtra Nõmme Tallinn Harjumaa	2085545
Rukki 4 Käärdi alevik Elva Tartumaa	2085586
Rauna põik 1 Saue Harjumaa	2085591
Päikese pst 15 Nõmme Tallinn Harjumaa	2085630
Aruküla tee 4 Jüri Rae vald Harjumaa	2085635
Delfiin 77 Kiisa Saku vald Harjumaa	2085641
Endla 29 Laulasmaa Keila vald Harjumaa	2085647
Halla 32 Haabersti Tallinn Harjumaa	2085649
Kanarbiku Kelvingi Viimsi vald Harjumaa	2085666
Kandle 9A Nõmme Tallinn Harjumaa	2085668
Karutiigi Alliku Saue vald Harjumaa	2085671
Kolmiku 20/1 Muraste Harku vald Harjumaa	2085678
Kolmiku 20/2 Muraste Harku vald Harjumaa	2085681
Liiva põik Lagedi Rae vald Harjumaa	2085692
Lodjapuu tee 2 Pirita Tallinn Harjumaa	2085694
Mereääre 4 Muraste Harku vald Harjumaa	2085699
Niidi 30 Põhja-Tallinn Tallinn Harjumaa	2085706
Raadiojaama tee 24 Ülejõe Rae vald Harjumaa	2085728
Saare 4 Hüüru Saue vald Harjumaa	2085737
Sambla 3 Nõmme Tallinn Harjumaa	2085746
Sputniku 19 Lelle Kehtna vald Raplamaa	2085754
Tuuliku tee 2 Vaida Rae vald Harjumaa	2085757
Tooma tee 18 Männiku Saku vald Harjumaa	2085760
Valentini Tuulevälja Rae vald Harjumaa	2085769
Rauna põik 1 Saue Harjumaa	2085784
Kotlepi 24 Haabersti Tallinn Harjumaa	2085789
Pallase pst 72 Ihaste Tartu Tartumaa	2085838
Avamaa Laagri Saue vald Harjumaa	2085861
Merimäe tee 23 Tahkuranna Tahkuranna vald Pärnumaa	2085895
Tikste 17 Tõrva Valgamaa	2085933
Olevi tee Tartu Tartumaa	2085953
 Tartu Tartumaa	2085958
Lepiku 7 Tapa linn Tapa Tapa vald Lääne-Virumaa	2085997
Eelika Paatsa Mustjala vald Saaremaa	2086006
Lõhe 6 Haabersti Tallinn Harjumaa	2086049
 19 Roobuka Saku vald Harjumaa	2086053
Tuulepesa tee 3 Ilmandu Harku vald Harjumaa	2086069
Uue-Pärtma Mäebe Torgu vald Saaremaa	2086070
Pajuse Soometsa Häädemeeste vald Pärnumaa	2086127
Hiie põik 2/1 Pirita Tallinn Harjumaa	2086154
Hommiku 9 Keila Harjumaa	2086156
Hälli põik 14A Haabersti Tallinn Harjumaa	2086158
Kaevu 86 Pärnu Pärnumaa	2086186
 Tallinn Harjumaa	2086189
Elva Tartumaa	2086194
Oti tn. Haabersti Tallinn Harjumaa	2086261
Pala Vea Pala vald Jõgevamaa	2086312
Tähe 4 Elva Tartumaa	2086338
Nugise 9 Haabneeme Viimsi vald Harjumaa	2086374
Kukeselja Arumäe Vaivara vald Ida-Virumaa	2086400
Uus-Sauga 29 Pärnu Pärnumaa	2086402
Reiujõe tee Reiu Tahkuranna vald Pärnumaa	2086403
Vahtra  Elva Tartumaa	2086422
Lohu Tamme Rannu vald Tartumaa	2086431
Kilgi Pärnu Pärnumaa	2086448
Suur Veski 3c Pärnu Pärnumaa	2086449
Aida kinnistu Kogula Valjala vald Saaremaa	2086451
Kadaka tee 4 Haaslava vald Tartumaa	2086459
Marja Elva Tartumaa	2086463
Kraavi Variku Tartu Tartumaa	2086477
Päikese Märja Tähtvere vald Tartumaa	2086486
Kraavi Variku Tartu Tartumaa	2086492
Märja alevik Päikese Tartu Tartumaa	2086493
Ojasoo tee 33 Külitse Ülenurme vald Tartumaa	2086502
Türi Türi vald Järvamaa	2086586
Koidula Türi Türi vald Järvamaa	2086587
Vaba Karlova Tartu Tartumaa	2086595
Kurista Võnnu vald Tartumaa	2086626
Paate Kukruse Kohtla-Järve Ida-Virumaa	2086629
Kubjaringi Kõrveküla Tartu vald Tartumaa	2086650
Karikakra Tõrvandi Ülenurme vald Tartumaa	2086652
Suve-Talu 1 Koogu Aseri vald Ida-Virumaa	2086687
Mäesilla - Holvandi Põlva vald Põlvamaa	2086698
Väike-kure Kurepalu Haaslava vald Tartumaa	2086713
Toomi põik 1 Veskiküla Vasalemma vald Harjumaa	2086718
Haigla 4 Antsla Antsla vald Võrumaa	2086719
Tammiku 9 Uusküla Jõelähtme vald Harjumaa	2086721
Maarjatähe 16 Räni Ülenurme vald Tartumaa	2086750
Välgita Välgita Viljandi vald Viljandimaa	2086782
Marjamäe küla Marjamäe Tarvastu vald Viljandimaa	2086788
Jaani-Mursi talu Tänassilma Viljandi vald Viljandimaa	2086791
Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	2086792
Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	2086793
Jaama 3 Pärnu Pärnumaa	2086801
Vahe Viljandi Viljandimaa	2086822
Uueveski tee Viljandi Viljandimaa	2086823
Ploomi tn. 7 Viljandi Viljandimaa	2086828
Roosi Pärnu Pärnumaa	2086829
Jaani 7 Otepää Otepää vald Valgamaa	2086832
P. Kerese 7 Nõmme Tallinn Harjumaa	2086843
Järva-Jaani vald Järvamaa	2086852
Kõvaküla Karksi vald Viljandimaa	2086858
Jakobsoni Viljandi Viljandimaa	2086875
Linnu tee 9 Sindi Pärnumaa	2086895
Niidu Võhma Viljandimaa	2086906
Põllu Paide Järvamaa	2086914
Kopli 5 Viljandi Viljandimaa	2086915
Kütuse 7 Rakvere Lääne-Virumaa	2086919
Väike tn 14 Räpina Räpina vald Põlvamaa	2086956
Tiigi . Allika Varbla vald Pärnumaa	2086959
Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2086961
Metsa Nõmme Tallinn Harjumaa	2086962
Lillemäe tn 10 Lemmatsi Ülenurme vald Tartumaa	2086965
Rahkla Laekvere vald Lääne-Virumaa	2086968
Martsa küla Martsa Toila vald Ida-Virumaa	2086976
Võru 70 Valga Valgamaa	2086993
Mõrra 8a Pärnu Pärnumaa	2086997
Kose tee 69 Pirita Tallinn Harjumaa	2087013
Härgmäe Uuemaa Häädemeeste vald Pärnumaa	2087032
Mooni Kristiine Tallinn Harjumaa	2087037
Väljataguse küla Väljataguse Rapla vald Raplamaa	2087048
Rüütli 16 Paide Järvamaa	2087054
Roonurme tee 8a Muuga Viimsi vald Harjumaa	2087059
Udu 6 Nõmme Tallinn Harjumaa	2087062
Saunsaare Leipste Saarde vald Pärnumaa	2087063
Metsa 12 Laatre Tõlliste vald Valgamaa	2087066
Laine Eisma Vihula vald Lääne-Virumaa	2087081
Uus 20 Kadrina Kadrina vald Lääne-Virumaa	2087090
Ristiku tee 3 Tammiste Sauga vald Pärnumaa	2087103
Sõpruse 95 Kasepää Kasepää vald Jõgevamaa	2087104
Kesk 10 Torma Torma vald Jõgevamaa	2087114
Tuule tn 3 Vändra Vändra vald (alev) Pärnumaa	2087129
Ristiku 4a Jõhvi Jõhvi vald Ida-Virumaa	2087130
Kärpla Kärpla Kehtna vald Raplamaa	2087144
 Konna 189 Vaivara Vaivara vald Ida-Virumaa	2087155
Kuusiku . Kohila Kohila vald Raplamaa	2087161
Jugapuu tee 25 Randvere Viimsi vald Harjumaa	2087163
Tulbi tn Raasiku Raasiku vald Harjumaa	2087164
Käänu Haabersti Tallinn Harjumaa	2087166
Matsi kinnistu Mõtsu Varbla vald Pärnumaa	2087170
Mõisavahe 3 Koigi Koigi vald Järvamaa	2087174
Ööbiku maja . Vana-Kaiu Kaiu vald Raplamaa	2087181
Metsa 9 Mustvee Jõgevamaa	2087192
Tamme tee 2 Pringi Viimsi vald Harjumaa	2087194
Väinjärve tee 12 Koeru Koeru vald Järvamaa	2087196
laiakula tee 3 Laiaküla Viimsi vald Harjumaa	2087241
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087252
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087253
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087254
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087255
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087256
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087257
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087258
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087259
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087260
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087261
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087262
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087263
Karikakra tee 27 Püünsi Viimsi vald Harjumaa	2087271
Väikse-Liivakse Kulli Hummuli vald Valgamaa	2087275
Posti 12a Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2087280
Takja tn Tammiste Sauga vald Pärnumaa	2087288
Mõtuse 20 Kristiine Tallinn Harjumaa	2087290
Ristiku tn 5a Elva Tartumaa	2087303
Veski 5 Rakvere Lääne-Virumaa	2087313
Vahe 2 Valga Valgamaa	2087458
Pähklisalu Uusküla Rapla vald Raplamaa	2087477
Huulheina tee 60 Muuga Viimsi vald Harjumaa	2087480
Saunaoja Koogiste Kehtna vald Raplamaa	2087482
Kodusalu tee Tänassilma Saku vald Harjumaa	2087485
Vana-Kaiu küla Vana-Kaiu Kaiu vald Raplamaa	2087487
Huulheina tee 60 Maardu Harjumaa	2087498
Sõeru talu Kesu Vigala vald Raplamaa	2087504
Rabivere küla Rabivere Kohila vald Raplamaa	2087509
Rabivere küla Rabivere Kohila vald Raplamaa	2087510
Rabivere küla Rabivere Kohila vald Raplamaa	2087511
Rabivere küla Rabivere Kohila vald Raplamaa	2087512
Rabivere küla Rabivere Kohila vald Raplamaa	2087513
Rabivere küla Rabivere Kohila vald Raplamaa	2087514
Rabivere küla Rabivere Kohila vald Raplamaa	2087515
Rabivere küla Rabivere Kohila vald Raplamaa	2087516
Rabivere küla Rabivere Kohila vald Raplamaa	2087517
Rabivere küla Rabivere Kohila vald Raplamaa	2087518
Rabivere küla Rabivere Kohila vald Raplamaa	2087519
Rabivere küla Rabivere Kohila vald Raplamaa	2087520
Rabivere küla Rabivere Kohila vald Raplamaa	2087521
Rabivere küla Rabivere Kohila vald Raplamaa	2087522
Rabivere küla Rabivere Kohila vald Raplamaa	2087523
Meiereimaa Kastna Tõstamaa vald Pärnumaa	2087559
Muru 15 Jõhvi Jõhvi vald Ida-Virumaa	2087574
Sädeme Haabersti Tallinn Harjumaa	2087595
Viigimarja Saue Harjumaa	2087620
Salumetsa Pilka Luunja vald Tartumaa	2087662
Marja 6 Mustvee Jõgevamaa	2087673
Kurevere Sangaste vald Valgamaa	2087686
Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	2087691
Vana-Keila mnt x Saue Harjumaa	2087696
Loimu Taikse Türi vald Järvamaa	2087697
Põhjatamme Ihaste Tartu Tartumaa	2087699
Talu tee 7 Tõrvandi Ülenurme vald Tartumaa	2087702
Hälli põik 10 Haabersti Tallinn Harjumaa	2087708
Kaku tee 2 Kakumetsa Luunja vald Tartumaa	2087734
Põllu 26 Kadrina Kadrina vald Lääne-Virumaa	2087756
Kihlevere Kihlevere Kadrina vald Lääne-Virumaa	2087790
Paju Mustmätta Lüganuse vald Ida-Virumaa	2087801
Soodla küla Soodla Anija vald Harjumaa	2087815
Ranna tee 46 Pirita Tallinn Harjumaa	2087825
Pulga tee 37 Reiu Tahkuranna vald Pärnumaa	2087973
Savi 33 Pärnu Pärnumaa	2087974
Ranna tee Merivälja piirkond Miiduranna Viimsi vald Harjumaa	2088004
 Haabersti Tallinn Harjumaa	2088030
Ammuta Kareda vald Järvamaa	2088042
Võle /Toom/ Tiina 1 Võle Haljala vald Lääne-Virumaa	2088043
Vene tn Viljandi Viljandimaa	2088051
Kesk-Kaare Viljandi Viljandimaa	2088053
Valga Tõrva Valgamaa	2088058
Kagu tn 3 Rakvere Lääne-Virumaa	2088062
Tobraselja Viljandi vald Viljandimaa	2088063
Vaikuse tee 41 Suurupi Harku vald Harjumaa	2088075
Kõrtsi Kõrkküla Aseri vald Ida-Virumaa	2088081
Aia Puiatu Viljandi vald Viljandimaa	2088106
Silla Pikva Anija vald Harjumaa	2088108
