ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta	Maakond
2130241	108011	4	263.1	NA	1950	Väike-Juhani - Pilkuse Otepää vald Valgamaa	2013	Valgamaa
2130242	20000	3	62.7	Valmis	1946	Tamme Koidu Tarvastu vald Viljandimaa	2013	Viljandimaa
2130245	1900	5	237.6	Valmis	1980	Võmmorska Piusa Võmmorski Meremäe vald Võrumaa	2013	Võrumaa
2130262	115040	6	275	Valmis	1985	Väike-Kaare Viljandi Viljandimaa	2013	Viljandimaa
2130277	115000	5	364	Renoveeritud	2002	Põllu Elva Tartumaa	2013	Tartumaa
2130282	49900	5	162.3	Valmis	1924	Tallinna Viljandi Viljandimaa	2013	Viljandimaa
2130289	79000	5	93.1	Valmis	1967	Lühike Paide Järvamaa	2013	Järvamaa
2130316	18000	NA	326.2	Vajab renoveerimist	1946	Arturi Leipste Saarde vald Pärnumaa	2013	Pärnumaa
2130325	153000	6	164	Renoveeritud	1919	Kuusiku . Ridaküla Rapla vald Raplamaa	2013	Raplamaa
2130334	18500	4	77	NA	1975	Rooli tee 1 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2130347	12500	2	52	Vajab renoveerimist	1939	Kõo Helbi Meremäe vald Võrumaa	2013	Võrumaa
2130395	32000	3	185	Vajab renoveerimist	1923	Vaariku 2a Võiste Tahkuranna vald Pärnumaa	2013	Pärnumaa
2130410	110000	6	246	Renoveeritud	1982	Külitse tee 20  Külitse Ülenurme vald Tartumaa	2013	Tartumaa
2130445	23000	2	44	San. remont tehtud	1974	Eerikvere Palamuse vald Jõgevamaa	2013	Jõgevamaa
2130518	75000	5	136.9	Vajab san. remonti	1957	Õnne tn 15 Narva-Jõesuu Ida-Virumaa	2013	Ida-Virumaa
2130531	450000	7	260	Uus	2008	Pärna 20A Kuressaare Saaremaa	2013	Saaremaa
2130536	69000	3	100	Renoveeritud	1918	Köödre Ristivälja Käina vald Hiiumaa	2013	Hiiumaa
2130565	78000	NA	180	Uus	2013	Värati Valmoja Tõstamaa vald Pärnumaa	2013	Pärnumaa
2130651	29990	2	84	NA	1976	Lepiku 8 Väägvere Tartu vald Tartumaa	2013	Tartumaa
2130656	115500	4	200	Renoveeritud	1986	Allikoja Külitse Ülenurme vald Tartumaa	2013	Tartumaa
2130658	48900	3	67	Vajab renoveerimist	1935	Endla 13 Haapsalu Läänemaa	2013	Läänemaa
2130705	165000	NA	401	Uus	1925	Veski-Viinamärdi Luke Nõo vald Tartumaa	2013	Tartumaa
2130738	66000	6	223	NA	1985	Tööstuse 4a Elva Tartumaa	2013	Tartumaa
2130754	13500	4	103.8	Vajab renoveerimist	1931	Rokka Piiumetsa Väätsa vald Järvamaa	2013	Järvamaa
2130764	32000	5	203.5	NA	1922	Tergeme-Johani Anepesa Lääne-Saare vald Saaremaa	2013	Saaremaa
2130772	16900	5	64.2	Vajab san. remonti	1932	Kruusa Purdi Paide vald Järvamaa	2013	Järvamaa
2130789	80000	5	NA	NA	1902	Mäealuste Järise Mustjala vald Saaremaa	2013	Saaremaa
2130825	25000	2	45	Valmis	1997	Tammiku 53 Kilksama Sauga vald Pärnumaa	2013	Pärnumaa
2130829	95000	4	110	Renoveeritud	2004	Rahetsema Vardi Viljandi vald Viljandimaa	2013	Viljandimaa
2130834	45000	4	110	Keskmine	1973	Koksvere Kõo vald Viljandimaa	2013	Viljandimaa
2130866	14200	4	131	Vajab renoveerimist	1927	Kolga-Jaani vald Viljandimaa	2013	Viljandimaa
2130882	58600	4	96	Keskmine	1990	Põripõllu küla vambo talu Orissaare vald Saaremaa	2013	Saaremaa
2130907	61900	4	140	Keskmine	1989	Nurmenuku Väikekoht 6 Mõra Haaslava vald Tartumaa	2013	Tartumaa
2130919	119000	3	109	Uus	2012	Vastemõisa Vastemõisa Suure-Jaani vald Viljandimaa	2013	Viljandimaa
2130925	55000	5	216	Valmis	1984	 1 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131018	160000	5	214	Uus	2010	Vergi tee Võsu Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa
2131026	20000	3	120	Vajab renoveerimist	1966	Kille tee Veskimäe Abja vald Viljandimaa	2013	Viljandimaa
2131042	155000	5	231	Uus	2007	Kadaka tee 1 Haaslava vald Tartumaa	2013	Tartumaa
2131107	298000	6	250.6	Uus	2005	Ääre Pärnu Pärnumaa	2013	Pärnumaa
2131142	29990	2	84	NA	1976	Lepiku 8 Väägvere Tartu vald Tartumaa	2013	Tartumaa
2131150	48000	4	104	NA	1971	 Eikla Eikla Lääne-Saare vald Saaremaa	2013	Saaremaa
2131154	1e+05	5	140	NA	2003	Aste Aste Lääne-Saare vald Saaremaa	2013	Saaremaa
2131155	48295	3	103.5	NA	2004	Eelika Paatsa Mustjala vald Saaremaa	2013	Saaremaa
2131163	56000	4	110	NA	2007	Kadaka tee Kihelkonna vald Saaremaa	2013	Saaremaa
2131171	176500	7	248	NA	2007	Kullerkupu Kuressaare Saaremaa	2013	Saaremaa
2131173	97500	3	NA	Uus	2005	Laheküla Kaarma vald Kotkakivi Lääne-Saare vald Saaremaa	2013	Saaremaa
2131176	65000	9	179	NA	1903	Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa	2013	Saaremaa
2131179	58100	3	52	NA	2009	Muinasjutumaja Saaremaal Kaugatoma Kaugatoma Salme vald Saaremaa	2013	Saaremaa
2131181	132800	7	160	NA	1979	Pae talu Orissaare vald Saaremaa	2013	Saaremaa
2131182	90700	NA	NA	NA	1908	Pammana Leisi vald Pammana Leisi vald Saaremaa	2013	Saaremaa
2131188	111845.38	4	125	NA	2006	Putkendi Möldri Salme vald Saaremaa	2013	Saaremaa
2131190	159500	5	184	NA	1997	Raja Kuressaare Saaremaa Kuressaare Saaremaa	2013	Saaremaa
2131199	51000	3	70	NA	1964	Sillu Sillu Maantee Maantee Torgu vald Saaremaa	2013	Saaremaa
2131204	135900	6	270	NA	1919	Suurenu Hänga küla Hänga Torgu vald Saaremaa	2013	Saaremaa
2131235	175000	4	217.9	NA	2003	Päikese Märja Tähtvere vald Tartumaa	2013	Tartumaa
2131264	30000	3	123	Uus	1985	Luhasoo Pangodi Kambja vald Tartumaa	2013	Tartumaa
2131268	69000	3	75.6	NA	1964	Rootsi Kuressaare Saaremaa	2013	Saaremaa
2131271	38500	3	70	NA	1959	Lõuna Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131280	25000	3	56.9	Keskmine	1947	Kungla Valga Valgamaa	2013	Valgamaa
2131347	134500	NA	190	NA	2006	Tusti Muhu vald Saaremaa	2013	Saaremaa
2131351	110000	4	145	Uus	1964	Ristiku Variku Tartu Tartumaa	2013	Tartumaa
2131352	45000	4	152.8	Uus	2010	Soosilla tee 15 Soosilla Ülenurme vald Tartumaa	2013	Tartumaa
2131372	63000	6	130.1	NA	1966	Soo Pärnu Pärnumaa	2013	Pärnumaa
2131384	29990	2	84	NA	1976	Lepiku 8 Väägvere Tartu vald Tartumaa	2013	Tartumaa
2131390	57000	3	110	Valmis	1969	Mureli Viljandi Viljandimaa	2013	Viljandimaa
2131461	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131462	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131463	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131464	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131465	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131466	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131467	115000	5	110	Renoveeritud	1960	Ridaküla tee Lohkva Luunja vald Tartumaa	2013	Tartumaa
2131489	31000	3	71.1	Vajab renoveerimist	1951	Eha tänav Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131495	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131496	72000	5	125	Uus	2012	Seljandiku tee 3b Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131497	31000	NA	85	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131501	23800	4	210	Keskmine	1978	Koeru tee 4 Järva-Jaani Järva-Jaani vald Järvamaa	2013	Järvamaa
2131506	31000	NA	125	Uus	2013	Seljandiku tee 3 Kalmaküla Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2131540	63000	4	109.2	Renoveeritud	1964	Vahtra Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131541	63000	4	109.2	Renoveeritud	1964	Vahtra Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131542	63000	4	109.2	Renoveeritud	1964	Vahtra Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131543	63000	4	109.2	Renoveeritud	1964	Vahtra Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131544	63000	4	109.2	Renoveeritud	1964	Vahtra Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2131560	24000	3	249	NA	1935	  Paatsalu Varbla vald Pärnumaa	2013	Pärnumaa
2131564	49500	NA	NA	Vajab renoveerimist	1910	Kerema Pühalepa vald Hiiumaa	2013	Hiiumaa
2131570	26200	3	90.2	Valmis	1935	Orra-Karli Piiri Hummuli vald Valgamaa	2013	Valgamaa
2131726	98000	4	149	Valmis	2005	Ristiku Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2131738	10999	4	86.8	NA	1959	Asta Kulina Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2131753	70400	3	140	Valmis	1895	Kõrgemäe Viljandi Viljandimaa	2013	Viljandimaa
2131800	48000	NA	116.1	Valmis	1932	Seljamaa Tamba Varbla vald Pärnumaa	2013	Pärnumaa
2131834	195000	NA	417	Vajab renoveerimist	1910	Tallinna 1 Paide Järvamaa	2013	Järvamaa
2131836	20000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013	Pärnumaa
2131846	29900	4	92.2	Vajab renoveerimist	1968	Kuuse Valga Valgamaa	2013	Valgamaa
2131866	29500	3	102.2	Vajab renoveerimist	1939	linna lähedal Vätse Ridala vald Läänemaa	2013	Läänemaa
2131922	70000	6	223	Keskmine	1985	Tööstuse 4a Elva Tartumaa	2013	Tartumaa
2131934	175000	4	217.9	NA	2003	Märja Päikese Tartu Tartumaa	2013	Tartumaa
2131937	69800	4	NA	Renoveeritud	1964	Õuna 8 Otepää Otepää vald Valgamaa	2013	Valgamaa
2131938	82446	5	191.3	Uus	2008	Mäeotsa tee Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2131939	10600	2	57.3	Vajab renoveerimist	1960	Pärnjõe Vändra vald Pärnumaa	2013	Pärnumaa
2131947	128500	NA	74	Vajab renoveerimist	1790	Roosi Pärnu Pärnumaa	2013	Pärnumaa
2131948	68000	5	116	Valmis	1926	Jaama Pärnu Pärnumaa	2013	Pärnumaa
2131973	65000	3	195	NA	1925	Konuvere Märjamaa vald Raplamaa	2013	Raplamaa
2131998	48000	4	104	NA	1971	Eikla Eikla Lääne-Saare vald Saaremaa	2013	Saaremaa
2132002	1e+05	5	140	NA	2003	Aste Aste Lääne-Saare vald Saaremaa	2013	Saaremaa
2132003	48295	3	103.5	NA	2004	Eelika Paatsa Mustjala vald Saaremaa	2013	Saaremaa
2132012	56000	4	110	NA	2007	Kadaka tee Kihelkonna vald Saaremaa	2013	Saaremaa
2132020	176500	7	248	NA	2007	Kullerkupu Kuressaare Saaremaa	2013	Saaremaa
2132023	65000	9	179	NA	1903	Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa	2013	Saaremaa
2132026	58100	3	52	NA	2009	Muinasjutumaja Saaremaal Kaugatoma Kaugatoma Salme vald Saaremaa	2013	Saaremaa
2132028	132800	7	160	NA	1979	Pae talu Orissaare vald Saaremaa	2013	Saaremaa
2132029	90700	NA	NA	NA	1908	Pammana Leisi vald Pammana Leisi vald Saaremaa	2013	Saaremaa
2132035	111845.38	4	125	NA	2006	Putkendi Möldri Salme vald Saaremaa	2013	Saaremaa
2132037	159500	5	184	NA	1997	Raja 32 Kuressaare Saaremaa	2013	Saaremaa
2132046	51000	3	70	NA	1964	Sillu Sillu Maantee Maantee Torgu vald Saaremaa	2013	Saaremaa
2132052	135900	6	270	NA	1919	Suurenu Hänga küla Hänga Torgu vald Saaremaa	2013	Saaremaa
2132127	142000	5	159	NA	2002	Müta tee Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2132128	142000	5	159	NA	2002	Müta tee Vahi Tartu vald Tartumaa	2013	Tartumaa
2132136	65000	3	109	NA	1992	Tartu mnt 24c Elva Tartumaa	2013	Tartumaa
2132137	39900	3	142	NA	1930	Visusti  Tartu vald Tartumaa	2013	Tartumaa
2132140	97500	3	NA	Uus	2005	Kotkakivi Laheküla Lääne-Saare vald Saaremaa	2013	Saaremaa
2132152	62000	6	152	Keskmine	1977	Lauliku 10 Elva Tartumaa	2013	Tartumaa
2132158	30000	3	64	Vajab san. remonti	1954	Narva mnt Olgina Vaivara vald Ida-Virumaa	2013	Ida-Virumaa
2132181	117000	3	132	Uus	2012	Metsa 9 Hagudi Rapla vald Raplamaa	2013	Raplamaa
2132186	105000	5	170	Vajab renoveerimist	1989	Mureli Tammelinn Tartu Tartumaa	2013	Tartumaa
2132187	143000	5	179.7	Uus	2003	Vana-Viljandi mnt. 3 Hagudi Rapla vald Raplamaa	2013	Raplamaa
2132188	57000	3	71.3	Valmis	1887	Roosi-Põka Pinska Viljandi vald Viljandimaa	2013	Viljandimaa
2132203	19000	3	88	Vajab renoveerimist	1925	Vanamõisa Põdrala vald Valgamaa	2013	Valgamaa
2132298	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013	Hiiumaa
2132327	30000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013	Raplamaa
2132370	97500	3	NA	Uus	2005	Kotkakivi 8 Laheküla Lääne-Saare vald Saaremaa	2013	Saaremaa
2132399	62000	4	96	Uus	2002	Nõmmevahe Kilksama Sauga vald Pärnumaa	2013	Pärnumaa
2132423	127900	4	164	Uus	2007	Väljataguse küla Väljataguse Rapla vald Raplamaa	2013	Raplamaa
2132431	40000	NA	152.6	NA	2006	Lillemäe tn 10 Lemmatsi Ülenurme vald Tartumaa	2013	Tartumaa
2132437	30000	2	96.5	Renoveeritud	1925	Härgmäe Uuemaa Häädemeeste vald Pärnumaa	2013	Pärnumaa
2132458	13650	7	200	Vajab renoveerimist	1928	Võru 70 Valga Valgamaa	2013	Valgamaa
2132461	15200	3	74	Valmis	1937	Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2013	Pärnumaa
2132527	17000	3	130	Vajab renoveerimist	1920	seinoja Leipste Saarde vald Pärnumaa	2013	Pärnumaa
2132532	190000	4	201	Uus	2008	Riisika 1 Silla Paikuse vald Pärnumaa	2013	Pärnumaa
2132603	98000	5	111.1	NA	1970	Künni  22 Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2132798	142000	5	159	NA	2002	Müta tee Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2132799	142000	5	159	NA	2002	Müta tee Vahi Tartu vald Tartumaa	2013	Tartumaa
2132833	20000	6	115.6	Vajab renoveerimist	1994	Martsa Toila vald Ida-Virumaa	2013	Ida-Virumaa
2132842	22000	7	NA	NA	2009	Roheline 23 Sindi Pärnumaa	2013	Pärnumaa
2132871	64000	5	114.2	Keskmine	1959	Valga mnt. Otepää Otepää vald Valgamaa	2013	Valgamaa
2132894	59900	4	195	NA	1991	Kalda tee 44 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2132919	120000	5	168	Valmis	1969	Mõrra 8a Pärnu Pärnumaa	2013	Pärnumaa
2132921	19000	4	132	Vajab san. remonti	1974	Metsa 12 Laatre Tõlliste vald Valgamaa	2013	Valgamaa
2132924	105000	4	128	Uus	2008	Laine Eisma Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa
2132925	17000	NA	241	NA	2008	Uus 20 Kadrina Kadrina vald Lääne-Virumaa	2013	Lääne-Virumaa
2132936	120000	6	211.7	Uus	2007	Ratta 1 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2132950	265000	5	145	Uus	2009	Silla talu Haapsalu Läänemaa	2013	Läänemaa
2133013	92500	3	NA	Uus	2005	Kotkakivi 8 Laheküla Lääne-Saare vald Saaremaa	2013	Saaremaa
2133041	79900	3	109	Valmis	1920	Jaama 3 Pärnu Pärnumaa	2013	Pärnumaa
2133049	75000	5	125.8	NA	1962	Ääre Elva Tartumaa	2013	Tartumaa
2133055	80000	3	81.6	Vajab renoveerimist	1860	Kajaka 6 Pärnu Pärnumaa	2013	Pärnumaa
2133069	205000	4	198	Uus	2007	Kaval-Antsu tee 13 Räni Ülenurme vald Tartumaa	2013	Tartumaa
2133085	162000	4	178	Uus	2004	Mutiku 2  Külitse Ülenurme vald Tartumaa	2013	Tartumaa
2133139	29900	4	100	Valmis	1985	Põikva Türi vald Järvamaa	2013	Järvamaa
2133204	7000	3	48.9	Valmis	1996	 Konna 189 Vaivara Vaivara vald Ida-Virumaa	2013	Ida-Virumaa
2133234	15000	2	161.7	Vajab renoveerimist	1922	Ilvese Surju vald Pärnumaa	2013	Pärnumaa
2133241	110000	4	167	NA	1954	Tammelinn Tammelinn Tartu Tartumaa	2013	Tartumaa
2133254	110000	3	136.5	Renoveeritud	1993	Kirsi 6 Aedlinn Otepää Otepää vald Valgamaa	2013	Valgamaa
2133255	31000	4	48	Keskmine	1930	Varbla Varbla vald Pärnumaa	2013	Pärnumaa
2133256	45000	9	219	Vajab renoveerimist	1939	Vastse-Kuuste Vastse-Kuuste Vastse-Kuuste vald Põlvamaa	2013	Põlvamaa
2133340	28000	3	192	Valmis	1920	Metsanurga Aruküla Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2133341	46000	5	105	Valmis	1930	Metsa - Karste Kanepi vald Põlvamaa	2013	Põlvamaa
2133365	127503	4	165	Valmis	2008	Lauri tee Viljandi Viljandimaa	2013	Viljandimaa
2133381	16500	NA	1013.9	NA	1986	Tuule tn 3 Vändra Vändra vald (alev) Pärnumaa	2013	Pärnumaa
2133383	17600	3	90	NA	1950	Mõisavahe 3 Koigi Koigi vald Järvamaa	2013	Järvamaa
2133391	94000	5	174.1	Valmis	2004	Kuusiku . Kohila Kohila vald Raplamaa	2013	Raplamaa
2133395	13000	2	47.3	NA	1910	Jaama 3 Paide Järvamaa	2013	Järvamaa
2133400	1e+05	4	323	Valmis	1980	Sõpruse 95 Kasepää Kasepää vald Jõgevamaa	2013	Jõgevamaa
2133411	7500	5	123.2	NA	1920	Väinjärve tee 12 Koeru Koeru vald Järvamaa	2013	Järvamaa
2133419	17000	4	150	Vajab renoveerimist	1974	Matsi kinnistu Mõtsu Varbla vald Pärnumaa	2013	Pärnumaa
2133422	60000	5	251.9	Valmis	1996	Ristiku 4a Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2133423	36000	3	127	Vajab san. remonti	1985	Ööbiku maja . Vana-Kaiu Kaiu vald Raplamaa	2013	Raplamaa
2133426	78000	4	160	Renoveeritud	1992	Metsa 9 Mustvee Jõgevamaa	2013	Jõgevamaa
2133430	135000	6	141.1	NA	2005	Kalda tn 12 Otepää Otepää vald Valgamaa	2013	Valgamaa
2133525	48000	5	148.9	Vajab renoveerimist	1912	Kärpla Kärpla Kehtna vald Raplamaa	2013	Raplamaa
2133532	114000	4	137	Uus	2006	Ristiku tee 3 Tammiste Sauga vald Pärnumaa	2013	Pärnumaa
2133534	80000	4	155.1	Uus	2006	Takja tn Tammiste Sauga vald Pärnumaa	2013	Pärnumaa
2133538	34000	NA	133.9	Vajab renoveerimist	1938	Posti 12a Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2133554	32400	3	108.4	Vajab renoveerimist	1964	Ristiku tn 5a Elva Tartumaa	2013	Tartumaa
2133718	76000	4	262.6	Valmis	1991	Raja Reopalu Väätsa vald Järvamaa	2013	Järvamaa
2133720	15000	3	87	Vajab renoveerimist	1870	Teeveere Magari Kanepi vald Põlvamaa	2013	Põlvamaa
2133722	89500	4	135.6	Uus	2008	Kurina 26 Randivälja Tori vald Pärnumaa	2013	Pärnumaa
2133723	44000	6	98.8	Valmis	1930	Õnnesaare Randivälja Tori vald Pärnumaa	2013	Pärnumaa
2133726	77000	5	140	Valmis	1995	Tondi Konguta Konguta vald Tartumaa	2013	Tartumaa
2133757	230000	5	375	NA	2001	Mällo Alasoo Alatskivi vald Tartumaa	2013	Tartumaa
2133766	99000	2	148.5	Valmis	1924	Viimäe Meeliku Võru vald Võrumaa	2013	Võrumaa
2133768	66950	5	221.8	Valmis	1989	Vana-Kaiu küla Vana-Kaiu Kaiu vald Raplamaa	2013	Raplamaa
2133772	56000	2	114.4	Valmis	1993	Pärtsaare Poaka Türi vald Järvamaa	2013	Järvamaa
2133774	55000	4	160	Vajab renoveerimist	1950	Väikse-Liivakse Kulli Hummuli vald Valgamaa	2013	Valgamaa
2133781	55000	3	38.4	Renoveeritud	1928	Kase 16 Valga Valgamaa	2013	Valgamaa
2133787	28000	3	76.7	Valmis	1965	Juki Jõune Puurmani vald Jõgevamaa	2013	Jõgevamaa
2133793	99900	5	168	Valmis	1963	Veski 5 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2133795	22000	3	72.3	Vajab san. remonti	1931	Sõeru talu Kesu Vigala vald Raplamaa	2013	Raplamaa
2133853	41900	3	76	Valmis	2004	Aru Lepplaane Are vald Pärnumaa	2013	Pärnumaa
2133855	10550	3	96.7	NA	1918	Saunaoja Koogiste Kehtna vald Raplamaa	2013	Raplamaa
2133861	109900	4	160	Uus	2008	Kõrgepõllu tee Vana-Võidu Viljandi vald Viljandimaa	2013	Viljandimaa
2133864	40900	4	80	Vajab renoveerimist	1960	Muru 15 Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2133875	139725	4	123.8	Uus	2011	Vastla Sulupere Rapla vald Raplamaa	2013	Raplamaa
2133890	42000	3	83.3	Valmis	1990	Vahe 2 Valga Valgamaa	2013	Valgamaa
2133900	27000	5	286.9	Vajab renoveerimist	1912	Meiereimaa Kastna Tõstamaa vald Pärnumaa	2013	Pärnumaa
2133909	118000	5	130	Uus	2007	Palupera Atra Rõngu vald Tartumaa	2013	Tartumaa
2133910	47000	2	279	Renoveeritud	1882	Koruste Rõngu vald Tartumaa	2013	Tartumaa
2133915	45000	3	144.3	NA	1995	Jõe Patküla Helme vald Valgamaa	2013	Valgamaa
2133939	20000	4	NA	Vajab renoveerimist	1970	Soonevahe Varangu Väike-Maarja vald Lääne-Virumaa	2013	Lääne-Virumaa
2133979	55000	2	136	Renoveeritud	1975	Kasesalu 4 Külitse Ülenurme vald Tartumaa	2013	Tartumaa
2133985	16000	3	NA	Vajab renoveerimist	1945	Mäekülje Meeksi Meeksi vald Tartumaa	2013	Tartumaa
2134021	72500	4	214.4	Valmis	1981	Rohu Türi Türi vald Järvamaa	2013	Järvamaa
2134026	12000	13	270.9	Vajab renoveerimist	1970	Aravete Ambla vald Järvamaa	2013	Järvamaa
2134029	35000	3	72.4	Renoveeritud	1937	Nõlvaku Kõrtsialuse Aseri vald Ida-Virumaa	2013	Ida-Virumaa
2134030	150000	5	77.3	Renoveeritud	1960	Männiallee Jabara Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2134031	28500	3	167.5	Vajab renoveerimist	1927	Sõpruse Tiheda Kasepää vald Jõgevamaa	2013	Jõgevamaa
2134033	11000	2	47.3	Vajab renoveerimist	1960	Väike-Kareda Koigi vald Järvamaa	2013	Järvamaa
2134036	109000	5	379	Valmis	1920	Künka Kunda jõe kaldal Rahkla Sõmeru vald Lääne-Virumaa	2013	Lääne-Virumaa
2134082	18000	NA	193.6	Valmis	1935	Vaariku Mõisaküla Halinga vald Pärnumaa	2013	Pärnumaa
2134083	55000	5	158.3	Renoveeritud	1999	Anni Valistre Halinga vald Pärnumaa	2013	Pärnumaa
2134094	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134095	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134096	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134097	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134098	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134099	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134100	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134101	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134102	142500	4	142	Valmis	2008	Karikakra Tõrvandi Ülenurme vald Tartumaa	2013	Tartumaa
2134103	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134104	142500	4	142	Valmis	2008	Aasa Ülenurme vald Tartumaa	2013	Tartumaa
2134148	15750	3	67	NA	1958	Tartu 59 Valga Valgamaa	2013	Valgamaa
2134162	95000	5	219.4	Uus	2009	Kurevere Sangaste vald Valgamaa	2013	Valgamaa
2134198	62000	9	211.1	NA	1920	Tiigi Kehtna Kehtna vald Raplamaa	2013	Raplamaa
2134199	35000	4	116.6	NA	1925	Vastja küla Vastja Kehtna vald Raplamaa	2013	Raplamaa
2134201	50000	3	92.8	Vajab san. remonti	1948	Paidra Paidra Lasva vald Võrumaa	2013	Võrumaa
2134253	78500	5	NA	Valmis	1978	Kalda puiestee Viljandi Viljandimaa	2013	Viljandimaa
2134254	180000	6	261.9	NA	2013	Järveoja tee Ihaste Tartu Tartumaa	2013	Tartumaa
2134260	225000	6	242	NA	2002	Nurme tee Veibri Luunja vald Tartumaa	2013	Tartumaa
2134290	89000	6	118	NA	1964	Lõhe Pärnu Pärnumaa	2013	Pärnumaa
2134291	95000	5	153.2	NA	1965	Soo Pärnu Pärnumaa	2013	Pärnumaa
2134299	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013	Võrumaa
2134300	46000	3	NA	Vajab renoveerimist	1970	Sulevi 6 Võru Võrumaa	2013	Võrumaa
2134425	39500	NA	NA	NA	1870	Väike-Herdi Utu Käina vald Hiiumaa	2013	Hiiumaa
2134452	30000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013	Raplamaa
2134498	199000	3	184.3	Renoveeritud	1932	 Lindi Audru vald Pärnumaa	2013	Pärnumaa
2134501	19900	3	170	Valmis	1930	Kargoja Saunametsa Surju vald Pärnumaa	2013	Pärnumaa
2134516	159715	4	193.9	Uus	2008	Kiltsi Kurvi Paralepa Ridala vald Läänemaa	2013	Läänemaa
2134520	199724	6	534	NA	1999	Tallinna mnt. Uuemõisa Ridala vald Läänemaa	2013	Läänemaa
2134522	140000	4	136.2	Uus	2008	Kurvi Haapsalu Läänemaa	2013	Läänemaa
2134528	43900	4	77.3	Vajab renoveerimist	1965	Lähtru tee Palivere Lääne-Nigula vald Läänemaa	2013	Läänemaa
