ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta	Maakond
2078528	48000	3	95.7	Valmis	1928	 Kõpu Tõstamaa vald Pärnumaa	2013	Pärnumaa
2078529	25900	4	113.4	NA	2006	Künka Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2078575	110000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013	Võrumaa
2078576	46000	3	NA	Vajab renoveerimist	1970	Sulevi 6 Võru Võrumaa	2013	Võrumaa
2078611	290000	9	NA	Renoveeritud	1980	Vitali Valgjärve Valgjärve vald Põlvamaa	2013	Põlvamaa
2078616	1e+05	6	185.7	Vajab renoveerimist	1956	Tehase 1A Karlova Tartu Tartumaa	2013	Tartumaa
2078641	340000	5	1192.8	NA	1932	Veske tn. 5 Veskiplatsi. Leisi Leisi vald Saaremaa	2013	Saaremaa
2078658	125000	5	239	Uus	2007	Vahi küla Vahi Tartu vald Tartumaa	2013	Tartumaa
2078703	199000	4	300	Renoveeritud	2000	Aasa talu Kullamaa Kullamaa vald Läänemaa	2013	Läänemaa
2078740	49000	6	115	Vajab renoveerimist	1956	Vilja Võru Võrumaa	2013	Võrumaa
2078744	124900	5	239	Uus	2007	Vahi küla Tartu Tartumaa	2013	Tartumaa
2078771	50000	5	160.8	Valmis	1965	Liiva tn 16 Valga Valgamaa	2013	Valgamaa
2078778	46660	4	92.5	Valmis	1960	Kooli tn Tõrva Valgamaa	2013	Valgamaa
2078779	30700	3	NA	Valmis	1958	Nõmme Varja Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2078787	24925	NA	90	NA	2006	Ploomi 8 Sindi Pärnumaa	2013	Pärnumaa
2078798	42600	3	102.3	Valmis	1930	Roosi Matka Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2078902	85000	5	NA	NA	2011	Kuple Kõo Kõo vald Viljandimaa	2013	Viljandimaa
2079086	1e+05	NA	1118.6	Vajab renoveerimist	1914	Tuletõrje 2 Elva Tartumaa	2013	Tartumaa
2079126	145400	5	120	Renoveeritud	1860	Vaikne-Kallas 6 Haapsalu Läänemaa	2013	Läänemaa
2079139	39000	NA	988.3	Vajab renoveerimist	1907	Tuletõrje 4 Elva Tartumaa	2013	Tartumaa
2079160	76700	4	86	Valmis	1964	Türi Türi vald Järvamaa	2013	Järvamaa
2079183	49000	3	90	Valmis	1923	Mihkli 1 Sagadi Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa
2079220	70000	4	85	Renoveeritud	1974	Kevade 3 Valga Valgamaa	2013	Valgamaa
2079221	85000	3	100	Renoveeritud	1975	Võnnu 21 Valga Valgamaa	2013	Valgamaa
2079222	38800	4	102	Renoveeritud	1950	Uus 37 Valga Valgamaa	2013	Valgamaa
2079224	12600	3	54.9	Valmis	1960	Karja 14 Valga Valgamaa	2013	Valgamaa
2079226	39000	4	130	Valmis	1939	Väljaotsa Kergu Kaisma vald Pärnumaa	2013	Pärnumaa
2079237	102258	3	87	Uus	2007	uulu Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2079238	86000	6	274	Valmis	1990	Laadi tee Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2079240	6000	NA	731	Vajab renoveerimist	1960	Pääsupesa Õru Õru vald Valgamaa	2013	Valgamaa
2079247	37069	NA	240.1	Valmis	1910	E.Enno 8 Valga Valgamaa	2013	Valgamaa
2079249	5496	6	107.1	Valmis	1901	Raudteeääre Väheru Karula vald Valgamaa	2013	Valgamaa
2079251	21410	3	67	Valmis	1950	Raudtee 10 Tsirguliina Tõlliste vald Valgamaa	2013	Valgamaa
2079252	12700	5	105	Vajab renoveerimist	1922	Veski 30 Antsla Antsla vald Võrumaa	2013	Võrumaa
2079253	36400	6	155.2	Valmis	1981	Odra 1 Valga Valgamaa	2013	Valgamaa
2079255	99063	4	115.8	Valmis	1950	Lõuna 18 Valga Valgamaa	2013	Valgamaa
2079256	237000	6	480	Valmis	2002	Leiva 2 Valga Valgamaa	2013	Valgamaa
2079257	26843	7	108.6	Vajab renoveerimist	1918	Viljandi 6 Valga Valgamaa	2013	Valgamaa
2079264	69500	3	100	Valmis	2007	Raadiku Reiu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2079277	120000	10	210	Vajab renoveerimist	1915	Raekoja 2 Kuressaare Saaremaa	2013	Saaremaa
2079373	16000	NA	130	Vajab renoveerimist	1947	Puka Puka vald Valgamaa	2013	Valgamaa
2079482	152000	4	140	Uus	2005	Kivimi 7 Räni Ülenurme vald Tartumaa	2013	Tartumaa
2079483	152000	4	140	Uus	2005	Kivimi 7 Ränilinn Tartu Tartumaa	2013	Tartumaa
2079574	30000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013	Raplamaa
2079700	125000	5	239	Uus	2007	Vahi Vahi Tartu vald Tartumaa	2013	Tartumaa
2079702	125000	5	239	Uus	2007	Vahi küla Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2079787	17000	3	88	Valmis	1964	Papli tn Kiviõli Ida-Virumaa	2013	Ida-Virumaa
2079956	225000	5	150	NA	2004	Kopli 8 Kuressaare Saaremaa	2013	Saaremaa
2079989	120000	6	208.3	San. remont tehtud	1981	Pärna Haapsalu Läänemaa	2013	Läänemaa
2080005	1e+05	4	170	Uus	2013	Linnu tee 33 Õssu Ülenurme vald Tartumaa	2013	Tartumaa
2080013	48500	4	126.3	Keskmine	1989	Tamme tee 1 Purila Rapla vald Raplamaa	2013	Raplamaa
2080022	95000	5	216	Vajab renoveerimist	1890	 Päigiste Halliste vald Viljandimaa	2013	Viljandimaa
2080043	39000	4	80	Keskmine	1948	Pärnu mnt 55 Märjamaa Märjamaa vald Raplamaa	2013	Raplamaa
2080077	50000	5	305.5	Valmis	1987	Männimetsa Krootuse Kõlleste vald Põlvamaa	2013	Põlvamaa
2080192	27500	6	178.4	NA	1864	Laiusevälja Laiusevälja Jõgeva vald Jõgevamaa	2013	Jõgevamaa
2080224	82400	6	370	NA	1991	Marja Elva Tartumaa	2013	Tartumaa
2080226	175000	4	217.9	NA	2003	Päikese Märja Tähtvere vald Tartumaa	2013	Tartumaa
2080227	175000	4	217.9	NA	2003	Märja alevik Päikese Veeriku Tartu Tartumaa	2013	Tartumaa
2080229	165000	6	327.4	Valmis	1990	Kraavi Variku Tartu Tartumaa	2013	Tartumaa
2080230	79900	4	224	NA	1978	Rõugu 7b Pärnu Pärnumaa	2013	Pärnumaa
2080297	34000	3	279	Valmis	1920	 1 Katela Sõmeru vald Lääne-Virumaa	2013	Lääne-Virumaa
2080301	290000	5	245.3	Uus	2009	Ülevälja Soinaste Ülenurme vald Tartumaa	2013	Tartumaa
2080319	79000	4	158.5	Valmis	1978	Luha Viljandi Viljandimaa	2013	Viljandimaa
2080363	81000	5	NA	NA	1987	Kosevälja 11 Kose Võru vald Võrumaa	2013	Võrumaa
2080381	25565	5	152.4	Valmis	1980	Ala Helme vald Valgamaa	2013	Valgamaa
2080431	72000	5	169.7	Valmis	2002	Linnu tee 58 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2080432	72000	5	169.7	Valmis	2002	Linnu tee 58 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2080439	40000	3	133	Vajab renoveerimist	1910	Kuusiku Nõmme Rapla vald Raplamaa	2013	Raplamaa
2080473	39000	3	87.7	NA	2002	Kalda 61 Haapsalu Läänemaa	2013	Läänemaa
2080484	46000	3	64.6	NA	1972	Savi tee 3 Uusküla Alajõe vald Ida-Virumaa	2013	Ida-Virumaa
2080552	65000	3	120	NA	2012	Kaare tee Ihaste Tartu Tartumaa	2013	Tartumaa
2080553	105000	5	170	Vajab renoveerimist	1989	Mureli Tammelinn Tartu Tartumaa	2013	Tartumaa
2080581	83000	6	223.7	Valmis	1985	Tööstuse 4a Elva Tartumaa	2013	Tartumaa
2080582	42000	20	540	Vajab renoveerimist	1918	Kirikuküla Helme vald Valgamaa	2013	Valgamaa
2080584	59990	3	NA	NA	1905	Lembevere Konguta vald Tartumaa	2013	Tartumaa
2080627	36500	3	60.5	Valmis	1932	Pikasilla Põdrala vald Valgamaa	2013	Valgamaa
2080629	24000	NA	271.3	Vajab renoveerimist	1987	Kooli 36 Tõrva Valgamaa	2013	Valgamaa
2080635	129000	4	195	Valmis	2000	Uku põik Pärnu Pärnumaa	2013	Pärnumaa
2080701	79000	4	130.9	NA	1800	Hobuse 8 Pärnu Pärnumaa	2013	Pärnumaa
2080778	74800	5	113.7	Valmis	1966	Lille Pärnu Pärnumaa	2013	Pärnumaa
2080879	29000	4	99.9	Valmis	1960	Roosna-Alliku Roosna-Alliku vald Järvamaa	2013	Järvamaa
2080881	125905	4	164	Uus	2008	Ristiku Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2080886	23500	4	350	Valmis	1936	Piigandi Rõngu vald Tartumaa	2013	Tartumaa
2080891	149000	4	180	Renoveeritud	1961	Ugala pst 19 Viljandi Viljandimaa	2013	Viljandimaa
2080892	92500	5	160	Valmis	2005	Uueveski tee Viljandi Viljandimaa	2013	Viljandimaa
2080900	10500	2	57	Vajab renoveerimist	1957	Palli tn Narva Ida-Virumaa	2013	Ida-Virumaa
2080913	58800	NA	446	NA	1939	Kesk 1 Tamsalu Tamsalu vald Lääne-Virumaa	2013	Lääne-Virumaa
2080915	149000	3	97.5	Valmis	2010	Uus 39 Lüübnitsa Mikitamäe vald Põlvamaa	2013	Põlvamaa
2080924	20000	2	74	Vajab renoveerimist	1960	Pargi 23 Vändra Vändra vald (alev) Pärnumaa	2013	Pärnumaa
2080941	5000	3	129.3	Vajab renoveerimist	1931	Nelli Tõhela Tõstamaa vald Pärnumaa	2013	Pärnumaa
2080949	171600	7	274.5	Valmis	1904	Valka kihelkond Vijciema küla Vijemeži 4 Valga Valgamaa	2013	Valgamaa
2080952	33000	2	60.8	Renoveeritud	2000	Vana Kaevur Järve Kohtla-Järve Ida-Virumaa	2013	Ida-Virumaa
2080956	48000	5	139.6	Vajab san. remonti	1974	Tiigi 28 Valga Valgamaa	2013	Valgamaa
2080961	47000	3	53.7	Valmis	1960	Vabaduse Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2080983	24000	4	140	Keskmine	1960	Rasivere Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2080984	140000	3	97.5	Valmis	2010	Uus 39 Lüübnitsa Mikitamäe vald Põlvamaa	2013	Põlvamaa
2081004	127000	10	204.4	Vajab renoveerimist	1931	Raudtee 3 Virtsu Hanila vald Läänemaa	2013	Läänemaa
2081005	29000	3	66	Vajab san. remonti	1965	Kopli Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2081007	41000	4	79.7	Vajab san. remonti	1959	Kase Kasti Märjamaa vald Raplamaa	2013	Raplamaa
2081019	25200	3	151.4	Vajab renoveerimist	1939	Lentsi Liivoja Jõgeva vald Jõgevamaa	2013	Jõgevamaa
2081027	140000	3	97.5	Valmis	2010	Uus 39 Lüübnitsa Mikitamäe vald Põlvamaa	2013	Põlvamaa
2081039	15500	2	123.5	Vajab renoveerimist	1949	Annuse Varbevere Palamuse vald Jõgevamaa	2013	Jõgevamaa
2081112	75000	4	NA	Vajab san. remonti	1951	Lepa Peetrimõisa Kanepi vald Põlvamaa	2013	Põlvamaa
2081124	27500	3	69	Valmis	1955	Kangru Abja-Paluoja Abja vald Viljandimaa	2013	Viljandimaa
2081125	17000	6	262	Valmis	1900	Posti 3a Abja-Paluoja Abja vald Viljandimaa	2013	Viljandimaa
2081142	49500	5	230	NA	2007	Peetri Viljandi Viljandimaa	2013	Viljandimaa
2081188	190000	5	180	Uus	2010	Pedajamäe Otepää vald Valgamaa	2013	Valgamaa
2081223	34650	4	199.8	Renoveeritud	1926	Luka . Kalitsa Koeru vald Järvamaa	2013	Järvamaa
2081313	105437	5	176.6	Valmis	2006	Õhtu tee Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2081345	222000	6	208	Uus	2008	Haavakannu Kandiküla Tähtvere vald Tartumaa	2013	Tartumaa
2081399	92500	6	226	Keskmine	2005	Kastani talu Läätsa Salme vald Saaremaa	2013	Saaremaa
2081400	210000	5	187	NA	2010	Kivi Toila Toila vald Ida-Virumaa	2013	Ida-Virumaa
2081438	45000	4	120	NA	2011	Heina 6 Viiratsi Viljandi vald Viljandimaa	2013	Viljandimaa
2081440	39900	6	184.7	Valmis	1929	Ülejõe Väätsa vald Järvamaa	2013	Järvamaa
2081441	19888	4	101.8	Valmis	1870	Uueni Viru-Kabala Rägavere vald Lääne-Virumaa	2013	Lääne-Virumaa
2081449	2e+05	3	219.6	Valmis	1928	Kookla Kookla Viljandi vald Viljandimaa	2013	Viljandimaa
2081455	60690	9	321.4	Valmis	1926	Tiigi Paide Järvamaa	2013	Järvamaa
2081487	86900	3	77.4	Valmis	2008	Pesapaiga 4 Tartu Tartumaa	2013	Tartumaa
2081490	86900	3	77.4	Valmis	2008	Pesapaiga 4 Tartu Tartumaa	2013	Tartumaa
2081496	10700	NA	70	Keskmine	1960	Karja tn. Valga Valgamaa	2013	Valgamaa
2081505	18500	5	90	Vajab renoveerimist	1927	Pärnu mnt 22 Pärnu-Jaagupi Halinga vald Pärnumaa	2013	Pärnumaa
2081514	160000	NA	260	NA	2007	Tõnumaa Vigala vald Raplamaa	2013	Raplamaa
2081539	15000	2	46.4	Vajab renoveerimist	1941	Kivistiku Rääsa Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2081542	16500	2	55	NA	1901	Lemmingu Raka Ambla vald Järvamaa	2013	Järvamaa
2081573	119000	5	158.4	Uus	2006	Pääsukese pst. Paikuse vald Pärnumaa	2013	Pärnumaa
2081574	80000	3	81.6	Vajab renoveerimist	1860	Kajaka 6 Müüa hoonestatud kinnistu Rannarajoonis Pärnu Pärnumaa	2013	Pärnumaa
2081617	59900	4	165.7	Valmis	1876	Kajuoja Müüa palkmaja suure kinnistuga (metsamaa Rütavere Sauga vald Pärnumaa	2013	Pärnumaa
2081620	105000	7	NA	Uus	2007	Raespa Varbla vald Pärnumaa	2013	Pärnumaa
2081658	115000	5	220	Renoveeritud	1982	Roopa Variku Tartu Tartumaa	2013	Tartumaa
2081685	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013	Võrumaa
2081686	46000	3	NA	Vajab renoveerimist	1970	Sulevi 6 Võru Võrumaa	2013	Võrumaa
2081767	175000	5	231.5	Uus	2011	Kadaka tee 4 Aardlapalu Haaslava vald Tartumaa	2013	Tartumaa
2081820	25000	3	95.9	Keskmine	1935	 Järva-Madise Albu vald Järvamaa	2013	Järvamaa
2081958	99999	6	202	Renoveeritud	1960	Uus-Sauga 14a Pärnu Pärnumaa	2013	Pärnumaa
2082106	41500	4	109	Valmis	1952	Sõpruse 48 Tiheda Kasepää vald Jõgevamaa	2013	Jõgevamaa
2082209	64000	3	NA	Keskmine	1932	Mäeküla Kambja vald Tartumaa	2013	Tartumaa
2082214	98000	6	248	NA	1974	Ploomi Elva Tartumaa	2013	Tartumaa
2082215	48000	4	104	NA	1971	 Eikla Eikla Lääne-Saare vald Saaremaa	2013	Saaremaa
2082220	1e+05	5	140	NA	2003	Aste Aste Lääne-Saare vald Saaremaa	2013	Saaremaa
2082221	48295	3	103.5	NA	2004	Eelika Paatsa Mustjala vald Saaremaa	2013	Saaremaa
2082233	176500	7	248	NA	2007	Kullerkupu Kuressaare Saaremaa	2013	Saaremaa
2082235	97500	3	NA	Uus	2005	Laheküla Kaarma vald Kotkakivi Lääne-Saare vald Saaremaa	2013	Saaremaa
2082238	75000	9	179	NA	1903	Lümanda mnt. 3 Kihelkonna Kihelkonna vald Saaremaa	2013	Saaremaa
2082243	58100	3	52	NA	2009	Muinasjutumaja Saaremaal Kaugatoma Kaugatoma Salme vald Saaremaa	2013	Saaremaa
2082244	56000	4	110	NA	2007	Kadaka tee Kihelkonna vald Saaremaa	2013	Saaremaa
2082247	132800	7	160	NA	1979	Pae talu Orissaare vald Saaremaa	2013	Saaremaa
2082253	111845.38	4	125	NA	2006	Putkendi Möldri Salme vald Saaremaa	2013	Saaremaa
2082260	51000	3	70	NA	1964	Sillu Sillu Maantee Maantee Torgu vald Saaremaa	2013	Saaremaa
2082264	135900	6	270	NA	1919	Suurenu Hänga küla Hänga Torgu vald Saaremaa	2013	Saaremaa
2082289	32000	3	185	Vajab renoveerimist	1923	Vaariku 2a Võiste Tahkuranna vald Pärnumaa	2013	Pärnumaa
2082332	60000	5	107	NA	1957	Haigla 4 Antsla Antsla vald Võrumaa	2013	Võrumaa
2082415	65000	5	132	NA	1962	Kurelaane Kurelaane Konguta vald Tartumaa	2013	Tartumaa
2082424	10600	2	57.3	Vajab renoveerimist	1960	Pärnjõe Vändra vald Pärnumaa	2013	Pärnumaa
2082425	55000	2	60	Valmis	1935	Peetri Pärnu Pärnumaa	2013	Pärnumaa
2082438	136900	5	164	Uus	2009	Lauri tee Viljandi Viljandimaa	2013	Viljandimaa
2082439	143000	5	136	Valmis	2007	Tartu tn Viljandi Viljandimaa	2013	Viljandimaa
2082528	160000	5	155.8	NA	2012	Jõerahu 1 Vorbuse Tähtvere vald Tartumaa	2013	Tartumaa
2082557	10900	3	120	Vajab renoveerimist	1940	Lühi . Päinurme Koigi vald Järvamaa	2013	Järvamaa
2082569	41000	4	NA	Vajab renoveerimist	1959	Lembitu 5 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2082611	88900	6	NA	Keskmine	1960	Tähe 4 Elva Tartumaa	2013	Tartumaa
2082617	60000	4	124	NA	1930	Antiku Kaimi Puhja vald Tartumaa	2013	Tartumaa
2082656	89500	3	105	Renoveeritud	1936	Peetri Raadi-Kruusamäe Tartu Tartumaa	2013	Tartumaa
2082662	25900	4	113.4	NA	2006	Künka Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2082702	299000	4	193	Uus	2007	Ihaste Tartu Tartumaa	2013	Tartumaa
2082711	124990	6	295.5	Renoveeritud	1988	Ringtee 50 Tõrvandi Ülenurme vald Tartumaa	2013	Tartumaa
2082738	29900	3	182	Valmis	1936	Peedu Välta Pöide vald Saaremaa	2013	Saaremaa
2082772	350000	NA	300	Valmis	2012	Rootiigi Nõmme Ridala vald Läänemaa	2013	Läänemaa
2082822	109000	7	164	Renoveeritud	1953	Tallinna mnt Haapsalu Läänemaa	2013	Läänemaa
2082825	3240	1	29.2	Vajab renoveerimist	1945	Õie tn. 1 Kilingi-Nõmme Saarde vald Pärnumaa	2013	Pärnumaa
2082854	9900	2	54.3	Valmis	1925	Künka Jõuga Iisaku vald Ida-Virumaa	2013	Ida-Virumaa
2082868	199990	7	414.8	Valmis	1987	Lepa tn 8 Haapsalu Läänemaa	2013	Läänemaa
2082908	45000	NA	508	Vajab renoveerimist	1917	Kirna mõis Kirna Türi vald Järvamaa	2013	Järvamaa
2082909	45000	NA	508	Vajab renoveerimist	1917	Kirna mõis Kirna Türi vald Järvamaa	2013	Järvamaa
2082912	45000	NA	508	Vajab renoveerimist	1917	Kirna mõis Kirna Türi vald Järvamaa	2013	Järvamaa
2083022	230000	6	242	NA	2002	Nurme tee Veibri Luunja vald Tartumaa	2013	Tartumaa
2083028	124900	5	239	Uus	2007	Vahi küla Tartu linnapiirist 15 km Vahi Tartu vald Tartumaa	2013	Tartumaa
2083089	44000	5	NA	Uus	2008	Sireli Ridaküla Puhja vald Tartumaa	2013	Tartumaa
2083163	25000	3	77	Valmis	1930	Pihlakavälja * Kalvi Aseri vald Ida-Virumaa	2013	Ida-Virumaa
2083167	45000	NA	206	Vajab renoveerimist	1942	Kiideva Lahe Kiideva Ridala vald Läänemaa	2013	Läänemaa
2083169	27000	5	104	Valmis	1925	Marguse Vasta Viru-Nigula vald Lääne-Virumaa	2013	Lääne-Virumaa
2083177	76693.98	5	200	Uus	2008	Puraviku 4 Laane Ülenurme vald Tartumaa	2013	Tartumaa
2083189	17260	3	61	Valmis	1930	Kullikopli talu Hirmuküla Karksi vald Viljandimaa	2013	Viljandimaa
2083196	98425	4	150.8	Valmis	1971	valuoja pst Viljandi Viljandimaa	2013	Viljandimaa
2083204	88000	4	83	Valmis	1948	Vilde tn 18 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2083221	34000	5	307	Valmis	1919	Kehala Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2083258	21000	4	133	Vajab renoveerimist	1987	Põllu 8 Hagudi Rapla vald Raplamaa	2013	Raplamaa
2083264	24900	2	88	Vajab renoveerimist	1990	Väljaotsa talu Veadla Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa
2083265	28600	4	83.5	Valmis	1954	Kaasiku Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa
2083272	239000	7	278.9	Uus	2007	Tõmmu Vahi Tartu vald Tartumaa	2013	Tartumaa
2083284	99999	NA	340	Valmis	2007	Vihtra Vändra vald Pärnumaa	2013	Pärnumaa
2083285	199000	NA	1016	Vajab renoveerimist	1917	Kirna mõis Kirna Türi vald Järvamaa	2013	Järvamaa
2083305	153000	6	201.4	Valmis	1996	Oja tee 3 Uusküla Alajõe vald Ida-Virumaa	2013	Ida-Virumaa
2083364	116500	5	220	Renoveeritud	1982	Roopa Variku Tartu Tartumaa	2013	Tartumaa
2083365	49000	4	212.8	Vajab renoveerimist	1959	Lembitu 5 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2083405	55000	3	67	Vajab renoveerimist	1935	Endla 13 Haapsalu Läänemaa	2013	Läänemaa
2083410	101000	3	160	NA	1980	Heina põik Võru Võrumaa	2013	Võrumaa
2083425	142000	4	235.9	Keskmine	1996	Aianduse Ropka Tartu Tartumaa	2013	Tartumaa
2083431	115000	5	NA	Vajab san. remonti	1960	Pärtli Liiva Muhu vald Saaremaa	2013	Saaremaa
2083436	129900	4	145	Uus	2006	Eerika Tartu Tartumaa	2013	Tartumaa
2083468	95000	5	216	Vajab renoveerimist	1890	 Päigiste Halliste vald Viljandimaa	2013	Viljandimaa
2083502	160000	5	155.8	NA	2012	Jõerahu 1 Tartu Tartumaa	2013	Tartumaa
2083513	18000	NA	326.2	Vajab renoveerimist	1946	Arturi Leipste Saarde vald Pärnumaa	2013	Pärnumaa
2083532	160000	4	140	Valmis	1997	Koolimaja tee 21 Pulli Sauga vald Pärnumaa	2013	Pärnumaa
2083541	18500	4	77	NA	1975	Rooli tee 1 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa
2083542	12500	2	52	Vajab renoveerimist	1939	Kõo Helbi Meremäe vald Võrumaa	2013	Võrumaa
2083551	225000	5	187	Uus	2005	Ihaste Ihaste Tartu Tartumaa	2013	Tartumaa
2083554	153000	6	164	Renoveeritud	1919	Kuusiku . Ridaküla Rapla vald Raplamaa	2013	Raplamaa
2083572	98000	4	155	Keskmine	1995	Melliste Mäksa vald Tartumaa	2013	Tartumaa
2083580	50000	4	80	Vajab renoveerimist	1962	Väänikvere tee 5 Laeva Laeva vald Tartumaa	2013	Tartumaa
2083591	44300	5	88.7	Vajab renoveerimist	1958	Uus-Võsa 1 Jõhvi Jõhvi vald Ida-Virumaa	2013	Ida-Virumaa
2083719	30000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013	Raplamaa
2083772	35000	NA	146	Vajab renoveerimist	1911	Konora Pusku Ridala vald Läänemaa	2013	Läänemaa
2083783	105000	8	277.3	Keskmine	1965	Järve tee Külitse Ülenurme vald Tartumaa	2013	Tartumaa
2083799	52500	2	279	Renoveeritud	1910	Koruste Rõngu vald Tartumaa	2013	Tartumaa
2083841	61000	3	90	Renoveeritud	1904	Mäe 11 Lavassaare Lääne-Nigula vald Pärnumaa	2013	Pärnumaa
2083844	25000	5	82	NA	2008	Uustuka Kihlepa Audru vald Pärnumaa	2013	Pärnumaa
2083845	53000	5	121.3	NA	1979	Uustuka Kihlepa Audru vald Pärnumaa	2013	Pärnumaa
2083861	45000	NA	100	Renoveeritud	1930	Hõbemäe talu Saagri Misso vald Võrumaa	2013	Võrumaa
2083864	9900	5	87	NA	1895	  Torila Alatskivi vald Tartumaa	2013	Tartumaa
2083865	135000	8	230	NA	1980	Võruvälja Karlova Tartu Tartumaa	2013	Tartumaa
2083883	31000	4	65.1	Keskmine	1961	Õhtu 7 Kilingi-Nõmme Saarde vald Pärnumaa	2013	Pärnumaa
2083918	69000	6	415	NA	1991	Kuuse 1 Kadapiku Kadrina vald Lääne-Virumaa	2013	Lääne-Virumaa
2083920	9999	5	89.6	Vajab renoveerimist	1939	Nadalama Väike-Maarja vald Lääne-Virumaa	2013	Lääne-Virumaa
2083921	147000	4	133.6	Valmis	2005	Vintri Ulliste Vintri Salme vald Saaremaa	2013	Saaremaa
2083922	41000	3	125	Valmis	1956	Tiigi Väljaküla Alatskivi vald Tartumaa	2013	Tartumaa
2083969	80000	5	NA	NA	1902	Mäealuste Järise Mustjala vald Saaremaa	2013	Saaremaa
2083971	30000	5	203.5	NA	1922	Tergeme-Johani Anepesa Lääne-Saare vald Saaremaa	2013	Saaremaa
2084005	16900	5	64.2	Vajab san. remonti	1932	Kruusa Purdi Paide vald Järvamaa	2013	Järvamaa
2084084	19900	2	80	Vajab renoveerimist	1938	Savi 33 Pärnu Pärnumaa	2013	Pärnumaa
2084230	235000	6	260	Uus	2006	Käärasoo 8 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa
2084232	48000	3	95.7	Valmis	1928	 Kõpu Tõstamaa vald Pärnumaa	2013	Pärnumaa
2084233	69000	5	287.2	Valmis	1987	Liisa Uulu Tahkuranna vald Pärnumaa	2013	Pärnumaa
2084236	145000	8	200.4	Renoveeritud	1905	Kooli 43 Pärnu Pärnumaa	2013	Pärnumaa
2084237	47000	5	90	Vajab renoveerimist	1931	Oja 39 Pärnu Pärnumaa	2013	Pärnumaa
2084238	89900	3	109	Valmis	1920	Jaama 3 Pärnu Pärnumaa	2013	Pärnumaa
2084241	165000	5	290	NA	2002	Kasteheina Pärnu Pärnumaa	2013	Pärnumaa
2084242	55000	2	60	Valmis	1935	Peetri Pärnu Pärnumaa	2013	Pärnumaa
2084364	160000	5	214	Uus	2010	Vergi tee Võsu Vihula vald Lääne-Virumaa	2013	Lääne-Virumaa
2084375	129000	12	NA	Uus	2012	Merimäe tee 23 Tahkuranna Tahkuranna vald Pärnumaa	2013	Pärnumaa
2084429	45000	NA	164.8	NA	1980	 Aia 4 Lohusuu Lohusuu vald Ida-Virumaa	2013	Ida-Virumaa
2084494	15000	3	150	Vajab renoveerimist	1925	Viira Raheste Varbla vald Pärnumaa	2013	Pärnumaa
2084495	117000	5	220	Renoveeritud	1982	Roopa Variku Tartu Tartumaa	2013	Tartumaa
2084513	50000	8	271.8	NA	1975	Raba Sonni Käru vald Raplamaa	2013	Raplamaa
2084536	70000	4	162.8	Valmis	1969	Sõstra 3 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa
2084569	39000	4	162	Vajab renoveerimist	1890	Epra Suure-Jaani vald Viljandimaa	2013	Viljandimaa
2084598	265000	4	185	NA	2013	Kvissentali tee Kvissentali Tartu Tartumaa	2013	Tartumaa
2084651	57000	2	110	NA	2008	Jaama Illuka vald Ida-Virumaa	2013	Ida-Virumaa
2084652	46000	3	95	Valmis	1934	Aa Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa
2084653	16950	2	70	Valmis	1973	Väike-Pungerja Mäetaguse vald Ida-Virumaa	2013	Ida-Virumaa
2084654	35000	3	146.6	Valmis	1941	Nurmsi Paide vald Järvamaa	2013	Järvamaa
2084655	25000	3	138.5	Valmis	1865	Rassi Türi vald Järvamaa	2013	Järvamaa
