ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress.x	Aasta	Maakond	Täisaadress	Objekti.liik	Tase1.kood	Tase1.nimetus	Tase2.kood	Tase2.nimetus	Tase3.kood	Tase3.nimetus	Tase4.kood	Tase4.nimetus	Tase5.kood	Tase5.nimetus	Tase6.kood	Tase6.nimetus	Tase7.kood	Tase7.nimetus	Tase8.kood	Tase8.nimetus	Koodaadress	ADR.ID	L.Est.X	L.Est.Y	N	E	N..dms.	E..dms.
1383645	20000	4	139	Vajab renoveerimist	1935	Käru Käru vald Raplamaa	2013	Raplamaa	Järva maakond, Türi vald, Käru alevik	3	52	Järva maakond	834	Türi vald	3931	Käru alevik											528343931000000000000000000000000	3525733						
1437753	78000	3	82	NA	2001	Erastvere Kanepi vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Erastvere küla	1	64	Põlva maakond	284	Kanepi vald	1620	Erastvere küla											642841620000000000000000000000000	3132971	6429731	665398	57,97799	26,79614	57°58'40.75"	26°47'46.10"
1441906	211000	9	350	Renoveeritud	1994	Koorti 21  Ihaste Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, J. Koorti tn 21	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SLA	J. Koorti tn			BJVK	21			79793815100000SLA0000BJVK00000000	3090946	6471864	662989	58,35685	26,78502	58°21'24.66"	26°47'6.06"
1446177	115000	3	300	Renoveeritud	2009	Kurista Võnnu vald Tartumaa	2013	Tartumaa	Tartu maakond, Kastre vald, Kurista küla	1	79	Tartu maakond	291	Kastre vald	3677	Kurista küla											792913677000000000000000000000000	3158314	6462091	676470	58,26396	27,00759	58°15'50.26"	27°0'27.32"
1503192	37500	4	178	Uus	2009	Tamulakalda tn. 6 Võru linna piiril Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn	1	87	Võru maakond	919	Võru linn													879190000000000000000000000000000	3221213	6415713	677886	57,84741	26,9964	57°50'50.66"	26°59'47.06"
1504311	465000	12	444	Renoveeritud	1922	Rüütli 24 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Rüütli tn 24	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0T1E	Rüütli tn			BFJ1	24			68624661900000T1E0000BFJ100000000	3071175	6471696	529293	58,38474	24,50079	58°23'5.08"	24°30'2.85"
1524902	95000	6	227.7	Uus	2003	Lennu Laane Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Laane küla, Lennu tn 50	3	79	Tartu maakond	283	Kambja vald	4017	Laane küla			0MT4	Lennu tn			76WT	50			79283401700000MT4000076WT00000000	2831680	6466371	656498	58,30994	26,67049	58°18'35.79"	26°40'13.76"
1527915	190000	5	NA	Keskmine	1992	Illi Nõo vald Tartumaa	2013	Tartumaa	Tartu maakond, Nõo vald, Illi küla	1	79	Tartu maakond	528	Nõo vald	2039	Illi küla											795282039000000000000000000000000	3302107	6454348	643706	58,20645	26,44493	58°12'23.22"	26°26'41.76"
1546095	136000	6	309	Keskmine	1985	Kesa 41 Variku Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Kesa tn 41	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SQY	Kesa tn			B9X7	41			79793815100000SQY0000B9X700000000	3050421	6470609	658166	58,34736	26,70183	58°20'50.50"	26°42'6.60"
1553961	25000	5	71	Keskmine	1961	Kuusiku 8 Kiviõli Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Lüganuse vald, Kiviõli linn, Kuusiku tn 8	3	45	Ida-Viru maakond	442	Lüganuse vald	3194	Kiviõli linn			0T8R	Kuusiku tn			BORH	8			45442319400000T8R0000BORH00000000	3297047	6582861	668259	59,35041	26,95856	59°21'1.48"	26°57'30.80"
1562316	53500	8	NA	Keskmine	1988	Vasula tee Pihlaka Kõrveküla Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Kõrveküla alevik	1	79	Tartu maakond	796	Tartu vald	3824	Kõrveküla alevik											797963824000000000000000000000000	2822858	6479330	662178	58,42413	26,77645	58°25'26.86"	26°46'35.23"
1567164	35000	5	112	Keskmine	1956	Kitzbergi Püssi Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Lüganuse vald, Püssi linn, A. Kitzbergi tn 1	3	45	Ida-Viru maakond	442	Lüganuse vald	6671	Püssi linn			0Q1G	A. Kitzbergi tn			9QUH	1			45442667100000Q1G00009QUH00000000	3263188	6584098	673532	59,35938	27,05214	59°21'33.78"	27°3'7.69"
1567576	130000	3	NA	Renoveeritud	1890	Valgma Paide vald Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Valgma küla	1	52	Järva maakond	567	Paide linn	8935	Valgma küla											525678935000000000000000000000000	2647111	6527586	595820	58,87686	25,66149	58°52'36.69"	25°39'41.38"
1573932	25000	4	NA	Vajab san. remonti	1965	Kopli Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Toila vald, Kohtla-Nõmme alev, Kopli tn 1	3	45	Ida-Viru maakond	803	Toila vald	3270	Kohtla-Nõmme alev			05M5	Kopli tn			2E35	1			458033270000005M500002E3500000000	2593468	6584661	681595	59,36106	27,19421	59°21'39.83"	27°11'39.16"
1579375	125500	4	112	Keskmine	1935	Suur-Liiva Haapsalu Läänemaa	2013	Läänemaa	Lääne maakond, Haapsalu linn, Haapsalu linn, Suur-Liiva tn	2	56	Lääne maakond	184	Haapsalu linn	1692	Haapsalu linn			0RV8	Suur-Liiva tn							56184169200000RV80000000000000000	2659098	6534452	472741	58,94829	23,52641	58°56'53.84"	23°31'35.06"
1603643	85000	3	160	Renoveeritud	1980	Heina põik Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn, Heina põik 2	3	87	Võru maakond	919	Võru linn					05JB	Heina põik			0YFZ	2			879190000000005JB00000YFZ00000000	3246857	6416212	677632	57,85198	26,99251	57°51'7.14"	26°59'33.02"
1639965	105000	4	137	Uus	2008	Pihla tee Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Laadi küla, Pihla tee 1	3	68	Pärnu maakond	214	Häädemeeste vald	4004	Laadi küla			0KC4	Pihla tee			5W2Y	1			68214400400000KC400005W2Y00000000	2943115	6460672	535292	58,28533	24,60165	58°17'7.17"	24°36'5.95"
1639976	190000	4	199	Uus	2015	Vesikupu tee Uuemetsa elurajoon Tammiste Sauga vald Pärnumaa	2013	Pärnumaa	Pärnu maakond	1	68	Pärnu maakond	000														680000000000000000000000000000000	2908388	6471454	529885	58,38253	24,51088	58°22'57.11"	24°30'39.17"
1639983	105000	4	120	Uus	2005	Kivialliku tee Reiu Tahkuranna vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Reiu küla, Kivialliku tee 10	3	68	Pärnu maakond	214	Häädemeeste vald	6925	Reiu küla			0QUS	Kivialliku tee			A6KI	10			68214692500000QUS0000A6KI00000000	2916886	6463149	535926	58,30751	24,61285	58°18'27.05"	24°36'46.25"
1684732	3e+05	4	180	Uus	2008	Pihkva Mustvee Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Mustvee linn, Pihkva tn	2	50	Jõgeva maakond	486	Mustvee vald	5097	Mustvee linn			0TFB	Pihkva tn							50486509700000TFB0000000000000000	3358113	6525779	670109	58,83774	26,94698	58°50'15.85"	26°56'49.11"
1684855	43000	5	171.3	Uus	2008	Pihkva Mustvee Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Mustvee linn, Pihkva tn	2	50	Jõgeva maakond	486	Mustvee vald	5097	Mustvee linn			0TFB	Pihkva tn							50486509700000TFB0000000000000000	3358113	6525779	670109	58,83774	26,94698	58°50'15.85"	26°56'49.11"
1686685	39000	4	91.6	Uus	2007	Jürivärava Kantsi Muhu vald Saaremaa	2013	Saaremaa	Saare maakond, Muhu vald	1	74	Saare maakond	478	Muhu vald													744780000000000000000000000000000	100173	6496114	455584	58,60269	23,23593	58°36'9.67"	23°14'9.35"
1696610	149000	4	120	Uus	2009	Linnu tee Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Õssu küla, Linnu tee 10	3	79	Tartu maakond	283	Kambja vald	9717	Õssu küla			0D8P	Linnu tee			3RB2	10			79283971700000D8P00003RB200000000	2879442	6472425	655425	58,36464	26,65629	58°21'52.69"	26°39'22.64"
1698471	10800	5	NA	Uus	2011	Põlva vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Põlva vald	1	64	Põlva maakond	622	Põlva vald													646220000000000000000000000000000	3158343	6438645	680298	58,05211	27,05456	58°3'7.61"	27°3'16.40"
1703415	19900	2	70	Keskmine	1958	Väinjärve Koeru vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Koeru alevik, Väinjärve tee 1	3	52	Järva maakond	255	Järva vald	3255	Koeru alevik			06IW	Väinjärve tee			1JK5	1			522553255000006IW00001JK500000000	2574484	6537826	616820	58,96357	26,0308	58°57'48.84"	26°1'50.89"
1703977	65000	4	120	Renoveeritud	1939	Lammasküla tee Rakke Rakke vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Väike-Maarja vald, Suure-Rakke küla, Lammasküla tee 10	3	60	Lääne-Viru maakond	928	Väike-Maarja vald	7831	Suure-Rakke küla			07Y4	Lammasküla tee			0ZLT	10			609287831000007Y400000ZLT00000000	3229829	6540975	630217	58,98797	26,26538	58°59'16.70"	26°15'55.35"
1704165	3500	3	NA	Vajab renoveerimist	1911	Pärna  Antsla Antsla vald Võrumaa	2013	Võrumaa	Võru maakond, Antsla vald, Antsla linn, Pärna tn 10	3	87	Võru maakond	142	Antsla vald	1301	Antsla linn			05VD	Pärna tn			1FKH	10			871421301000005VD00001FKH00000000	3244260	6412337	650611	57,82721	26,5353	57°49'37.97"	26°32'7.08"
1720146	59000	8	181.1	Uus	2007	Kabli Penu Häädemeeste vald Pärnumaa	2013	Pärnumaa	Pärnu maakond	1	68	Pärnu maakond	000														680000000000000000000000000000000	2908388	6471454	529885	58,38253	24,51088	58°22'57.11"	24°30'39.17"
1721648	60000	5	NA	Keskmine	1993	Paasvere Laekvere vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Vinni vald, Paasvere küla	1	60	Lääne-Viru maakond	901	Vinni vald	5794	Paasvere küla											609015794000000000000000000000000	2822754	6551378	651394	59,07435	26,64056	59°4'27.67"	26°38'26.01"
1726486	23000	5	129	Vajab san. remonti	1969	Kalda Tõrva Valgamaa	2013	Valgamaa	Valga maakond, Tõrva vald, Tõrva linn, Kalda tn	2	81	Valga maakond	824	Tõrva vald	8529	Tõrva linn			0SC5	Kalda tn							81824852900000SC50000000000000000	2998245	6430418	613294	58,00058	25,91621	58°0'2.09"	25°54'58.37"
1726636	39900	3	87	Vajab renoveerimist	1978	Hatiku Mammaste Põlva vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Põlva vald, Mammaste küla, Hatiku vkt	B	64	Põlva maakond	622	Põlva vald	4769	Mammaste küla	2DP9	Hatiku vkt									6462247692DP900000000000000000000	3195144	6443079	676724	58,09333	26,99744	58°5'35.99"	26°59'50.79"
1727960	9900	2	96.9	Vajab renoveerimist	1969	Zabava kinnistu Beresje Mikitamäe vald Põlvamaa	2013	Põlvamaa	Põlva maakond	1	64	Põlva maakond	000														640000000000000000000000000000000	3132967	6438625	680293	58,05194	27,05446	58°3'6.97"	27°3'16.04"
1728981	61000	4	NA	Vajab san. remonti	1970	Koreli Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn, Koreli tn	2	87	Võru maakond	919	Võru linn					05IE	Koreli tn							879190000000005IE0000000000000000	3240713	6414764	678989	57,83845	27,01424	57°50'18.42"	27°0'51.27"
1729930	119000	5	105	NA	2005	Kase Urge Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald, Urge küla, Kase	3	71	Rapla maakond	317	Kohila vald	8721	Urge küla					1M1F	Kase					713178721000000001M1F000000000000	3307365	6561325	544445	59,18809	24,77757	59°11'17.12"	24°46'39.26"
1731783	8900	5	96	Vajab renoveerimist	1950	Halliste Halliste vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Mulgi vald, Halliste alevik	1	84	Viljandi maakond	480	Mulgi vald	1749	Halliste alevik											844801749000000000000000000000000	3221420	6448192	584613	58,16655	25,43773	58°9'59.59"	25°26'15.83"
1734613	89000	5	176	Uus	1996	Vahe tee Nõo vald Tartumaa	2013	Tartumaa	Tartu maakond, Nõo vald, Vissi küla, Vahe vkt 1	3	79	Tartu maakond	528	Nõo vald	9423	Vissi küla	2DPT	Vahe vkt					C09K	1			7952894232DPT00000000C09K00000000	3427847	6459483	643195	58,25269	26,43942	58°15'9.69"	26°26'21.92"
1734955	44000	4	NA	Uus	2009	 Jõeveere Veriora vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Jõeveere küla	1	64	Põlva maakond	708	Räpina vald	2256	Jõeveere küla											647082256000000000000000000000000	3158426	6426793	688352	57,94246	27,18129	57°56'32.84"	27°10'52.64"
1739703	15000	3	29511	Vajab san. remonti	1963	Ruskavere Saare vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Ruskavere küla	1	50	Jõgeva maakond	486	Mustvee vald	7130	Ruskavere küla											504867130000000000000000000000000	3335038	6516052	665817	58,75216	26,86552	58°45'7.77"	26°51'55.86"
1742818	64000	6	250	Keskmine	1986	Valgjärve Valgjärve vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Valgjärve küla	1	64	Põlva maakond	284	Kanepi vald	8932	Valgjärve küla											642848932000000000000000000000000	3133014	6441664	656595	58,08825	26,65546	58°5'17.70"	26°39'19.66"
1742854	46000	4	NA	Keskmine	1950	Mustla Tarvastu vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Mustla alevik	1	84	Viljandi maakond	899	Viljandi vald	5084	Mustla alevik											848995084000000000000000000000000	3133072	6456607	609562	58,23657	25,86544	58°14'11.65"	25°51'55.59"
1743170	76900	4	145	Renoveeritud	1964	Loo 4 Rapla Rapla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald, Rapla linn, Loo tn 4	3	71	Rapla maakond	668	Rapla vald	6826	Rapla linn			01W8	Loo tn			32AW	4			716686826000001W8000032AW00000000	3174328	6541406	545494	59,00917	24,79181	59°0'33.02"	24°47'30.51"
1744380	88000	3	150	Uus	2014	Päikese tee Urge Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald, Urge küla, Päikese tee 1	3	71	Rapla maakond	317	Kohila vald	8721	Urge küla			0O5V	Päikese tee			A8RZ	1			71317872100000O5V0000A8RZ00000000	3318158	6559424	544980	59,17097	24,78654	59°10'15.49"	24°47'11.55"
1747597	219000	5	321	Uus	2004	Enelase 20 Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Soinaste küla, Enelase tn 20	3	79	Tartu maakond	283	Kambja vald	7666	Soinaste küla			08J3	Enelase tn			5TW8	20			792837666000008J300005TW800000000	2850241	6469585	659382	58,33773	26,72187	58°20'15.84"	26°43'18.74"
1747885	41000	5	NA	San. remont tehtud	1956	Räpina Räpina vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Räpina linn	1	64	Põlva maakond	708	Räpina vald	7216	Räpina linn											647087216000000000000000000000000	3158460	6445815	704321	58,10593	27,46714	58°6'21.35"	27°28'1.70"
1748485	8.49	5	283	Uus	1998	Mündi 1 Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn, Mündi tn 1	3	87	Võru maakond	919	Võru linn					05KB	Mündi tn			3AEJ	1			879190000000005KB00003AEJ00000000	3253862	6413172	680116	57,82371	27,03198	57°49'25.37"	27°1'55.14"
1751528	134500	5	239.5	Renoveeritud	1972	Tamme põik 20 Tammelinn Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Tamme põik 1	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SO5	Tamme põik			BKJC	1			79793815100000SO50000BKJC00000000	3095933	6471642	657759	58,35678	26,6956	58°21'24.39"	26°41'44.15"
1752240	110000	7	NA	Renoveeritud	1995	Kopli 13 Haapsalu Läänemaa	2013	Läänemaa	Lääne maakond, Haapsalu linn, Haapsalu linn, Kopli tn 13	3	56	Lääne maakond	184	Haapsalu linn	1692	Haapsalu linn			0RVC	Kopli tn			AU27	13			56184169200000RVC0000AU2700000000	2659741	6534156	473926	58,94571	23,54703	58°56'44.54"	23°32'49.30"
1753143	108000	4	162	Uus	2010	Paruni 37 Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tn 37	3	79	Tartu maakond	283	Kambja vald	9835	Ülenurme alevik			0B05	Paruni tn			2VQ6	37			79283983500000B0500002VQ600000000	2832096	6466527	659881	58,31012	26,72826	58°18'36.43"	26°43'41.74"
1761302	140000	4	135	Uus	2010	Tartu 89 Mustvee Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Mustvee linn, Tartu tn 89	3	50	Jõgeva maakond	486	Mustvee vald	5097	Mustvee linn			0TF8	Tartu tn			BSFR	89			50486509700000TF80000BSFR00000000	3385030	6526949	668492	58,84887	26,91988	58°50'55.92"	26°55'11.57"
1762697	179000	6	260	Uus	2010	Ute Lemmatsi Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Lemmatsi küla, Ute tn 10	3	79	Tartu maakond	283	Kambja vald	4266	Lemmatsi küla			0ALP	Ute tn			3OPH	10			79283426600000ALP00003OPH00000000	2870289	6468390	654223	58,32886	26,63306	58°19'43.90"	26°37'59.02"
1764426	120000.96	6	204	Renoveeritud	1936	Kabala Türi vald Järvamaa	2013	Järvamaa	Järva maakond, Türi vald, Kabala küla	1	52	Järva maakond	834	Türi vald	2445	Kabala küla											528342445000000000000000000000000	2556586	6507318	594431	58,69525	25,62889	58°41'42.92"	25°37'43.99"
1767394	3200	3	255	Vajab renoveerimist	1972	Viluste Veriora vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Viluste küla	1	64	Põlva maakond	708	Räpina vald	9369	Viluste küla											647089369000000000000000000000000	3158478	6432650	696640	57,99137	27,32595	57°59'28.94"	27°19'33.42"
1767935	5220	1	15	Uus	2013	Palkmaja Palkmaja Muhu vald Saaremaa	2013	Saaremaa	Saare maakond, Muhu vald	1	74	Saare maakond	478	Muhu vald													744780000000000000000000000000000	100173	6496114	455584	58,60269	23,23593	58°36'9.67"	23°14'9.35"
1768795	219000	5	321	Uus	2004	Enelase Soinaste Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Soinaste küla, Enelase tn 1	3	79	Tartu maakond	283	Kambja vald	7666	Soinaste küla			08J3	Enelase tn			6ATL	1			792837666000008J300006ATL00000000	2847210	6469520	659146	58,33724	26,7178	58°20'14.05"	26°43'4.09"
1769498	11500	24	726	Vajab renoveerimist	1950	Mõisa 3 Ervita Koeru vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Ervita küla, Mõisa tee 3	3	52	Järva maakond	255	Järva vald	1640	Ervita küla			07PD	Mõisa tee			3B42	3			522551640000007PD00003B4200000000	2571531	6534817	619434	58,93585	26,0746	58°56'9.05"	26°4'28.55"
1773489	240000	4	118	Uus	2006	Sääsevaba Sava Luunja vald Tartumaa	2013	Tartumaa	Tartu maakond, Luunja vald, Sava küla, Sääsevaba	3	79	Tartu maakond	432	Luunja vald	7479	Sava küla					4X2U	Sääsevaba					794327479000000004X2U000000000000	3313271	6475105	673677	58,38181	26,96986	58°22'54.50"	26°58'11.51"
1773851	140000	5	270	Keskmine	2001	Katku Mõhküla Põltsamaa vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Mõhküla, Kaku	3	50	Jõgeva maakond	618	Põltsamaa vald	5123	Mõhküla					FJZK	Kaku					50618512300000000FJZK000000000000	3437983	6505975	610211	58,67947	25,90029	58°40'46.11"	25°54'1.05"
1780851	110000	6	280	Uus	1995	Kõik on valmis tule ja ela Kubija Oksa tn.  Võru Võrumaa	2013	Võrumaa	Võru maakond	1	87	Võru maakond	000														870000000000000000000000000000000	3220982	6415708	677905	57,84735	26,99672	57°50'50.47"	26°59'48.19"
1785458	222000	5	208	Uus	2008	Haavakannu tee 19 Rahinge Tähtvere vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Rahinge küla, Haavakannu tee 20	3	79	Tartu maakond	793	Tartu linn	6724	Rahinge küla			0TU3	Haavakannu tee			C0NR	20			79793672400000TU30000C0NR00000000	3429637	6473427	654815	58,37384	26,64655	58°22'25.83"	26°38'47.58"
1788743	89900	6	267.5	Keskmine	1985	Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald	1	79	Tartu maakond	171	Elva vald													791710000000000000000000000000000	2974743	6456199	642048	58,2236	26,41788	58°13'24.95"	26°25'4.39"
1789350	39900	2	65	Renoveeritud	2010	Nõela tn. 18 Aespa Kohila vald Raplamaa	2013	Raplamaa	Rapla maakond, Kohila vald, Aespa alevik, Nõela tn 18	3	71	Rapla maakond	317	Kohila vald	1094	Aespa alevik			0P2Q	Nõela tn			9BGZ	18			71317109400000P2Q00009BGZ00000000	3322658	6563877	537170	59,21169	24,65074	59°12'42.09"	24°39'2.65"
1790186	129000	4	NA	Uus	2009	Sipelga Räni Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Räni alevik, Sipelga põik 1	3	79	Tartu maakond	283	Kambja vald	7214	Räni alevik			0CNL	Sipelga põik			2OV1	1			79283721400000CNL00002OV100000000	2825313	6471654	655626	58,35765	26,6592	58°21'27.53"	26°39'33.11"
1791391	6400	2	50	Vajab renoveerimist	1920	Võõpsu Räpina vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Räpina vald, Võõpsu alevik	1	64	Põlva maakond	708	Räpina vald	9608	Võõpsu alevik											647089608000000000000000000000000	3158483	6443483	708073	58,08327	27,52861	58°4'59.76"	27°31'43.00"
1792495	16000	3	70	NA	2008	Tallinn Rapla Purila Kuusiku Sauna Kuku Rapla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald	1	71	Rapla maakond	668	Rapla vald													716680000000000000000000000000000	3158187	6540821	545890	59,00388	24,79858	59°0'13.97"	24°47'54.88"
1794430	62500	3	NA	Uus	2000	Linnujaama Lao Tõstamaa vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Lao küla, Linnujaama	3	68	Pärnu maakond	624	Pärnu linn	4109	Lao küla					3I81	Linnujaama					686244109000000003I81000000000000	3026469	6455215	506802	58,2377	24,1158	58°14'15.71"	24°6'56.89"
1800064	140000	3	NA	Uus	2006	Maramaa Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Maramaa küla	1	79	Tartu maakond	796	Tartu vald	4779	Maramaa küla											797964779000000000000000000000000	2822870	6481083	656757	58,44183	26,68495	58°26'30.60"	26°41'5.81"
1802641	36000	6	120	Vajab san. remonti	1924	Tõrva Valgamaa	2013	Valgamaa	Valga maakond, Tõrva vald	1	81	Valga maakond	824	Tõrva vald													818240000000000000000000000000000	2974690	6430477	613568	58,00104	25,92088	58°0'3.75"	25°55'15.15"
1820221	15000	3	76.2	Vajab renoveerimist	1900	Kinksepa Lüllemäe Karula vald Valgamaa	2013	Valgamaa	Valga maakond, Valga vald, Lüllemäe küla, Kirikumõisa tee 9	3	81	Valga maakond	855	Valga vald	4677	Lüllemäe küla			0TXN	Kirikumõisa tee			C2ZV	9			81855467700000TXN0000C2ZV00000000	3449545	6403537	641331	57,75131	26,37398	57°45'4.70"	26°22'26.33"
1823709	129800	5	300	NA	1995	Pallase pst 123 Ihaste Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, Pallase pst 10	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SM8	Pallase pst			BNU3	10			79793815100000SM80000BNU300000000	3127955	6472115	662741	58,35919	26,78096	58°21'33.10"	26°46'51.46"
1837785	81300	4	110	Renoveeritud	1960	Kruusa 8 Rakvere Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Rakvere linn, Kruusa tn	2	60	Lääne-Viru maakond	663	Rakvere linn					02CS	Kruusa tn							606630000000002CS0000000000000000	2692423	6580510	635647	59,34098	26,3842	59°20'27.52"	26°23'3.12"
1840529	35000	5	200	Vajab san. remonti	1935	Peetri talu Käbiküla Kehtna Kehtna vald Raplamaa	2013	Raplamaa	Rapla maakond, Kehtna vald, Käbiküla, Peetri	3	71	Rapla maakond	293	Kehtna vald	3846	Käbiküla					3HAE	Peetri					712933846000000003HAE000000000000	3169197	6530966	549711	58,91499	24,86286	58°54'53.96"	24°51'46.29"
1902532	32000	4	108.1	NA	1980	Salu 9 Põlva Põlva vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Põlva vald, Põlva linn, Salu tn 9	3	64	Põlva maakond	622	Põlva vald	6536	Põlva linn			0PYK	Salu tn			9R2F	9			64622653600000PYK00009R2F00000000	3191707	6438517	681119	58,05063	27,06835	58°3'2.26"	27°4'6.05"
1903696	109000	4	157.3	Uus	2009	Niidu Jõgeva Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Jõgeva vald, Jõgeva linn, Niidu tn	2	50	Jõgeva maakond	247	Jõgeva vald	2262	Jõgeva linn			0TBO	Niidu tn							50247226200000TBO0000000000000000	3357563	6513795	638788	58,74143	26,39747	58°44'29.15"	26°23'50.88"
1904521	35000	4	180	Vajab renoveerimist	1923	Vassevere Saare vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Vassevere küla	1	50	Jõgeva maakond	486	Mustvee vald	9116	Vassevere küla											504869116000000000000000000000000	3335052	6512811	660291	58,72517	26,76782	58°43'30.61"	26°46'4.16"
1905963	34900	5	200	Vajab renoveerimist	1921	saare 7 Kaerepere Kehtna vald Raplamaa	2013	Raplamaa	Rapla maakond, Kehtna vald, Kaerepere alevik, Saare tn 7	3	71	Rapla maakond	293	Kehtna vald	2496	Kaerepere alevik			06F1	Saare tn			5Q5A	7			712932496000006F100005Q5A00000000	3189134	6535997	548333	58,96031	24,84004	58°57'37.11"	24°50'24.13"
1907565	26000	4	74	Vajab san. remonti	1957	 4 Tamsalu Tamsalu vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Tapa vald, Tamsalu linn, A. H. Tammsaare tn 4	3	60	Lääne-Viru maakond	792	Tapa vald	8130	Tamsalu linn			04M0	A. H. Tammsaare tn			2XN9	4			607928130000004M000002XN900000000	2758106	6559754	620254	59,15938	26,1024	59°9'33.77"	26°6'8.65"
1907978	99000	NA	337	NA	1995	Karja 1 Parksepa Võru vald Võrumaa	2013	Võrumaa	Võru maakond, Võru vald, Parksepa alevik, Karja tn 1	3	87	Võru maakond	917	Võru vald	6017	Parksepa alevik			06WL	Karja tn			2ZLL	1			879176017000006WL00002ZLL00000000	3235925	6422392	677232	57,90757	26,99041	57°54'27.27"	26°59'25.49"
1909902	139900	4	120	Uus	2012	Tuule Soinaste Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Soinaste küla, Tuule tn 1	3	79	Tartu maakond	283	Kambja vald	7666	Soinaste küla			0D99	Tuule tn			2UA8	1			79283766600000D9900002UA800000000	2870791	6469696	657797	58,3393	26,69491	58°20'21.50"	26°41'41.68"
