ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress.x	Aasta	Maakond	Täisaadress	Objekti.liik	Tase1.kood	Tase1.nimetus	Tase2.kood	Tase2.nimetus	Tase3.kood	Tase3.nimetus	Tase4.kood	Tase4.nimetus	Tase5.kood	Tase5.nimetus	Tase6.kood	Tase6.nimetus	Tase7.kood	Tase7.nimetus	Tase8.kood	Tase8.nimetus	Koodaadress	ADR.ID	L.Est.X	L.Est.Y	N	E	N..dms.	E..dms.
2187311	65280	8	232	Renoveeritud	1994	Aasa 10 Avinurme Avinurme vald Ida-Virumaa	2013	Ida-Virumaa	Jõgeva maakond, Mustvee vald, Avinurme alevik, Aasa tn 10	3	50	Jõgeva maakond	486	Mustvee vald	1481	Avinurme alevik			0690	Aasa tn			2EVU	10			5048614810000069000002EVU00000000	3350552	6541710	664917	58,98265	26,86894	58°58'57.53"	26°52'8.17"
2187389	24000	3	105	Vajab san. remonti	1973	Valga mnt. Kobela Antsla vald Võrumaa	2013	Võrumaa	Võru maakond, Antsla vald, Kobela alevik, Valga mnt 1	3	87	Võru maakond	142	Antsla vald	3214	Kobela alevik			06IO	Valga mnt			9AUU	1			871423214000006IO00009AUU00000000	3233754	6413697	647252	57,84054	26,47965	57°50'25.96"	26°28'46.75"
2187398	108300	NA	46.8	Valmis	2008	Maarjakase Kuku Rapla vald Raplamaa	2013	Raplamaa	Rapla maakond, Rapla vald, Kuku küla, Maarjakase	3	71	Rapla maakond	668	Rapla vald	3569	Kuku küla					542A	Maarjakase					71668356900000000542A000000000000	3170716	6548539	545632	59,07319	24,79568	59°4'23.48"	24°47'44.46"
2187433	40450	4	114	Uus	2007	Mällikvere Põltsamaa Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Põltsamaa vald, Mällikvere küla	1	50	Jõgeva maakond	618	Põltsamaa vald	5253	Mällikvere küla											506185253000000000000000000000000	3335194	6506293	613869	58,68138	25,96349	58°40'52.98"	25°57'48.56"
2187449	78000	3	117.2	Uus	2007	Papli Ridaküla Puhja vald Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Ridaküla, Papli	3	79	Tartu maakond	171	Elva vald	6955	Ridaküla					50OC	Papli					7917169550000000050OC000000000000	2995177	6470771	642597	58,35417	26,43623	58°21'15.00"	26°26'10.41"
2187456	82000	5	233.1	NA	1985	Vahtra Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Vahtra tn	2	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S6B	Vahtra tn							79171158600000S6B0000000000000000	2997763	6455697	641045	58,21942	26,40052	58°13'9.90"	26°24'1.88"
2187462	22000	4	105.5	Vajab renoveerimist	1960	Päikese 31 Tapa Tapa vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Tapa vald, Tapa linn, Päikese tn 31	3	60	Lääne-Viru maakond	792	Tapa vald	8140	Tapa linn			04MW	Päikese tn			2RZ6	31			607928140000004MW00002RZ600000000	2741054	6572055	611349	59,27217	25,95307	59°16'19.82"	25°57'11.05"
2187521	53000	4	105	NA	2008	Oru Rannaküla Valjala vald Saaremaa	2013	Saaremaa	Lääne maakond, Lääne-Nigula vald, Rannaküla	1	56	Lääne maakond	441	Lääne-Nigula vald	6808	Rannaküla											564416808000000000000000000000000	2908835	6566839	480926	59,23947	23,6658	59°14'22.11"	23°39'56.90"
2187579	120000	6	211.7	Uus	2007	Ratta 1 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Paikuse alev, Ratta tn 1	3	68	Pärnu maakond	624	Pärnu linn	5864	Paikuse alev			0OPT	Ratta tn			8YAB	1			68624586400000OPT00008YAB00000000	3028494	6469461	535825	58,36419	24,61211	58°21'51.09"	24°36'43.59"
2187589	20000	6	115.6	Vajab renoveerimist	1994	Martsa Toila vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Toila vald, Martsa küla	1	45	Ida-Viru maakond	803	Toila vald	4799	Martsa küla											458034799000000000000000000000000	2591906	6593151	696621	59,43049	27,46577	59°25'49.75"	27°27'56.79"
2187592	79900	3	109	Valmis	1920	Jaama 3 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Jaama tn 3	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SOQ	Jaama tn			B7AL	3			68624661900000SOQ0000B7AL00000000	3043950	6471376	532884	58,38161	24,56213	58°22'53.81"	24°33'43.68"
2187650	29900	NA	369	Vajab renoveerimist	1912	Side 4 Järlepa Juuru vald Raplamaa	2013	Raplamaa	Rapla maakond	1	71	Rapla maakond	000														710000000000000000000000000000000	3158008	6540823	545880	59,0039	24,79841	59°0'14.04"	24°47'54.26"
2187721	95000	5	NA	NA	1968	Kase 5 Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn, Kase tn 5	3	87	Võru maakond	919	Võru linn					05I5	Kase tn			08E6	5			879190000000005I5000008E600000000	3238306	6416290	678088	57,8525	27,00024	57°51'9.00"	27°0'0.85"
2187722	42000	3	NA	Vajab renoveerimist	1970	Sulevi 6 Võru Võrumaa	2013	Võrumaa	Võru maakond, Võru linn, Sulevi tn 6	3	87	Võru maakond	919	Võru linn					05HS	Sulevi tn			27II	6			879190000000005HS000027II00000000	3251762	6414923	678729	57,83998	27,00999	57°50'23.93"	27°0'35.96"
2187792	17500	3	159	Vajab renoveerimist	1895	Aruoja Marina Saarde vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Saarde vald, Marina küla, Aruoja	3	68	Pärnu maakond	712	Saarde vald	4787	Marina küla					0G1P	Aruoja					687124787000000000G1P000000000000	2934585	6439603	545373	58,09524	24,76938	58°5'42.87"	24°46'9.77"
2187796	68000	5	116	Valmis	1926	Jaama 1 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Jaama tn 1	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SOQ	Jaama tn			B7P9	1			68624661900000SOQ0000B7P900000000	3044568	6471160	532724	58,37969	24,55937	58°22'46.88"	24°33'33.72"
2187798	145000	8	200.4	Renoveeritud	1905	Kooli 43 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Kooli tn 43	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SQG	Kooli tn			BDSG	43			68624661900000SQG0000BDSG00000000	3063721	6471010	530660	58,37849	24,52407	58°22'42.57"	24°31'26.65"
2187819	10000	2	96.5	Vajab renoveerimist	1920	Vainu Paluküla Kehtna vald Raplamaa	2013	Raplamaa	Rapla maakond, Kehtna vald, Paluküla, Vainu	3	71	Rapla maakond	293	Kehtna vald	5947	Paluküla					3HSN	Vainu					712935947000000003HSN000000000000	3180920	6530329	559060	58,90809	25,02494	58°54'29.12"	25°1'29.79"
2187821	125000	4	117.9	Valmis	2008	Sooniku tee Sinialliku Viljandi vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi vald, Sinialliku küla, Sooniku tee 10	3	84	Viljandi maakond	899	Viljandi vald	7611	Sinialliku küla			0MPP	Sooniku tee			7VP1	10			84899761100000MPP00007VP100000000	3145564	6463972	591987	58,30671	25,56926	58°18'24.17"	25°34'9.32"
2187827	22000	4	194.5	Vajab renoveerimist	1919	Sõpruse 5 Paide Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Paide linn, Sõpruse tn 5	3	52	Järva maakond	567	Paide linn	5860	Paide linn			0RV3	Sõpruse tn			AVYH	5			52567586000000RV30000AVYH00000000	2664975	6528536	589583	58,88673	25,55377	58°53'12.22"	25°33'13.57"
2187828	120000	4	148.9	NA	1993	Tuule Kuivastu Muhu vald Saaremaa	2013	Saaremaa	Saare maakond, Muhu vald	1	74	Saare maakond	478	Muhu vald													744780000000000000000000000000000	100173	6496114	455584	58,60269	23,23593	58°36'9.67"	23°14'9.35"
2187840	15000	4	70.3	Vajab san. remonti	1948	Rõõmu Rõusa Vändra vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Põhja-Pärnumaa vald, Rõusa küla, Rõõmu	3	68	Pärnu maakond	638	Põhja-Pärnumaa vald	7186	Rõusa küla					7JCS	Rõõmu					686387186000000007JCS000000000000	2910900	6503758	566019	58,66856	25,13787	58°40'6.81"	25°8'16.32"
2187865	111900	4	94.4	Uus	2013	Pähna 4 Õssu Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Õssu küla, Pähna tn 4	3	79	Tartu maakond	283	Kambja vald	9717	Õssu küla			0D7M	Pähna tn			2TI7	4			79283971700000D7M00002TI700000000	2861929	6472569	655119	58,36604	26,65116	58°21'57.73"	26°39'4.18"
2187868	119900	4	101	Uus	2013	Pähna Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Õssu küla, Pähna tn	2	79	Tartu maakond	283	Kambja vald	9717	Õssu küla			0D7M	Pähna tn							79283971700000D7M0000000000000000	2843187	6472640	655071	58,36669	26,65039	58°22'0.09"	26°39'1.40"
2187890	132000	2	76	Uus	2001	Haage tee Külitse Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Külitse alevik, Haage tee 1	3	79	Tartu maakond	283	Kambja vald	3986	Külitse alevik			08KI	Haage tee			0YWT	1			792833986000008KI00000YWT00000000	2846625	6466975	652750	58,31668	26,607	58°19'0.06"	26°36'25.20"
2187917	41800	3	100	Vajab renoveerimist	1928	Raigaste Rõngu vald Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Raigaste küla	1	79	Tartu maakond	171	Elva vald	6748	Raigaste küla											791716748000000000000000000000000	2974800	6444648	631923	58,1231	26,23911	58°7'23.18"	26°14'20.81"
2187933	85000	5	NA	NA	2011	Kuple Kõo Kõo vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Põhja-Sakala vald, Pilistvere küla, Kuple	3	84	Viljandi maakond	615	Põhja-Sakala vald	6247	Pilistvere küla					1T0L	Kuple					846156247000000001T0L000000000000	3242781	6503491	602318	58,65912	25,76314	58°39'32.82"	25°45'47.30"
2187977	111900	3	94.4	Uus	2013	Pähna Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Õssu küla, Pähna tn	2	79	Tartu maakond	283	Kambja vald	9717	Õssu küla			0D7M	Pähna tn							79283971700000D7M0000000000000000	2843187	6472640	655071	58,36669	26,65039	58°22'0.09"	26°39'1.40"
2188057	85000	5	162	NA	1997	Otepää Otepää vald Valgamaa	2013	Valgamaa	Valga maakond, Otepää vald, Otepää linn	1	81	Valga maakond	557	Otepää vald	5755	Otepää linn											815575755000000000000000000000000	2974863	6438107	647308	58,05954	26,49588	58°3'34.34"	26°29'45.18"
2188079	65000	4	118.7	Renoveeritud	1969	Lukova 26a Beresje Mikitamäe vald Põlvamaa	2013	Põlvamaa	Võru maakond, Setomaa vald, Beresje küla, Lukova tn 26a	3	87	Võru maakond	732	Setomaa vald	1489	Beresje küla			0MCD	Lukova tn			71NW	26a			87732148900000MCD000071NW00000000	3361817	6444197	711288	58,08814	27,58368	58°5'17.30"	27°35'1.23"
2188123	39000	7	521.8	Renoveeritud	1898	 koos kõrvalhoonetega Kärsa Ahja vald Põlvamaa	2013	Põlvamaa	Põlva maakond	1	64	Põlva maakond	000														640000000000000000000000000000000	3132967	6438625	680293	58,05194	27,05446	58°3'6.97"	27°3'16.04"
2188125	67000	4	110	NA	1930	Lootuse Elva Tartumaa	2013	Tartumaa	Tartu maakond, Elva vald, Elva linn, Lootuse tn	2	79	Tartu maakond	171	Elva vald	1586	Elva linn			0S6N	Lootuse tn							79171158600000S6N0000000000000000	2997792	6455635	642638	58,21835	26,42757	58°13'6.04"	26°25'39.26"
2188164	72500	4	214.4	Valmis	1981	Rohu Türi Türi vald Järvamaa	2013	Järvamaa	Järva maakond, Türi vald, Türi linn, Rohu tn 1	3	52	Järva maakond	834	Türi vald	8594	Türi linn			0UGZ	Rohu tn			CJD7	1			52834859400000UGZ0000CJD700000000	3530882	6519429	582913	58,80632	25,43474	58°48'22.75"	25°26'5.06"
2188182	12000	13	270.9	Vajab renoveerimist	1970	Aravete Ambla vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Aravete alevik	1	52	Järva maakond	255	Järva vald	1326	Aravete alevik											522551326000000000000000000000000	2569729	6558041	600599	59,14909	25,75816	59°8'56.71"	25°45'29.39"
2188203	169000	4	135	Uus	2013	Paruni 27 Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tn 27	3	79	Tartu maakond	283	Kambja vald	9835	Ülenurme alevik			0B05	Paruni tn			2VQ4	27			79283983500000B0500002VQ400000000	2845763	6466576	659845	58,31057	26,72768	58°18'38.06"	26°43'39.66"
2188204	169000	4	136.3	Uus	2013	Paruni 25 Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tn 25	3	79	Tartu maakond	283	Kambja vald	9835	Ülenurme alevik			0B05	Paruni tn			2VQ3	25			79283983500000B0500002VQ300000000	2857708	6466612	659849	58,31089	26,72778	58°18'39.21"	26°43'39.99"
2188210	150000	5	77.3	Renoveeritud	1960	Männiallee Jabara Lüganuse vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Lüganuse vald, Jabara küla, Männiallee	3	45	Ida-Viru maakond	442	Lüganuse vald	2150	Jabara küla					45TQ	Männiallee					4544221500000000045TQ000000000000	3232096	6592162	672902	59,43195	27,04751	59°25'55.02"	27°2'51.04"
2188211	129000	4	85	Valmis	2001	Kivimänni Puhkova Vaivara vald Ida-Virumaa	2013	Ida-Virumaa	Ida-Viru maakond, Narva-Jõesuu linn, Puhkova küla, Kivimänni	3	45	Ida-Viru maakond	514	Narva-Jõesuu linn	6396	Puhkova küla					0M1B	Kivimänni					455146396000000000M1B000000000000	2810280	6592330	725878	59,40856	27,97949	59°24'30.82"	27°58'46.16"
2188212	28500	3	167.5	Vajab renoveerimist	1927	Sõpruse Tiheda Kasepää vald Jõgevamaa	2013	Jõgevamaa	Jõgeva maakond, Mustvee vald, Tiheda küla, Sõpruse tn 1	3	50	Jõgeva maakond	486	Mustvee vald	8210	Tiheda küla			0KSZ	Sõpruse tn			5WHK	1			50486821000000KSZ00005WHK00000000	3342264	6522224	670486	58,8057	26,95079	58°48'20.53"	26°57'2.85"
2188214	11000	2	47.3	Vajab renoveerimist	1960	Väike-Kareda Koigi vald Järvamaa	2013	Järvamaa	Järva maakond, Järva vald, Väike-Kareda küla	1	52	Järva maakond	255	Järva vald	9623	Väike-Kareda küla											522559623000000000000000000000000	2569823	6528685	604384	58,88473	25,81044	58°53'5.04"	25°48'37.57"
2188217	185000	4	113	Uus	2013	Arkma Türi vald Järvamaa	2013	Järvamaa	Järva maakond, Türi vald, Arkma küla	1	52	Järva maakond	834	Türi vald	1359	Arkma küla											528341359000000000000000000000000	2556583	6503396	593108	58,66034	25,60446	58°39'37.22"	25°36'16.04"
2188219	98000	5	379	Valmis	1920	Künka Kunda jõe kaldal Rahkla Sõmeru vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond	1	60	Lääne-Viru maakond	000														600000000000000000000000000000000	2674736	6581207	634272	59,34767	26,36048	59°20'51.61"	26°21'37.74"
2188222	28000	3	192	Valmis	1920	Metsanurga Aruküla Vinni vald Lääne-Virumaa	2013	Lääne-Virumaa	Lääne-Viru maakond, Vinni vald, Aruküla, Metsanurga	3	60	Lääne-Viru maakond	901	Vinni vald	1372	Aruküla					0U88	Metsanurga					609011372000000000U88000000000000	2827933	6565652	641322	59,20585	26,47423	59°12'21.04"	26°28'27.23"
2188224	46000	5	105	Valmis	1930	Metsa - Karste Kanepi vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Karste küla, Metsa-Kuku	3	64	Põlva maakond	284	Kanepi vald	2769	Karste küla					37LQ	Metsa-Kuku					6428427690000000037LQ000000000000	3135481	6433222	657000	58,01237	26,65666	58°0'44.53"	26°39'23.96"
2188226	15000	3	87	Vajab renoveerimist	1870	Teeveere Magari Kanepi vald Põlvamaa	2013	Põlvamaa	Põlva maakond, Kanepi vald, Magari küla, Teeveere	3	64	Põlva maakond	284	Kanepi vald	4730	Magari küla					6QM4	Teeveere					642844730000000006QM4000000000000	3135330	6429791	668792	57,97724	26,85349	57°58'38.07"	26°51'12.57"
2188227	199000	3	184.3	Renoveeritud	1932	 Lindi Audru vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Lindi küla	1	68	Pärnu maakond	624	Pärnu linn	4384	Lindi küla											686244384000000000000000000000000	3020369	6465776	515304	58,33231	24,26125	58°19'56.30"	24°15'40.48"
2188229	44000	6	98.8	Valmis	1930	Õnnesaare Randivälja Tori vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Tori vald, Randivälja küla, Õnnesaare	3	68	Pärnu maakond	809	Tori vald	6792	Randivälja küla					32RJ	Õnnesaare					6880967920000000032RJ000000000000	3388615	6481192	546092	58,46855	24,78988	58°28'6.77"	24°47'23.55"
2188250	109000	5	227	Valmis	2006	Paala tee Viljandi Viljandimaa	2013	Viljandimaa	Viljandi maakond, Viljandi linn, Paala tee 10	3	84	Viljandi maakond	897	Viljandi linn					05DU	Paala tee			341P	10			848970000000005DU0000341P00000000	175834	6470713	592627	58,36709	25,58288	58°22'1.51"	25°34'58.38"
2188289	75000	6	165	Vajab renoveerimist	1988	Männimetsa tee Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Männimetsa tee 1	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SVB	Männimetsa tee			BCMH	1			68624661900000SVB0000BCMH00000000	3060361	6467246	533822	58,34446	24,57756	58°20'40.07"	24°34'39.21"
2188304	2e+05	5	167.8	Valmis	2005	K.Veeberi 12 Ihaste Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, K. Veeberi tn 12	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0T0J	K. Veeberi tn			BGQM	12			79793815100000T0J0000BGQM00000000	3074648	6471913	663194	58,35721	26,78855	58°21'25.97"	26°47'18.78"
2188309	22000	3	80	Vajab renoveerimist	1930	Paju Jõõdre Ridala vald Läänemaa	2013	Läänemaa	Lääne maakond, Haapsalu linn, Jõõdre küla, Paju	3	56	Lääne maakond	184	Haapsalu linn	2285	Jõõdre küla					72YF	Paju					5618422850000000072YF000000000000	2654774	6524514	478995	58,85942	23,636	58°51'33.92"	23°38'9.59"
2188330	65000	4	208.8	Valmis	1997	Võru 101 Valga Valgamaa	2013	Valgamaa	Valga maakond, Valga vald, Valga linn, Võru tn 101	3	81	Valga maakond	855	Valga vald	8918	Valga linn			0SAV	Võru tn			B4RI	101			81855891800000SAV0000B4RI00000000	3013459	6404718	623698	57,76716	26,07861	57°46'1.77"	26°4'43.00"
2188364	310000	5	300	Uus	2009	Ülevälja Soinaste Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Soinaste küla, Ülevälja tn 11	3	79	Tartu maakond	283	Kambja vald	7666	Soinaste küla			0F02	Ülevälja tn			2U2K	11			79283766600000F0200002U2K00000000	2836044	6469771	658421	58,33975	26,70561	58°20'23.11"	26°42'20.19"
2188369	69000	3	149.3	Renoveeritud	1925	Torni Võeva Märjamaa vald Raplamaa	2013	Raplamaa	Rapla maakond, Märjamaa vald, Võeva küla, Torni	3	71	Rapla maakond	502	Märjamaa vald	9493	Võeva küla					70LR	Torni					7150294930000000070LR000000000000	3558819	6515809	528671	58,78083	24,49573	58°46'50.99"	24°29'44.63"
2188444	21990	3	233	NA	1907	Saunametsa Talu Laekannu Avinurme vald Ida-Virumaa	2013	Ida-Virumaa	Jõgeva maakond, Mustvee vald, Laekannu küla, Saunametsa	3	50	Jõgeva maakond	486	Mustvee vald	4033	Laekannu küla					734T	Saunametsa					50486403300000000734T000000000000	3360179	6538599	659120	58,95693	26,76598	58°57'24.94"	26°45'57.52"
2188451	155000	4	181.3	Vajab renoveerimist	1963	C.R. Jakobsoni 15 Tähtvere Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu linn, Tartu linn, C. R. Jakobsoni tn 15	3	79	Tartu maakond	793	Tartu linn	8151	Tartu linn			0SSH	C. R. Jakobsoni tn			BF2R	15			79793815100000SSH0000BF2R00000000	3069141	6474376	657983	58,38122	26,7013	58°22'52.40"	26°42'4.68"
2188482	95000	4	66.7	Renoveeritud	1890	Karusselli 65 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Karusselli tn 65	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SZ0	Karusselli tn			BKE9	65			68624661900000SZ00000BKE900000000	3094920	6470787	529947	58,37654	24,51185	58°22'35.54"	24°30'42.67"
2188545	136000	4	186	Renoveeritud	1979	Merimetsa 80 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Merimetsa tn 80	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SJV	Merimetsa tn			BHH6	80			68624661900000SJV0000BHH600000000	3076564	6468114	533446	58,35229	24,57127	58°21'8.23"	24°34'16.56"
2188550	24000	4	100	Vajab renoveerimist	1957	Kodasmaa-Kõlvati tee Soeva Audru vald Pärnumaa	2013	Pärnumaa	Pärnu maakond	1	68	Pärnu maakond	000														680000000000000000000000000000000	2908388	6471454	529885	58,38253	24,51088	58°22'57.11"	24°30'39.17"
2188565	235000	6	260	Uus	2006	Käärasoo 8 Paikuse Paikuse vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Paikuse alev, Käärasoo tee 8	3	68	Pärnu maakond	624	Pärnu linn	5864	Paikuse alev			0OPK	Käärasoo tee			8Y56	8			68624586400000OPK00008Y5600000000	3034714	6469598	535935	58,36541	24,61401	58°21'55.48"	24°36'50.43"
2188570	5000	6	NA	Vajab renoveerimist	1900	Veelikse Abja vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Mulgi vald, Veelikse küla	1	84	Viljandi maakond	480	Mulgi vald	9167	Veelikse küla											844809167000000000000000000000000	3221472	6442417	573161	58,11677	25,24137	58°7'0.36"	25°14'28.94"
2188589	47500	4	120.2	NA	1982	Rooli tee 26 Laadi Tahkuranna vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Häädemeeste vald, Laadi küla, Rooli tee 26	3	68	Pärnu maakond	214	Häädemeeste vald	4004	Laadi küla			0KDU	Rooli tee			3ZMX	26			68214400400000KDU00003ZMX00000000	2940110	6459448	534481	58,2744	24,58765	58°16'27.84"	24°35'15.53"
2188591	89900	5	216	Vajab renoveerimist	1890	 Päigiste Halliste vald Viljandimaa	2013	Viljandimaa	Viljandi maakond, Mulgi vald, Päigiste küla	1	84	Viljandi maakond	480	Mulgi vald	6575	Päigiste küla											844806575000000000000000000000000	3221449	6446063	580196	58,14827	25,36196	58°8'53.77"	25°21'43.07"
2188608	760000	NA	991.9	Renoveeritud	1850	Otimõisa Oti Pöide vald Saaremaa	2013	Saaremaa	Saare maakond	1	74	Saare maakond	000														740000000000000000000000000000000	100009	6457965	411216	58,25346	22,48768	58°15'12.44"	22°29'15.64"
2188662	289000	5	265.4	Uus	2009	Mõisatorni 7 Vahi Tartu vald Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Vahi alevik, Mõisatorni tn 7	3	79	Tartu maakond	796	Tartu vald	8850	Vahi alevik			07LL	Mõisatorni tn			697B	7			797968850000007LL0000697B00000000	2840200	6476918	659227	58,40358	26,72431	58°24'12.87"	26°43'27.52"
2188678	289000	5	265.4	Uus	2009	Mõisatorni Tartu Tartumaa	2013	Tartumaa	Tartu maakond, Tartu vald, Vahi alevik, Mõisatorni tn	2	79	Tartu maakond	796	Tartu vald	8850	Vahi alevik			07LL	Mõisatorni tn							797968850000007LL0000000000000000	2842877	6476874	659264	58,40317	26,72491	58°24'11.40"	26°43'29.69"
2188769	85000	5	162	NA	1997	Otepää Otepää vald Valgamaa	2013	Valgamaa	Valga maakond, Otepää vald, Otepää linn	1	81	Valga maakond	557	Otepää vald	5755	Otepää linn											815575755000000000000000000000000	2974863	6438107	647308	58,05954	26,49588	58°3'34.34"	26°29'45.18"
2188771	175000	4	160.9	Uus	2013	Paruni 56 Ülenurme Ülenurme vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tn 56	3	79	Tartu maakond	283	Kambja vald	9835	Ülenurme alevik			0B05	Paruni tn			3GCM	56			79283983500000B0500003GCM00000000	2862617	6466714	659973	58,31176	26,72996	58°18'42.35"	26°43'47.86"
2188787	85000	5	162	NA	1997	Otepää Otepää vald Valgamaa	2013	Valgamaa	Valga maakond, Otepää vald, Otepää linn	1	81	Valga maakond	557	Otepää vald	5755	Otepää linn											815575755000000000000000000000000	2974863	6438107	647308	58,05954	26,49588	58°3'34.34"	26°29'45.18"
2188794	78000	5	162	NA	1997	  Otepää Otepää vald Valgamaa	2013	Valgamaa	Valga maakond, Otepää vald, Otepää linn	1	81	Valga maakond	557	Otepää vald	5755	Otepää linn											815575755000000000000000000000000	2974863	6438107	647308	58,05954	26,49588	58°3'34.34"	26°29'45.18"
2188797	23000	3	48.9	Vajab renoveerimist	1953	 tn. Türi Türi vald Järvamaa	2013	Järvamaa	Järva maakond, Türi vald, Türi linn, A. Haava tn 1	3	52	Järva maakond	834	Türi vald	8594	Türi linn			0UG0	A. Haava tn			CJE3	1			52834859400000UG00000CJE300000000	3530972	6520318	581983	58,81448	25,41898	58°48'52.12"	25°25'8.32"
2188814	94000	4	137.4	Renoveeritud	1956	Kaevu 23 Pärnu Pärnumaa	2013	Pärnumaa	Pärnu maakond, Pärnu linn, Pärnu linn, Kaevu tn 23	3	68	Pärnu maakond	624	Pärnu linn	6619	Pärnu linn			0SRA	Kaevu tn			B72X	23			68624661900000SRA0000B72X00000000	3042905	6472931	529447	58,39582	24,50358	58°23'44.96"	24°30'12.90"
2188824	59800	4	96	Keskmine	1990	Põripõllu küla vambo talu Orissaare vald Saaremaa	2013	Saaremaa	Rapla maakond, Kehtna vald, Põllu küla	1	71	Rapla maakond	293	Kehtna vald	6530	Põllu küla											712936530000000000000000000000000	3158048	6523245	555589	58,84496	24,96295	58°50'41.85"	24°57'46.62"
2188862	42000	4	179.2	Valmis	1930	Mustla Paide vald Järvamaa	2013	Järvamaa	Järva maakond, Paide linn, Mustla küla	1	52	Järva maakond	567	Paide linn	5083	Mustla küla											525675083000000000000000000000000	2647086	6546885	581883	59,05295	25,42703	59°3'10.63"	25°25'37.30"
2188863	145000	15	899.9	Valmis	1932	Postikooli Rabaküla Surju vald Pärnumaa	2013	Pärnumaa	Pärnu maakond, Saarde vald, Rabaküla, Postikooli	3	68	Pärnu maakond	712	Saarde vald	6705	Rabaküla					3Z29	Postikooli					687126705000000003Z29000000000000	2910446	6458192	539989	58,26266	24,68129	58°15'45.56"	24°40'52.66"
2188864	77000	3	120	Valmis	1988	Kullaga Kambja vald Tartumaa	2013	Tartumaa	Tartu maakond, Kambja vald, Kullaga küla	1	79	Tartu maakond	283	Kambja vald	3585	Kullaga küla											792833585000000000000000000000000	2822800	6455475	654133	58,21303	26,62291	58°12'46.89"	26°37'22.47"
