Sisend ID;PAARID;KOHAD;POS_KOHAD;KOLLOKAADID;POS_KOLLOKAADID;NER_KOLLOKAADID;KOKKU;KOHT_KOKKU;KOLL_KOKKU;N;E;Z-skoor;Täisaadress;Kvaliteet;Objekti liik;Koodaadress;L-Est X;L-Est Y;N;E;N (dms);E (dms)
91;Rootsi pakutud;Rootsi;H;pakutud;A;O;1;18;2;45442;0,000792219;35,50040239;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
92;Tõnismägi üksik;Tõnismägi;H;üksik;A;O;1;3;13;45442;0,000858237;34,10542985;Harju maakond, Tallinn, Kesklinna linnaosa, Tõnismägi;Leiti aadress, üks objekti vaste;2;37784029800000M4L0000000000000000;6588254;542064;59.43005;24.74112;"59°25'48.17""";"24°44'28.05"""
93;Jägala sinine;Jägala;H;sinine;A;O;1;8;5;45442;0,000880243;33,67567193;Harju maakond, Jõelähtme vald, Jägala küla;Leiti aadress, üks objekti vaste;1;372452299000000000000000000000000;6586712;570366;59.41246;25.23918;"59°24'44.85""";"25°14'21.06"""
94;Kuimetsa kindel;Kuimetsa;H;kindel;A;O;4;29;23;45442;0,014678051;32,89494865;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
95;Saksa jõukas;Saksa;H;jõukas;A;O;1;21;2;45442;0,000924255;32,862643;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
96;Eesti prii;Eesti;H;prii;A;O;1;21;2;45442;0,000924255;32,862643;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
97;Poola viimane;Poola;H;viimane;A;O;1;3;15;45442;0,000990273;31,74623147;Tartu maakond, Elva vald, Neemisküla, Poola;Leiti aadress, üks objekti vaste;3;791715393000000000B8R000000000000;6463948;627511;58.2976;26.1749;"58°17'51.35""";"26°10'29.64"""
98;Eesti kuulus;Eesti;H;kuulus;A;O;2;21;9;45442;0,004159148;30,94736837;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
99;Lasna tagumine;Lasna;H;tagumine;A;O;1;8;6;45442;0,001056292;30,73612516;Harju maakond, Tallinn, Lasnamäe linnaosa;Leiti aadress, üks objekti vaste;1;377840387000000000000000000000000;6588567;546772;59.43236;24.82413;"59°25'56.51""";"24°49'26.88"""
100;Pirita lihane;Pirita;H;lihane;A;O;1;16;3;45442;0,001056292;30,73612516;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
101;Rootsimaa kallis;Rootsimaa;H;kallis;A;O;1;2;24;45442;0,001056292;30,73612516;Saare maakond, Saaremaa vald, Laadla küla, Rootsimaa;Leiti aadress, üks objekti vaste;3;747144009000000002Y8K000000000000;6427587;384092;57.9745;22.041;"57°58'28.19""";"22°2'27.59"""
102;Pirita viimne;Pirita;H;viimne;A;O;3;16;27;45442;0,009506624;30,67112388;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
103;Harju peetud;Harju;H;peetud;A;O;1;7;7;45442;0,001078298;30,42020436;Harju maakond;Leiti aadress, üks objekti vaste;1;370000000000000000000000000000000;6588644;542220;59.43353;24.74395;"59°26'0.72""";"24°44'38.21"""
104;Vene endine;Vene;H;endine;A;O;3;28;16;45442;0,009858721;30,11489964;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
105;Pihkva imelik;Pihkva;H;imelik;A;O;1;2;25;45442;0,001100304;30,11380249;Jõgeva maakond, Mustvee vald, Mustvee linn, Pihkva tn;Leiti aadress, üks objekti vaste;2;50486509700000TFB0000000000000000;6525779;670109;58.83774;26.94698;"58°50'15.85""";"26°56'49.11"""
106;Saksamaa ainus;Saksamaa;H;ainus;A;O;1;2;25;45442;0,001100304;30,11380249;Tartu maakond, Peipsiääre vald, Papiaru küla, Saksamaa;Leiti aadress, üks objekti vaste;3;795865981000000001R6E000000000000;6490653;666206;58.52418;26.85357;"58°31'27.05""";"26°51'12.86"""
107;Võnnu päälik;Võnnu;H;päälik;A;O;1;3;17;45442;0,00112231;29,81645066;Tartu maakond, Kastre vald, Võnnu alevik;Leiti aadress, üks objekti vaste;1;792919570000000000000000000000000;6464834;678429;58.28777;27.04305;"58°17'15.97""";"27°2'34.98"""
108;Eesti rikas;Eesti;H;rikas;A;O;2;21;10;45442;0,004621275;29,35245349;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
109;Viru verine;Viru;H;verine;A;O;1;9;6;45442;0,001188328;28,97446646;Võru maakond, Rõuge vald, Viru küla;Leiti aadress, üks objekti vaste;1;876989391000000000000000000000000;6403503;663727;57.74332;26.74976;"57°44'35.97""";"26°44'59.12"""
110;Viru elav;Viru;H;elav;A;O;1;9;6;45442;0,001188328;28,97446646;Võru maakond, Rõuge vald, Viru küla;Leiti aadress, üks objekti vaste;1;876989391000000000000000000000000;6403503;663727;57.74332;26.74976;"57°44'35.97""";"26°44'59.12"""
111;Jägala tuntud;Jägala;H;tuntud;A;O;1;8;7;45442;0,00123234;28,4511075;Harju maakond, Jõelähtme vald, Jägala küla;Leiti aadress, üks objekti vaste;1;372452299000000000000000000000000;6586712;570366;59.41246;25.23918;"59°24'44.85""";"25°14'21.06"""
112;Vene piiratud;Vene;H;piiratud;A;O;1;28;2;45442;0,00123234;28,4511075;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
113;Vene teatud;Vene;H;teatud;A;O;1;28;2;45442;0,00123234;28,4511075;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
114;Kuimetsa vallatu;Kuimetsa;H;vallatu;A;O;1;29;2;45442;0,001276352;27,95503595;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
115;Kuimetsa kogu;Kuimetsa;H;kogu;A;O;1;29;2;45442;0,001276352;27,95503595;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
116;Kuimetsa laialine;Kuimetsa;H;laialine;A;O;1;29;2;45442;0,001276352;27,95503595;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
117;Kuimetsa aurav;Kuimetsa;H;aurav;A;O;1;29;2;45442;0,001276352;27,95503595;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
118;Kuimetsa vagane;Kuimetsa;H;vagane;A;O;1;29;2;45442;0,001276352;27,95503595;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
119;Liivi seisev;Liivi;H;seisev;A;O;1;15;4;45442;0,001320364;27,48395872;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
120;Läti hirmus;Läti;H;hirmus;A;O;1;2;30;45442;0,001320364;27,48395872;Rapla maakond, Märjamaa vald, Läti küla;Leiti aadress, üks objekti vaste;1;715024647000000000000000000000000;6514129;512587;58.76651;24.21754;"58°45'59.45""";"24°13'3.15"""
121;Liivi endine;Liivi;H;endine;A;O;2;15;16;45442;0,005281458;27,4476219;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
122;Eesti lastud;Eesti;H;lastud;A;O;1;21;3;45442;0,001386383;26,81982427;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
123;Saksa tapetud;Saksa;H;tapetud;A;O;1;21;3;45442;0,001386383;26,81982427;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
124;Saksa tark;Saksa;H;tark;A;O;2;21;12;45442;0,005545531;26,78259011;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
125;Pirita tõusev;Pirita;H;tõusev;A;O;1;16;4;45442;0,001408389;26,60888307;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
126;Toompea ainuke;Toompea;H;ainuke;A;O;1;5;13;45442;0,001430395;26,40282414;Harju maakond, Tallinn, Kesklinna linnaosa, Toompea tn;Leiti aadress, üks objekti vaste;2;377840298000004AY0000000000000000;6588658;541967;59.43368;24.73949;"59°26'1.26""";"24°44'22.18"""
127;vene väsinud;vene;G;väsinud;A;O;1;6;11;45442;0,001452401;26,20146187;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
128;Harju rikas;Harju;H;rikas;A;O;1;7;10;45442;0,001540425;25,43959451;Harju maakond;Leiti aadress, üks objekti vaste;1;370000000000000000000000000000000;6588644;542220;59.43353;24.74395;"59°26'0.72""";"24°44'38.21"""
129;Harju tume;Harju;H;tume;A;O;1;7;10;45442;0,001540425;25,43959451;Harju maakond;Leiti aadress, üks objekti vaste;1;370000000000000000000000000000000;6588644;542220;59.43353;24.74395;"59°26'0.72""";"24°44'38.21"""
130;Tallinn seitsmenädalane;Tallinn;H;seitsmenädalane;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
131;Rootsi kihutanud;Rootsi;H;kihutanud;A;O;1;18;4;45442;0,001584437;25,08267277;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
132;Tallinn ajaloolik;Tallinn;H;ajaloolik;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
133;Tallinn avaldav;Tallinn;H;avaldav;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
134;Rootsi määratu;Rootsi;H;määratu;A;O;1;18;4;45442;0,001584437;25,08267277;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
135;Tallinn käepärane;Tallinn;H;käepärane;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
136;Lasna uus;Lasna;H;uus;A;O;1;8;9;45442;0,001584437;25,08267277;Harju maakond, Tallinn, Lasnamäe linnaosa;Leiti aadress, üks objekti vaste;1;377840387000000000000000000000000;6588567;546772;59.43236;24.82413;"59°25'56.51""";"24°49'26.88"""
137;Viru tunginud;Viru;H;tunginud;A;O;1;9;8;45442;0,001584437;25,08267277;Võru maakond, Rõuge vald, Viru küla;Leiti aadress, üks objekti vaste;1;876989391000000000000000000000000;6403503;663727;57.74332;26.74976;"57°44'35.97""";"26°44'59.12"""
138;Rootsi vapper;Rootsi;H;vapper;A;O;1;18;4;45442;0,001584437;25,08267277;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
139;Tallinn tõenäitlik;Tallinn;H;tõenäitlik;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
140;Tallinn surelik;Tallinn;H;surelik;A;O;1;72;1;45442;0,001584437;25,08267277;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
141;Moskva eksinud;Moskva;H;eksinud;A;O;1;11;7;45442;0,001694468;24,25195948;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
142;Moskva peetud;Moskva;H;peetud;A;O;1;11;7;45442;0,001694468;24,25195948;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
143;Tallinn päälik;Tallinn;H;päälik;A;O;4;72;17;45442;0,026935434;24,2082632;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
144;vene sagedane;vene;G;sagedane;A;O;1;6;13;45442;0,001716474;24,09546555;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
145;vene kibe;vene;G;kibe;A;O;1;6;13;45442;0,001716474;24,09546555;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
146;Eesti selge;Eesti;H;selge;A;O;2;21;15;45442;0,006931913;23,93842521;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
147;Lasna tume;Lasna;H;tume;A;O;1;8;10;45442;0,001760486;23,79131691;Harju maakond, Tallinn, Lasnamäe linnaosa;Leiti aadress, üks objekti vaste;1;377840387000000000000000000000000;6588567;546772;59.43236;24.82413;"59°25'56.51""";"24°49'26.88"""
148;Pirita vaba;Pirita;H;vaba;A;O;1;16;5;45442;0,001760486;23,79131691;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
149;Pirita vaga;Pirita;H;vaga;A;O;1;16;5;45442;0,001760486;23,79131691;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
150;Viru praegune;Viru;H;praegune;A;O;1;9;9;45442;0,001782492;23,64347961;Võru maakond, Rõuge vald, Viru küla;Leiti aadress, üks objekti vaste;1;876989391000000000000000000000000;6403503;663727;57.74332;26.74976;"57°44'35.97""";"26°44'59.12"""
151;Vene valgendav;Vene;H;valgendav;A;O;1;28;3;45442;0,00184851;23,21590056;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
152;Eesti seisev;Eesti;H;seisev;A;O;1;21;4;45442;0,00184851;23,21590056;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
153;Kuimetsa parajane;Kuimetsa;H;parajane;A;O;1;29;3;45442;0,001914528;22,81060616;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
154;Moskva kangekaelne;Moskva;H;kangekaelne;A;O;1;11;8;45442;0,001936534;22,68013007;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
155;vene valge;vene;G;valge;A;O;1;6;15;45442;0,001980547;22,42572388;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
156;Liivi kuldne;Liivi;H;kuldne;A;O;1;15;6;45442;0,001980547;22,42572388;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
157;Moskva raske;Moskva;H;raske;A;O;2;11;33;45442;0,007988205;22,28780564;Võru maakond, Setomaa vald, Mokra küla, Moskva;Leiti aadress, üks objekti vaste;3;877324970000000000QCV000000000000;6394885;701108;57.65073;27.36934;"57°39'2.61""";"27°22'9.61"""
158;Lääs uhke;Lääs;H;uhke;A;O;1;3;32;45442;0,002112583;21,7107411;Harju maakond, Raasiku vald, Järsi küla, Alajaama 1;Ajalooline aadress, leiti uus kehtiv vaste;3;376512335000000009GER000000000000;6580928;559549;59.3622;25.04713;"59°21'43.92""";"25°2'49.68"""
159;Harju rõõmus;Harju;H;rõõmus;A;O;1;7;14;45442;0,002156595;21,48711321;Harju maakond;Leiti aadress, üks objekti vaste;1;370000000000000000000000000000000;6588644;542220;59.43353;24.74395;"59°26'0.72""";"24°44'38.21"""
160;Eesti väärt;Eesti;H;väärt;A;O;1;21;5;45442;0,002310638;20,75531891;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
161;Eesti kestnud;Eesti;H;kestnud;A;O;1;21;5;45442;0,002310638;20,75531891;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
162;Liivi peetud;Liivi;H;peetud;A;O;1;15;7;45442;0,002310638;20,75531891;Lääne maakond, Lääne-Nigula vald, Liivi küla;Leiti aadress, üks objekti vaste;1;564414361000000000000000000000000;6523888;498261;58.85431;23.96987;"58°51'15.52""";"23°58'11.53"""
163;Vene kentsakas;Vene;H;kentsakas;A;O;2;28;15;45442;0,009242551;20,70724982;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
164;Rootsi verine;Rootsi;H;verine;A;O;1;18;6;45442;0,002376656;20,46366624;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
165;vene õnnetu;vene;G;õnnetu;A;O;1;6;18;45442;0,002376656;20,46366624;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
166;Tallinn suur;Tallinn;H;suur;A;O;9;72;119;45442;0,188548039;20,29254266;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
167;Pirita julge;Pirita;H;julge;A;O;1;16;7;45442;0,00246468;20,09314827;Harju maakond, Tallinn, Pirita linnaosa;Leiti aadress, üks objekti vaste;1;377840596000000000000000000000000;6592619;547345;59.46867;24.83512;"59°28'7.21""";"24°50'6.43"""
168;Vene selleaegne;Vene;H;selleaegne;A;O;1;28;4;45442;0,00246468;20,09314827;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
169;Vene nõder;Vene;H;nõder;A;O;1;28;4;45442;0,00246468;20,09314827;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
170;Vene kelm;Vene;H;kelm;A;O;1;28;4;45442;0,00246468;20,09314827;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
171;Põltsamaa kange;Põltsamaa;H;kange;A;O;1;6;19;45442;0,002508692;19,91523396;Jõgeva maakond, Põltsamaa vald;Leiti aadress, üks objekti vaste;1;506180000000000000000000000000000;6503283;614782;58.65413;25.97769;"58°39'14.87""";"25°58'39.70"""
172;Kuimetsa kurb;Kuimetsa;H;kurb;A;O;1;29;4;45442;0,002552705;19,74193334;Rapla maakond, Rapla vald, Kuimetsa küla;Leiti aadress, üks objekti vaste;1;716683541000000000000000000000000;6545803;564378;59.04623;25.12171;"59°2'46.41""";"25°7'18.14"""
173;Viru pime;Viru;H;pime;A;O;1;9;13;45442;0,002574711;19,65695137;Võru maakond, Rõuge vald, Viru küla;Leiti aadress, üks objekti vaste;1;876989391000000000000000000000000;6403503;663727;57.74332;26.74976;"57°44'35.97""";"26°44'59.12"""
174;Rooma suur;Rooma;H;suur;A;O;1;1;119;45442;0,002618723;19,4902069;Pärnu maakond, Pärnu linn, Lemmetsa küla, Rooma;Leiti aadress, üks objekti vaste;3;686244268000000006BGR000000000000;6476131;520563;58.42506;24.35194;"58°25'30.22""";"24°21'7.00"""
175;Jägala paks;Jägala;H;paks;A;O;1;8;15;45442;0,002640729;19,40839957;Harju maakond, Jõelähtme vald, Jägala küla;Leiti aadress, üks objekti vaste;1;372452299000000000000000000000000;6586712;570366;59.41246;25.23918;"59°24'44.85""";"25°14'21.06"""
176;pai punane;pai;S;punane;A;O;1;10;12;45442;0,002640729;19,40839957;Järva maakond, Paide linn;Leiti aadress, üks objekti vaste;1;525670000000000000000000000000000;6533503;592859;58.93061;25.61264;"58°55'50.21""";"25°36'45.50"""
177;saksa vana;saksa;G;vana;A;O;1;2;61;45442;0,002684741;19,24780753;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
178;Saksa viisakas;Saksa;H;viisakas;A;O;1;21;6;45442;0,002772765;18,93815108;Rapla maakond, Kehtna vald, Saksa küla;Leiti aadress, üks objekti vaste;1;712937353000000000000000000000000;6534209;550668;58.94399;24.88021;"58°56'38.36""";"24°52'48.74"""
179;Eesti sõjapäälik;Eesti;H;sõjapäälik;A;O;1;21;6;45442;0,002772765;18,93815108;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
180;Tallinn peetud;Tallinn;H;peetud;A;O;2;72;7;45442;0,011091061;18,88549403;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
181;Eesti imelik;Eesti;H;imelik;A;O;2;21;25;45442;0,011553189;18,49963013;Viljandi maakond, Viljandi vald, Lalsi küla, Eesti;Leiti aadress, üks objekti vaste;3;848994088000000000KQV000000000000;6483669;618200;58.47719;26.02634;"58°28'37.89""";"26°1'34.84"""
182;Kose täis;Kose;H;täis;A;O;1;4;34;45442;0,002992826;18,22458081;Harju maakond, Kose vald;Leiti aadress, üks objekti vaste;1;373380000000000000000000000000000;6561137;566682;59.18351;25.16649;"59°11'0.63""";"25°9'59.36"""
183;vene tühi;vene;G;tühi;A;O;1;6;23;45442;0,003036838;18,09123799;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
184;Vene kahtlane;Vene;H;kahtlane;A;O;1;28;5;45442;0,00308085;17,96075709;Lääne-Viru maakond, Vinni vald, Venevere küla;Leiti aadress, üks objekti vaste;1;609019204000000000000000000000000;6544575;655117;59.012;26.70065;"59°0'43.19""";"26°42'2.34"""
185;Harju sügav;Harju;H;sügav;A;O;1;7;20;45442;0,00308085;17,96075709;Harju maakond;Leiti aadress, üks objekti vaste;1;370000000000000000000000000000000;6588644;542220;59.43353;24.74395;"59°26'0.72""";"24°44'38.21"""
186;Tallinn hooplik;Tallinn;H;hooplik;A;O;1;72;2;45442;0,003168875;17,70798163;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
187;Tallinn piiratud;Tallinn;H;piiratud;A;O;1;72;2;45442;0,003168875;17,70798163;Harju maakond, Tallinn;Leiti aadress, üks objekti vaste;1;377840000000000000000000000000000;6588522;542228;59.43244;24.74407;"59°25'56.78""";"24°44'38.64"""
188;Rootsi tunginud;Rootsi;H;tunginud;A;O;1;18;8;45442;0,003168875;17,70798163;Rapla maakond, Kohila vald, Rootsi küla;Leiti aadress, üks objekti vaste;1;713177085000000000000000000000000;6556826;542637;59.14789;24.74507;"59°8'52.40""";"24°44'42.25"""
189;Lasna surnud;Lasna;H;surnud;A;O;1;8;18;45442;0,003168875;17,70798163;Harju maakond, Tallinn, Lasnamäe linnaosa;Leiti aadress, üks objekti vaste;1;377840387000000000000000000000000;6588567;546772;59.43236;24.82413;"59°25'56.51""";"24°49'26.88"""
