id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_MNIMI	Added geom info_MKOOD	Added geom info_xcoord	Added geom info_ycoord
"15531"	"1876"	"11"	"27"		"Sõim ja vägivald; Kahjutasu"	Tartu	Kodavere	Alatskivi	"396"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"15543"	"1876"	"12"	"3"		Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"275"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12978"	"1884"	"9"	"20"	"189"	NULL	Viljandi	Kõpu	Suure-Kõpu	"425"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"14276"	"1858"	"3"	"7"	"4"	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	"1550"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"16220"	"1883"	"11"	"25"	"225"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"524"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13194"	"1902"	"12"	"13"	"23"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"1897"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14464"	"1903"	"11"	"7"	"21"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"2515"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13670"	"1883"	"8"	"6"	"10"	Määratlemata	Järva	Türi	Särevere	"206"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"12469"	"1880"	"11"	"13"	"562"	Varalised tehingud	Tartu	Kodavere	Alatskivi	"662"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12464"	"1893"	"6"	"7"	19/8	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded"	Lääne	Kullamaa	Piirsalu	"743"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12465"	"1893"	"6"	"7"	20/9	"Varalised tehingud; Laenud ja võlanõuded"	Lääne	Kullamaa	Piirsalu	"585"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13671"	"1883"	"9"	"3"	"11"	Määratlemata	Järva	Türi	Särevere	"205"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13274"	"1887"	"1"	"9"	"05"	NULL	Võru	Vastseliina	Misso	"544"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12979"	"1884"	"9"	"20"	"190"	NULL	Viljandi	Kõpu	Suure-Kõpu	"1012"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"13119"	"1884"	"8"	"11"	"16"	"Perekonna- ja pärimisasjad; Sõim ja vägivald"	Harju	Juuru	Kaiu	"2238"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"19494"	"1888"	"3"	"11"	"34"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"338"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14358"	"1880"	"10"	"3"	"31"	Määratlemata	Harju	Kose	Palvere	"2510"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"13275"	"1880"	"1"	"4"		Töö- ja teenistussuhted	Harju	Kose	Palvere	"866"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12282"	"1882"	"9"	"11"		Määratlemata	Lääne	Martna	Martna	"516"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"11077"	"1902"	"4"	"26"	"5"	"Perekonna- ja pärimisasjad; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded"	Tartu	Torma	Avinurme	"1661"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13118"	"1885"	"6"	"6"	"61"	"Töö- ja teenistussuhted; Laenud ja võlanõuded"	Pärnu	Tori	Sindi	"1189"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"12980"	"1884"	"9"	"20"	"191"	NULL	Viljandi	Kõpu	Suure-Kõpu	"771"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"12470"	"1880"	"11"	"13"	"563"	Määratlemata	Tartu	Kodavere	Alatskivi	"1514"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12981"	"1885"	"10"	"9"		Määratlemata	Lääne	Martna	Martna	"476"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12473"	"1882"	"9"	"25"		Määratlemata	Lääne	Martna	Martna	"568"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13123"	"1884"	"8"	"25"	"17"	Määratlemata	Harju	Juuru	Kaiu	"375"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"18730"	"1886"	"10"	"17"	"168"	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	"1228"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12471"	"1902"	"5"	"10"	"6"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"4295"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12478"	"1882"	"11"	"27"		Määratlemata	Lääne	Martna	Martna	"455"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"11266"	"1842"	"2"	"8"		Varavastased kuriteod	Tartu	Kodavere	Ranna	"477"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"17004"	"1881"	"12"	"18"	"33"	NULL	Harju	Kose	Palvere	"433"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"13124"	"1884"	"9"	"8"	"18"	Määratlemata	Harju	Juuru	Kaiu	"375"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"13313"	"1865"	"5"	"28"	"24"	Kahjutasu	Tartu	Võnnu	Rasina	"581"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"18308"	"1864"	"9"	"5"	"46"	Vallakohtu asjaajamine ja haldustoimingud 	Saare	Kihelkonna	Kotlandi	"449"	Saare maakond	"0074"	415113.808163332	6473268.50586371
"12481"	"1870"	"7"	"25"	"23"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Harju	Kose	Kose-Uuemõisa	"848"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12999"	"1876"	"7"	"16"		Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"453"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13110"	"1881"	"3"	"7"	"229"	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Järva	Türi	Särevere	"1991"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13272"	"1881"	"5"	"2"	"231"	"Perekonna- ja pärimisasjad; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. "	Järva	Türi	Särevere	"1348"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13314"	"1865"	"5"	"28"	"25"	Kahjutasu	Tartu	Võnnu	Rasina	"792"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12479"	"1902"	"5"	"10"	"7"	"Perekonna- ja pärimisasjad; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"2263"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12482"	"1883"	"1"	"29"		Määratlemata	Lääne	Martna	Martna	"457"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13120"	"1880"	"12"	"11"	"565"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"957"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13195"	"1867"	"7"	"25"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"819"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12488"	"1870"	"8"	"7"	"25"	"Sõim ja vägivald; Töö- ja teenistussuhted"	Harju	Kose	Kose-Uuemõisa	"1167"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"15544"	"1881"	"12"	"2"	"12"	Määratlemata	Lääne	Kullamaa	Kuijõe	"318"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12982"	"1885"	"10"	"18"	"6,7"	"Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Laenud ja võlanõuded; Muud üleastumised"	Lääne	Martna	Martna	"1592"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13001"	"1876"	"7"	"16"		Sõim ja vägivald	Tartu	Kodavere	Alatskivi	"440"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13125"	"1876"	"5"	"7"	"44"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"763"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13212"	"1887"	"5"	"4"	7 (1885)	"Varalised tehingud; Laenud ja võlanõuded"	Lääne	Martna	Martna	"1045"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12441"	"1875"	"3"	"18"	"16"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Võnnu	Ahja	"1146"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"24030"	"1852"	"9"	"22"		Varalised tehingud	Viljandi	Pilistvere	Arussaare	"1505"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"12490"	"1883"	"4"	"2"		Määratlemata	Lääne	Martna	Martna	"486"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"18381"	"1863"	"8"	"9"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Kodavere	Pala	"515"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13315"	"1865"	"5"	"28"	"26"	Kahjutasu	Tartu	Võnnu	Rasina	"248"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13403"	"1881"	"1"	"9"	"2"	Sõim ja vägivald	Võru	Vastseliina	Misso	"1207"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"14361"	"1882"	"7"	"30"	"117"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"1093"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13011"	"1876"	"7"	"16"		Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"622"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13276"	"1887"	"5"	"26"	"9"	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Lääne	Martna	Martna	"407"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12747"	"1884"	"8"	"2"	"138"	NULL	Viljandi	Kõpu	Suure-Kõpu	"2396"	Viljandi maakond	"0084"	590879.425873858	6467185.68687056
"13316"	"1865"	"6"	"4"	"27"	"Varalised tehingud; Kahjutasu"	Tartu	Võnnu	Rasina	"276"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13418"	"1887"	"1"	"27"	"2"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Martna	Martna	"625"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12592"	"1875"	"3"	"21"	"17"	Perekonna- ja pärimisasjad	Tartu	Võnnu	Ahja	"1144"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14291"	"1858"	"11"	"21"	"12"	"Sõim ja vägivald; Varavastased kuriteod"	Tartu	Kodavere	Ranna	"1444"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"16219"	"1883"	"11"	"25"	"224"	Kahjutasu	Tartu	Võnnu	Ahja	"541"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12985"	"1876"	"7"	"16"		Varalised tehingud	Tartu	Kodavere	Alatskivi	"316"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12503"	"1871"	"1"	"9"		Varavastased kuriteod	Järva	Järva-Jaani	Einmanni	"743"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"14466"	"1882"	"7"	"30"	"118"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"989"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14631"	"1882"	"8"	"13"	"126"	Kahjutasu	Tartu	Võnnu	Ahja	"761"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12986"	"1876"	"7"	"16"		NULL	Tartu	Kodavere	Alatskivi	"262"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"14727"	"1882"	"9"	"24"	"141"	"Varalised tehingud; Varavastased kuriteod"	Tartu	Võnnu	Ahja	"1396"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"15180"	"1869"	"12"	"8"		Määratlemata	Lääne	Kullamaa	Kuijõe	"302"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13127"	"1884"	"9"	"22"	"19"	Varavastased kuriteod	Harju	Juuru	Kaiu	"614"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12351"	"1871"	"12"	"2"	"48"	Töö- ja teenistussuhted	Harju	Kose	Triigi	"495"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12529"	"1883"	"1"	"8"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Harju	Juuru	Kaiu	"1462"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12540"	"1866"	"11"	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"743"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"16720"	"1865"	"2"	"26"		"Sõim ja vägivald; Varavastased kuriteod"	Tartu	Maarja-Magdaleena	Jõe	"477"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12594"	"1866"	"12"	"5"		Varalised tehingud	Võru	Räpina	Räpina	"310"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12510"	"1889"	"7"	"24"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Harju	Keila	Keila	"855"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12533"	"1883"	"1"	"22"	"3"	Määratlemata	Harju	Juuru	Kaiu	"373"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12521"	"1877"	"11"	"19"	"183"	Kahjutasu	Järva	Türi	Särevere	"984"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13527"	"1881"	"1"	"15"	"585"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Kodavere	Alatskivi	"758"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12595"	"1866"	"12"	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"99"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12409"	"1885"	"2"	"21"	"1"	Määratlemata	Harju	Kose	Triigi	"853"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12560"	"1883"	"9"	"3"		Määratlemata	Lääne	Martna	Martna	"485"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12523"	"1871"	"12"	"16"	"50"	Kahjutasu	Harju	Kose	Triigi	"505"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12556"	"1880"	"11"	"13"	"571"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"289"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12574"	"1884"	"1"	"28"		Määratlemata	Lääne	Martna	Martna	"484"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"14299"	"1858"	"1"	"20"	"13"	Laenud ja võlanõuded	Tartu	Kodavere	Ranna	"1374"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12118"	"1880"	"12"	"12"	"6"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Lääne	Martna	Martna	"1702"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12513"	"1885"	"3"	"7"	"2"	Kool	Harju	Kose	Triigi	"1634"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12557"	"1827"	"6"	"25"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"359"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12534"	"1866"	"10"	"30"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"712"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"25538"	"1885"	"5"	"23"	"69"	Perekonna- ja pärimisasjad	Võru	Kanepi	Krootuse	"756"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12515"	"1877"	"6"	"20"	"177"	"Sõim ja vägivald; Sotsiaalabi"	Järva	Türi	Särevere	"510"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13129"	"1876"	"5"	"28"	"45"	Varalised tehingud	Tartu	Võnnu	Ahja	"697"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13490"	"1897"	"9"	"29"	"54"	Varalised tehingud	Lääne	Kullamaa	Piirsalu	"754"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"11339"	"1880"	"7"	"17"		Sõim ja vägivald	Tartu	Kodavere	Alatskivi	"565"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12024"	"1879"	"5"	"26"	"3"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Martna	Martna	"1374"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"16721"	"1888"	"9"	"17"	"16"	Määratlemata	Lääne	Kullamaa	Piirsalu	"263"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12526"	"1870"	"8"	"7"	"26"	"Sõim ja vägivald; Töö- ja teenistussuhted"	Harju	Kose	Kose-Uuemõisa	"775"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12541"	"1866"	"10"	"7"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"477"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12536"	"1883"	"2"	"5"	"4"	Sõim ja vägivald	Harju	Juuru	Kaiu	"545"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12558"	"1827"	"8"	"13"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"1263"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12897"	"1875"	"10"	"24"	"102"	"Kahjutasu; Töö- ja teenistussuhted"	Tartu	Võnnu	Ahja	"1702"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12516"	"1877"	"7"	"25"	"178"	Määratlemata	Järva	Türi	Särevere	"236"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"14300"	"1858"	"1"	"20"	"14"	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	"1192"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12527"	"1870"	"8"	"7"	"27"	Laenud ja võlanõuded	Harju	Kose	Kose-Uuemõisa	"687"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"15545"	"1876"	"12"	"3"		Sõim ja vägivald	Tartu	Kodavere	Alatskivi	"274"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12544"	"1866"	"11"	"11"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"1338"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"13013"	"1876"	"7"	"16"		NULL	Tartu	Kodavere	Alatskivi	"716"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12517"	"1877"	"8"	"22"	"179"	Määratlemata	Järva	Türi	Särevere	"230"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"12528"	"1870"	"8"	"7"	"28"	"Sõim ja vägivald; Varavastased kuriteod"	Harju	Kose	Kose-Uuemõisa	"933"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12545"	"1880"	"11"	"13"	"564"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"318"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13526"	"1881"	"1"	"15"	"584"	Perekonna- ja pärimisasjad	Tartu	Kodavere	Alatskivi	"463"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"16427"	"1883"	"5"	"3"	"3"	Perekonna- ja pärimisasjad	Järva	Türi	Vahastu	"2653"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13130"	"1876"	"6"	"4"	"48"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"734"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12537"	"1866"	"10"	"31"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"531"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"13278"	"1828"	"3"	"31"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Kahjutasu"	Tartu	Rõngu	Aakre	"955"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12546"	"1880"	"11"	"13"	"565"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"343"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13415"	"1881"	"1"	"23"	"9"	"Kahjutasu; Varavastased kuriteod"	Võru	Vastseliina	Misso	"691"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12519"	"1877"	"10"	"3"	"181"	Kahjutasu	Järva	Türi	Särevere	"725"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"12487"	"1866"	NULL	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"2541"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"14467"	"1882"	"7"	"30"	"119"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"688"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12538"	"1866"	"10"	"31"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"768"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12520"	"1877"	"10"	"29"	"182"	Kahjutasu	Järva	Türi	Särevere	"738"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"12522"	"1871"	"12"	"16"	"49"	Varavastased kuriteod	Harju	Kose	Triigi	"793"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12530"	"1866"	NULL	NULL		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"468"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12539"	"1866"	"11"	"7"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"231"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"12548"	"1827"	"5"	"24"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"314"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"16846"	"1889"	"11"	"15"	"22"	Kahjutasu	Lääne	Kullamaa	Piirsalu	"435"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12524"	"1871"	"12"	"16"	"51"	Töö- ja teenistussuhted	Harju	Kose	Triigi	"826"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12532"	"1883"	"1"	"8"	"2"	Töö- ja teenistussuhted	Harju	Juuru	Kaiu	"1348"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12525"	"1882"	"12"	"4"		Varavastased kuriteod	Harju	Juuru	Kaiu	"2139"	Harju maakond	"0037"	552544.478068711	6574865.89298244
"12535"	"1866"	"10"	"31"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Võru	Räpina	Räpina	"864"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"19383"	"1871"	"2"	"15"	"2"	Laenud ja võlanõuded	Järva	Järva-Jaani	Einmanni	"1491"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13317"	"1865"	"6"	"4"	"28"	Kahjutasu	Tartu	Võnnu	Rasina	"423"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13188"	"1880"	"7"	"25"	"1"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Võnnu	Ahja	"4312"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13357"	"1828"	"7"	"16"		"Vallakohtu asjaajamine ja haldustoimingud ; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Rõngu	Aakre	"1266"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13373"	"1880"	"12"	"17"	"103"	Varavastased kuriteod	Võru	Vastseliina	Misso	"2000"	Võru maakond	"0087"	680247.817063047	6408135.79838293
"13196"	"1884"	"3"	"16"	"3"	NULL	Tartu	Võnnu	Ahja	"135"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13132"	"1886"	"3"	"4"		Määratlemata	Lääne	Martna	Martna	"440"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"12991"	"1876"	"7"	"16"		Kahjutasu	Tartu	Kodavere	Alatskivi	"618"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13318"	"1865"	"6"	"4"	"29"	Sõim ja vägivald	Tartu	Võnnu	Rasina	"267"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13376"	"1875"	"6"	"18"	"20"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Maarja-Magdaleena	Jõe	"2183"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12992"	"1880"	"1"	"19"	"214"	Määratlemata	Järva	Türi	Särevere	"207"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"11975"	"1885"	"5"	"8"	"48"	Laenud ja võlanõuded	Pärnu	Tori	Sindi	"1331"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"13090"	"1886"	"2"	"5"	Lisa 8	Varavastased kuriteod	Lääne	Martna	Martna	"1460"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
"13473"	"1882"	"5"	"22"	"247"	Töö- ja teenistussuhted	Järva	Türi	Särevere	"1013"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"13319"	"1865"	"6"	"18"	"30"	Kahjutasu	Tartu	Võnnu	Rasina	"904"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13529"	"1881"	"1"	"22"	"586"	NULL	Tartu	Kodavere	Alatskivi	"6"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"12542"	"1885"	"5"	"8"	"49"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded"	Pärnu	Tori	Sindi	"672"	Pärnu maakond	"0068"	527920.617616871	6476344.04590085
"12993"	"1880"	"2"	"9"	"215"	Määratlemata	Järva	Türi	Särevere	"204"	Järva maakond	"0052"	593186.001737898	6531205.81501648
"16221"	"1883"	"11"	"25"	"226"	Varalised tehingud	Tartu	Võnnu	Ahja	"1056"	Tartu maakond	"0079"	658056.466567159	6475218.89392946
"13192"	"1887"	"3"	"20"	"6,7"	"Laenud ja võlanõuded; Varavastased kuriteod"	Lääne	Martna	Martna	"1964"	Lääne maakond	"0056"	486443.618506618	6537219.88707708
