id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters
399	1885	7	19	159	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Pärnu	Halliste	Penuja	409
182	1823	5	19	NULL	NULL	Viljandi	Helme	Lõve	84
508	1856	2	17	4	NULL	Tartu	Kodavere	Alatskivi	211
249	1869	3	11	66	Laenud ja võlanõuded	Viljandi	Helme	Lõve	60
533	1843	3	27	NULL	Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	348
583	1899	7	2	2	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Harju	Kose	Palvere	4025
616	1885	8	9	182	Määratlemata	Pärnu	Halliste	Penuja	122
948	1864	10	10	17	Töö- ja teenistussuhted	Järva	Järva-Jaani	Karinu	448
1833	1870	11	25	34	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	39
12297	1869	10	10		Määratlemata	Järva	Järva-Jaani	Einmanni	19
10351	1868	5	24	26	Määratlemata	Järva	Türi	Särevere	133
374	1876	7	5	45	Sõim ja vägivald; Muud üleastumised	Võru	Urvaste	Vaabina	752
400	1885	7	19	NULL	NULL	Pärnu	Halliste	Penuja	799
534	1843	3	27	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	331
6529	1826	4	21		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Rõngu	Aakre	190
134	1867	12	NULL	NULL	NULL	Harju	Juuru	Juuru	90
183	1823	5	26	NULL	NULL	Viljandi	Helme	Lõve	84
189	1823	6	16	NULL	NULL	Viljandi	Helme	Lõve	84
201	1840	4	24	NULL	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Pärnu	Pärnu-Elisabethi	Ülejõe	94
949	1864	10	10	18	Varavastased kuriteod	Järva	Järva-Jaani	Karinu	291
1594	1878	3	21	44	NULL	Tartu	Kodavere	Alatskivi	196
476	1877	1	8	1	Määratlemata	Harju	Juuru	Juuru	359
528	1843	2	20	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	742
535	1843	4	3	NULL	Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	205
585	1899	7	2	3	Varalised tehingud	Harju	Kose	Palvere	2995
145	1862	5	11	NULL	NULL	Tartu	Võnnu	Sarakuste	141
190	1823	7	14	NULL	Kahjutasu	Viljandi	Helme	Lõve	124
603	1859	10	26	NULL	Vallamagas	Võru	Räpina	Räpina	265
357	1868	2	12	7	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Otepää	Ilmjärve	215
4348	1884	4	19	5	NULL	Harju	Hageri	Kohila	21
17023	1862	4	28	13	NULL	Saare	Kihelkonna	Kotlandi	101
1441	1867	5	27		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	42
426	1911	12	31	NULL	NULL	Lääne	Hanila	Massu	667
401	1885	7	19	160	Kahjutasu; Laenud ja võlanõuded	Pärnu	Halliste	Penuja	800
427	1911	12	31	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	824
185	1823	6	2	NULL	NULL	Viljandi	Helme	Lõve	84
191	1823	7	21	NULL	NULL	Viljandi	Helme	Lõve	84
12298	1869	10	24		Määratlemata	Järva	Järva-Jaani	Einmanni	19
358	1868	2	19	10	Töö- ja teenistussuhted	Tartu	Otepää	Ilmjärve	218
950	1864	10	10	19	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Järva-Jaani	Karinu	325
17561	1868	11	9		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Juuru	Juuru	77
20696	1881	1	5		NULL	Lääne	Kullamaa	Käända	102
402	1885	7	19	161	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	298
651	1885	8	23	198	Määratlemata; Kahjutasu; Laenud ja võlanõuded	Pärnu	Halliste	Penuja	2014
442	1914	9	27	NULL	NULL	Lääne	Hanila	Massu	336
186	1823	6	30	NULL	NULL	Viljandi	Helme	Lõve	84
202	1840	5	7	NULL	NULL	Pärnu	Pärnu-Elisabethi	Ülejõe	41
192	1823	8	18	NULL	NULL	Viljandi	Helme	Lõve	80
198	1869	3	24	71	Laenud ja võlanõuded	Viljandi	Helme	Lõve	49
218	1823	9	8	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
478	1877	1	22	2	Laenud ja võlanõuded	Harju	Juuru	Juuru	1052
359	1885	3	1	4	Laenud ja võlanõuded	Saare	Kaarma	Loona	2198
7042	1829	6	22		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Paistu	Holstre	26
403	1885	7	19	162	NULL	Pärnu	Halliste	Penuja	406
10563	1871	12	30	20	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	55
617	1885	8	9	183	Määratlemata	Pärnu	Halliste	Penuja	101
1812	1871	7	28		NULL	Järva	Anna	Eivere	217
187	1823	7	7	NULL	NULL	Viljandi	Helme	Lõve	84
228	1824	2	16	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
360	1891	9	4	NULL	NULL	Lääne	Hanila	Massu	590
9984	1866	12	24		NULL	Viru	Haljala	Vihula	27
5254	1889	7	14	119	Sõim ja vägivald; Varavastased kuriteod	Tartu	Nõo	Pangodi	698
5307	1889	9	12	N95.	Laenud ja võlanõuded	Tartu	Rõngu	Aakre	310
9975	1868	10	25		Määratlemata	Järva	Järva-Jaani	Einmanni	24
477	1877	1	22	2	NULL	Harju	Juuru	Juuru	433
404	1885	7	19	162	Töö- ja teenistussuhted; Laenud ja võlanõuded	Pärnu	Halliste	Penuja	935
446	1913	12	21	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	743
219	1823	9	24	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
361	1891	9	4	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	1026
2837	1826	5	20		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	164
1442	1867	6	17		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	41
3199	1832	6	25	13	Määratlemata	Saare	Kihelkonna	Lümanda	77
405	1885	7	19	163	Kahjutasu	Pärnu	Halliste	Penuja	759
458	1915	10	24	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	496
220	1823	9	29	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
274	1874	8	23	48	NULL	Harju	Jüri	Rae	140
285	1867	11	27	NULL	NULL	Lääne	Käina	Vaemla	10
250	1824	5	6	NULL	Töö- ja teenistussuhted	Viljandi	Helme	Lõve	226
536	1843	4	3	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	278
362	1880	NULL	NULL	NULL	Varalised tehingud	Lääne	Hanila	Massu	210
406	1885	7	19	164	NULL	Pärnu	Halliste	Penuja	343
7095	1829	8	24		Määratlemata	Viljandi	Paistu	Holstre	25
390	1876	7	5	47	Kahjutasu; Muud üleastumised	Võru	Urvaste	Vaabina	1591
605	1859	11	5	NULL	Tööotsimisloa ja passi andmine	Võru	Räpina	Räpina	70
455	1914	11	19	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	420
221	1823	10	6	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
15011	1872	5	4		NULL	Harju	Kose	Triigi	172
618	1885	8	9	184	Muud üleastumised	Pärnu	Halliste	Penuja	158
647	1885	8	9	196	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	117
479	1877	2	5	3	Varavastased kuriteod	Harju	Juuru	Juuru	857
1673	1870	3	18		Määratlemata	Järva	Anna	Eivere	221
1320	1872	5	16		Laenud ja võlanõuded	Tartu	Kodavere	Kokora	249
1676	1870	4	29		Määratlemata	Järva	Anna	Eivere	213
407	1885	7	19	164	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Pärnu	Halliste	Penuja	1535
459	1915	12	15	NULL	NULL	Lääne	Hanila	Massu	286
10564	1872	1	7		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	53
272	1874	8	23	46	Sõim ja vägivald	Harju	Jüri	Rae	223
255	1844	2	11	NULL	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod	Pärnu	Halliste	Abja	475
194	1823	8	11	NULL	NULL	Viljandi	Helme	Lõve	80
408	1885	7	19	165	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	481
1104	1892	11	25	6	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Viljandi	Põltsamaa	Uue-Põltsamaa	577
428	1912	7	14	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	394
448	1841	8	9	NULL	NULL	Viljandi	Pilistvere	Arussaare	2224
268	1874	8	23	43	Sõim ja vägivald	Harju	Jüri	Rae	1497
239	1824	3	1	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
245	1824	4	12	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
364	1880	5	19	6	Perekonna- ja pärimisasjad	Lääne	Hanila	Massu	870
391	1876	7	19	48	Töö- ja teenistussuhted	Võru	Urvaste	Vaabina	1024
224	1823	10	27	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
409	1885	7	19	166	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	171
480	1877	2	19	4	NULL	Harju	Juuru	Juuru	189
649	1885	8	23	198	NULL	Pärnu	Halliste	Penuja	259
606	1859	11	8	NULL	Tööotsimisloa ja passi andmine	Võru	Räpina	Räpina	49
365	1873	10	1	19	NULL	Harju	Rapla	Rapla	1198
656	1885	8	23	199	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	301
951	1864	10	31	20	Varalised tehingud	Järva	Järva-Jaani	Karinu	580
410	1885	7	19	167	NULL	Pärnu	Halliste	Penuja	62
481	1877	2	19	4	Määratlemata	Harju	Juuru	Juuru	363
493	1877	6	25	13	Laenud ja võlanõuded	Harju	Juuru	Juuru	1277
225	1823	11	10	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
464	1859	2	22	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Võru	Räpina	Räpina	231
619	1885	8	9	185	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	147
366	1873	10	1	19	Kahjutasu	Harju	Rapla	Rapla	1570
411	1885	7	19	167	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	340
482	1877	3	5	5	Määratlemata	Harju	Juuru	Juuru	373
267	1888	2	9	12	Sõim ja vägivald	Tartu	Kursi	Laeva	388
226	1824	2	23	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
8404	1834	1	20	51	Määratlemata	Saare	Kihelkonna	Lümanda	77
392	1876	7	19	49	Muud üleastumised	Võru	Urvaste	Vaabina	477
412	1885	7	19	168	Kahjutasu	Pärnu	Halliste	Penuja	530
1009	1868	6	5		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	37
444	1841	8	9	NULL	NULL	Viljandi	Pilistvere	Arussaare	799
195	1823	7	28	NULL	Kahjutasu	Viljandi	Helme	Lõve	122
368	1886	10	16	93	Perekonna- ja pärimisasjad	Tartu	Kodavere	Pala	184
466	1859	3	30	NULL	NULL	Võru	Räpina	Räpina	275
483	1877	3	19	6	Määratlemata	Harju	Juuru	Juuru	346
338	1874	2	1	29	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Kodavere	Ranna	384
303	1860	NULL	NULL	NULL	NULL	Viljandi	Paistu	Holstre	23
1091	1892	9	16	3	Varalised tehingud	Viljandi	Põltsamaa	Uue-Põltsamaa	479
393	1876	7	19	50	NULL	Võru	Urvaste	Vaabina	469
700	1885	8	23	210	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	169
514	1843	6	3	NULL	NULL	Viljandi	Paistu	Holstre	2102
620	1885	8	9	186	Määratlemata	Pärnu	Halliste	Penuja	104
657	1885	8	23	200	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	506
394	1876	7	19	50	Perekonna- ja pärimisasjad	Võru	Urvaste	Vaabina	469
1813	1871	8	28		NULL	Järva	Anna	Eivere	218
6900	1878	1	16		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Piirsalu	96
484	1877	4	4	7	Määratlemata	Harju	Juuru	Juuru	340
334	1874	2	22	25	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Kodavere	Ranna	410
3313	1857	12	13	65	Varavastased kuriteod	Tartu	Torma	Avinurme	144
413	1885	7	19	168	Määratlemata	Pärnu	Halliste	Penuja	367
370	1886	10	16	94	NULL	Tartu	Kodavere	Pala	774
395	1867	1	3	1	NULL	Harju	Kose	Palvere	199
1322	1888	2	18	2	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	29
21813	1870	4	15	4	Varavastased kuriteod	Järva	Anna	Purdi	131
3200	1832	7	2	14	Määratlemata	Saare	Kihelkonna	Lümanda	77
485	1877	4	16	8	Määratlemata	Harju	Juuru	Juuru	321
701	1885	9	13	211	Sõim ja vägivald; Kahjutasu	Pärnu	Halliste	Penuja	971
433	1912	11	3	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	136
371	1886	10	16	95	Perekonna- ja pärimisasjad	Tartu	Kodavere	Pala	426
414	1885	7	19	169	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded	Pärnu	Halliste	Penuja	325
445	1913	12	21	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	743
1135	1875	10	17		NULL	Lääne	Mihkli	Veltsa	829
443	1914	9	27	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	437
468	1859	4	20	NULL	NULL	Võru	Räpina	Räpina	41
505	1877	10	1	20	Laenud ja võlanõuded	Harju	Juuru	Juuru	1786
702	1885	9	13	212	NULL	Pärnu	Halliste	Penuja	17
415	1885	7	19	170	Perekonna- ja pärimisasjad; Sotsiaalabi	Pärnu	Halliste	Penuja	326
396	1867	1	3	2	Sõim ja vägivald; Laenud ja võlanõuded; Varavastased kuriteod	Harju	Kose	Palvere	1673
486	1877	4	30	9	Määratlemata	Harju	Juuru	Juuru	317
1323	1888	3	24	3	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	29
4072	1832	7	16	16	Määratlemata	Saare	Kihelkonna	Lümanda	77
21923	1852	3	24		NULL	Võru	Põlva	Kähri	106
434	1912	10	20	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	538
469	1859	4	20	NULL	NULL	Võru	Räpina	Räpina	285
314	1855	2	21	1	Laenud ja võlanõuded	Saare	Pöide	Laimjala	303
188	1823	6	23	NULL	NULL	Viljandi	Helme	Lõve	84
197	1869	3	11	65	NULL	Viljandi	Helme	Lõve	197
373	1886	10	16	96	Töö- ja teenistussuhted	Tartu	Kodavere	Pala	300
397	1867	1	3	2	Sõim ja vägivald; Kahjutasu	Harju	Kose	Palvere	1673
529	1843	2	27	NULL	Laenud ja võlanõuded	Viljandi	Paistu	Holstre	402
4349	1884	7	NULL	6	NULL	Harju	Hageri	Kohila	21
1324	1888	4	14	4	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	29
487	1877	5	14	10	Määratlemata	Harju	Juuru	Juuru	317
513	1843	7	10	NULL	Sõim ja vägivald	Viljandi	Paistu	Holstre	509
136	1906	9	7	NULL	Perekonna- ja pärimisasjad	Lääne	Vigala	Vigala	527
416	1885	7	19	171	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	1159
436	1912	12	29	NULL	NULL	Lääne	Hanila	Massu	653
636	1885	8	9	189	Määratlemata	Pärnu	Halliste	Penuja	324
621	1885	8	9	187	Määratlemata	Pärnu	Halliste	Penuja	137
231	1824	1	19	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
207	1913	3	14	1	NULL	Saare	Pöide	Laimjala	584
639	1885	8	9	192	Määratlemata	Pärnu	Halliste	Penuja	150
488	1877	5	28	11	Määratlemata	Harju	Juuru	Juuru	338
398	1867	1	3	2	Sõim ja vägivald; Varavastased kuriteod	Harju	Kose	Palvere	575
417	1885	7	19	172	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	866
1326	1888	5	5	5	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	29
1247	1871	4	20	5	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	179
659	1885	8	23	201	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	278
437	1885	7	19	178	Muud üleastumised	Pärnu	Halliste	Penuja	168
470	1859	4	20	NULL	Laenud ja võlanõuded	Võru	Räpina	Räpina	437
418	1885	7	19	173	NULL	Pärnu	Halliste	Penuja	339
305	1874	9	6	53	Kahjutasu	Harju	Jüri	Rae	651
234	1823	11	14	NULL	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Viljandi	Helme	Lõve	1312
375	1832	10	22	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	113
1595	1880	NULL	NULL		Perekonna- ja pärimisasjad	Saare	Kihelkonna	Pidula	234
438	1885	7	19	179	Määratlemata	Pärnu	Halliste	Penuja	101
498	1877	8	6	16	Töö- ja teenistussuhted	Harju	Juuru	Juuru	2370
504	1877	10	1	20	NULL	Harju	Juuru	Juuru	1483
703	1885	9	13	212	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	344
150	1862	5	11	NULL	NULL	Tartu	Võnnu	Sarakuste	159
315	1855	3	30	2	NULL	Saare	Pöide	Laimjala	381
348	1890	10	26	NULL	Perekonna- ja pärimisasjad	Lääne	Käina	Putkaste	550
11834	1888	1	11	3	Töö- ja teenistussuhted; Laenud ja võlanõuded	Harju	Kuusalu	Kolga	269
3816	1884	11	23	162	Laenud ja võlanõuded	Pärnu	Tori	Sindi	149
3878	1871	3	26		NULL	Harju	Harju-Madise	Padise (Kloostri)	159
1154	1886	1	22	2	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	60
4350	1875	4	5	14	Määratlemata	Viru	Haljala	Vihula	60
376	1832	10	29	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	113
497	1877	8	6	16	NULL	Harju	Juuru	Juuru	556
328	1874	1	11	NULL	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	694
341	1874	3	22	32	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	1079
660	1885	8	23	202	Sõim ja vägivald	Pärnu	Halliste	Penuja	683
143	1862	5	11	NULL	NULL	Tartu	Võnnu	Sarakuste	141
217	1823	9	1	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	81
678	1874	2	7	7	Varalised tehingud; Sõim ja vägivald	Harju	Kose	Habaja	1724
491	1877	6	11	12	Määratlemata	Harju	Juuru	Juuru	331
378	1832	11	12	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	117
232	1823	12	8	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
244	1824	3	29	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
270	1874	8	23	45	NULL	Harju	Jüri	Rae	437
15012	1872	5	18		NULL	Harju	Kose	Triigi	132
1127	1872	3	29		Laenud ja võlanõuded	Tartu	Kodavere	Kokora	144
1328	1888	5	28	6	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	29
3516	1879	2	5	2	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Sooniste	160
200	1840	3	31	NULL	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Pärnu	Pärnu-Elisabethi	Ülejõe	250
342	1872	6	2	15	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Maarja-Magdaleena	Jõe	376
242	1824	4	5	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
917	1867	8	24		Varalised tehingud; Töö- ja teenistussuhted	Harju	Risti	Vihterpalu	455
5308	1889	1	30	2	NULL	Lääne	Ridala	Võnnu	166
2896	1868	9	6	59	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Pärnu	Halliste	Pornuse	453
379	1832	11	19	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	117
343	1873	1	9	3	Sõim ja vägivald	Tartu	Maarja-Magdaleena	Jõe	316
5720	1833	3	11	11	Määratlemata	Saare	Kihelkonna	Lümanda	77
2481	1870	7	7		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Põltsamaa	Pajusi	177
135	1867	2	11	NULL	Kahjutasu	Harju	Juuru	Juuru	1408
317	1855	3	30	2	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	381
253	1844	2	11	NULL	NULL	Pärnu	Halliste	Abja	21
1814	1871	9	28		NULL	Järva	Anna	Eivere	219
336	1874	2	1	27	Määratlemata	Tartu	Kodavere	Ranna	431
380	1832	11	26	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	117
171	1874	1	4	NULL	Varalised tehingud	Tartu	Kodavere	Alatskivi	302
499	1877	8	20	17	NULL	Harju	Juuru	Juuru	164
215	1862	7	28	NULL	Töö- ja teenistussuhted	Tartu	Võnnu	Sarakuste	262
1445	1867	7	26		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	42
179	1823	4	28	NULL	NULL	Viljandi	Helme	Lõve	84
1173	1864	11	30		Vallamagas; Laenud ja võlanõuded	Võru	Räpina	Räpina	517
175	1843	1	2	NULL	Töö- ja teenistussuhted	Viljandi	Paistu	Holstre	627
237	1823	11	14	NULL	Varalised tehingud; Laenud ja võlanõuded	Viljandi	Helme	Lõve	367
235	1824	1	26	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
331	1874	8	27	85	Töö- ja teenistussuhted; Muud üleastumised	Tartu	Kodavere	Ranna	621
381	1832	12	3	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	116
662	1885	8	23	203	Töö- ja teenistussuhted	Pärnu	Halliste	Penuja	610
419	1885	7	19	173	Kahjutasu	Pärnu	Halliste	Penuja	1107
178	1823	4	21	NULL	NULL	Viljandi	Helme	Lõve	84
318	1855	5	12	3	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Saare	Pöide	Laimjala	340
382	1832	12	10	NULL	NULL	Saare	Kihelkonna	Tagamõisa	117
21933	1881	3	27	663	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	177
439	1876	7	19	51	Töö- ja teenistussuhted	Võru	Urvaste	Vaabina	752
205	1840	5	7	NULL	NULL	Pärnu	Pärnu-Elisabethi	Ülejõe	99
230	1824	2	9	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
2897	1871	7	6		Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Põltsamaa	Pajusi	255
9460	1887	1	30		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	148
2414	1879	3	17	3	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	59
7707	1861	12	8	88	Varavastased kuriteod	Tartu	Torma	Avinurme	89
420	1885	7	19	174	Laenud ja võlanõuded	Pärnu	Halliste	Penuja	284
432	1912	7	10	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Hanila	Massu	1028
383	1832	12	17	NULL	Määratlemata	Saare	Kihelkonna	Tagamõisa	117
241	1824	3	15	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
421	1885	7	19	175	Perekonna- ja pärimisasjad	Pärnu	Halliste	Penuja	146
537	1843	4	3	NULL	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Töö- ja teenistussuhted	Viljandi	Paistu	Holstre	384
449	1914	8	23	NULL	Vallakohtu asjaajamine ja haldustoimingud ; Töö- ja teenistussuhted	Lääne	Hanila	Massu	412
199	1840	4	24	NULL	Tööotsimisloa ja passi andmine; Vallakohtu asjaajamine ja haldustoimingud 	Pärnu	Pärnu-Elisabethi	Ülejõe	269
180	1823	5	5	NULL	NULL	Viljandi	Helme	Lõve	84
193	1823	8	26	NULL	NULL	Viljandi	Helme	Lõve	84
319	1855	9	17	4	Sõim ja vägivald	Saare	Pöide	Laimjala	582
613	1872	2	8	NULL	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Kodavere	Kokora	262
7043	1829	6	29		Kahjutasu; Varavastased kuriteod	Viljandi	Paistu	Holstre	135
273	1874	8	23	47	Sõim ja vägivald	Harju	Jüri	Rae	350
284	1867	7	31	NULL	Sõim ja vägivald	Lääne	Käina	Vaemla	1081
1128	1872	3	29		Varavastased kuriteod	Tartu	Kodavere	Kokora	270
6056	1867	12	15	1	Laenud ja võlanõuded	Järva	Järva-Jaani	Einmanni	313
8501	1862	9	21	49	Varavastased kuriteod	Tartu	Torma	Avinurme	105
8727	1854	3	22		NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	62
206	1840	5	7	NULL	Tööotsimisloa ja passi andmine	Pärnu	Pärnu-Elisabethi	Ülejõe	208
251	1844	2	11	NULL	NULL	Pärnu	Halliste	Abja	259
320	1855	9	17	4	Sõim ja vägivald; Kahjutasu	Saare	Pöide	Laimjala	582
14150	1856	7	1		Laenud ja võlanõuded	Tartu	Kodavere	Ranna	965
337	1874	2	1	28	Töö- ja teenistussuhted	Tartu	Kodavere	Ranna	473
21071	1889	7	14	201	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	738
17677	1868	3	2		Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	177
240	1824	3	8	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
184	1823	6	9	NULL	NULL	Viljandi	Helme	Lõve	84
321	1855	9	24	5	Vallakohtu asjaajamine ja haldustoimingud ; Varalised tehingud	Saare	Pöide	Laimjala	557
229	1824	1	5	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
18916	1887	5	8	42	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	231
222	1823	10	13	NULL	Vallakohtu asjaajamine ja haldustoimingud 	Viljandi	Helme	Lõve	80
275	1874	8	23	48	Kahjutasu	Harju	Jüri	Rae	350
283	1868	7	31	NULL	NULL	Lääne	Käina	Vaemla	397
269	1874	8	23	44	Sõim ja vägivald	Harju	Jüri	Rae	371
1446	1867	8	26		Määratlemata	Lääne	Kullamaa	Väike-Kullamaa	41
2663	1899	2	25	36	Kahjutasu	Tartu	Võnnu	Ahja	367
