id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters
4004	1868	11	11	56	Kahjutasu; Töö- ja teenistussuhted	Harju	Kose	Kose-Uuemõisa	1063
4535	1859	9	26	67	Varavastased kuriteod	Tartu	Torma	Avinurme	111
5055	1889	7	25	N77. ad.N60.	Töö- ja teenistussuhted	Tartu	Rõngu	Aakre	433
4592	1883	12	15	233	NULL	Viljandi	Kõpu	Suure-Kõpu	543
4682	1860	2	15	11	Varavastased kuriteod	Tartu	Torma	Avinurme	110
16914	1890	5	28	9	Määratlemata	Lääne	Kullamaa	Piirsalu	294
5968	1882	11	17	18	Riiklikud, kiriklikud ja kogukondlikud koormised	Järva	Türi	Särevere	246
4412	1869	10	4		Varalised tehingud	Lääne	Kullamaa	Teenuse	576
6340	1890	12	18	N40.	Perekonna- ja pärimisasjad; Laenud ja võlanõuded	Tartu	Rõngu	Aakre	399
9086	1863	4	27	31	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	185
4473	1883	12	1	229	NULL	Viljandi	Kõpu	Suure-Kõpu	1415
5054	1884	12	7	171	Laenud ja võlanõuded	Pärnu	Tori	Sindi	386
4599	1906	9	28	6	Perekonna- ja pärimisasjad	Järva	Türi	Türi-Alliku	616
4683	1860	2	15	12	Varavastased kuriteod	Tartu	Torma	Avinurme	98
22320	1857	4	19	64	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	177
7952	1867	3	13	11	NULL	Viru	Kadrina	Neeruti	455
4034	1885	1	15	29	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	329
4013	1874	12	21	50	Määratlemata	Viru	Haljala	Vihula	109
8964	1863	4	12	22	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	281
5277	1869	5	24		Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod	Lääne	Kullamaa	Piirsalu	1488
4126	1877	6	16	29	Perekonna- ja pärimisasjad	Pärnu	Audru	Võlla	694
4684	1860	2	15	13	Varavastased kuriteod	Tartu	Torma	Avinurme	116
4413	1876	3	8		Sõim ja vägivald	Järva	Anna	Eivere	301
7953	1874	2	4	N4	Määratlemata	Lääne	Ridala	Kiideva	265
4006	1903	9	7	11	Varalised tehingud	Järva	Türi	Türi-Alliku	2176
3096	1872	5	26		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Nõo	Luke	411
4171	1859	1	2	8	Varavastased kuriteod	Tartu	Torma	Avinurme	193
4141	1889	4	21	71	Sõim ja vägivald	Tartu	Nõo	Pangodi	583
9078	1863	4	19	27	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	224
4182	1869	7	5		NULL	Lääne	Kullamaa	Teenuse	23
4651	1879	2	6	199	Muud üleastumised	Tartu	Kodavere	Alatskivi	266
4685	1860	2	15	14	Varavastased kuriteod	Tartu	Torma	Avinurme	120
4341	1875	3	15	11	Määratlemata	Viru	Haljala	Vihula	60
2293	1883	8	12	298	Sõim ja vägivald; Kahjutasu	Viljandi	Kolga-Jaani	Võisiku	1207
2379	1885	1	11	13	Perekonna- ja pärimisasjad	Viljandi	Kolga-Jaani	Võisiku	723
2376	1885	1	11	14	Perekonna- ja pärimisasjad	Viljandi	Kolga-Jaani	Võisiku	794
4414	1876	3	22		NULL	Järva	Anna	Eivere	184
4342	1883	12	18	17	NULL	Harju	Hageri	Kohila	21
4036	1885	1	15	30	Sõim ja vägivald	Tartu	Otepää	Pühajärve	241
4183	1869	8	2		NULL	Lääne	Kullamaa	Teenuse	23
3890	1877	7	14	34	Muud üleastumised	Pärnu	Audru	Võlla	958
16165	1849	4	29		Varalised tehingud	Tartu	Kodavere	Pala	384
19915	1875	2	7	2	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	266
4059	1889	12	13		NULL	Tartu	Nõo	Aru	971
2031	1860	4	9		Sõim ja vägivald	Tartu	Laiuse	Kivijärve	1161
4010	1890	7	23	13	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Harju	Hageri	Kohila	2850
11268	1876	6	23	7	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Harju	Hageri	Kohila	996
13555	1887	2	13	35	Laenud ja võlanõuded	Võru	Vastseliina	Misso	326
3226	1857	7	10	25	Muud üleastumised	Tartu	Torma	Avinurme	296
4669	1859	12	31	92	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	246
4041	1885	1	29	34	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	345
4172	1859	1	2	9	Varavastased kuriteod	Tartu	Torma	Avinurme	183
3817	1884	11	23	163	Kahjutasu	Pärnu	Tori	Sindi	105
4142	1889	4	21	72	Laenud ja võlanõuded	Tartu	Nõo	Pangodi	374
4184	1869	9	6		NULL	Lääne	Kullamaa	Teenuse	58
4025	1868	8	22	15	Kahjutasu; Varavastased kuriteod	Harju	Risti	Vihterpalu	443
18695	1873	3	15	5	Laenud ja võlanõuded	Harju	Kose	Triigi	300
1668	1896	10	5		Perekonna- ja pärimisasjad; Laenud ja võlanõuded	Järva	Järva-Madise	Albu	550
4027	1885	1	15	26	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	1116
4686	1860	2	15	15	Varavastased kuriteod	Tartu	Torma	Avinurme	89
4173	1859	1	2	10	Varavastased kuriteod	Tartu	Torma	Avinurme	187
5425	1861	2	21	25	Varavastased kuriteod	Tartu	Torma	Avinurme	130
4343	1884	1	12	1	NULL	Harju	Hageri	Kohila	21
8159	1888	8	13	12	Laenud ja võlanõuded	Harju	Jõelähtme	Jõelähtme	996
4031	1877	7	6	31	Sõim ja vägivald	Pärnu	Audru	Võlla	917
4037	1885	1	15	31	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	421
4051	1868	10	24	18	Kahjutasu; Varavastased kuriteod	Harju	Risti	Vihterpalu	369
4133	1867	2	3	6	Varavastased kuriteod	Järva	Järva-Jaani	Einmanni	482
4030	1875	6	6	108	Sõim ja vägivald	Viljandi	Tarvastu	Tarvastu	806
4044	1905	4	4	4	NULL	Tartu	Võnnu	Ahja	357
4052	1905	4	4	26	NULL	Tartu	Võnnu	Ahja	387
14853	1870	11	20		Sõim ja vägivald	Järva	Järva-Jaani	Einmanni	1379
4415	1875	9	20	39	Määratlemata	Viru	Haljala	Vihula	61
4174	1859	1	2	11	Varavastased kuriteod	Tartu	Torma	Avinurme	180
4687	1860	2	15	16	Varavastased kuriteod	Tartu	Torma	Avinurme	81
9079	1863	4	19	28	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	233
4344	1875	3	22	12	Määratlemata	Viru	Haljala	Vihula	60
9909	1867	4	22	5	Muud üleastumised	Lääne	Käina	Putkaste	224
4040	1885	1	29	45	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	421
4345	1884	1	22	2	NULL	Harju	Hageri	Kohila	21
4085	1866	NULL	NULL	1	Vallakohtu asjaajamine ja haldustoimingud 	Järva	Järva-Jaani	Einmanni	1324
9047	1836	2	22		Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	320
14954	1831	4	24		Perekonna- ja pärimisasjad	Tartu	Rõngu	Aakre	289
18696	1873	4	4		NULL	Harju	Kose	Triigi	176
19599	1888	5	13	82	NULL	Tartu	Võnnu	Ahja	379
4035	1868	9	10	17	Varalised tehingud; Kahjutasu	Harju	Risti	Vihterpalu	1662
9048	1880	8	25	1	Varavastased kuriteod	Järva	Türi	Särevere	694
11271	1872	3	31	23	Sõim ja vägivald	Tartu	Võnnu	Ahja	1406
4137	1889	4	21	70	Laenud ja võlanõuded	Tartu	Nõo	Pangodi	683
4416	1875	9	27	40	Määratlemata	Viru	Haljala	Vihula	60
4042	1875	6	6	109	Sõim ja vägivald	Viljandi	Tarvastu	Tarvastu	3358
4346	1884	3	15	4	NULL	Harju	Hageri	Kohila	21
16868	1861	9	9	33	NULL	Saare	Kihelkonna	Kotlandi	101
8957	1863	4	5	18	Perekonna- ja pärimisasjad; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	468
4050	1877	7	6	32	Sõim ja vägivald	Pärnu	Audru	Võlla	802
4176	1859	2	28	13	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Torma	Avinurme	230
4098	1867	2	2	4	Sõim ja vägivald	Järva	Järva-Jaani	Einmanni	600
4146	1889	5	12	73	Kahjutasu	Tartu	Nõo	Pangodi	822
4250	1906	10	12	10	NULL	Tartu	Võnnu	Ahja	618
4688	1860	2	15	17	Varavastased kuriteod	Tartu	Torma	Avinurme	125
4053	1868	11	24	19	Kahjutasu; Varavastased kuriteod	Harju	Risti	Vihterpalu	1679
5057	1889	7	25	N78. ad.N13.	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Laenud ja võlanõuded	Tartu	Rõngu	Aakre	465
3085	1885	7	13	10	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	74
4251	1907	6	7	6	NULL	Tartu	Võnnu	Ahja	393
4056	1877	6	16	26	Riiklikud, kiriklikud ja kogukondlikud koormised	Pärnu	Audru	Võlla	1139
4347	1875	3	29	13	Määratlemata	Viru	Haljala	Vihula	61
4526	1862	3	19		Sõim ja vägivald; Varavastased kuriteod	Tartu	Laiuse	Kivijärve	992
5734	1827	9	23		Kahjutasu	Saare	Kärla	Kärla	736
3980	1861	5	9		Sõim ja vägivald; Töö- ja teenistussuhted	Tartu	Laiuse	Kivijärve	637
11796	1880	10	16	537	NULL	Tartu	Kodavere	Alatskivi	480
4689	1860	2	15	17	Varavastased kuriteod	Tartu	Torma	Avinurme	81
4147	1889	5	12	74	Varavastased kuriteod	Tartu	Nõo	Pangodi	533
4252	1866	1	11		Sõim ja vägivald	Viljandi	Põltsamaa	Pajusi	432
3945	1861	4	25		Laenud ja võlanõuded	Tartu	Laiuse	Kivijärve	768
9049	1880	8	25	1	Riiklikud, kiriklikud ja kogukondlikud koormised; Laenud ja võlanõuded	Järva	Türi	Särevere	1035
2028	1860	4	8		Sõim ja vägivald	Tartu	Laiuse	Kivijärve	650
3986	1861	5	9		Varalised tehingud; Varavastased kuriteod	Tartu	Laiuse	Kivijärve	827
4087	1867	1	13	1	Varavastased kuriteod	Järva	Järva-Jaani	Einmanni	370
10286	1868	4	18	4	Varavastased kuriteod	Harju	Hageri	Kohila	165
4058	1889	12	13		NULL	Tartu	Nõo	Aru	1287
4417	1876	4	24		NULL	Järva	Anna	Eivere	759
4812	1863	2	19		Laenud ja võlanõuded	Tartu	Laiuse	Kivijärve	284
1614	1859	10	25		Sõim ja vägivald	Tartu	Laiuse	Kivijärve	637
10287	1883	3	14	5	Vallakohtu asjaajamine ja haldustoimingud 	Viru	Rakvere	Sõmeru	148
4066	1890	1	3		NULL	Tartu	Nõo	Aru	340
4148	1883	12	1	226	NULL	Viljandi	Kõpu	Suure-Kõpu	405
4253	1907	6	7	7	NULL	Tartu	Võnnu	Ahja	556
3853	1861	3	31		Muud üleastumised	Tartu	Laiuse	Kivijärve	452
4419	1875	10	4	41	Määratlemata	Viru	Haljala	Vihula	60
4060	1878	12	15	181	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	423
9050	1881	1	30		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	136
4103	1869	2	1		NULL	Lääne	Kullamaa	Teenuse	23
4067	1878	12	22	183	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	445
9240	1863	5	10	37	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Torma	Avinurme	221
19917	1875	4	9	4	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	264
5377	1879	2	16	203	NULL	Tartu	Kodavere	Alatskivi	261
3925	1861	6	24		Töö- ja teenistussuhted	Tartu	Laiuse	Kivijärve	320
4061	1889	12	13		NULL	Tartu	Nõo	Aru	877
4104	1869	3	1		Perekonna- ja pärimisasjad	Lääne	Kullamaa	Teenuse	227
4105	1903	12	4	12	Varalised tehingud	Järva	Türi	Türi-Alliku	716
4023	1872	5	26		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Nõo	Luke	709
9051	1881	2	25		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	138
4062	1878	12	22	182	Töö- ja teenistussuhted	Tartu	Kodavere	Alatskivi	736
5058	1889	7	25	N79.	Kahjutasu	Tartu	Rõngu	Aakre	518
10288	1868	4	18	4	Varavastased kuriteod	Harju	Hageri	Kohila	227
3848	1861	3	28		Varalised tehingud	Tartu	Laiuse	Kivijärve	396
4106	1869	4	4		Varalised tehingud	Lääne	Kullamaa	Teenuse	647
4064	1889	12	13		NULL	Tartu	Nõo	Aru	1897
1532	1857	2	15		Laenud ja võlanõuded	Tartu	Laiuse	Kivijärve	1445
3801	1884	11	23	159	Töö- ja teenistussuhted	Pärnu	Tori	Sindi	584
4090	1885	1	29	36	Laenud ja võlanõuded	Tartu	Otepää	Pühajärve	291
4073	1832	7	23	17	Varavastased kuriteod	Saare	Kihelkonna	Lümanda	1169
4118	1832	10	22	29	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Saare	Kihelkonna	Lümanda	1238
3408	1884	10	26	148	Töö- ja teenistussuhted	Pärnu	Tori	Sindi	411
4065	1890	1	3		NULL	Tartu	Nõo	Aru	708
4421	1876	5	17		NULL	Järva	Anna	Eivere	256
3201	1832	7	9	15	Määratlemata	Saare	Kihelkonna	Lümanda	77
20063	1878	5	19	5	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	228
3140	1889	3	31	64	Laenud ja võlanõuded	Tartu	Nõo	Pangodi	587
20393	1879	7	28	7	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	227
4075	1832	7	30	18	Määratlemata	Saare	Kihelkonna	Lümanda	77
4108	1832	9	3	22	Määratlemata	Saare	Kihelkonna	Lümanda	77
4068	1890	1	3		NULL	Tartu	Nõo	Aru	602
4069	1879	1	3	184	Kahjutasu	Tartu	Kodavere	Alatskivi	776
4070	1879	1	3	185	Töö- ja teenistussuhted; Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	1319
4076	1832	8	13	19	Määratlemata	Saare	Kihelkonna	Lümanda	77
4092	1867	1	13	2	Perekonna- ja pärimisasjad	Järva	Järva-Jaani	Einmanni	449
4109	1832	9	10	23	Määratlemata	Saare	Kihelkonna	Lümanda	77
4886	1882	12	28		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	122
4071	1879	1	3	186	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	918
4390	1885	7	29	7	Määratlemata	Harju	Hageri	Kohila	2577
4079	1877	6	16	27	Riiklikud, kiriklikud ja kogukondlikud koormised	Pärnu	Audru	Võlla	1014
8072	1853	10	1	109	NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	1198
4503	1854	2	17		Laenud ja võlanõuded	Saare	Kaarma	Meedla	492
4813	1875	6	13	113	Kahjutasu; Varavastased kuriteod	Viljandi	Tarvastu	Tarvastu	193
9052	1881	3	19		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	135
4110	1832	9	17	24	Määratlemata	Saare	Kihelkonna	Lümanda	77
4151	1872	7	7		Sõim ja vägivald	Tartu	Nõo	Luke	313
4093	1867	1	13	3	Varalised tehingud	Järva	Järva-Jaani	Einmanni	339
12433	1866	4	12		NULL	Võru	Räpina	Räpina	143
4080	1877	6	16	28	Sõim ja vägivald	Pärnu	Audru	Võlla	1126
4125	1889	4	21		Laenud ja võlanõuded	Tartu	Nõo	Pangodi	545
3961	1888	11	29	N171	Määratlemata	Tartu	Rõngu	Aakre	133
4081	1865	7	2	58	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	780
4054	1858	6	27	46	Sõim ja vägivald	Tartu	Torma	Avinurme	693
3346	1881	1	17	2	Määratlemata	Lääne	Kullamaa	Piirsalu	321
4422	1869	10	4		Töö- ja teenistussuhted	Lääne	Kullamaa	Teenuse	387
9053	1881	4	20		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	136
19918	1875	5	9	5	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Käända	263
4814	1875	6	13	114	Töö- ja teenistussuhted; Laenud ja võlanõuded	Viljandi	Tarvastu	Tarvastu	242
9054	1881	5	29		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	132
1381	1910	6	10	12	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	1357
10289	1870	2	19		Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Võru	Räpina	Räpina	328
4536	1869	1	27		Riiklikud, kiriklikud ja kogukondlikud koormised; Laenud ja võlanõuded	Pärnu	Halliste	Pornuse	493
5806	1865	7	30	65	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	508
4423	1875	10	18	43	Määratlemata	Viru	Haljala	Vihula	60
4089	1885	1	29	35	Varavastased kuriteod	Tartu	Otepää	Pühajärve	506
7548	1874	10	18	15	Perekonna- ja pärimisasjad	Saare	Kihelkonna	Atla	285
7827	1884	12	1	25	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Särevere	996
4111	1832	9	24	25	Määratlemata	Saare	Kihelkonna	Lümanda	77
11248	1879	10	10	82	Laenud ja võlanõuded	Võru	Rõuge	Saaluse	467
4121	1832	10	22	30	Perekonna- ja pärimisasjad	Saare	Kihelkonna	Lümanda	1206
4256	1908	11	27	8	NULL	Tartu	Võnnu	Ahja	400
4107	1903	12	18	13	Laenud ja võlanõuded	Järva	Türi	Türi-Alliku	683
4112	1832	10	1	26	Määratlemata	Saare	Kihelkonna	Lümanda	77
4537	1859	12	14	68	Varavastased kuriteod	Tartu	Torma	Avinurme	175
4424	1875	10	25	44	Määratlemata	Viru	Haljala	Vihula	61
4649	1883	12	15	238	NULL	Viljandi	Kõpu	Suure-Kõpu	896
4255	1888	12	13	N174	NULL	Tartu	Rõngu	Aakre	82
4708	1859	4	8	11	Varavastased kuriteod	Võru	Urvaste	Urvaste	474
6695	1884	3	22	56	NULL	Viljandi	Kõpu	Suure-Kõpu	328
8850	1904	4	7	2	Varalised tehingud	Viru	Lüganuse	Püssi	540
4117	1904	3	4	1	Laenud ja võlanõuded	Järva	Türi	Türi-Alliku	697
7948	1885	9	6	71	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Võru	Vastseliina	Misso	2015
4425	1876	6	7		Töö- ja teenistussuhted	Järva	Anna	Eivere	792
10291	1883	4	11	7	Vallakohtu asjaajamine ja haldustoimingud 	Viru	Rakvere	Sõmeru	148
4127	1889	4	21	67	NULL	Tartu	Nõo	Pangodi	764
4153	1858	10	17	62	Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. 	Tartu	Torma	Avinurme	162
4426	1885	8	1	8	NULL	Harju	Hageri	Kohila	21
10290	1883	3	28	6	Vallakohtu asjaajamine ja haldustoimingud 	Viru	Rakvere	Sõmeru	148
4120	1904	3	4	2	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Türi-Alliku	2416
3812	1883	11	17	222	NULL	Viljandi	Kõpu	Suure-Kõpu	672
4539	1859	12	14	69	Varavastased kuriteod	Tartu	Torma	Avinurme	214
7954	1874	2	11	N5	Määratlemata	Lääne	Ridala	Kiideva	281
4260	1913	1	21	1	NULL	Tartu	Võnnu	Ahja	336
4600	1876	12	20		Sõim ja vägivald; Laenud ja võlanõuded	Järva	Anna	Eivere	771
4613	1889	11	7	247	NULL	Tartu	Otepää	Pühajärve	659
4122	1904	6	17	3	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Türi-Alliku	1286
4427	1885	9	19	10	NULL	Harju	Hageri	Kohila	22
5366	1890	2	6	5	Riiklikud, kiriklikud ja kogukondlikud koormised; Laenud ja võlanõuded	Harju	Jüri	Rae	772
1604	1859	7	31		Varavastased kuriteod	Tartu	Laiuse	Kivijärve	596
4217	1889	5	19	83	Sõim ja vägivald	Tartu	Nõo	Pangodi	858
4164	1889	5	12	76	Laenud ja võlanõuded	Tartu	Nõo	Pangodi	883
4158	1883	10	27	12	Kahjutasu	Harju	Hageri	Kohila	4653
3851	1861	3	31		Muud üleastumised	Tartu	Laiuse	Kivijärve	518
3547	1860	8	26		Töö- ja teenistussuhted	Tartu	Laiuse	Kivijärve	880
4132	1889	4	21	69	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Nõo	Pangodi	1072
4130	1867	2	3	5	Kahjutasu	Järva	Järva-Jaani	Einmanni	286
4428	1885	10	17	11	NULL	Harju	Hageri	Kohila	23
13556	1882	11	27	257	Määratlemata	Järva	Türi	Särevere	238
4166	1859	1	2	4	Varavastased kuriteod	Tartu	Torma	Avinurme	163
4262	1888	12	13	N175.	Laenud ja võlanõuded	Tartu	Rõngu	Aakre	106
4134	1904	7	8	4	Varalised tehingud; Laenud ja võlanõuded	Järva	Türi	Türi-Alliku	637
4123	1872	6	16		Kahjutasu; Varavastased kuriteod	Tartu	Nõo	Luke	548
8350	1874	3	14	6	Sõim ja vägivald	Harju	Hageri	Kohila	1391
4140	1872	6	16		Kahjutasu; Varavastased kuriteod	Tartu	Nõo	Luke	228
4139	1861	8	11		Kahjutasu	Tartu	Laiuse	Kivijärve	1041
4218	1905	4	4	38	NULL	Tartu	Võnnu	Ahja	382
4129	1889	4	21	68	Laenud ja võlanõuded	Tartu	Nõo	Pangodi	935
4143	1872	6	16		Varavastased kuriteod	Tartu	Nõo	Luke	529
5735	1827	10	8		Laenud ja võlanõuded	Saare	Kärla	Kärla	576
4168	1859	1	2	5	Varavastased kuriteod	Tartu	Torma	Avinurme	206
4191	1877	6	9	23	Riiklikud, kiriklikud ja kogukondlikud koormised	Pärnu	Audru	Võlla	908
4219	1905	4	4	44	NULL	Tartu	Võnnu	Ahja	403
11274	1876	8	21	8	Töö- ja teenistussuhted	Harju	Hageri	Kohila	502
4144	1904	10	28	5	Perekonna- ja pärimisasjad; Varalised tehingud	Järva	Türi	Türi-Alliku	1073
6467	1867	9	19		Töö- ja teenistussuhted	Harju	Jõelähtme	Jõelähtme	758
4135	1883	12	1	225	NULL	Viljandi	Kõpu	Suure-Kõpu	1068
8351	1874	4	11	7	NULL	Harju	Hageri	Kohila	23
19475	1888	2	12	22	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Tartu	Võnnu	Ahja	663
4220	1889	5	19	84	Sõim ja vägivald	Tartu	Nõo	Pangodi	383
1847	1876	2	27	33	NULL	Võru	Põlva	Kähri	220
4481	1883	12	15	231	NULL	Viljandi	Kõpu	Suure-Kõpu	836
15507	1879	9	7	7	Määratlemata	Lääne	Kullamaa	Kuijõe	288
8073	1878	2	13	7	Määratlemata	Viru	Haljala	Vihula	61
5154	1884	12	14	179	Varavastased kuriteod	Pärnu	Tori	Sindi	712
5378	1890	1	24		NULL	Tartu	Nõo	Aru	421
5389	1859	6	10	19	Töö- ja teenistussuhted	Võru	Urvaste	Urvaste	737
9055	1885	10	4	82	Sõim ja vägivald	Võru	Vastseliina	Misso	661
4149	1872	7	7		Sõim ja vägivald; Töö- ja teenistussuhted	Tartu	Nõo	Luke	542
4170	1859	1	2	7	Varavastased kuriteod	Tartu	Torma	Avinurme	138
4221	1853	4	27	74	NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	329
4826	1890	1	3		NULL	Tartu	Nõo	Aru	365
5025	1886	3	18	4	Muud üleastumised	Lääne	Kullamaa	Sooniste	446
21317	1889	10	20	260	Riiklikud, kiriklikud ja kogukondlikud koormised	Tartu	Võnnu	Ahja	951
4124	1883	10	6	11	Kahjutasu	Harju	Hageri	Kohila	2685
4138	1877	6	16	30	Perekonna- ja pärimisasjad	Pärnu	Audru	Võlla	1982
4160	1889	5	12	75	Sõim ja vägivald; Töö- ja teenistussuhted	Tartu	Nõo	Pangodi	1041
14710	1869	4	10	4	NULL	Harju	Keila	Harku	1332
4222	1867	1	16	1	NULL	Viru	Kadrina	Neeruti	597
11276	1876	9	3	9	Varavastased kuriteod	Harju	Hageri	Kohila	532
4504	1889	5	16	132	NULL	Tartu	Otepää	Pühajärve	219
4155	1883	12	1	227	NULL	Viljandi	Kõpu	Suure-Kõpu	1318
4541	1859	12	14	70	Varavastased kuriteod	Tartu	Torma	Avinurme	130
8851	1862	12	12	79	Varavastased kuriteod	Tartu	Torma	Avinurme	240
13611	1881	3	13	21	Perekonna- ja pärimisasjad	Võru	Vastseliina	Misso	322
10236	1910	8	19	13	Varalised tehingud	Saare	Pöide	Laimjala	1014
8074	1878	2	20	8	Määratlemata	Viru	Haljala	Vihula	60
4603	1889	10	31	230	NULL	Tartu	Otepää	Pühajärve	228
4431	1885	11	14	12	Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Harju	Hageri	Kohila	2828
5153	1877	2	24	5	Sõim ja vägivald	Pärnu	Audru	Võlla	923
4817	1875	6	13	115	Laenud ja võlanõuded	Viljandi	Tarvastu	Tarvastu	254
5969	1867	4	1		Vallakohtu asjaajamine ja haldustoimingud 	Harju	Juuru	Juuru	141
7955	1867	3	13	12	NULL	Viru	Kadrina	Neeruti	245
4710	1907	7	19	3	Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.	Järva	Türi	Türi-Alliku	851
11961	1888	5	16	38	Laenud ja võlanõuded	Harju	Kuusalu	Kolga	478
8075	1878	2	27	9	Määratlemata	Viru	Haljala	Vihula	60
6680	1840	5	24		Riiklikud, kiriklikud ja kogukondlikud koormised	Võru	Põlva	Kähri	54
4179	1853	2	9	62	Laenud ja võlanõuded	Viljandi	Põltsamaa	Uue-Põltsamaa	690
4189	1853	2	23	64	NULL	Viljandi	Põltsamaa	Uue-Põltsamaa	420
4223	1905	4	4	50	NULL	Tartu	Võnnu	Ahja	443
4266	1891	12	9	1	NULL	Tartu	Otepää	Pühajärve	669
4204	1889	5	19	79	Varavastased kuriteod; Muud üleastumised	Tartu	Nõo	Pangodi	655
6712	1840	5	24		Perekonna- ja pärimisasjad	Võru	Põlva	Kähri	287
8076	1878	3	6	10	Määratlemata	Viru	Haljala	Vihula	60
4224	1889	5	19	85	Varalised tehingud	Tartu	Nõo	Pangodi	443
4181	1869	6	4		Sõim ja vägivald	Lääne	Kullamaa	Teenuse	1022
4206	1889	5	19	80	Sõim ja vägivald	Tartu	Nõo	Pangodi	592
4267	1891	12	30	3	NULL	Tartu	Otepää	Pühajärve	164
4180	1883	11	17	14	Sõim ja vägivald	Harju	Hageri	Kohila	2324
4601	1877	4	11	17	Töö- ja teenistussuhted	Pärnu	Audru	Võlla	425
