id	year	month	day	protocol_number	X_record_type	maakond	kihelkond	vald	number_of_characters	Added geom info_KOOD	Added geom info_MAAKOND	Added geom info_KUBERMANG	Added geom info_xcoord	Added geom info_ycoord
"7350"	"1887"	"2"	"21"	"4"	Määratlemata	Järva	Ambla	Ambla	"293"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"8457"	"1878"	"12"	"11"	"48"	NULL	Viru	Haljala	Vihula	"140"	d97109	Viru	Eestimaa	623528.186256397	6596545.33069456
"16909"	"1884"	"6"	"22"	"140"	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	"965"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"20710"	"1889"	"3"	"17"	"84"	Sõim ja vägivald	Tartu	Võnnu	Ahja	"800"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"6883"	"1879"	"6"	"15"	"252"	Laenud ja võlanõuded	Tartu	Kodavere	Alatskivi	"307"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"21076"	"1889"	"7"	"28"	"206"	Kahjutasu	Tartu	Võnnu	Ahja	"710"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"23579"	"1872"	"9"	"1"	"142"	Määratlemata	Tartu	Torma	Avinurme	"413"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"9441"	"1886"	"5"	"24"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"144"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"6889"	"1872"	"11"	"4"	"20"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Saare	Kihelkonna	Atla	"502"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"2675"	"1856"	"3"	"23"	"22"	Muud üleastumised	Tartu	Torma	Avinurme	"210"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6849"	"1872"	"1"	"9"	"15"	NULL	Saare	Kihelkonna	Atla	"758"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"12056"	"1876"	"12"	"15"		Määratlemata	Tartu	Maarja-Magdaleena	Jõe	"875"	d97150	Tartu	Liivimaa	664889.980319882	6497435.46837665
"7239"	"1885"	"8"	"2"	"63"	Muud üleastumised	Võru	Vastseliina	Misso	"1192"					
"7351"	"1887"	"3"	"7"	"5"	Määratlemata	Järva	Ambla	Ambla	"292"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7999"	"1888"	"7"	"4"	"85"	Perekonna- ja pärimisasjad	Võru	Räpina	Kahkva	"470"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"6850"	"1872"	"9"	"20"	"16"	Varalised tehingud	Saare	Kihelkonna	Atla	"402"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"2679"	"1856"	"3"	"23"	"23"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"512"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6856"	"1881"	"8"	"31"	"19"	NULL	Lääne	Kullamaa	Piirsalu	"1253"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"6863"	"1828"	"11"	"16"		Töö- ja teenistussuhted	Viljandi	Paistu	Holstre	"85"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6890"	"1828"	"12"	"6"		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"136"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"3959"	"1858"	"1"	"27"	"26"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"414"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6861"	"1880"	"7"	"25"	"61"	Kahjutasu	Võru	Põlva	Kiuma	"604"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"7240"	"1868"	"8"	"19"	"25"	Laenud ja võlanõuded	Harju	Jõelähtme	Jõelähtme	"792"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7353"	"1887"	"3"	"21"	"6"	Varavastased kuriteod	Järva	Ambla	Ambla	"684"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"2698"	"1856"	"4"	"10"	"30"	"Riiklikud, kiriklikud ja kogukondlikud koormised; Laenud ja võlanõuded"	Tartu	Torma	Avinurme	"242"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"20712"	"1889"	"3"	"17"	"86"	Töö- ja teenistussuhted	Tartu	Võnnu	Ahja	"783"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"6864"	"1872"	"9"	"22"	"17"	Perekonna- ja pärimisasjad	Saare	Kihelkonna	Atla	"278"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"2721"	"1856"	"6"	"8"	"36"	Laenud ja võlanõuded	Tartu	Torma	Avinurme	"313"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7241"	"1886"	"7"	"5"	"23"	Sõim ja vägivald	Järva	Ambla	Ambla	"425"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7352"	"1833"	"10"	"28"	"41"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Saare	Kihelkonna	Lümanda	"1786"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"4840"	"1860"	"6"	"3"	"30"	Muud üleastumised	Tartu	Torma	Avinurme	"304"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6878"	"1881"	"9"	"21"	"20"	Laenud ja võlanõuded	Lääne	Kullamaa	Piirsalu	"3524"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"6928"	"1888"	"2"	"29"	"43"	Laenud ja võlanõuded	Võru	Räpina	Kahkva	"285"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"9569"	"1863"	"7"	"26"		NULL	Tartu	Võnnu	Kriimani	"552"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"6872"	"1879"	"6"	"15"	"251"	"Perekonna- ja pärimisasjad; Sotsiaalabi"	Tartu	Kodavere	Alatskivi	"1172"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"7354"	"1833"	"11"	"4"	"42"	Määratlemata	Saare	Kihelkonna	Lümanda	"77"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"4313"	"1859"	"3"	"13"	"32"	Määratlemata	Tartu	Torma	Avinurme	"864"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"4842"	"1860"	"7"	"19"	"32"	Varavastased kuriteod	Tartu	Torma	Avinurme	"210"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"20713"	"1889"	"3"	"17"	"87"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"358"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"6865"	"1880"	"7"	"16"	"63"	Kahjutasu	Võru	Põlva	Kiuma	"810"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"6876"	"1872"	"10"	"5"	"19"	Perekonna- ja pärimisasjad	Saare	Kihelkonna	Atla	"2696"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"7355"	"1868"	"11"	"4"	"38"	Varavastased kuriteod	Harju	Jõelähtme	Jõelähtme	"206"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"8458"	"1832"	"3"	"19"		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"202"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"2726"	"1856"	"7"	"13"	"39"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"252"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"4843"	"1860"	"7"	"19"	"33"	Varavastased kuriteod	Tartu	Torma	Avinurme	"67"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"10297"	"1868"	"5"	"30"	"5"	Sõim ja vägivald	Harju	Hageri	Kohila	"313"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"6884"	"1877"	"3"	"5"		"Riiklikud, kiriklikud ja kogukondlikud koormised"	Lääne	Kullamaa	Piirsalu	"911"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"7242"	"1868"	"8"	"19"	"26"	Sõim ja vägivald	Harju	Jõelähtme	Jõelähtme	"778"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"6929"	"1888"	"3"	"14"	"44"	Varavastased kuriteod	Võru	Räpina	Kahkva	"437"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"6997"	"1829"	"5"	"17"		"Kahjutasu; Varavastased kuriteod"	Viljandi	Paistu	Holstre	"228"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6891"	"1828"	"12"	"6"		Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"82"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"7169"	"1880"	"9"	"10"	"74"	Laenud ja võlanõuded	Võru	Põlva	Kiuma	"529"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"6886"	"1879"	"6"	"15"	"254"	Muud üleastumised	Tartu	Kodavere	Alatskivi	"582"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"7014"	"1920"	"12"	"18"	"7"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1622"	d97166	Saare	Liivimaa	445956.863773332	6482574.12869283
"6960"	"1887"	"6"	"2"	"7"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"387"	d97191	Pärnu	Liivimaa	503033.095175945	6466382.73980284
"6930"	"1888"	"3"	"14"	"45"	Määratlemata	Võru	Räpina	Kahkva	"244"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"7000"	"1885"	"6"	"29"	"13"	Määratlemata	Järva	Ambla	Ambla	"244"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"4845"	"1860"	"7"	"19"	"35"	Varavastased kuriteod	Tartu	Torma	Avinurme	"76"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7243"	"1886"	"7"	"5"	"24"	Varavastased kuriteod	Järva	Ambla	Ambla	"973"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"6895"	"1879"	"6"	"15"	"255"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"786"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"6899"	"1879"	"6"	"18"	"257"	Varavastased kuriteod	Tartu	Kodavere	Alatskivi	"1042"	d97138	Tartu	Liivimaa	678443.700571749	6499694.4408131
"2727"	"1856"	"7"	"13"	"40"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"270"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6931"	"1888"	"3"	"14"	"46"	Muud üleastumised	Võru	Räpina	Kahkva	"401"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"4847"	"1860"	"7"	"19"	"37"	Varavastased kuriteod	Tartu	Torma	Avinurme	"73"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"14713"	"1869"	"5"	"8"	"5"	Laenud ja võlanõuded	Harju	Keila	Harku	"391"	d97135	Harju	Eestimaa	525841.120598664	6578101.06091372
"6896"	"1877"	"12"	"17"	"6"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Piirsalu	"1130"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"2730"	"1856"	"8"	"10"	"41"	"Riiklikud, kiriklikud ja kogukondlikud koormised"	Tartu	Torma	Avinurme	"405"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7387"	"1869"	"5"	"19"	"12"	Varavastased kuriteod	Harju	Jõelähtme	Jõelähtme	"1704"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"6941"	"1833"	"8"	"27"	"1"	Perekonna- ja pärimisasjad	Pärnu	Tori	Sindi	"634"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"6908"	"1918"	"7"	"18"	"1"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1510"	d97166	Saare	Liivimaa	445956.863773332	6482574.12869283
"7245"	"1868"	"9"	"2"	"27"	Sõim ja vägivald	Harju	Jõelähtme	Jõelähtme	"974"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7356"	"1887"	"3"	"21"	"7"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"953"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"4049"	"1858"	"6"	"5"	"45"	Määratlemata	Tartu	Torma	Avinurme	"565"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"8460"	"1832"	"4"	"2"		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"184"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6906"	"1829"	"4"	"13"		Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"829"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6893"	"1872"	"12"	"15"	"21"	Perekonna- ja pärimisasjad	Saare	Kihelkonna	Atla	"815"	d97136	Saare	Liivimaa	385314.605643717	6468267.73161256
"6827"	"1868"	"4"	"8"	"10"	Kahjutasu	Harju	Jõelähtme	Jõelähtme	"1235"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"9096"	"1881"	"11"	"30"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"137"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"11288"	"1872"	"3"	"14"	"29"	Määratlemata	Tartu	Võnnu	Ahja	"3166"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"7464"	"1888"	"4"	"11"	"66"	"Laenud ja võlanõuded; Muud üleastumised"	Võru	Räpina	Kahkva	"204"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"20714"	"1889"	"3"	"17"	"88"	Laenud ja võlanõuded	Tartu	Võnnu	Ahja	"94"	d97205	Tartu	Liivimaa	682511.042098504	6463190.48213771
"6912"	"1868"	"4"	"8"	"11"	NULL	Harju	Jõelähtme	Jõelähtme	"674"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7357"	"1887"	"4"	"11"	"8"	Määratlemata	Järva	Ambla	Ambla	"292"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"2732"	"1856"	"8"	"10"	"42"	"Kahjutasu; Varavastased kuriteod"	Tartu	Torma	Avinurme	"503"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7388"	"1858"	"1"	"27"	"25"	Vallakohtu asjaajamine ja haldustoimingud 	Tartu	Torma	Avinurme	"376"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6910"	"1920"	"1"	"16"	"1"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"1962"	d97166	Saare	Liivimaa	445956.863773332	6482574.12869283
"6963"	"1887"	"7"	"3"	"8"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"2170"	d97191	Pärnu	Liivimaa	503033.095175945	6466382.73980284
"7003"	"1887"	"7"	"3"	"9"	Varalised tehingud	Pärnu	Tõstamaa	Seli	"919"	d97191	Pärnu	Liivimaa	503033.095175945	6466382.73980284
"7167"	"1880"	"8"	"27"	"73"	Määratlemata	Võru	Põlva	Kiuma	"576"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"7046"	"1829"	"7"	"6"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Kahjutasu"	Viljandi	Paistu	Holstre	"447"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"7149"	"1880"	"3"	"9"	"1"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Kullamaa	Piirsalu	"1227"	d97143	Haapsalu	Eestimaa	506039.527501306	6531894.26532655
"6105"	"1880"	"6"	"11"	"56"	Töö- ja teenistussuhted	Võru	Põlva	Kiuma	"823"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"9097"	"1881"	"12"	"18"		Vallakohtu asjaajamine ja haldustoimingud 	Järva	Türi	Särevere	"137"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"6945"	"1845"	"8"	"8"		"Riiklikud, kiriklikud ja kogukondlikud koormised"	Võru	Põlva	Kähri	"552"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"6917"	"1890"	"3"	"20"	"22"	"Sõim ja vägivald; Varavastased kuriteod"	Harju	Jüri	Rae	"3383"	d97123	Harju	Eestimaa	550714.889779662	6576677.15156178
"7004"	"1885"	"8"	"3"	"15"	Muud üleastumised	Järva	Ambla	Ambla	"994"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7072"	"1821"	"7"	"30"		"Kahjutasu; Varavastased kuriteod"	Saare	Mustjala	Mustjala	"284"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"7162"	"1880"	"8"	"27"	"72"	Määratlemata	Võru	Põlva	Kiuma	"436"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"6964"	"1884"	"7"	"28"	"15"	Määratlemata	Järva	Ambla	Ambla	"243"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"6920"	"1890"	"4"	"10"	"25"	Varavastased kuriteod	Harju	Jüri	Rae	"943"	d97123	Harju	Eestimaa	550714.889779662	6576677.15156178
"7246"	"1886"	"7"	"19"	"25"	Varavastased kuriteod	Järva	Ambla	Ambla	"848"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"6946"	"1884"	"10"	NULL		NULL	Viru	Lüganuse	Püssi	"1"	d97149	Viru	Eestimaa	673015.94473789	6577702.14396288
"6965"	"1884"	"8"	"11"	"16"	Määratlemata	Järva	Ambla	Ambla	"294"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"8461"	"1832"	"4"	"2"		Laenud ja võlanõuded	Viljandi	Paistu	Holstre	"174"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"7158"	"1880"	"8"	"7"	"70"	Määratlemata	Võru	Põlva	Kiuma	"420"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"7073"	"1821"	"7"	"30"		"Varalised tehingud; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Saare	Mustjala	Mustjala	"83"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"8193"	"1871"	"6"	"7"	"30"	Vallakohtu asjaajamine ja haldustoimingud 	Harju	Hageri	Kohila	"744"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"6996"	"1920"	"11"	"27"	"6"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"3007"	d97166	Saare	Liivimaa	445956.863773332	6482574.12869283
"6947"	"1884"	"10"	NULL		NULL	Viru	Lüganuse	Püssi	"4"	d97149	Viru	Eestimaa	673015.94473789	6577702.14396288
"6966"	"1884"	"8"	"25"	"17"	Määratlemata	Järva	Ambla	Ambla	"248"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7074"	"1821"	"8"	"6"		Kahjutasu	Saare	Mustjala	Mustjala	"75"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"7049"	"1915"	"1"	"15"	"1"	Perekonna- ja pärimisasjad	Saare	Pöide	Laimjala	"906"	d97166	Saare	Liivimaa	445956.863773332	6482574.12869283
"3964"	"1858"	"1"	"27"	"27"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"422"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"4082"	"1858"	"6"	"27"	"47"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"233"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"14701"	"1904"	"12"	"10"	"15"	"Perekonna- ja pärimisasjad; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"2685"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7026"	"1884"	"2"	"4"	"2"	"Riiklikud, kiriklikud ja kogukondlikud koormised; Töö- ja teenistussuhted"	Järva	Türi	Särevere	"927"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"6967"	"1884"	"9"	"8"	"18"	Määratlemata	Järva	Ambla	Ambla	"246"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7389"	"1868"	"11"	"25"	"8"	Varavastased kuriteod	Harju	Hageri	Kohila	"562"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"7032"	"1885"	"12"	"14"	"26"	Varavastased kuriteod	Järva	Ambla	Ambla	"1366"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7075"	"1821"	"8"	"13"		"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga.; Suhted kõrgemate kohtutega. Kriminaalasjade algatamine. ; Varavastased kuriteod"	Saare	Mustjala	Mustjala	"288"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"6968"	"1883"	"12"	"12"		NULL	Järva	Türi	Särevere	"197"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"7007"	"1829"	"5"	"31"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"106"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"6948"	"1833"	"9"	"25"	"1"	Perekonna- ja pärimisasjad	Pärnu	Tori	Sindi	"455"	d97189	Pärnu	Liivimaa	547959.632139925	6478515.38020337
"7027"	"1868"	"4"	"22"	"13"	Laenud ja võlanõuded	Harju	Jõelähtme	Jõelähtme	"378"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7244"	"1885"	"8"	"2"	"64"	Kahjutasu	Võru	Vastseliina	Misso	"628"					
"8956"	"1863"	"4"	"5"	"17"	"Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Tartu	Torma	Avinurme	"354"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"3967"	"1858"	"3"	"12"	"28"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"185"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6744"	"1887"	"1"	"13"	"2"	Laenud ja võlanõuded	Pärnu	Tõstamaa	Seli	"452"	d97191	Pärnu	Liivimaa	503033.095175945	6466382.73980284
"7008"	"1829"	"5"	"31"		Varavastased kuriteod	Viljandi	Paistu	Holstre	"256"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"7360"	"1887"	"5"	"9"	"10"	Määratlemata	Järva	Ambla	Ambla	"292"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7034"	"1884"	"3"	"3"	"4"	Laenud ja võlanõuded	Järva	Türi	Särevere	"1552"	d97192	Järva	Eestimaa	581053.656070628	6521624.13897247
"7115"	"1886"	"4"	"5"	"14"	Laenud ja võlanõuded	Järva	Ambla	Ambla	"305"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7035"	"1885"	"12"	"14"	"27"	Varavastased kuriteod	Järva	Ambla	Ambla	"2006"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7078"	"1821"	"8"	"27"		Perekonna- ja pärimisasjad	Saare	Mustjala	Mustjala	"93"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"6949"	"1887"	"3"	"3"	"4"	Määratlemata	Pärnu	Tõstamaa	Seli	"294"	d97191	Pärnu	Liivimaa	503033.095175945	6466382.73980284
"19046"	"1871"	"12"	"20"	"12"	Vallakohtu asjaajamine ja haldustoimingud 	Lääne	Martna	Martna	"571"	d97152	Haapsalu	Eestimaa	492335.303597346	6521392.22820013
"7010"	"1885"	"9"	"7"	"18"	Määratlemata	Järva	Ambla	Ambla	"293"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7030"	"1868"	"4"	"22"	"14"	Laenud ja võlanõuded	Harju	Jõelähtme	Jõelähtme	"384"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7248"	"1885"	"8"	"2"	"64"	Laenud ja võlanõuded	Võru	Vastseliina	Misso	"802"					
"7079"	"1821"	"9"	"3"		Perekonna- ja pärimisasjad	Saare	Mustjala	Mustjala	"80"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"3971"	"1858"	"3"	"12"	"29"	Perekonna- ja pärimisasjad	Tartu	Torma	Avinurme	"273"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7358"	"1887"	"4"	"25"	"9"	Määratlemata	Järva	Ambla	Ambla	"293"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"7037"	"1868"	"5"	"27"	"16"	Kahjutasu	Harju	Jõelähtme	Jõelähtme	"354"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"8199"	"1831"	"1"	"17"		Perekonna- ja pärimisasjad	Viljandi	Paistu	Holstre	"407"	d97161	Viljandi	Liivimaa	594372.438485816	6457037.15811181
"7118"	"1880"	"8"	"7"	"66"	Perekonna- ja pärimisasjad	Võru	Põlva	Kiuma	"392"	d97168	Võru	Liivimaa	682892.830410343	6434294.26803686
"7011"	"1885"	"9"	"21"	"19"	Määratlemata	Järva	Ambla	Ambla	"291"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"6922"	"1878"	"7"	"7"	"40"	"Perekonna- ja pärimisasjad; Maade ja hoonete rentimine, mõõtmine ja pärandamine. Ehitamine. Suhted mõisa ja kroonuga."	Pärnu	Audru	Võlla	"3853"	d97105	Pärnu	Liivimaa	514582.686210915	6474674.53363542
"7247"	"1886"	"8"	"2"	"26"	Varavastased kuriteod	Järva	Ambla	Ambla	"1204"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"9098"	"1863"	"4"	"30"	"35"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"383"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"4083"	"1858"	"7"	"11"	"48"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"409"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"4316"	"1859"	"4"	"18"	"33"	Töö- ja teenistussuhted	Tartu	Torma	Avinurme	"792"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"7390"	"1869"	"5"	"19"	"13"	Varavastased kuriteod	Harju	Jõelähtme	Jõelähtme	"296"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"8200"	"1871"	"6"	"18"	"31"	NULL	Harju	Hageri	Kohila	"22"	d97108	Harju	Eestimaa	536333.065548865	6557433.89000259
"6923"	"1885"	"6"	"28"	"52"	Kahjutasu	Võru	Vastseliina	Misso	"474"					
"6830"	"1888"	"2"	"29"	"38"	Perekonna- ja pärimisasjad	Võru	Räpina	Kahkva	"345"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
"7080"	"1821"	"9"	"10"		Vallakohtu asjaajamine ja haldustoimingud 	Saare	Mustjala	Mustjala	"103"	d97155	Saare	Liivimaa	401285.136090587	6483635.62627786
"7249"	"1868"	"9"	"2"	"28"	Varavastased kuriteod	Harju	Jõelähtme	Jõelähtme	"706"	d97121	Harju	Eestimaa	562218.952438089	6591600.42566531
"7362"	"1887"	"5"	"30"	"11"	Määratlemata	Järva	Ambla	Ambla	"293"	d97102	Järva	Eestimaa	604580.353760903	6568316.06079369
"4319"	"1859"	"4"	"24"	"34"	Varalised tehingud	Tartu	Torma	Avinurme	"246"	d97190	Tartu	Liivimaa	664084.411596915	6529980.61375847
"6925"	"1888"	"2"	"29"	"40"	Varavastased kuriteod	Võru	Räpina	Kahkva	"526"	d97174	Võru	Liivimaa	699441.264460731	6445131.29728697
