"Maakond","Vanuserühm","Murdekeele oskus","Mehed Peab omaks mõnd usku","Mehed Luterlane","Mehed Õigeusklik","Mehed Maausuline","Mehed Baptist","Mehed Jehoova tunnistaja","Mehed Taarausuline","Mehed Kristlikud vabakogudused","Mehed Budist","Mehed Eristamata kristlane","Mehed Katoliiklane","Mehed Nelipühilane","Mehed Muu usk","Mehed Usk teadmata","Mehed Ei pea omaks ühtegi usku","Mehed Ei soovinud vastata","Mehed Suhe religiooni teadmata","Naised Peab omaks mõnd usku","Naised Luterlane","Naised Õigeusklik","Naised Maausuline","Naised Baptist","Naised Jehoova tunnistaja","Naised Taarausuline","Naised Kristlikud vabakogudused","Naised Budist","Naised Eristamata kristlane","Naised Katoliiklane","Naised Nelipühilane","Naised Muu usk","Naised Usk teadmata","Naised Ei pea omaks ühtegi usku","Naised Ei soovinud vastata","Naised Suhe religiooni teadmata"
"Viljandi maakond","30-49","..idamurre",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","30-49","..läänemurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Viljandi maakond","30-49","..Mulgi murre",43,26,2,6,1,0,3,0,1,1,0,2,1,0,194,35,0,60,46,0,4,1,2,0,0,2,0,0,1,4,0,190,49,1
"Viljandi maakond","30-49","..rannikumurre",1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Viljandi maakond","30-49","..saarte murre",6,3,1,0,0,1,0,0,0,0,0,0,0,1,17,8,0,7,5,1,0,0,1,0,0,0,0,0,0,0,0,24,2,0
"Viljandi maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","30-49","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"Viljandi maakond","30-49","..Võru murre",33,14,4,6,3,0,1,0,1,0,0,1,1,2,175,24,0,62,39,10,3,2,3,0,0,1,1,1,0,2,0,157,33,1
"Viljandi maakond","30-49","....Setu murrak",5,1,3,0,1,0,0,0,0,0,0,0,0,0,38,5,0,14,5,7,1,1,0,0,0,0,0,0,0,0,0,32,9,0
"Viljandi maakond","30-49","..oskab murret, kuid täpne murre teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Viljandi maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","30-49","....Lõuna-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","30-49","Ei oska murdeid",324,187,45,8,5,15,12,6,14,3,3,5,17,4,4095,476,14,542,387,39,18,17,28,3,7,2,2,4,6,19,10,3746,605,9
"Viljandi maakond","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,55
"Viljandi maakond","50-64","Oskab mõnda murret",137,83,19,12,0,1,9,2,2,1,0,1,4,3,536,65,0,227,161,31,7,1,4,5,0,5,0,1,4,5,3,633,115,0
"Viljandi maakond","50-64","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","50-64","..Mulgi murre",80,49,8,7,0,1,7,1,2,1,0,1,2,1,305,33,0,126,94,13,5,0,2,4,0,2,0,1,3,2,0,333,69,0
"Viljandi maakond","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Viljandi maakond","50-64","..saarte murre",4,2,0,0,0,0,1,0,0,0,0,0,1,0,22,4,0,14,6,5,0,1,0,1,0,0,0,0,0,1,0,33,1,0
"Viljandi maakond","50-64","....Kihnu murrak",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Viljandi maakond","50-64","..Tartu murre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,20,2,0
"Viljandi maakond","50-64","..Võru murre",48,27,11,5,0,0,1,1,0,0,0,0,1,2,190,25,0,73,49,13,2,0,1,0,0,3,0,0,1,2,2,234,41,0
"Viljandi maakond","50-64","....Setu murrak",16,3,7,2,0,0,1,1,0,0,0,0,0,2,27,2,0,17,4,10,0,0,1,0,0,1,0,0,0,0,1,34,12,0
"Viljandi maakond","50-64","..oskab murret, kuid täpne murre teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0
"Viljandi maakond","50-64","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","50-64","....Lõuna-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"Viljandi maakond","50-64","Ei oska murdeid",278,199,27,7,2,8,7,1,4,6,0,2,12,3,3072,309,4,495,376,33,14,10,14,3,4,2,7,3,8,17,4,3157,401,4
"Viljandi maakond","50-64","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28
"Viljandi maakond","65 ja vanemad","Oskab mõnda murret",213,176,21,3,4,1,3,0,0,1,0,1,3,0,349,43,2,693,584,61,10,6,8,5,0,1,6,0,2,8,2,706,91,4
"Viljandi maakond","65 ja vanemad","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","65 ja vanemad","..keskmurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Viljandi maakond","65 ja vanemad","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viljandi maakond","65 ja vanemad","..Mulgi murre",136,119,7,1,3,1,2,0,0,1,0,1,1,0,235,24,2,430,391,13,7,1,7,1,0,0,3,0,2,3,2,457,57,4
"Viljandi maakond","65 ja vanemad","..rannikumurre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Viljandi maakond","65 ja vanemad","..saarte murre",6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,20,15,2,1,0,0,0,0,0,2,0,0,0,0,23,1,0
"Viljandi maakond","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","65 ja vanemad","..Tartu murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,23,20,2,0,0,0,1,0,0,0,0,0,0,0,22,1,0
"Viljandi maakond","65 ja vanemad","..Võru murre",61,43,13,2,1,0,0,0,0,0,0,0,2,0,97,12,0,206,145,44,2,5,1,2,0,1,1,0,0,5,0,197,29,0
"Viljandi maakond","65 ja vanemad","....Setu murrak",14,2,12,0,0,0,0,0,0,0,0,0,0,0,20,2,0,42,9,29,0,2,0,1,0,0,1,0,0,0,0,32,5,0
"Viljandi maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",5,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Viljandi maakond","65 ja vanemad","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Viljandi maakond","65 ja vanemad","....Lõuna-Eesti murre",3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Viljandi maakond","65 ja vanemad","Ei oska murdeid",505,439,31,7,10,1,2,0,0,4,1,1,7,2,1908,155,8,1433,1272,76,7,17,17,6,2,1,3,2,5,20,5,2932,334,11
"Viljandi maakond","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47
"Võru maakond","15-29","Oskab mõnda murret",236,158,40,3,2,5,7,1,3,0,0,0,11,6,1437,270,1,236,161,49,1,3,3,0,2,2,1,1,0,11,2,1065,202,0
"Võru maakond","15-29","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..Mulgi murre",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Võru maakond","15-29","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..saarte murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Võru maakond","15-29","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","..Võru murre",231,157,38,3,2,5,7,1,3,0,0,0,10,5,1429,267,1,234,160,49,1,2,3,0,2,2,1,1,0,11,2,1058,200,0
"Võru maakond","15-29","....Setu murrak",17,3,11,0,0,0,0,1,0,0,0,0,2,0,44,17,0,18,2,13,0,0,1,0,0,0,0,0,0,1,1,43,10,0
"Võru maakond","15-29","..oskab murret, kuid täpne murre teadmata",3,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
"Võru maakond","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","15-29","Ei oska murdeid",56,37,11,1,1,1,0,0,0,0,1,0,2,2,998,172,0,79,55,10,0,1,2,1,2,0,2,1,0,4,1,833,149,2
"Võru maakond","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"Võru maakond","30-49","Oskab mõnda murret",639,432,119,25,9,9,9,6,3,1,0,4,17,5,2181,412,5,756,553,111,21,11,13,1,9,2,2,3,2,20,8,1734,465,4
"Võru maakond","30-49","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
"Võru maakond","30-49","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","..saarte murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,6,2,0
"Võru maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Võru maakond","30-49","..Võru murre",638,431,119,25,9,9,9,6,3,1,0,4,17,5,2154,406,5,747,550,108,20,11,13,1,9,2,2,2,2,20,7,1718,458,3
"Võru maakond","30-49","....Setu murrak",70,9,58,2,0,0,0,0,0,0,0,0,1,0,58,22,0,61,9,48,2,0,0,0,0,0,0,0,0,2,0,50,38,0
"Võru maakond","30-49","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,7,4,1
"Võru maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","30-49","Ei oska murdeid",72,42,11,1,2,2,0,1,2,0,0,0,8,3,691,119,2,143,81,30,2,5,8,0,1,2,2,0,0,10,2,717,136,1
"Võru maakond","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
"Võru maakond","50-64","Oskab mõnda murret",651,456,148,11,6,4,6,1,4,0,0,0,8,7,1736,308,0,889,669,165,6,10,15,1,3,1,0,2,3,9,5,1513,351,2
"Võru maakond","50-64","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Võru maakond","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Võru maakond","50-64","..Mulgi murre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"Võru maakond","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","..saarte murre",2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Võru maakond","50-64","..Võru murre",643,449,148,11,5,4,6,1,4,0,0,0,8,7,1722,307,0,876,658,164,6,10,15,1,3,1,0,2,3,9,4,1502,348,2
"Võru maakond","50-64","....Setu murrak",95,10,84,0,0,0,0,0,0,0,0,0,1,0,61,23,0,93,10,78,1,1,1,0,0,0,0,0,1,1,0,44,16,0
"Võru maakond","50-64","..oskab murret, kuid täpne murre teadmata",3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0
"Võru maakond","50-64","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","50-64","Ei oska murdeid",44,30,4,1,0,2,1,0,0,1,0,0,5,0,285,49,0,80,59,13,0,1,1,0,1,0,0,0,1,3,1,332,86,0
"Võru maakond","50-64","Murdekeele oskus teadmata",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"Võru maakond","65 ja vanemad","Oskab mõnda murret",872,709,133,3,2,4,7,3,0,0,2,0,6,3,863,131,0,2315,1917,332,5,12,21,1,2,1,3,5,0,15,1,1191,272,2
"Võru maakond","65 ja vanemad","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","..läänemurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","..Mulgi murre",5,3,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Võru maakond","65 ja vanemad","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","..saarte murre",3,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Võru maakond","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","..Tartu murre",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0
"Võru maakond","65 ja vanemad","..Võru murre",861,703,130,3,2,4,7,2,0,0,2,0,6,2,850,128,0,2296,1901,331,5,11,20,1,2,1,3,5,0,15,1,1175,270,2
"Võru maakond","65 ja vanemad","....Setu murrak",74,10,63,0,0,0,0,0,0,0,0,0,1,0,25,7,0,186,15,168,0,0,0,0,1,0,1,0,0,0,1,24,13,0
"Võru maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Võru maakond","65 ja vanemad","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Võru maakond","65 ja vanemad","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Võru maakond","65 ja vanemad","Ei oska murdeid",87,67,12,0,1,2,0,0,0,0,0,0,3,2,168,34,0,231,202,19,3,2,2,0,0,0,0,0,0,2,1,252,50,1
"Võru maakond","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43
