"Maakond","Vanuserühm","Murdekeele oskus","Mehed Peab omaks mõnd usku","Mehed Luterlane","Mehed Õigeusklik","Mehed Maausuline","Mehed Baptist","Mehed Jehoova tunnistaja","Mehed Taarausuline","Mehed Kristlikud vabakogudused","Mehed Budist","Mehed Eristamata kristlane","Mehed Katoliiklane","Mehed Nelipühilane","Mehed Muu usk","Mehed Usk teadmata","Mehed Ei pea omaks ühtegi usku","Mehed Ei soovinud vastata","Mehed Suhe religiooni teadmata","Naised Peab omaks mõnd usku","Naised Luterlane","Naised Õigeusklik","Naised Maausuline","Naised Baptist","Naised Jehoova tunnistaja","Naised Taarausuline","Naised Kristlikud vabakogudused","Naised Budist","Naised Eristamata kristlane","Naised Katoliiklane","Naised Nelipühilane","Naised Muu usk","Naised Usk teadmata","Naised Ei pea omaks ühtegi usku","Naised Ei soovinud vastata","Naised Suhe religiooni teadmata"
"Hiiu maakond","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
"Hiiu maakond","30-49","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","..saarte murre",31,11,2,5,5,2,1,2,0,0,0,0,1,2,128,30,0,51,34,1,0,5,1,0,4,0,0,0,0,4,2,73,31,0
"Hiiu maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Hiiu maakond","30-49","..Võru murre",5,1,0,1,1,0,1,0,0,0,0,0,0,1,8,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,21,5,0
"Hiiu maakond","30-49","....Setu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","30-49","..oskab murret, kuid täpne murre teadmata",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","30-49","Ei oska murdeid",48,24,1,0,12,1,0,3,1,1,1,0,2,2,702,106,1,103,51,4,0,16,6,1,7,0,2,1,4,7,4,599,148,0
"Hiiu maakond","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
"Hiiu maakond","50-64","Oskab mõnda murret",41,30,1,1,5,0,2,0,0,0,0,0,1,1,172,30,0,64,43,3,2,4,1,0,5,0,1,0,0,4,1,149,37,0
"Hiiu maakond","50-64","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","50-64","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","..saarte murre",36,25,1,1,5,0,2,0,0,0,0,0,1,1,158,28,0,52,35,3,1,4,0,0,4,0,0,0,0,4,1,137,36,0
"Hiiu maakond","50-64","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","50-64","..Võru murre",5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,7,5,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
"Hiiu maakond","50-64","....Setu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","50-64","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","50-64","Ei oska murdeid",70,41,6,1,6,0,2,1,1,4,1,1,3,3,534,91,1,117,75,8,0,12,2,0,5,1,3,0,1,8,2,521,132,1
"Hiiu maakond","50-64","Murdekeele oskus teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"Hiiu maakond","65 ja vanemad","Oskab mõnda murret",62,39,5,2,12,0,1,1,0,0,0,0,2,0,112,16,1,218,149,13,0,40,0,0,1,0,3,0,0,11,1,140,31,2
"Hiiu maakond","65 ja vanemad","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","65 ja vanemad","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","65 ja vanemad","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","65 ja vanemad","..Mulgi murre",2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Hiiu maakond","65 ja vanemad","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","65 ja vanemad","..saarte murre",57,34,5,2,12,0,1,1,0,0,0,0,2,0,96,13,1,198,130,13,0,39,0,0,1,0,3,0,0,11,1,122,28,2
"Hiiu maakond","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","65 ja vanemad","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Hiiu maakond","65 ja vanemad","..Võru murre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,13,12,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0
"Hiiu maakond","65 ja vanemad","....Setu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Hiiu maakond","65 ja vanemad","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hiiu maakond","65 ja vanemad","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Hiiu maakond","65 ja vanemad","Ei oska murdeid",73,51,9,0,10,0,1,0,0,0,0,1,1,0,231,29,0,256,194,9,1,38,2,0,4,1,1,1,1,4,0,355,73,3
"Hiiu maakond","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Ida-Viru maakond","15-29","Oskab mõnda murret",21,8,6,0,0,0,1,0,0,1,0,1,4,0,42,7,0,8,2,4,1,0,0,0,0,0,0,0,1,0,0,18,8,0
"Ida-Viru maakond","15-29","..idamurre",3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ida-Viru maakond","15-29","..rannikumurre",3,2,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"Ida-Viru maakond","15-29","..saarte murre",3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0
"Ida-Viru maakond","15-29","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ida-Viru maakond","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","..Võru murre",12,4,4,0,0,0,0,0,0,0,0,1,3,0,28,2,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,13,3,0
"Ida-Viru maakond","15-29","....Setu murrak",5,0,3,0,0,0,0,0,0,0,0,1,1,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ida-Viru maakond","15-29","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ida-Viru maakond","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","15-29","Ei oska murdeid",173,84,66,1,5,1,0,2,0,1,2,2,9,0,1535,295,4,190,98,66,2,6,5,0,1,1,0,5,1,4,1,1092,246,2
"Ida-Viru maakond","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66
"Ida-Viru maakond","30-49","Oskab mõnda murret",53,31,10,2,0,1,1,0,1,0,1,1,5,0,113,32,0,55,40,6,2,0,1,0,0,0,1,1,0,4,0,82,32,1
"Ida-Viru maakond","30-49","..idamurre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
"Ida-Viru maakond","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ida-Viru maakond","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","30-49","..Mulgi murre",3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"Ida-Viru maakond","30-49","..rannikumurre",8,5,0,1,0,0,0,0,0,0,1,0,1,0,12,8,0,15,12,0,2,0,0,0,0,0,1,0,0,0,0,8,6,0
"Ida-Viru maakond","30-49","..saarte murre",9,6,2,0,0,0,0,0,0,0,0,1,0,0,15,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Ida-Viru maakond","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","30-49","..Tartu murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Ida-Viru maakond","30-49","..Võru murre",26,12,8,1,0,1,1,0,1,0,0,0,2,0,73,13,0,26,17,4,0,0,1,0,0,0,0,0,0,4,0,58,22,1
"Ida-Viru maakond","30-49","....Setu murrak",6,2,2,0,0,0,0,0,0,0,0,0,2,0,17,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0
"Ida-Viru maakond","30-49","..oskab murret, kuid täpne murre teadmata",3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"Ida-Viru maakond","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ida-Viru maakond","30-49","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Ida-Viru maakond","30-49","Ei oska murdeid",365,230,81,6,7,8,5,2,4,4,4,1,9,4,1994,382,3,456,320,79,4,13,11,2,10,2,2,3,1,8,1,1566,387,3
"Ida-Viru maakond","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"Ida-Viru maakond","50-64","Oskab mõnda murret",49,33,7,1,0,1,3,0,0,0,1,1,2,0,113,16,0,102,77,14,3,2,2,1,1,1,0,0,0,0,1,121,35,0
"Ida-Viru maakond","50-64","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0
"Ida-Viru maakond","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ida-Viru maakond","50-64","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","50-64","..Mulgi murre",3,2,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,14,10,2,1,0,0,1,0,0,0,0,0,0,0,10,2,0
"Ida-Viru maakond","50-64","..rannikumurre",7,7,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,13,10,2,0,0,0,0,0,0,0,0,0,0,1,15,6,0
"Ida-Viru maakond","50-64","..saarte murre",4,1,1,0,0,0,1,0,0,0,0,0,1,0,9,2,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0
"Ida-Viru maakond","50-64","....Kihnu murrak",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","50-64","..Tartu murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0
"Ida-Viru maakond","50-64","..Võru murre",32,20,6,1,0,1,2,0,0,0,1,1,0,0,73,8,0,46,34,7,1,1,2,0,1,0,0,0,0,0,0,69,19,0
"Ida-Viru maakond","50-64","....Setu murrak",12,4,6,0,0,0,2,0,0,0,0,0,0,0,11,3,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,10,5,0
"Ida-Viru maakond","50-64","..oskab murret, kuid täpne murre teadmata",1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0
"Ida-Viru maakond","50-64","....Põhja-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"Ida-Viru maakond","50-64","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ida-Viru maakond","50-64","Ei oska murdeid",370,278,62,4,2,3,1,1,0,0,3,4,11,1,1636,273,4,471,348,88,7,8,5,1,1,0,0,4,2,4,3,1392,338,4
"Ida-Viru maakond","50-64","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"Ida-Viru maakond","65 ja vanemad","Oskab mõnda murret",110,93,10,0,0,0,1,0,0,0,3,0,3,0,137,9,0,244,215,18,2,2,1,1,1,0,0,0,1,2,1,165,25,0
"Ida-Viru maakond","65 ja vanemad","..idamurre",9,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"Ida-Viru maakond","65 ja vanemad","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","65 ja vanemad","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ida-Viru maakond","65 ja vanemad","..Mulgi murre",10,9,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,14,0,0,1,0,0,0,0,0,0,0,0,0,13,2,0
"Ida-Viru maakond","65 ja vanemad","..rannikumurre",15,14,0,0,0,0,1,0,0,0,0,0,0,0,29,1,0,54,53,0,1,0,0,0,0,0,0,0,0,0,0,22,7,0
"Ida-Viru maakond","65 ja vanemad","..saarte murre",5,4,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,17,13,3,0,0,0,0,1,0,0,0,0,0,0,16,3,0
"Ida-Viru maakond","65 ja vanemad","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ida-Viru maakond","65 ja vanemad","..Tartu murre",4,3,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,12,10,0,0,1,0,0,0,0,0,0,1,0,0,8,1,0
"Ida-Viru maakond","65 ja vanemad","..Võru murre",63,50,8,0,0,0,0,0,0,0,3,0,2,0,72,3,0,128,107,15,1,0,1,1,0,0,0,0,0,2,1,96,9,0
"Ida-Viru maakond","65 ja vanemad","....Setu murrak",14,5,7,0,0,0,0,0,0,0,1,0,1,0,12,0,0,16,6,10,0,0,0,0,0,0,0,0,0,0,0,13,2,0
"Ida-Viru maakond","65 ja vanemad","..oskab murret, kuid täpne murre teadmata",4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
"Ida-Viru maakond","65 ja vanemad","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Ida-Viru maakond","65 ja vanemad","....Lõuna-Eesti murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Ida-Viru maakond","65 ja vanemad","Ei oska murdeid",679,613,39,3,4,0,2,1,0,2,6,0,7,2,1255,195,3,1755,1575,119,1,17,7,2,4,0,4,10,3,13,0,1733,328,7
"Ida-Viru maakond","65 ja vanemad","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"..Narva linn","15-29","Oskab mõnda murret",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"..Narva linn","15-29","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"..Narva linn","15-29","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..saarte murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..Tartu murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..Võru murre",1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"..Narva linn","15-29","....Setu murrak",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","15-29","Ei oska murdeid",19,6,11,0,0,0,0,1,0,0,0,0,1,0,61,17,0,22,8,11,0,0,2,0,0,0,0,0,1,0,0,45,12,0
"..Narva linn","15-29","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"..Narva linn","30-49","Oskab mõnda murret",7,2,5,0,0,0,0,0,0,0,0,0,0,0,11,4,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"..Narva linn","30-49","..idamurre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..läänemurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..Mulgi murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..rannikumurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..saarte murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","....Kihnu murrak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..Tartu murre",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","..Võru murre",5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"..Narva linn","30-49","....Setu murrak",2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"..Narva linn","30-49","..oskab murret, kuid täpne murre teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","....Põhja-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","....Lõuna-Eesti murre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","30-49","Ei oska murdeid",34,18,12,0,0,0,0,0,0,2,1,0,1,0,89,26,0,43,22,15,1,0,3,0,0,0,0,1,0,1,0,59,21,0
"..Narva linn","30-49","Murdekeele oskus teadmata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","Oskab mõnda murret",3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"..Narva linn","50-64","..idamurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"..Narva linn","50-64","..keskmurre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
